Fecha;Hora;PM10;PM25;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
27/05/2015;3:00:00;21;7;3;17;3;0.07;46;115;0;42.8;0;942;17.1
27/05/2015;4:00:00;29;10;2;10;3;0.05;54;112;0;44.6;0;942;16.3
27/05/2015;5:00:00;24;11;2;6;3;0.05;67;115;0.1;41.4;0;942;16.2
27/05/2015;6:00:00;10;8;2;5;3;0.05;68;112;0;45.5;0;942;14.9
27/05/2015;7:00:00;18;6;2;12;3;0.08;60;108;0.1;46.9;0;943;14.2
27/05/2015;8:00:00;12;6;2;22;4;0.05;50;110;0;47.5;0;943;14.8
27/05/2015;9:00:00;13;8;2;13;4;0.06;58;105;0;46.7;0;943;16.1
27/05/2015;10:00:00;16;10;2;7;4;0.09;66;120;0.1;44.7;0;943;17.1
27/05/2015;11:00:00;15;7;2;6;4;0.09;67;132;0.1;42.6;0;943;19.4
27/05/2015;12:00:00;23;4;2;6;4;0.07;77;129;0.1;37.4;0;943;22
27/05/2015;13:00:00;22;8;3;4;3;0.07;90;132;0.2;33.4;0;942;24
27/05/2015;14:00:00;22;12;3;6;3;0.15;97;118;0;30.4;0;942;26
27/05/2015;15:00:00;19;8;3;6;3;0.11;103;136;0.1;27;0;941;27.8
27/05/2015;16:00:00;19;4;3;7;3;0.11;107;91;0.1;23.9;0;940;29.2
27/05/2015;17:00:00;18;5;3;6;3;0.16;113;117;0.3;21.9;0;940;30.1
27/05/2015;18:00:00;21;9;3;5;3;0.19;111;114;0.2;20.5;0;939;30.6
27/05/2015;19:00:00;22;9;3;6;3;0.18;108;78;0;19.5;0;939;31.2
27/05/2015;20:00:00;21;7;3;6;3;0.13;111;113;0;19.5;0;938;30.8
27/05/2015;21:00:00;29;6;2;7;3;0.06;112;123;0;19.8;0;939;30.8
27/05/2015;22:00:00;23;7;3;30;3;0.11;84;127;0;22.3;0;939;28.3
27/05/2015;23:00:00;13;8;3;84;9;0.21;30;33;0;26.9;0;939;25.2
27/05/2015;0:00:00;27;8;2;89;7;0.11;17;43;0;30.1;0;940;23.1
28/05/2015;1:00:00;26;16;3;68;4;0.14;24;47;0;32.5;0;940;21.3
28/05/2015;2:00:00;25;12;2;41;3;0.1;40;350;0;37.3;0;940;19.9
28/05/2015;3:00:00;23;9;2;29;3;0.06;36;133;0;45.5;0;940;17.5
28/05/2015;4:00:00;26;16;2;13;3;0.05;40;127;0.1;51.7;0;940;15.8
28/05/2015;5:00:00;30;12;2;9;3;0.05;52;139;0;59.5;0;940;15.4
28/05/2015;6:00:00;26;10;2;8;3;0.06;62;133;0;66.7;0;941;15.5
28/05/2015;7:00:00;26;15;2;9;3;0.05;70;109;0.3;67;0;941;16.2
28/05/2015;8:00:00;29;17;2;13;3;0.06;56;128;0.2;70.1;0;941;15.4
28/05/2015;9:00:00;30;13;2;9;3;0.06;72;110;1.1;60.8;0;942;17.9
28/05/2015;10:00:00;33;15;2;7;3;0.05;78;98;1.1;57.2;0;942;18.8
28/05/2015;11:00:00;31;16;2;6;3;0.05;83;109;0.6;50.7;0;942;21.1
28/05/2015;12:00:00;34;16;3;6;3;0.05;90;98;0.4;44;0;941;23.8
28/05/2015;13:00:00;29;16;3;5;3;0.05;101;114;0.2;35.7;0;941;26.6
28/05/2015;14:00:00;40;10;3;6;3;0.12;108;67;0.1;30.3;0;940;29.1
28/05/2015;15:00:00;38;19;3;14;4;0.15;106;340;0;26.2;0;940;30.7
28/05/2015;16:00:00;28;15;3;12;4;0.18;107;315;0.1;21.3;0;939;31.9
28/05/2015;17:00:00;20;6;3;11;4;0.26;102;319;0.5;18.6;0;938;32.7
28/05/2015;18:00:00;20;7;3;12;4;0.23;101;315;0.5;17.4;0;937;33
28/05/2015;19:00:00;15;11;3;13;4;0.29;101;317;0.2;17;0;936;33.4
28/05/2015;20:00:00;22;9;3;28;6;0.22;88;290;0;16.7;0;936;33.1
28/05/2015;21:00:00;18;8;3;25;4;0.11;88;310;0.1;16.7;0;936;32.8
28/05/2015;22:00:00;25;10;3;41;4;0.05;69;318;0;18.1;0;936;31.3
28/05/2015;23:00:00;23;15;2;15;3;0.05;90;29;0;23.6;0;937;28.9
28/05/2015;0:00:00;21;8;2;42;4;0.06;64;180;0;25;0;937;27.8
29/05/2015;1:00:00;25;9;2;18;3;0.05;74;199;0;28.8;0;937;25.7
29/05/2015;2:00:00;23;11;2;5;3;0.05;89;180;0;31.6;0;937;24.8
29/05/2015;3:00:00;29;16;2;7;2;0.05;85;113;0.1;36;0;937;23.8
29/05/2015;4:00:00;24;14;2;6;3;0.05;74;115;0;43.4;0;936;21.4
29/05/2015;5:00:00;27;17;2;6;3;0.06;64;93;1.1;45.1;0;936;19.5
29/05/2015;6:00:00;24;16;2;6;3;0.06;67;94;0.9;44;0;937;18.5
29/05/2015;7:00:00;26;14;2;8;3;0.05;67;105;0.8;44.4;0;937;17.7
29/05/2015;8:00:00;32;13;2;12;3;0.05;60;113;0.5;46.2;0;937;17.4
29/05/2015;9:00:00;23;16;2;13;3;0.05;56;115;0.1;47.1;0;938;17.9
29/05/2015;10:00:00;27;14;2;15;4;0.05;55;109;0.2;45.1;0;938;18.7
29/05/2015;11:00:00;57;10;2;11;3;0.05;62;107;0.6;46.2;0;938;19.4
29/05/2015;12:00:00;36;14;2;13;4;0.09;64;121;0;42.1;0;938;21.7
29/05/2015;13:00:00;51;15;3;27;7;0.08;66;267;0;34.1;0;938;25.2
29/05/2015;14:00:00;31;9;2;14;4;0.05;97;12;0;26.3;0;938;29.9
29/05/2015;15:00:00;22;11;2;11;4;0.07;102;87;0.1;24.6;0;937;30.5
29/05/2015;16:00:00;24;13;2;16;4;0.08;99;210;0.2;23.2;0;936;31.3
29/05/2015;17:00:00;27;10;2;14;3;0.06;98;216;0.8;34.1;1.76;936;27
29/05/2015;18:00:00;48;14;2;29;5;0.06;68;317;0.9;64.3;2.47;938;20.1
29/05/2015;19:00:00;30;19;2;25;3;0.05;66;119;0.3;58.9;0.35;938;20.4
29/05/2015;20:00:00;26;18;2;46;5;0.07;42;186;0.2;64.2;0;938;20.3
29/05/2015;21:00:00;23;15;2;45;7;0.06;42;306;0.4;68.7;0.35;939;19.7
29/05/2015;22:00:00;14;14;2;36;6;0.08;46;287;1.3;74.5;0;940;18.9
29/05/2015;23:00:00;26;12;2;37;8;0.06;45;281;0;71.9;0.35;941;18.9
29/05/2015;0:00:00;19;18;2;14;3;0.07;79;230;0.6;58.1;0;940;19.7
30/05/2015;1:00:00;14;9;2;29;4;0.06;67;22;0;51.1;0;939;20.3
30/05/2015;2:00:00;15;5;2;15;3;0.05;69;325;0.1;66.1;0;939;18.1
30/05/2015;3:00:00;2;4;2;23;3;0.06;49;130;0;73.5;0;940;16.6
30/05/2015;4:00:00;15;9;2;24;3;0.05;38;46;0;77.6;0;940;16
30/05/2015;5:00:00;16;9;2;25;3;0.05;28;31;0;80.4;0;939;15.5
30/05/2015;6:00:00;10;7;2;23;3;0.06;26;45;0;80.7;0;939;15.2
30/05/2015;7:00:00;12;9;2;22;3;0.05;21;111;0;89.7;0;939;14.1
30/05/2015;8:00:00;15;8;2;29;13;0.06;12;116;0;92.6;0;940;14.6
30/05/2015;9:00:00;20;9;2;29;11;0.07;20;158;0;72.2;0;940;18.2
30/05/2015;10:00:00;24;12;2;23;8;0.07;39;86;0;62.3;0;941;19.7
30/05/2015;11:00:00;23;12;2;16;5;0.05;63;293;0;56.9;0;941;21.4
30/05/2015;12:00:00;16;9;3;14;5;0.05;80;295;0.4;47.6;0;941;23.7
30/05/2015;13:00:00;25;18;6;14;4;0.22;84;306;0.4;40.4;0;940;25.5
30/05/2015;14:00:00;31;18;2;12;4;0.07;86;294;0.4;35;0;940;27.2
30/05/2015;15:00:00;23;0;3;11;4;0.07;94;302;0.9;31.6;0;939;28.5
30/05/2015;16:00:00;27;18;2;10;4;0.06;103;316;1.4;26.4;0;939;28.9
30/05/2015;17:00:00;27;9;3;10;4;0.12;108;313;1.5;23.4;0;939;29.6
30/05/2015;18:00:00;21;8;2;11;4;0.22;106;295;1.1;22.8;0;938;29.8
30/05/2015;19:00:00;19;10;3;14;4;0.18;106;283;1.1;24.2;0;938;29.9
30/05/2015;20:00:00;17;14;3;17;4;0.27;101;312;0.9;24.5;0;938;29.7
30/05/2015;21:00:00;21;14;2;21;4;0.17;94;322;0.9;26.1;0;938;28.9
30/05/2015;22:00:00;15;12;3;49;6;0.08;62;317;0;29.9;0;939;27.3
30/05/2015;23:00:00;25;25;2;62;7;0.09;44;290;0;33.2;0;939;25.9
30/05/2015;0:00:00;33;29;2;23;4;0.06;78;55;4.3;37.1;0.71;940;23.8
31/05/2015;1:00:00;39;18;2;65;15;0.07;29;352;0;51.5;0;940;21.9
31/05/2015;2:00:00;31;23;2;39;5;0.07;40;295;0;50.5;0;940;21.2
31/05/2015;3:00:00;19;22;2;38;4;0.05;34;295;0;52.7;0;940;19.9
31/05/2015;4:00:00;20;14;2;28;3;0.05;39;20;0.1;48;0;941;18.9
31/05/2015;5:00:00;20;10;2;25;3;0.05;34;135;0;56.3;0;940;16.9
31/05/2015;6:00:00;27;14;2;26;3;0.05;29;106;0;62.9;0;940;15.7
31/05/2015;7:00:00;26;13;2;18;3;0.05;33;138;0;73.3;0;941;14.3
31/05/2015;8:00:00;26;10;2;25;6;0.05;21;120;0;74.6;0;941;15
31/05/2015;9:00:00;25;20;2;14;5;0.05;37;121;0;71.1;0;941;16.4
31/05/2015;10:00:00;26;12;2;6;3;0.05;55;111;0.1;63.9;0;941;18.2
31/05/2015;11:00:00;26;13;2;6;3;0.05;67;111;0;56.1;0;941;21.1
31/05/2015;12:00:00;17;15;2;4;3;0.05;83;116;0.1;47.3;0.35;941;23.9
31/05/2015;13:00:00;14;8;2;4;3;0.05;91;131;0.2;36.9;0;941;26.6
31/05/2015;14:00:00;17;15;2;4;3;0.06;97;38;0;28;0;940;28.9
31/05/2015;15:00:00;18;5;2;9;4;0.11;93;297;0.2;23.1;0;940;30.3
31/05/2015;16:00:00;15;5;3;7;4;0.12;95;317;0.6;19.8;0;939;30.9
31/05/2015;17:00:00;12;5;2;6;4;0.16;99;308;0.9;19.4;0;939;31.3
31/05/2015;18:00:00;12;7;2;9;4;0.15;98;315;0.6;19.4;0;938;31.5
31/05/2015;19:00:00;17;8;2;14;4;0.24;95;275;0.9;18.7;0;938;31.4
31/05/2015;20:00:00;11;8;2;14;4;0.14;95;315;0.3;18.6;0;938;31.1
31/05/2015;21:00:00;17;7;2;21;4;0.05;90;288;0.2;17.8;0;938;30.8
31/05/2015;22:00:00;10;7;2;37;4;0.05;69;292;0.1;21.5;0;939;29
31/05/2015;23:00:00;26;14;2;33;4;0.05;59;291;0;26.4;0;939;27
31/05/2015;0:00:00;23;16;2;43;4;0.06;46;270;0;30.1;0;940;25.5
01/09/2015;1:00:00;32;17;2;48;3;0;14;109;0;64.2;0;941;21.4
01/09/2015;2:00:00;31;15;2;38;2;0;15;68;0;68.4;0;941;20.8
01/09/2015;3:00:00;25;23;2;32;2;0;18;47;0;70.2;0;941;20.1
01/09/2015;4:00:00;26;21;2;26;2;0;19;284;0;70.6;0;941;20
01/09/2015;5:00:00;27;14;2;28;2;0;11;56;0;74.5;0;941;19.4
01/09/2015;6:00:00;24;16;2;25;2;0;13;40;0;74.4;0;941;19
01/09/2015;7:00:00;24;17;2;25;6;0;10;53;0;81.8;0;941;18.5
01/09/2015;8:00:00;28;19;2;26;12;0;2;131;0;99.9;0;941;17.6
01/09/2015;9:00:00;28;15;2;24;18;0;2;115;0;97.8;0;941;18
01/09/2015;10:00:00;29;15;2;25;17;0;8;115;0;80.1;0;942;19.5
01/09/2015;11:00:00;35;16;3;20;9;0;24;94;0;65.2;0;942;22
01/09/2015;12:00:00;37;18;3;19;6;0;39;110;0.1;60;0;942;23.9
01/09/2015;13:00:00;42;24;2;13;3;0;65;114;0;51.1;0;942;26.4
01/09/2015;14:00:00;36;12;2;7;2;0;93;84;0;37.2;0;941;29.3
01/09/2015;15:00:00;23;15;2;11;2;0;101;309;0;31.9;0;941;30.7
01/09/2015;16:00:00;20;23;2;6;2;0;110;5;0.1;32.2;0;940;30.7
01/09/2015;17:00:00;23;21;2;10;2;0;104;40;0.3;31.8;0;940;30.8
01/09/2015;18:00:00;27;14;2;6;2;0;114;268;0.1;30.6;0;939;31.6
01/09/2015;19:00:00;20;15;2;10;2;0;117;292;0.1;30.8;0;939;31.3
01/09/2015;20:00:00;20;15;2;18;2;0;115;357;0;31.7;0;939;30.9
01/09/2015;21:00:00;22;7;2;27;2;0;104;326;0;33.3;0;939;30
01/09/2015;22:00:00;24;11;2;41;2;0;78;288;0;36.9;0;939;28.4
01/09/2015;23:00:00;25;14;2;46;2;0;64;292;0;39.9;0;939;27.2
01/09/2015;0:00:00;25;13;2;43;2;0;56;296;0;43.2;0;939;26
02/09/2015;1:00:00;28;19;2;36;2;0;49;293;0;47.9;0;939;24.5
02/09/2015;2:00:00;26;18;2;29;2;0;48;310;0;45.7;0;939;23.8
02/09/2015;3:00:00;20;14;2;24;2;0;48;314;0;50.4;0;939;22.8
02/09/2015;4:00:00;21;13;2;21;2;0;49;112;0;55.3;0;939;21.4
02/09/2015;5:00:00;24;13;2;14;2;0;46;114;0;60.8;0;939;20.8
02/09/2015;6:00:00;28;18;2;21;2;0;27;112;0;73.1;0;939;19.7
02/09/2015;7:00:00;29;15;2;22;2;0;23;133;0;76.6;0;939;19.2
02/09/2015;8:00:00;28;13;2;29;3;0;10;9;0;86.8;0;939;19.6
02/09/2015;9:00:00;34;15;2;24;3;0;10;91;0;87.1;0;939;19.8
02/09/2015;10:00:00;34;16;2;11;3;0;24;135;0;73;0;939;21.7
02/09/2015;11:00:00;35;15;2;6;2;0;34;119;0;65.2;0;939;23.3
02/09/2015;12:00:00;35;17;2;8;2;0;43;131;0;58.8;0;939;25.9
02/09/2015;13:00:00;34;20;2;10;2;0.05;60;90;0;50.2;0;939;28.2
02/09/2015;14:00:00;32;17;2;7;2;0.06;87;11;0;40.7;0;938;30
02/09/2015;15:00:00;29;14;2;6;2;0.08;103;331;0;31.8;0;938;30.7
02/09/2015;16:00:00;21;11;2;8;2;0.09;112;317;0.2;31.2;0;937;30.7
02/09/2015;17:00:00;16;13;2;6;2;0.1;119;273;0.1;29.3;0;937;31.9
02/09/2015;18:00:00;17;11;2;4;2;0.06;123;67;0;29.4;0;936;32
02/09/2015;19:00:00;22;14;2;14;2;0.06;114;301;0.3;30.4;0;936;31.5
02/09/2015;20:00:00;22;13;2;19;2;0.07;108;315;0.7;31.9;0;935;31.1
02/09/2015;21:00:00;25;14;2;20;2;0.08;99;293;0.5;34.6;0;935;29.5
02/09/2015;22:00:00;30;18;2;21;2;0.05;85;285;0.1;38.3;0;936;27.9
02/09/2015;23:00:00;31;11;2;14;2;0.06;78;295;0.2;38.3;0;936;26.6
02/09/2015;0:00:00;25;9;2;9;2;0.07;80;295;0.2;37.7;0;937;25.5
03/09/2015;1:00:00;23;9;2;5;2;0.08;81;288;0.2;37.6;0;937;24.5
03/09/2015;2:00:00;22;13;2;2;2;0.06;85;280;2.5;35.1;0;938;24
03/09/2015;3:00:00;26;13;2;2;2;0.06;90;292;0.9;33.7;0;938;23.2
03/09/2015;4:00:00;21;13;2;2;2;0.06;82;293;0.9;34.9;0;937;22.2
03/09/2015;5:00:00;21;9;2;2;2;0.07;81;288;1.6;39.9;0;937;20.6
03/09/2015;6:00:00;25;10;2;2;2;0.05;77;300;1.5;44.1;0;937;19.4
03/09/2015;7:00:00;25;12;2;4;2;0.06;77;287;0.7;46;0;938;18.8
03/09/2015;8:00:00;19;13;2;16;2;0.06;60;288;0;51.6;0;938;17.8
03/09/2015;9:00:00;25;10;2;19;2;0.05;62;275;0;52.7;0;939;17.8
03/09/2015;10:00:00;33;9;2;17;2;0.05;69;314;0.3;49.7;0;939;18.8
03/09/2015;11:00:00;32;11;2;12;2;0.05;73;299;0.6;49;0;939;19.6
03/09/2015;12:00:00;30;16;2;10;2;0.05;82;298;0.1;43.7;0;939;21.5
03/09/2015;13:00:00;28;14;2;11;3;0.06;89;318;0.2;39.3;0;939;23.1
03/09/2015;14:00:00;29;13;2;9;2;0.05;94;321;0.4;37.5;0;938;24.6
03/09/2015;15:00:00;29;17;2;8;2;0.05;96;307;0.9;38.4;0;938;25.4
03/09/2015;16:00:00;29;18;2;9;2;0.05;98;320;0.9;36;0;938;25.8
03/09/2015;17:00:00;24;12;2;6;2;0.05;104;313;1.2;31.2;0;937;26.3
03/09/2015;18:00:00;19;6;2;9;2;0.05;109;312;1;24.4;0;937;27.1
03/09/2015;19:00:00;13;8;2;12;2;0.05;106;316;0.9;23.6;0;937;27.2
03/09/2015;20:00:00;15;9;2;15;2;0.05;105;312;0.9;22;0;937;26.8
03/09/2015;21:00:00;16;7;2;25;2;0.05;93;309;0.2;22.9;0;937;25.5
03/09/2015;22:00:00;14;5;2;30;2;0.05;75;292;0;25.8;0;937;24
03/09/2015;23:00:00;20;8;2;26;2;0.05;74;292;0;27.3;0;938;23.4
03/09/2015;0:00:00;18;12;2;17;2;0.05;82;291;0;28.2;0;938;23.3
04/09/2015;1:00:00;19;15;2;7;2;0.05;87;290;0;27.3;0;938;23.1
04/09/2015;2:00:00;16;12;2;6;2;0.05;79;295;0;29.1;0;938;22.6
04/09/2015;3:00:00;20;12;2;11;2;0.05;63;95;0;35.7;0;938;21.1
04/09/2015;4:00:00;17;16;2;13;2;0.05;51;100;0;40.8;0;938;20.3
04/09/2015;5:00:00;22;11;2;11;2;0.05;43;121;0;52.3;0;938;19.3
04/09/2015;6:00:00;16;11;2;13;2;0.08;42;116;0;55.1;0;938;18.6
04/09/2015;7:00:00;13;10;2;28;2;0.06;29;134;0;56.6;0;938;18.1
04/09/2015;8:00:00;15;4;2;25;2;0.05;28;135;0;58.6;0;938;17.7
04/09/2015;9:00:00;21;6;2;21;2;0.05;33;148;0;57.4;0;938;18.2
04/09/2015;10:00:00;19;9;3;18;3;0.05;38;132;0;49.7;0;939;20.5
04/09/2015;11:00:00;19;9;3;21;7;0.05;44;289;0.1;43.9;0;939;22.1
04/09/2015;12:00:00;21;9;2;17;5;0.05;58;340;0.1;40.9;0;939;23.1
04/09/2015;13:00:00;16;11;2;13;3;0.05;72;333;0;39.1;0;939;24.4
04/09/2015;14:00:00;17;15;2;10;2;0.05;87;313;0.2;38;0;939;25.9
04/09/2015;15:00:00;18;12;2;13;2;0.06;98;336;0.5;35.1;0;938;26.9
04/09/2015;16:00:00;19;14;2;6;2;0.05;109;292;0.6;31.8;0;938;27.5
04/09/2015;17:00:00;14;13;2;11;2;0.05;105;176;0.6;32.6;0;937;26.7
04/09/2015;18:00:00;19;11;2;8;2;0.06;104;208;1.4;35.6;0;938;24.9
04/09/2015;19:00:00;20;9;2;7;2;0.06;105;227;0.1;30.5;0;938;26.6
04/09/2015;20:00:00;16;12;2;13;2;0.05;100;293;1.4;30.6;0;938;25.5
04/09/2015;21:00:00;20;15;2;28;2;0.07;81;313;0;36.2;0;938;24.4
04/09/2015;22:00:00;21;13;2;29;2;0.09;74;312;0;38.6;0;939;23.2
04/09/2015;23:00:00;24;17;2;26;2;0.12;70;292;0;36.5;0;940;22.5
04/09/2015;0:00:00;28;18;2;22;2;0.1;66;287;0;38.1;0;940;21.3
05/09/2015;1:00:00;22;15;2;15;2;0.06;73;23;0.1;36.7;0;941;21.2
05/09/2015;2:00:00;10;5;2;6;2;0.06;67;93;0.1;47.7;0;941;19.2
05/09/2015;3:00:00;17;8;2;9;2;0.07;51;120;0;57.9;0;941;17.4
05/09/2015;4:00:00;19;11;2;9;2;0.06;45;113;0;60;0;942;16.6
05/09/2015;5:00:00;18;11;2;8;2;0.07;41;127;0;64.1;0;942;15.5
05/09/2015;6:00:00;19;7;2;7;2;0.06;40;125;0;66.5;0;942;14.8
05/09/2015;7:00:00;15;7;2;6;2;0.05;39;129;0;65.9;0;942;15.2
05/09/2015;8:00:00;14;6;2;7;2;0.06;39;126;0;63.5;0;942;15.8
05/09/2015;9:00:00;13;7;2;7;2;0.05;41;131;0;60.7;0;943;16.2
05/09/2015;10:00:00;13;9;2;7;2;0.05;41;127;0;59.9;0;943;16.5
05/09/2015;11:00:00;13;10;2;6;2;0.05;44;114;0.1;56.2;0;944;17.6
05/09/2015;12:00:00;19;8;2;6;2;0.06;50;114;0;52.2;0;944;19.5
05/09/2015;13:00:00;23;7;2;3;2;0.05;71;110;0.2;49.9;0;944;22.2
05/09/2015;14:00:00;23;11;2;2;2;0.05;86;112;0.2;46.5;0;943;24.5
05/09/2015;15:00:00;20;14;2;2;2;0.05;96;94;0.3;42.2;0;943;26.2
05/09/2015;16:00:00;21;12;2;2;2;0.05;104;69;0.3;37.8;0;942;27.2
05/09/2015;17:00:00;23;10;2;2;2;0.05;109;68;0.2;32;0;941;27.6
05/09/2015;18:00:00;22;8;2;3;2;0.05;111;53;0;28.9;0;941;28
05/09/2015;19:00:00;17;7;2;2;2;0.05;111;132;0;29.4;0;941;27.6
05/09/2015;20:00:00;16;6;2;5;2;0.05;107;104;0;29.1;0;941;27
05/09/2015;21:00:00;13;5;2;11;2;0.05;96;62;0;29.2;0;941;26.6
05/09/2015;22:00:00;16;6;2;30;2;0.05;73;116;0;31.4;0;941;25.4
05/09/2015;23:00:00;20;11;2;29;2;0.05;65;118;0;33.9;0;942;24.7
05/09/2015;0:00:00;29;14;2;3;2;0.05;94;242;1.5;37.7;0;942;24.1
06/09/2015;1:00:00;33;12;2;2;2;0.05;95;270;0.7;36.7;0;943;22.8
06/09/2015;2:00:00;22;17;2;3;2;0.05;93;272;0.2;36;0;943;22.1
06/09/2015;3:00:00;17;12;2;3;2;0.06;90;131;0;37.3;0;943;21.5
06/09/2015;4:00:00;18;12;2;4;2;0.05;77;108;0;40.9;0;943;20.5
06/09/2015;5:00:00;17;9;2;3;2;0.05;74;109;0;40.9;0;943;20.2
06/09/2015;6:00:00;16;10;2;2;2;0.05;77;108;0;44.4;0;943;19.6
06/09/2015;7:00:00;14;9;2;2;2;0.06;80;110;0;51.2;0;944;19.2
06/09/2015;8:00:00;13;9;2;3;2;0.05;72;106;0.1;57;0;944;18.6
06/09/2015;9:00:00;12;12;2;4;2;0.05;66;111;0.1;59.8;0;945;18.6
06/09/2015;10:00:00;12;13;2;2;2;0.05;63;114;0.4;59.3;0;945;19.3
06/09/2015;11:00:00;13;11;2;2;2;0.05;73;117;0.4;51.4;0;945;21.5
06/09/2015;12:00:00;15;11;2;3;2;0.05;88;117;0.2;43.6;0;945;24.1
06/09/2015;13:00:00;17;11;2;2;2;0.05;101;107;0.5;39.1;0;945;25.8
06/09/2015;14:00:00;14;8;2;2;2;0.05;104;108;0.9;36.6;0;945;26.2
06/09/2015;15:00:00;16;4;2;2;2;0.05;106;110;0.5;32.9;0;944;26.8
06/09/2015;16:00:00;14;3;2;2;2;0.05;104;90;0.5;32.6;0;943;27.6
06/09/2015;17:00:00;15;4;2;2;2;0.05;103;113;0.2;31.2;0;943;28.6
06/09/2015;18:00:00;16;8;2;2;2;0.05;103;107;0.2;29.1;0;942;28.8
06/09/2015;19:00:00;19;11;2;2;2;0.05;102;111;0.1;29.2;0;942;28.7
06/09/2015;20:00:00;17;10;2;4;2;0.05;97;113;0;30.1;0;942;27.8
06/09/2015;21:00:00;15;10;2;14;2;0.05;92;28;1.6;33.5;0;943;25.7
06/09/2015;22:00:00;19;9;2;18;2;0.06;87;27;1.5;34.1;0;943;23.5
06/09/2015;23:00:00;20;9;2;12;2;0.06;87;51;0;33.5;0;944;22.8
06/09/2015;0:00:00;18;9;2;24;2;0.06;68;121;0;36;0;944;21.6
07/09/2015;1:00:00;17;8;2;21;2;0.05;51;116;0.1;46.8;0;944;19.5
07/09/2015;2:00:00;13;10;2;3;2;0.06;64;114;0.9;63.4;0;944;20.4
07/09/2015;3:00:00;8;11;2;2;2;0.06;64;87;0.2;65.5;0;944;20.1
07/09/2015;4:00:00;6;11;2;2;2;0.06;60;87;0.2;68;0.35;944;20
07/09/2015;5:00:00;6;9;2;2;2;0.06;51;86;0.1;79.9;0;944;18.8
07/09/2015;6:00:00;8;7;2;4;2;0.05;51;73;0.1;76.5;0;944;19.1
07/09/2015;7:00:00;6;9;2;5;2;0.05;54;73;0.3;71;0;944;19
07/09/2015;8:00:00;9;10;2;12;2;0.06;49;79;0.3;75.3;0.35;945;18
07/09/2015;9:00:00;18;11;2;13;2;0.08;40;131;0.3;82;0;944;17.6
07/09/2015;10:00:00;17;16;2;13;3;0.05;40;251;0.1;74.6;0;945;20.1
07/09/2015;11:00:00;11;10;2;13;4;0.06;44;279;0.1;66.8;0;945;21.3
07/09/2015;12:00:00;10;6;2;6;2;0.06;61;114;0.1;59.9;0;945;22.8
07/09/2015;13:00:00;9;8;2;2;2;0.05;80;116;0.3;52.9;0;945;23.8
07/09/2015;14:00:00;7;8;2;2;2;0.05;86;114;0.3;47.9;0;944;25.2
07/09/2015;15:00:00;0;0;0;0;0;0;0;127;0.1;47.4;0;944;24.3
07/09/2015;16:00:00;0;0;2;0;0;0;0;94;0;43.6;0;943;24.9
07/09/2015;17:00:00;9;6;2;6;3;0.05;85;182;0;45.7;0;943;25.1
07/09/2015;18:00:00;9;5;2;12;2;0.05;74;160;0;46.6;0;942;24.9
07/09/2015;19:00:00;11;6;2;3;2;0.05;85;117;0.1;42.5;0;942;26.3
07/09/2015;20:00:00;12;9;2;4;2;0.05;87;94;0;42.7;0;942;25.2
07/09/2015;21:00:00;13;11;2;11;2;0.05;68;117;0;43.5;0;942;24
08/09/2015;13:00:00;16;10;2;12;3;0.05;73;138;0;31.3;0;942;26.5
08/09/2015;14:00:00;18;12;2;15;3;0.05;85;298;0.1;27.8;0;942;27.1
08/09/2015;15:00:00;20;14;2;11;2;0.05;103;297;0.1;25;0;941;28
08/09/2015;16:00:00;18;13;2;5;2;0.05;110;27;0.6;22.5;0;940;29.3
08/09/2015;17:00:00;16;12;2;3;2;0.05;114;74;0.4;21.8;0;940;30
08/09/2015;18:00:00;16;10;2;8;2;0.05;110;294;0.6;21.4;0;939;30.1
08/09/2015;19:00:00;16;9;2;10;2;0.06;111;292;0.4;22.6;0;939;29.8
08/09/2015;20:00:00;19;8;2;13;2;0.05;104;295;0.2;22.9;0;939;29.1
08/09/2015;21:00:00;19;10;2;29;2;0.05;88;260;0;24;0;939;28.1
08/09/2015;22:00:00;22;10;2;40;2;0.05;43;26;0;27.8;0;939;26.2
08/09/2015;23:00:00;25;8;2;101;6;0.06;8;13;0;30.6;0;940;23.7
08/09/2015;0:00:00;29;17;2;98;22;0.09;12;70;0;29.4;0;940;22.6
09/09/2015;1:00:00;29;18;2;85;14;0.05;20;41;0;27.6;0;940;21.7
09/09/2015;2:00:00;26;17;2;58;2;0.05;23;20;0;30.2;0;940;20.4
09/09/2015;3:00:00;22;12;2;50;2;0.05;20;115;0;37.8;0;940;18.5
09/09/2015;4:00:00;19;8;2;33;2;0.06;30;60;0;36.6;0;940;18
09/09/2015;5:00:00;19;9;2;25;2;0.05;25;131;0;54.3;0;940;15.6
09/09/2015;6:00:00;23;10;2;16;2;0.05;25;127;0;57.4;0;940;15.5
09/09/2015;7:00:00;19;9;2;24;2;0.06;13;116;0;63;0;940;14.3
09/09/2015;8:00:00;19;7;2;32;2;0.06;7;128;0;72.1;0;940;13.2
09/09/2015;9:00:00;23;9;2;35;7;0.05;6;95;0;71.5;0;941;14.2
09/09/2015;10:00:00;25;13;2;29;17;0.05;18;131;0;64.4;0;941;17
09/09/2015;11:00:00;26;12;2;9;3;0.05;29;132;0;56.3;0;941;19.8
