Fecha;Hora;SO2;NO;CO;PM10;O3;dd;vv;HR;PRB;RS;LL;BEN;PM25
18/10/2015;22:00:00;2;7;0.38;35;48;;;;;;;;
18/10/2015;21:00:00;2;8;0.41;32;47;;;;;;;;
18/10/2015;20:00:00;2;7;0.35;39;49;;;;;;;;
18/10/2015;19:00:00;2;9;0.38;42;45;;;;;;;;
18/10/2015;18:00:00;2;9;0.42;39;47;;;;;;;;
18/10/2015;17:00:00;2;13;0.41;41;50;;;;;;;;
18/10/2015;16:00:00;2;7;0.38;38;58;;;;;;;;
18/10/2015;15:00:00;2;6;0.35;37;67;;;;;;;;
18/10/2015;14:00:00;2;8;0.36;44;63;;;;;;;;
18/10/2015;13:00:00;2;8;0.38;40;62;;;;;;;;
18/10/2015;12:00:00;2;11;0.38;37;55;;;;;;;;
18/10/2015;11:00:00;2;9;0.34;45;51;;;;;;;;
18/10/2015;10:00:00;2;21;0.45;32;27;;;;;;;;
18/10/2015;9:00:00;3;28;0.47;31;16;;;;;;;;
18/10/2015;8:00:00;3;12;0.37;27;23;;;;;;;;
18/10/2015;7:00:00;2;8;0.34;20;26;;;;;;;;
18/10/2015;6:00:00;3;7;0.38;24;20;;;;;;;;
18/10/2015;5:00:00;3;7;0.45;24;22;;;;;;;;
18/10/2015;4:00:00;2;8;0.61;36;12;;;;;;;;
18/10/2015;3:00:00;2;8;0.56;35;11;;;;;;;;
18/10/2015;2:00:00;2;8;0.44;41;11;;;;;;;;
18/10/2015;1:00:00;2;8;0.41;40;11;;;;;;;;
18/10/2015;0:00:00;2;7;0.43;40;12;;;;;;;;
17/10/2015;23:00:00;3;13;0.46;41;9;;;;;;;;
17/10/2015;22:00:00;2;7;0.34;38;44;;;;;;;;
17/10/2015;21:00:00;2;7;0.31;36;54;;;;;;;;
17/10/2015;20:00:00;3;10;0.31;34;55;;;;;;;;
17/10/2015;19:00:00;3;9;0.31;35;57;;;;;;;;
17/10/2015;18:00:00;2;8;0.29;23;61;;;;;;;;
17/10/2015;17:00:00;3;8;0.28;18;63;;;;;;;;
17/10/2015;16:00:00;2;8;0.28;28;67;;;;;;;;
17/10/2015;15:00:00;3;8;0.28;25;66;;;;;;;;
17/10/2015;14:00:00;3;9;0.28;25;61;;;;;;;;
17/10/2015;13:00:00;3;12;0.3;16;54;;;;;;;;
17/10/2015;12:00:00;3;11;0.28;28;50;;;;;;;;
17/10/2015;11:00:00;2;13;0.31;28;40;;;;;;;;
17/10/2015;10:00:00;2;18;0.35;27;23;;;;;;;;
17/10/2015;9:00:00;2;21;0.33;15;21;;;;;;;;
17/10/2015;8:00:00;2;29;0.35;27;9;;;;;;;;
17/10/2015;7:00:00;2;19;0.31;16;8;;;;;;;;
17/10/2015;6:00:00;2;7;0.28;15;17;;;;;;;;
17/10/2015;5:00:00;2;7;0.29;21;17;;;;;;;;
17/10/2015;4:00:00;2;7;0.29;17;20;;;;;;;;
17/10/2015;3:00:00;2;6;0.31;11;18;;;;;;;;
17/10/2015;2:00:00;2;6;0.32;9;17;;;;;;;;
17/10/2015;1:00:00;2;6;0.31;25;23;;;;;;;;
17/10/2015;0:00:00;2;7;0.34;25;22;;;;;;;;
16/10/2015;23:00:00;2;7;0.32;26;38;;;;;;;;
16/10/2015;22:00:00;2;6;0.3;18;66;;;;;;;;
16/10/2015;21:00:00;2;6;0.29;17;67;;;;;;;;
16/10/2015;20:00:00;2;7;0.29;23;70;;;;;;;;
16/10/2015;19:00:00;2;9;0.3;24;69;;;;;;;;
16/10/2015;18:00:00;2;10;0.29;23;74;;;;;;;;
16/10/2015;17:00:00;2;10;0.29;16;78;;;;;;;;
16/10/2015;16:00:00;2;11;0.28;24;82;;;;;;;;
16/10/2015;15:00:00;2;10;0.27;23;80;;;;;;;;
16/10/2015;14:00:00;2;13;0.26;24;76;;;;;;;;
16/10/2015;13:00:00;2;11;0.25;14;76;;;;;;;;
16/10/2015;12:00:00;3;13;0.23;;64;;;;;;;;
16/10/2015;11:00:00;3;;0.33;;32;;;;;;;;
16/10/2015;10:00:00;3;;0.37;34;12;;;;;;;;
16/10/2015;9:00:00;4;;0.38;25;8;;;;;;;;
16/10/2015;8:00:00;4;;0.41;12;8;;;;;;;;
16/10/2015;7:00:00;4;;0.36;5;8;;;;;;;;
16/10/2015;6:00:00;2;;0.25;2;9;;;;;;;;
16/10/2015;5:00:00;2;;0.22;2;22;;;;;;;;
16/10/2015;4:00:00;2;;0.23;5;33;;;;;;;;
16/10/2015;3:00:00;2;;0.23;9;40;;;;;;;;
16/10/2015;2:00:00;2;;0.23;7;61;;;;;;;;
16/10/2015;1:00:00;2;;0.23;6;65;;;;;;;;
16/10/2015;0:00:00;2;;0.23;9;67;;;;;;;;
15/10/2015;23:00:00;2;;0.23;10;74;;;;;;;;
15/10/2015;22:00:00;2;;0.23;8;76;;;;;;;;
15/10/2015;21:00:00;2;;0.24;6;77;;;;;;;;
15/10/2015;20:00:00;2;;0.25;8;74;;;;;;;;
15/10/2015;19:00:00;2;;0.29;9;77;;;;;;;;
15/10/2015;18:00:00;2;;0.26;11;78;;;;;;;;
15/10/2015;17:00:00;2;;0.23;14;87;;;;;;;;
15/10/2015;16:00:00;2;;0.24;11;88;;;;;;;;
15/10/2015;15:00:00;2;;0.23;11;88;;;;;;;;
15/10/2015;14:00:00;2;;0.24;12;85;;;;;;;;
15/10/2015;13:00:00;2;;0.25;19;81;;;;;;;;
15/10/2015;12:00:00;2;;0.24;17;78;;;;;;;;
15/10/2015;11:00:00;2;;0.24;34;71;;;;;;;;
15/10/2015;10:00:00;3;;0.34;31;31;;;;;;;;
15/10/2015;9:00:00;4;;0.41;29;9;;;;;;;;
15/10/2015;8:00:00;5;;0.47;21;7;;;;;;;;
15/10/2015;7:00:00;3;;0.36;3;7;;;;;;;;
15/10/2015;6:00:00;3;;0.25;4;16;;;;;;;;
15/10/2015;5:00:00;2;;0.22;6;57;;;;;;;;
15/10/2015;4:00:00;2;;0.2;8;78;;;;;;;;
15/10/2015;3:00:00;2;;0.2;4;81;;;;;;;;
15/10/2015;2:00:00;2;;0.21;4;85;;;;;;;;
15/10/2015;1:00:00;2;;0.2;8;86;;;;;;;;
15/10/2015;0:00:00;2;;0.21;11;84;;;;;;;;
14/10/2015;23:00:00;2;;0.21;12;86;;;;;;;;
14/10/2015;22:00:00;2;;0.22;12;84;;;;;;;;
14/10/2015;21:00:00;2;;0.23;11;82;;;;;;;;
14/10/2015;20:00:00;2;;0.24;17;83;;;;;;;;
14/10/2015;19:00:00;2;;0.24;17;86;;;;;;;;
14/10/2015;18:00:00;2;;0.24;18;85;;;;;;;;
14/10/2015;17:00:00;2;;0.25;25;88;;;;;;;;
14/10/2015;16:00:00;2;;0.25;27;88;;;;;;;;
14/10/2015;15:00:00;2;;0.25;26;87;;;;;;;;
14/10/2015;14:00:00;2;;0.25;26;83;;;;;;;;
14/10/2015;13:00:00;2;;0.25;19;80;;;;;;;;
14/10/2015;12:00:00;2;;0.24;29;70;;;;;;;;
14/10/2015;11:00:00;2;;0.24;22;56;;;;;;;;
14/10/2015;10:00:00;2;4;0.25;12;60;;;;;;;;
14/10/2015;9:00:00;114;5;0.26;;36;;;;;;;;
14/10/2015;8:00:00;3;3;0.43;;11;;;;;;;;
14/10/2015;7:00:00;2;3;0.25;22;30;;;;;;;;
14/10/2015;6:00:00;3;3;0.21;23;59;;;;;;;;
14/10/2015;5:00:00;2;3;0.2;22;75;;;;;;;;
14/10/2015;4:00:00;3;4;0.2;17;81;;;;;;;;
14/10/2015;3:00:00;2;3;0.19;22;83;;;;;;;;
14/10/2015;2:00:00;3;4;0.2;23;85;;;;;;;;
14/10/2015;1:00:00;2;3;0.21;18;88;;;;;;;;
14/10/2015;0:00:00;3;3;0.2;27;89;;;;;;;;
13/10/2015;23:00:00;3;4;0.22;22;85;;;;;;;;
13/10/2015;22:00:00;3;3;0.23;20;83;;;;;;;;
13/10/2015;21:00:00;2;3;0.23;17;74;;;;;;;;
13/10/2015;20:00:00;3;3;0.23;20;74;;;;;;;;
13/10/2015;19:00:00;3;3;0.23;20;71;;;;;;;;
13/10/2015;18:00:00;2;3;0.25;22;69;;;;;;;;
13/10/2015;17:00:00;2;3;0.25;34;75;;;;;;;;
13/10/2015;16:00:00;2;4;0.25;24;76;;;;;;;;
13/10/2015;15:00:00;2;3;0.26;33;73;;;;;;;;
13/10/2015;14:00:00;2;3;0.26;24;72;;;;;;;;
13/10/2015;13:00:00;2;3;0.25;26;65;;;;;;;;
13/10/2015;12:00:00;2;3;0.3;29;50;;;;;;;;
13/10/2015;11:00:00;2;3;0.4;33;19;;;;;;;;
13/10/2015;10:00:00;2;3;0.36;28;15;;;;;;;;
13/10/2015;9:00:00;2;4;0.38;21;12;;;;;;;;
