Fecha;Hora;S02;NO;NO2;O3;PM10;dd;vv;TMP;HR;PRB;LL
20/03/2015;6:00:00;0;0.2;16;89;34;50;0.5;14.7;77;1011;0.0
20/03/2015;7:00:00;0;0.6;18;86;33;52;0.5;15.0;77;1011;0.0
20/03/2015;8:00:00;0;0.7;14;91;31;60;0.6;15.2;76;1010;0.0
20/03/2015;9:00:00;1;0.4;15;88;34;61;0.6;15.0;75;1011;0.0
20/03/2015;10:00:00;1;0.6;14;90;30;58;0.5;15.1;74;1011;0.0
20/03/2015;11:00:00;1;0.5;12;91;38;66;0.6;15.2;74;1010;0.0
20/03/2015;12:00:00;1;0.8;10;90;38;64;0.5;16.3;71;1009;0.0
20/03/2015;13:00:00;1;0.7;11;88;53;62;0.6;16.3;72;1008;0.0
20/03/2015;14:00:00;1;0.5;13;82;39;62;0.5;15.7;76;1008;0.0
20/03/2015;15:00:00;1;0.3;12;80;38;60;0.5;15.4;78;1007;0.0
20/03/2015;16:00:00;1;0.4;13;77;38;65;0.4;15.3;80;1007;0.0
20/03/2015;17:00:00;0;0.4;9;81;45;65;0.5;15.4;79;1007;0.0
20/03/2015;18:00:00;0;0.2;13;72;45;75;0.3;15.2;82;1008;0.2
20/03/2015;19:00:00;0;0.1;13;72;31;63;0.4;14.9;86;1008;0.6
20/03/2015;20:00:00;0;0.0;13;69;26;65;0.4;14.2;91;1008;0.8
20/03/2015;21:00:00;0;0.3;11;71;24;53;0.3;14.1;93;1009;0.8
20/03/2015;22:00:00;0;0.0;7;71;28;84;0.3;14.0;94;1008;1.0
20/03/2015;23:00:00;0;0.2;8;72;25;59;0.3;14.1;95;1007;0.0
20/03/2015;0:00:00;0;0.3;5;76;36;53;0.3;14.2;96;1007;0.0
21/03/2015;1:00:00;0;0.2;4;80;38;49;0.5;14.2;95;1006;0.0
21/03/2015;2:00:00;0;0.3;3;82;47;51;0.8;14.2;93;1006;1.4
21/03/2015;3:00:00;0;0.2;5;79;53;51;0.3;14.0;93;1006;0.4
21/03/2015;4:00:00;0;0.1;8;69;51;48;0.3;14.2;94;1007;0.0
21/03/2015;5:00:00;0;0.0;11;72;40;49;0.3;14.3;95;1007;0.0
21/03/2015;6:00:00;1;3.1;43;45;50;52;0.2;14.4;96;1008;0.0
21/03/2015;7:00:00;1;4.1;39;54;48;51;0.3;14.5;96;1008;0.0
21/03/2015;8:00:00;1;0.7;10;82;44;50;0.5;14.8;96;1009;0.0
21/03/2015;9:00:00;0;5.2;25;66;34;49;0.6;15.1;93;1009;0.0
21/03/2015;10:00:00;0;2.0;10;84;25;50;0.6;16.6;79;1010;0.0
21/03/2015;11:00:00;1;0.9;6;92;30;53;0.6;17.3;71;1010;0.0
21/03/2015;12:00:00;1;0.6;3;97;32;52;0.5;17.3;68;1009;0.0
21/03/2015;13:00:00;1;0.4;2;95;18;54;0.4;17.5;70;1008;0.0
21/03/2015;14:00:00;0;0.2;3;94;22;66;0.3;18.4;65;1008;0.0
21/03/2015;15:00:00;0;0.3;4;93;28;64;0.2;17.6;68;1007;0.0
21/03/2015;16:00:00;0;0.3;8;83;29;74;0.2;16.9;69;1007;0.0
21/03/2015;17:00:00;0;0.1;9;76;29;83;0.2;15.5;77;1007;0.0
21/03/2015;18:00:00;0;0.2;17;59;24;101;0.1;14.7;75;1007;0.0
21/03/2015;19:00:00;0;0.3;34;43;37;109;0.1;14.8;78;1007;0.0
21/03/2015;20:00:00;0;0.2;18;52;39;111;0.1;14.3;81;1007;0.0
21/03/2015;21:00:00;0;0.3;10;65;34;101;0.1;14.1;74;1007;0.0
21/03/2015;22:00:00;0;0.4;29;40;52;102;0.2;14.3;79;1007;0.0
21/03/2015;23:00:00;0;0.2;12;68;58;62;0.2;14.6;85;1008;0.0
21/03/2015;0:00:00;0;0.2;9;79;77;52;0.1;14.8;85;1007;0.0
22/03/2015;1:00:00;0;0.3;8;71;84;84;0.1;14.7;86;1007;0.0
22/03/2015;2:00:00;0;0.1;6;62;81;110;0.1;14.1;88;1007;0.0
22/03/2015;3:00:00;0;0.1;4;54;62;105;0.1;13.4;90;1006;0.0
22/03/2015;4:00:00;0;0.3;2;76;81;103;0.1;13.4;89;1006;0.0
22/03/2015;5:00:00;0;0.2;6;52;86;105;0.1;13.5;87;1007;0.2
22/03/2015;6:00:00;0;0.2;7;42;68;109;0.1;13.5;90;1008;0.2
22/03/2015;7:00:00;0;0.2;7;41;41;108;0.1;13.4;92;1008;0.6
22/03/2015;8:00:00;0;0.4;5;56;34;66;0.1;14.2;94;1009;0.0
22/03/2015;9:00:00;0;0.8;4;78;26;51;0.2;16.2;87;1008;0.0
22/03/2015;10:00:00;1;1.7;9;81;26;44;0.6;18.2;64;1009;0.0
22/03/2015;11:00:00;1;1.0;7;89;33;44;0.5;17.7;64;1009;0.0
22/03/2015;12:00:00;1;1.6;10;84;31;48;0.5;18.3;63;1009;1.4
22/03/2015;13:00:00;0;0.4;5;85;37;62;0.3;16.4;82;1009;0.0
22/03/2015;14:00:00;0;0.3;7;77;14;72;0.2;15.2;82;1010;5.8
22/03/2015;15:00:00;0;0.3;5;57;23;82;0.1;11.1;68;981;2.6
22/03/2015;16:00:00;0;0.4;10;62;28;109;0.1;14.2;93;1010;0.0
22/03/2015;17:00:00;0;0.3;12;63;31;97;0.1;13.5;94;1010;0.0
22/03/2015;18:00:00;0;0.3;12;69;28;79;0.1;13.0;93;1011;0.0
22/03/2015;19:00:00;0;0.2;19;52;36;112;0.1;12.3;94;1012;0.0
22/03/2015;20:00:00;0;0.4;22;43;21;113;0.1;11.9;94;1012;0.0
22/03/2015;21:00:00;0;0.1;9;47;20;107;0.1;11.1;94;1011;0.0
22/03/2015;22:00:00;0;0.4;9;51;29;110;0.1;11.1;95;1012;0.0
22/03/2015;23:00:00;0;0.1;13;52;29;113;0.1;11.1;96;1012;0.0
22/03/2015;0:00:00;0;0.4;11;49;28;112;0.2;10.8;96;1011;0.0
23/03/2015;1:00:00;0;0.3;4;66;33;111;0.1;11.0;96;1011;0.0
23/03/2015;2:00:00;0;0.3;4;66;;109;0.1;11.3;96;1011;0.0
23/03/2015;3:00:00;0;0.1;4;62;32;96;0.1;11.7;95;1010;0.0
23/03/2015;4:00:00;0;0.0;5;55;23;116;0.1;12.0;96;1011;0.0
23/03/2015;5:00:00;0;0.1;10;46;21;105;0.2;11.9;96;1011;0.0
23/03/2015;6:00:00;0;2.2;33;31;37;99;0.2;12.2;96;1011;0.0
23/03/2015;7:00:00;0;4.8;46;27;31;93;0.2;12.7;96;1011;0.0
23/03/2015;8:00:00;0;2.1;26;58;36;73;0.3;13.8;89;1011;0.2
23/03/2015;9:00:00;1;1.5;16;74;30;45;0.3;15.5;75;1011;0.4
23/03/2015;10:00:00;1;1.3;10;80;39;45;0.3;17.0;69;1011;0.0
23/03/2015;11:00:00;1;1.1;12;81;31;44;0.5;17.4;66;1010;0.4
23/03/2015;12:00:00;1;1.1;15;78;38;46;0.3;17.3;68;1009;0.0
23/03/2015;13:00:00;1;1.0;7;86;29;43;0.4;18.1;63;1008;0.0
23/03/2015;14:00:00;1;1.2;10;86;36;45;0.6;17.7;61;1008;0.0
23/03/2015;15:00:00;1;0.9;11;84;40;44;0.4;17.3;62;1007;0.0
23/03/2015;16:00:00;1;0.4;13;79;40;46;0.4;16.5;66;1006;0.0
23/03/2015;17:00:00;1;0.4;15;73;38;59;0.3;15.6;73;1006;0.0
23/03/2015;18:00:00;1;0.2;21;65;38;52;0.3;14.7;78;1006;0.0
23/03/2015;19:00:00;1;0.3;22;66;37;57;0.3;14.3;80;1006;0.0
23/03/2015;20:00:00;1;0.1;13;71;47;52;0.3;14.1;84;1007;0.2
23/03/2015;21:00:00;1;0.2;10;69;39;74;0.3;13.8;87;1005;0.0
23/03/2015;0:00:00;1;0.0;3;85;72;58;0.2;14.2;84;1005;0.0
24/03/2015;1:00:00;1;0.2;2;84;61;88;0.2;14.2;85;1004;0.0
24/03/2015;2:00:00;1;0.2;4;75;64;112;0.2;13.8;87;1003;0.0
24/03/2015;3:00:00;1;0.1;3;75;53;112;0.1;13.4;89;1002;0.0
24/03/2015;4:00:00;1;0.4;5;78;40;84;0.1;13.7;89;1002;0.0
24/03/2015;5:00:00;1;0.4;9;71;40;80;0.3;14.0;89;1002;0.4
24/03/2015;6:00:00;1;0.8;21;50;25;104;0.2;13.8;93;1002;0.2
24/03/2015;7:00:00;1;1.7;32;53;30;60;0.3;14.0;93;1002;0.0
24/03/2015;8:00:00;1;1.4;19;67;24;56;0.3;15.0;88;1002;0.0
24/03/2015;9:00:00;1;1.2;15;77;22;52;0.4;16.4;76;1002;0.0
24/03/2015;10:00:00;1;1.2;13;79;17;50;0.4;16.4;77;1002;0.4
24/03/2015;11:00:00;1;1.3;13;76;42;54;0.4;17.1;76;1002;0.0
24/03/2015;12:00:00;1;1.0;11;76;31;53;0.4;16.9;77;1001;0.4
24/03/2015;13:00:00;1;0.8;11;72;11;63;0.3;16.3;84;1001;0.2
24/03/2015;14:00:00;1;0.9;11;72;38;63;0.4;16.8;79;1000;0.0
24/03/2015;15:00:00;1;0.6;15;67;42;64;0.4;15.3;87;1000;2.4
24/03/2015;16:00:00;1;0.7;24;54;37;77;0.3;14.3;94;1000;0.0
24/03/2015;17:00:00;1;0.4;18;61;28;68;0.3;14.0;94;1000;0.0
24/03/2015;18:00:00;1;0.4;20;59;34;84;0.3;13.9;95;1000;0.2
24/03/2015;19:00:00;1;0.2;17;61;25;105;0.2;13.7;95;1001;3.4
24/03/2015;20:00:00;1;0.2;16;59;21;103;0.1;13.6;96;1001;2.8
24/03/2015;21:00:00;1;0.1;8;76;18;97;0.1;13.3;97;1001;2.0
24/03/2015;22:00:00;1;0.1;7;61;15;103;0.1;13.2;97;1000;0.0
24/03/2015;23:00:00;1;0.1;2;69;11;96;0.1;13.1;97;999;0.0
24/03/2015;0:00:00;1;0.1;3;60;10;102;0.1;13.2;98;999;2.6
25/03/2015;1:00:00;1;0.0;2;67;6;84;0.1;13.1;98;999;1.2
25/03/2015;2:00:00;1;0.1;1;83;2;65;0.2;12.7;98;998;1.0
25/03/2015;3:00:00;1;0.1;2;83;2;88;0.4;11.4;98;998;0.6
25/03/2015;4:00:00;1;0.1;2;84;5;93;0.4;10.4;97;998;0.2
25/03/2015;5:00:00;1;0.3;5;79;8;90;0.3;10.3;97;998;0.4
25/03/2015;6:00:00;1;0.4;8;77;8;80;0.4;10.2;96;999;0.2
25/03/2015;7:00:00;1;0.3;8;78;6;78;0.4;9.7;96;999;0.2
25/03/2015;8:00:00;1;0.7;8;78;7;79;0.4;9.9;95;1000;0.2
25/03/2015;9:00:00;1;0.4;7;79;7;76;0.4;10.3;88;1001;0.0
25/03/2015;10:00:00;1;0.4;7;80;6;72;0.4;10.3;85;1001;0.2
25/03/2015;11:00:00;1;0.7;8;77;6;69;0.4;10.2;85;1001;0.2
25/03/2015;12:00:00;1;0.5;8;79;8;70;0.4;10.2;81;1002;0.2
25/03/2015;13:00:00;1;0.4;7;81;5;80;0.5;9.7;80;1002;0.2
25/03/2015;14:00:00;1;0.5;7;78;3;79;0.4;10.0;77;1002;0.2
25/03/2015;15:00:00;1;0.3;9;75;5;66;0.3;10.6;71;1003;0.0
25/03/2015;16:00:00;1;1.1;11;72;8;72;0.3;10.4;72;1003;0.0
25/03/2015;17:00:00;0;0.2;12;62;10;89;0.1;10.4;74;1004;0.0
25/03/2015;18:00:00;1;0.1;12;58;10;92;0.1;10.1;77;1005;0.0
25/03/2015;19:00:00;1;0.2;5;61;10;97;0.1;10.2;80;1006;0.2
25/03/2015;20:00:00;1;0.2;16;49;9;94;0.1;9.9;88;1007;0.2
25/03/2015;21:00:00;1;0.2;12;44;7;109;0.1;9.6;91;1008;0.0
25/03/2015;22:00:00;0;0.1;7;36;8;106;0.1;9.4;93;1008;0.0
25/03/2015;23:00:00;1;0.3;6;41;10;115;0.1;9.5;93;1008;0.0
25/03/2015;0:00:00;1;0.3;3;55;5;106;0.1;9.6;93;1008;0.0
26/03/2015;1:00:00;1;0.2;2;60;6;102;0.1;9.8;93;1008;0.4
26/03/2015;2:00:00;1;0.1;3;54;2;108;0.1;9.8;94;1008;0.0
26/03/2015;3:00:00;1;0.0;7;61;;102;0.1;9.1;94;1009;0.0
26/03/2015;4:00:00;0;0.1;2;61;11;102;0.1;8.6;90;1009;0.0
26/03/2015;5:00:00;1;0.3;8;30;18;108;0.1;8.5;90;1010;0.0
26/03/2015;6:00:00;1;2.6;16;28;18;106;0.1;9.5;92;1011;0.0
26/03/2015;7:00:00;1;13.0;28;31;24;46;0.2;12.5;82;1011;0.0
26/03/2015;8:00:00;3;20.3;39;30;12;46;0.4;13.5;72;1012;0.0
26/03/2015;9:00:00;2;5.4;18;60;19;44;0.5;14.3;62;1013;0.0
26/03/2015;10:00:00;2;2.7;13;71;19;44;0.4;15.0;58;1013;0.0
26/03/2015;11:00:00;1;0.6;5;78;5;65;0.2;15.3;50;1013;0.0
26/03/2015;12:00:00;1;0.2;3;83;19;68;0.1;15.3;49;1013;0.0
26/03/2015;13:00:00;1;0.2;2;88;10;58;0.3;16.0;49;1013;0.0
26/03/2015;14:00:00;1;0.2;2;89;11;62;0.2;16.4;50;1013;0.0
26/03/2015;15:00:00;1;0.4;3;92;12;72;0.2;14.5;46;1013;0.0
26/03/2015;16:00:00;1;0.2;3;92;13;74;0.2;13.3;47;1013;0.0
26/03/2015;17:00:00;0;0.2;5;86;8;78;0.1;11.4;49;1013;0.0
26/03/2015;18:00:00;0;0.1;7;82;7;97;0.1;10.5;57;1014;0.0
26/03/2015;19:00:00;0;0.1;11;77;8;72;0.1;9.7;66;1015;0.0
26/03/2015;20:00:00;0;0.2;7;83;9;64;0.1;10.2;63;1015;0.0
26/03/2015;21:00:00;0;0.3;3;88;13;73;0.1;11.5;55;1015;0.0
26/03/2015;22:00:00;0;0.0;3;90;16;87;0.2;11.9;58;1016;0.0
26/03/2015;23:00:00;0;0.2;3;88;4;72;0.2;12.2;59;1016;0.0
26/03/2015;0:00:00;0;0.0;3;93;17;82;0.2;12.7;63;1016;0.0
27/03/2015;1:00:00;0;0.0;3;90;3;63;0.1;12.6;70;1015;0.0
27/03/2015;2:00:00;0;0.1;3;85;5;81;0.1;12.1;75;1015;0.0
27/03/2015;3:00:00;0;0.2;4;73;7;104;0.1;11.7;75;1016;0.0
27/03/2015;4:00:00;0;0.2;3;77;15;104;0.2;12.4;68;1016;0.0
27/03/2015;5:00:00;0;0.3;5;60;4;86;0.1;12.7;70;1017;0.0
27/03/2015;6:00:00;0;0.6;10;52;5;71;0.1;13.3;71;1017;0.0
27/03/2015;7:00:00;1;0.8;8;65;8;74;0.2;16.6;57;1018;0.0
27/03/2015;8:00:00;1;1.3;8;73;5;49;0.3;18.6;46;1019;0.0
27/03/2015;9:00:00;0;0.5;4;81;5;55;0.3;18.3;47;1019;0.0
27/03/2015;10:00:00;1;0.6;4;82;12;57;0.4;18.8;47;1020;0.0
27/03/2015;11:00:00;0;0.5;3;85;10;52;0.4;19.3;47;1020;0.0
27/03/2015;12:00:00;0;0.4;3;87;6;59;0.4;19.5;44;1020;0.0
27/03/2015;13:00:00;0;0.3;2;91;5;62;0.3;20.4;39;1019;0.0
27/03/2015;14:00:00;0;0.2;2;93;7;59;0.3;20.5;40;1020;0.0
27/03/2015;15:00:00;0;0.4;2;97;10;77;0.3;19.0;40;1019;0.0
27/03/2015;16:00:00;0;0.4;5;96;9;76;0.2;18.2;42;1019;0.0
27/03/2015;17:00:00;0;1.5;19;81;15;78;0.2;16.4;58;1019;0.0
27/03/2015;18:00:00;0;0.2;11;84;6;93;0.3;15.0;63;1020;0.0
27/03/2015;19:00:00;0;0.3;14;82;9;90;0.3;14.6;68;1020;0.0
27/03/2015;20:00:00;0;0.1;9;85;12;86;0.2;14.3;74;1020;0.0
27/03/2015;21:00:00;0;0.1;6;87;11;89;0.3;14.4;76;1020;0.0
27/03/2015;22:00:00;0;0.4;3;84;8;81;0.3;15.5;67;1021;0.0
27/03/2015;23:00:00;0;0.1;6;71;9;74;0.2;16.1;66;1020;0.0
27/03/2015;0:00:00;0;0.3;6;63;9;75;0.3;16.4;62;1020;0.0
28/03/2015;1:00:00;0;0.3;10;57;7;92;0.3;15.5;67;1020;0.0
28/03/2015;2:00:00;0;0.2;6;62;4;107;0.2;14.6;68;1020;0.0
28/03/2015;3:00:00;1;0.1;5;72;6;106;0.1;14.9;65;1020;0.0
28/03/2015;4:00:00;1;0.2;9;62;8;102;0.1;14.5;67;1020;0.0
28/03/2015;5:00:00;0;0.5;8;57;6;104;0.1;14.2;69;1020;0.0
28/03/2015;6:00:00;1;2.1;16;38;6;85;0.2;16.0;67;1021;0.0
28/03/2015;7:00:00;1;1.8;10;49;3;61;0.2;19.5;56;1021;0.0
28/03/2015;8:00:00;1;4.2;11;51;3;44;0.3;19.9;55;1022;0.0
28/03/2015;9:00:00;3;14.8;26;41;10;48;0.5;18.2;67;1023;0.0
28/03/2015;10:00:00;1;1.0;5;71;11;53;0.5;18.9;59;1023;0.0
28/03/2015;11:00:00;1;1.6;7;79;10;52;0.6;18.9;58;1023;0.0
28/03/2015;12:00:00;4;2.8;12;72;12;52;0.5;19.2;60;1022;0.0
28/03/2015;13:00:00;1;0.9;6;86;9;50;0.6;19.8;51;1022;0.0
28/03/2015;14:00:00;1;5.2;18;59;6;46;0.3;20.4;56;1021;0.0
28/03/2015;15:00:00;2;17.6;45;34;17;48;0.2;19.4;58;1021;0.0
28/03/2015;16:00:00;2;8.4;33;47;14;73;0.1;19.6;52;1021;0.0
28/03/2015;17:00:00;1;0.2;5;79;11;99;0.1;18.7;53;1021;0.0
28/03/2015;18:00:00;1;0.3;7;78;6;104;0.1;17.5;57;1022;0.0
28/03/2015;19:00:00;0;0.4;8;67;7;106;0.2;16.2;63;1022;0.0
28/03/2015;20:00:00;0;0.2;12;60;15;103;0.1;15.6;66;1022;0.0
28/03/2015;21:00:00;0;1.7;50;19;19;92;0.1;15.7;68;1023;0.0
28/03/2015;22:00:00;1;2.1;52;14;19;110;0.2;14.7;75;1023;0.0
28/03/2015;23:00:00;1;3.2;55;8;26;106;0.1;14.1;76;1022;0.0
28/03/2015;0:00:00;1;0.2;36;27;17;108;0.1;13.9;76;1021;0.0
29/03/2015;1:00:00;1;0.4;38;22;21;100;0.2;13.5;79;1021;0.0
29/03/2015;2:00:00;1;1.5;32;27;;81;0.2;13.6;81;1020;0.0
29/03/2015;3:00:00;;;;;18;;;;;;
29/03/2015;4:00:00;1;1.5;20;38;11;100;0.2;13.9;71;1020;0.0
29/03/2015;5:00:00;1;0.8;20;44;18;102;0.2;13.9;71;1020;0.0
29/03/2015;6:00:00;1;0.3;5;56;;63;0.2;14.6;63;1020;0.0
29/03/2015;7:00:00;1;0.4;5;56;5;75;0.2;17.2;61;1021;0.0
29/03/2015;8:00:00;1;5.3;19;45;17;44;0.3;19.1;56;1021;0.0
29/03/2015;9:00:00;1;5.7;19;49;9;46;0.4;19.1;57;1021;0.0
29/03/2015;10:00:00;1;4.3;16;57;5;45;0.5;19.9;55;1022;0.0
29/03/2015;11:00:00;1;1.1;5;71;5;54;0.6;18.6;66;1022;0.0
29/03/2015;12:00:00;0;0.3;3;80;9;55;0.6;18.1;70;1022;0.0
29/03/2015;13:00:00;1;0.2;3;85;13;53;0.4;18.1;69;1021;0.0
29/03/2015;14:00:00;1;0.5;4;82;10;63;0.3;20.5;48;1021;0.0
29/03/2015;15:00:00;0;0.4;2;83;9;62;0.3;21.8;38;1020;0.0
29/03/2015;16:00:00;0;0.4;3;84;11;61;0.3;20.7;40;1020;0.0
29/03/2015;17:00:00;0;0.2;3;82;8;61;0.2;19.4;44;1020;0.0
29/03/2015;18:00:00;0;0.1;4;82;8;80;0.2;18.4;46;1021;0.0
29/03/2015;19:00:00;0;0.3;4;81;9;90;0.2;17.5;49;1021;0.0
29/03/2015;20:00:00;0;0.0;5;80;10;100;0.1;17.1;50;1022;0.0
29/03/2015;21:00:00;0;0.3;7;78;17;93;0.2;16.9;54;1022;0.0
29/03/2015;22:00:00;0;0.0;9;72;5;98;0.1;16.5;62;1021;0.0
29/03/2015;23:00:00;0;0.1;4;80;8;78;0.3;16.9;54;1022;0.0
29/03/2015;0:00:00;0;0.2;3;84;9;78;0.3;15.9;66;1022;0.0
30/03/2015;1:00:00;0;0.0;2;83;6;85;0.3;16.5;63;1021;0.0
30/03/2015;2:00:00;0;0.0;2;83;10;68;0.4;16.0;74;1020;0.0
30/03/2015;3:00:00;0;0.2;2;83;14;79;0.4;15.7;78;1020;0.0
30/03/2015;4:00:00;0;0.2;4;75;13;80;0.3;16.1;72;1019;0.0
30/03/2015;5:00:00;1;0.2;18;61;11;62;0.2;17.7;56;1019;0.0
30/03/2015;6:00:00;0;0.2;6;80;6;55;0.3;19.8;41;1019;0.0
30/03/2015;7:00:00;0;0.2;6;82;8;51;0.4;20.6;37;1019;0.0
30/03/2015;8:00:00;1;0.4;6;81;8;60;0.4;21.5;35;1019;0.0
30/03/2015;9:00:00;0;0.3;5;81;8;59;0.4;21.9;35;1020;0.0
30/03/2015;10:00:00;0;0.2;4;87;18;55;0.5;22.6;29;1019;0.0
30/03/2015;11:00:00;1;0.2;3;91;18;55;0.7;22.1;28;1018;0.0
30/03/2015;12:00:00;1;0.2;3;93;24;62;0.7;22.2;28;1019;0.0
30/03/2015;13:00:00;1;0.4;2;93;10;74;0.4;23.4;26;1020;0.0
30/03/2015;14:00:00;0;0.5;3;94;10;61;0.3;24.6;27;1019;0.0
30/03/2015;15:00:00;0;0.3;3;100;5;67;0.4;24.6;28;1019;0.0
30/03/2015;16:00:00;0;0.2;3;102;4;69;0.3;24.0;29;1019;0.0
30/03/2015;17:00:00;0;0.4;3;101;4;89;0.2;23.5;31;1019;0.0
30/03/2015;18:00:00;1;0.4;3;96;5;91;0.1;22.4;35;1020;0.0
30/03/2015;19:00:00;0;0.1;6;88;10;88;0.1;21.1;41;1020;0.0
30/03/2015;20:00:00;0;0.3;6;80;15;78;0.2;21.0;43;1020;0.0
30/03/2015;21:00:00;0;0.1;2;83;17;69;0.3;20.7;46;1021;0.0
30/03/2015;22:00:00;0;0.3;2;77;16;73;0.2;19.4;50;1019;0.0
30/03/2015;23:00:00;0;0.2;3;75;7;81;0.1;19.3;52;1022;0.0
30/03/2015;0:00:00;0;0.1;3;73;9;104;0.1;19.2;53;1022;0.0
31/03/2015;1:00:00;0;0.3;5;67;11;110;0.2;18.1;57;1022;0.0
31/03/2015;2:00:00;0;0.2;4;70;9;111;0.2;18.1;57;1021;0.0
31/03/2015;3:00:00;0;0.1;3;71;7;103;0.2;18.2;56;1021;0.0
31/03/2015;4:00:00;0;0.2;11;58;12;102;0.1;16.8;61;1020;0.0
31/03/2015;5:00:00;0;0.3;10;58;20;110;0.2;15.7;66;1021;0.0
31/03/2015;6:00:00;0;2.4;29;41;14;92;0.2;15.2;66;1021;0.0
31/03/2015;7:00:00;1;25.6;54;17;28;49;0.2;17.7;65;1022;0.0
31/03/2015;8:00:00;3;60.2;63;12;31;47;0.2;20.0;60;1022;0.0
31/03/2015;9:00:00;4;66.8;66;14;39;43;0.3;20.8;57;1023;0.0
31/03/2015;10:00:00;4;29.5;47;34;27;50;0.4;22.3;48;1023;0.0
31/03/2015;11:00:00;3;7.6;27;57;15;58;0.5;23.0;45;1023;0.0
31/03/2015;12:00:00;3;4.2;18;72;14;63;0.4;23.1;45;1023;0.0
31/03/2015;13:00:00;1;2.8;16;77;12;51;0.4;23.8;45;1023;0.0
31/03/2015;14:00:00;2;19.6;39;56;11;50;0.4;23.9;47;1022;0.0
31/03/2015;15:00:00;2;8.1;28;69;11;55;0.3;26.2;32;1021;0.0
31/03/2015;16:00:00;1;0.2;2;99;6;76;0.2;26.1;25;1021;0.0
31/03/2015;17:00:00;1;0.4;8;94;8;77;0.2;23.7;41;1021;0.0
31/03/2015;18:00:00;1;0.0;7;93;17;101;0.2;21.2;50;1021;0.0
31/03/2015;19:00:00;0;0.1;14;83;11;106;0.2;19.8;47;1021;0.0
31/03/2015;20:00:00;0;0.2;22;68;17;98;0.1;18.5;54;1022;0.0
31/03/2015;21:00:00;0;0.3;28;51;19;115;0.1;16.8;73;1023;0.0
31/03/2015;22:00:00;0;0.1;17;54;19;112;0.1;15.1;82;1024;0.0
31/03/2015;23:00:00;0;0.2;16;62;16;111;0.1;15.0;81;1024;0.0
31/03/2015;0:00:00;0;0.1;10;64;12;105;0.2;14.2;84;1023;0.0
01/04/2015;1:00:00;0;0.1;11;68;12;93;0.2;14.3;86;1023;0.0
01/04/2015;2:00:00;0;0.1;9;63;17;83;0.2;14.0;88;1023;0.0
01/04/2015;3:00:00;0;0.2;12;63;18;81;0.2;14.1;90;1023;0.0
01/04/2015;4:00:00;0;0.3;4;57;13;97;0.1;13.1;88;1023;0.0
01/04/2015;5:00:00;0;0.2;3;57;11;81;0.2;13.6;77;1023;0.0
01/04/2015;6:00:00;0;0.3;6;56;10;70;0.2;13.9;76;1023;0.0
01/04/2015;7:00:00;0;0.2;8;55;10;58;0.2;16.7;67;1023;0.0
01/04/2015;8:00:00;1;3.1;18;55;16;41;0.4;18.2;61;1025;0.0
01/04/2015;9:00:00;1;2.0;11;71;18;46;0.5;18.5;65;1026;0.0
01/04/2015;10:00:00;0;1.2;10;72;35;47;0.5;17.5;67;1026;0.0
01/04/2015;11:00:00;0;1.1;9;73;40;48;0.4;16.4;67;1026;0.0
01/04/2015;12:00:00;0;0.5;10;74;30;58;0.3;16.0;67;1026;0.0
01/04/2015;13:00:00;0;0.5;9;75;28;53;0.3;15.8;66;1026;0.0
01/04/2015;14:00:00;1;0.8;7;79;32;46;0.3;16.3;64;1026;0.0
01/04/2015;15:00:00;1;0.6;8;79;33;45;0.3;16.5;63;1025;0.0
01/04/2015;16:00:00;1;0.9;11;78;36;44;0.4;16.5;63;1025;0.0
01/04/2015;17:00:00;1;0.8;13;75;42;47;0.2;16.2;64;1025;0.0
01/04/2015;18:00:00;2;0.6;17;69;39;50;0.2;15.7;68;1025;0.0
01/04/2015;19:00:00;1;0.4;19;68;33;49;0.2;14.8;72;1025;0.0
01/04/2015;20:00:00;1;0.3;11;77;39;82;0.1;14.0;74;1026;0.0
01/04/2015;21:00:00;1;0.4;9;79;33;112;0.1;13.1;78;1026;0.0
01/04/2015;22:00:00;1;0.2;14;56;35;109;0.2;12.1;82;1026;0.0
01/04/2015;23:00:00;1;0.2;8;64;33;106;0.2;11.8;85;1026;0.0
01/04/2015;0:00:00;1;0.2;5;68;22;107;0.2;12.1;85;1026;0.0
02/04/2015;1:00:00;1;0.1;4;76;28;110;0.1;12.8;81;1026;0.0
02/04/2015;2:00:00;1;0.2;3;83;35;102;0.1;13.0;78;1026;0.0
02/04/2015;3:00:00;1;0.1;5;75;30;103;0.1;13.1;78;1025;0.0
02/04/2015;4:00:00;1;0.1;5;76;32;96;0.1;13.2;77;1025;0.0
02/04/2015;5:00:00;1;0.3;5;73;31;63;0.1;13.5;75;1025;0.0
02/04/2015;6:00:00;1;0.3;10;69;29;105;0.1;13.1;77;1025;0.0
02/04/2015;7:00:00;1;0.6;10;72;29;69;0.1;14.0;75;1025;0.0
02/04/2015;8:00:00;1;1.0;8;78;24;63;0.3;16.9;65;1025;0.0
02/04/2015;9:00:00;1;0.8;5;80;30;60;0.2;18.1;61;1026;0.0
02/04/2015;10:00:00;1;0.6;4;84;30;59;0.3;18.5;60;1025;0.0
02/04/2015;11:00:00;1;0.6;4;86;34;62;0.3;19.5;58;1025;0.0
02/04/2015;12:00:00;1;0.5;4;89;22;57;0.4;19.9;57;1025;0.0
