Fecha;Hora;SO2;NO2;NO;O3;BEN;TOL;XIL
22/08/2015;9:00:00;2;22;3;51;0;0;0
22/08/2015;10:00:00;2;22;4;56;0;0;0
22/08/2015;11:00:00;3;19;3;65;0;0;0
22/08/2015;12:00:00;3;20;3;70;0;0;0
22/08/2015;13:00:00;3;19;3;69;0;0;0
22/08/2015;14:00:00;3;23;4;68;0;0;0
22/08/2015;15:00:00;3;19;3;68;0;0;0
22/08/2015;16:00:00;3;13;2;69;0;0;0
22/08/2015;17:00:00;3;11;2;75;0;0;0
22/08/2015;18:00:00;3;12;2;82;0;0;0
22/08/2015;19:00:00;2;12;2;81;0;0;0
22/08/2015;20:00:00;2;12;2;82;0;0;0
22/08/2015;21:00:00;2;13;2;80;0;0;0
22/08/2015;22:00:00;2;21;3;70;0;0;0
22/08/2015;23:00:00;2;18;2;67;0;0;0
22/08/2015;0:00:00;2;14;2;68;0;0;0
23/08/2015;1:00:00;2;12;3;58;0;0;0
23/08/2015;2:00:00;2;9;2;46;0;0;0
23/08/2015;3:00:00;2;9;2;38;0;0;0
23/08/2015;4:00:00;2;8;2;33;0;0;0
23/08/2015;5:00:00;2;7;2;29;0;0;0
23/08/2015;6:00:00;2;8;2;26;0;0;0
23/08/2015;7:00:00;2;9;2;26;0;0;0
23/08/2015;8:00:00;2;10;3;22;0;0;0
23/08/2015;9:00:00;2;9;2;23;0;0;0
23/08/2015;10:00:00;2;8;2;24;0;0;0
23/08/2015;11:00:00;3;10;4;26;0;0;0
23/08/2015;12:00:00;2;10;3;30;0;0;0
23/08/2015;13:00:00;3;8;3;45;0;0;0
23/08/2015;14:00:00;2;8;2;52;0;0;0
23/08/2015;15:00:00;3;7;2;59;0;0;0
23/08/2015;16:00:00;3;6;2;69;0;0;0
23/08/2015;17:00:00;3;7;2;72;0;0;0
23/08/2015;18:00:00;3;8;2;82;0;0;0
23/08/2015;19:00:00;2;7;2;79;0;0;0
23/08/2015;20:00:00;2;9;2;74;0;0;0
23/08/2015;21:00:00;2;10;2;69;0;0;0
23/08/2015;22:00:00;2;11;2;65;0;0;0
23/08/2015;23:00:00;2;12;3;59;0;0;0
23/08/2015;0:00:00;2;10;2;57;0;0;0
24/08/2015;1:00:00;2;8;2;58;0;0;0
24/08/2015;2:00:00;2;11;2;52;0;0;0
24/08/2015;3:00:00;2;7;2;51;0;0;0
24/08/2015;4:00:00;2;7;2;52;0;0;0
24/08/2015;5:00:00;2;7;2;52;0;0;0
24/08/2015;6:00:00;2;8;2;49;0;0;0
24/08/2015;7:00:00;2;9;3;47;0;0;0
24/08/2015;8:00:00;2;12;3;43;0;0;0
24/08/2015;9:00:00;2;10;3;42;0;0;0
24/08/2015;10:00:00;2;9;2;40;0;0;0
24/08/2015;11:00:00;2;10;3;40;0;0;0
24/08/2015;12:00:00;2;13;3;46;0;0;0
24/08/2015;13:00:00;2;11;3;55;0;0;0
24/08/2015;14:00:00;2;12;4;57;0;0;0
24/08/2015;15:00:00;2;11;3;64;0;0;0
24/08/2015;16:00:00;2;10;2;76;0;0;0
24/08/2015;17:00:00;2;9;3;85;0;0;0
24/08/2015;18:00:00;2;11;2;97;0;0;0
24/08/2015;19:00:00;2;12;3;99;0;0;0
24/08/2015;20:00:00;2;16;3;92;0;0;0
24/08/2015;21:00:00;2;13;3;91;0;0;0
24/08/2015;22:00:00;2;14;3;84;0;0;0
24/08/2015;23:00:00;2;11;2;81;0;0;0
24/08/2015;0:00:00;2;10;2;82;0;0;0
25/08/2015;1:00:00;2;9;2;79;0;0;0
25/08/2015;2:00:00;3;9;2;69;0;0;0
25/08/2015;3:00:00;4;14;2;56;0;0;0
25/08/2015;4:00:00;4;13;2;59;0;0;0
25/08/2015;5:00:00;4;9;2;60;0;0;0
25/08/2015;6:00:00;5;14;2;47;0;0;0
25/08/2015;7:00:00;5;27;4;32;0;0;0
25/08/2015;8:00:00;5;43;7;20;0;0;0
25/08/2015;9:00:00;6;59;14;13;0;0;0
25/08/2015;10:00:00;5;59;12;25;0;0;0
25/08/2015;11:00:00;9;58;9;61;0;0;0
25/08/2015;12:00:00;69;55;8;61;0;0;0
25/08/2015;13:00:00;58;58;14;53;0;0;0
25/08/2015;14:00:00;41;54;11;53;0;0;0
25/08/2015;15:00:00;27;45;7;57;0;0;0
25/08/2015;16:00:00;21;35;4;70;0;0;0
25/08/2015;17:00:00;20;24;2;84;0;0;0
25/08/2015;18:00:00;16;21;4;96;0;0;0
25/08/2015;19:00:00;11;35;5;85;0;0;0
25/08/2015;20:00:00;7;44;6;75;0;0;0
25/08/2015;21:00:00;6;54;7;65;0;0;0
25/08/2015;22:00:00;5;66;10;49;0;0;0
25/08/2015;23:00:00;5;54;7;54;0;0;0
25/08/2015;0:00:00;4;42;2;55;0;0;0
26/08/2015;1:00:00;7;42;4;40;0;0;0
26/08/2015;2:00:00;5;42;4;34;0;0;0
26/08/2015;3:00:00;2;30;2;37;0;0;0
26/08/2015;4:00:00;2;23;2;47;0;0;0
26/08/2015;5:00:00;3;23;2;41;0;0;0
26/08/2015;6:00:00;3;30;3;31;0;0;0
26/08/2015;7:00:00;3;36;3;31;0;0;0
26/08/2015;8:00:00;3;41;4;26;0;0;0
26/08/2015;9:00:00;3;41;4;39;0;0;0
26/08/2015;10:00:00;4;47;5;50;0;0;0
26/08/2015;11:00:00;2;51;12;48;0;0;0
26/08/2015;12:00:00;2;36;6;64;0;0;0
26/08/2015;13:00:00;2;35;6;70;0;0;0
26/08/2015;14:00:00;2;32;5;75;0;0;0
26/08/2015;15:00:00;2;24;4;78;0;0;0
26/08/2015;16:00:00;2;19;4;81;0;0;0
26/08/2015;17:00:00;2;18;4;83;0;0;0
26/08/2015;18:00:00;2;20;3;89;0;0;0
26/08/2015;19:00:00;2;23;4;91;0;0;0
26/08/2015;20:00:00;2;22;3;88;0;0;0
26/08/2015;21:00:00;2;19;3;85;0;0;0
26/08/2015;22:00:00;2;14;2;83;0;0;0
26/08/2015;23:00:00;2;13;2;81;0;0;0
26/08/2015;0:00:00;2;11;2;79;0;0;0
27/08/2015;1:00:00;2;11;2;76;0;0;0
27/08/2015;2:00:00;2;10;2;68;0;0;0
27/08/2015;3:00:00;2;11;2;57;0;0;0
27/08/2015;4:00:00;2;11;2;59;0;0;0
27/08/2015;5:00:00;2;15;2;40;0;0;0
27/08/2015;6:00:00;2;17;2;33;0;0;0
27/08/2015;7:00:00;2;27;4;27;0;0;0
27/08/2015;8:00:00;2;42;11;21;0;0;0
27/08/2015;9:00:00;2;59;13;10;0;0;0
27/08/2015;10:00:00;2;52;10;21;0;0;0
27/08/2015;11:00:00;2;45;10;32;0;0;0
27/08/2015;12:00:00;2;59;22;32;0;0;0
27/08/2015;13:00:00;2;54;18;41;0;0;0
27/08/2015;14:00:00;2;37;7;58;0;0;0
27/08/2015;15:00:00;2;33;5;65;0;0;0
27/08/2015;16:00:00;2;18;2;72;0;0;0
27/08/2015;17:00:00;2;17;3;77;0;0;0
27/08/2015;18:00:00;2;12;2;83;0;0;0
27/08/2015;19:00:00;2;15;2;86;0;0;0
27/08/2015;20:00:00;2;15;3;86;0;0;0
27/08/2015;21:00:00;2;13;3;84;0;0;0
27/08/2015;22:00:00;2;12;2;80;0;0;0
27/08/2015;23:00:00;2;11;3;77;0;0;0
27/08/2015;0:00:00;2;10;2;73;0;0;0
28/08/2015;1:00:00;2;13;2;66;0;0;0
28/08/2015;2:00:00;2;18;2;55;0;0;0
28/08/2015;3:00:00;2;15;3;50;0;0;0
28/08/2015;4:00:00;2;19;2;42;0;0;0
28/08/2015;5:00:00;2;17;2;51;0;0;0
28/08/2015;6:00:00;2;27;3;39;0;0;0
28/08/2015;7:00:00;2;25;2;35;0;0;0
28/08/2015;8:00:00;2;51;12;13;0;0;0
28/08/2015;9:00:00;2;64;18;7;0;0;0
28/08/2015;10:00:00;2;78;17;33;0;0;0
28/08/2015;11:00:00;2;95;5;108;0;0;0
28/08/2015;12:00:00;2;88;15;38;0;0;0
28/08/2015;13:00:00;2;93;23;34;0;0;0
28/08/2015;14:00:00;2;80;16;51;0;0;0
28/08/2015;15:00:00;2;60;8;66;0;0;0
28/08/2015;16:00:00;2;42;6;71;0;0;0
28/08/2015;17:00:00;2;37;5;72;0;0;0
28/08/2015;18:00:00;2;49;10;81;0;0;0
28/08/2015;19:00:00;2;69;13;75;0;0;0
28/08/2015;20:00:00;2;59;6;77;0;0;0
28/08/2015;21:00:00;2;126;26;40;0;0;0
28/08/2015;22:00:00;2;121;27;34;0;0;0
28/08/2015;23:00:00;2;71;7;53;0;0;0
28/08/2015;0:00:00;2;71;4;38;0;0;0
29/08/2015;1:00:00;2;65;5;30;0;0;0
29/08/2015;2:00:00;2;47;3;45;0;0;0
29/08/2015;3:00:00;2;27;2;53;0;0;0
29/08/2015;4:00:00;2;20;2;51;0;0;0
29/08/2015;5:00:00;2;16;2;46;0;0;0
29/08/2015;6:00:00;2;15;2;48;0;0;0
29/08/2015;7:00:00;2;21;3;42;0;0;0
29/08/2015;8:00:00;2;32;4;28;0;0;0
29/08/2015;9:00:00;2;38;3;25;0;0;0
29/08/2015;10:00:00;2;38;4;35;0;0;0
29/08/2015;11:00:00;2;61;6;46;0;0;0
29/08/2015;12:00:00;2;58;10;49;0;0;0
29/08/2015;13:00:00;2;57;12;59;0;0;0
29/08/2015;14:00:00;2;65;17;58;0;0;0
29/08/2015;15:00:00;2;52;6;58;0;0;0
29/08/2015;16:00:00;2;34;4;65;0;0;0
29/08/2015;17:00:00;2;26;3;62;0;0;0
29/08/2015;18:00:00;2;24;4;61;0;0;0
29/08/2015;19:00:00;2;25;4;59;0;0;0
29/08/2015;20:00:00;2;29;4;54;0;0;0
29/08/2015;21:00:00;2;34;3;58;0;0;0
29/08/2015;22:00:00;2;46;4;50;0;0;0
29/08/2015;23:00:00;2;37;4;52;0;0;0
29/08/2015;0:00:00;2;20;2;51;0;0;0
30/08/2015;1:00:00;2;26;3;48;0;0;0
30/08/2015;2:00:00;2;23;4;44;0;0;0
30/08/2015;3:00:00;2;16;3;46;0;0;0
30/08/2015;4:00:00;2;17;3;46;0;0;0
30/08/2015;5:00:00;2;16;2;41;0;0;0
30/08/2015;6:00:00;2;17;2;39;0;0;0
30/08/2015;7:00:00;2;20;3;41;0;0;0
30/08/2015;8:00:00;2;20;2;38;0;0;0
30/08/2015;9:00:00;2;21;2;37;0;0;0
30/08/2015;10:00:00;2;25;3;39;0;0;0
30/08/2015;11:00:00;2;21;3;43;0;0;0
30/08/2015;12:00:00;2;26;5;48;0;0;0
30/08/2015;13:00:00;2;30;5;53;0;0;0
30/08/2015;14:00:00;2;33;6;50;0;0;0
30/08/2015;15:00:00;2;36;6;48;0;0;0
30/08/2015;16:00:00;2;19;2;55;0;0;0
30/08/2015;17:00:00;2;15;2;61;0;0;0
30/08/2015;18:00:00;2;11;2;66;0;0;0
30/08/2015;19:00:00;2;15;2;59;0;0;0
30/08/2015;20:00:00;2;19;3;57;0;0;0
30/08/2015;21:00:00;2;26;4;53;0;0;0
30/08/2015;22:00:00;2;33;4;44;0;0;0
30/08/2015;23:00:00;2;35;4;29;0;0;0
30/08/2015;0:00:00;2;27;4;31;0;0;0
31/08/2015;1:00:00;2;27;4;21;0;0;0
31/08/2015;2:00:00;2;21;3;18;0;0;0
31/08/2015;3:00:00;2;19;2;19;0;0;0
31/08/2015;4:00:00;2;21;3;16;0;0;0
31/08/2015;5:00:00;2;19;3;19;0;0;0
31/08/2015;6:00:00;2;20;3;26;0;0;0
31/08/2015;7:00:00;2;18;3;36;0;0;0
31/08/2015;8:00:00;2;20;3;38;0;0;0
31/08/2015;9:00:00;2;27;5;34;0;0;0
31/08/2015;10:00:00;2;19;4;43;0;0;0
31/08/2015;11:00:00;2;22;5;46;0;0;0
31/08/2015;12:00:00;2;30;9;44;0;0;0
31/08/2015;13:00:00;2;26;7;49;0;0;0
31/08/2015;14:00:00;2;28;5;53;0;0;0
31/08/2015;15:00:00;2;18;3;58;0;0;0
31/08/2015;16:00:00;2;17;3;63;0;0;0
31/08/2015;17:00:00;2;12;3;62;0;0;0
31/08/2015;18:00:00;2;13;3;59;0;0;0
31/08/2015;19:00:00;2;13;3;65;0;0;0
31/08/2015;20:00:00;2;13;3;71;0;0;0
31/08/2015;21:00:00;2;17;3;64;0;0;0
31/08/2015;22:00:00;2;19;3;61;0;0;0
31/08/2015;23:00:00;2;15;2;63;0;0;0
31/08/2015;0:00:00;2;19;3;59;0;0;0
27/04/2015;13:00:00;4;-100000;-100000;41.25;-100000;-100000;-100000
27/04/2015;14:00:00;4.5;-100000;-100000;40.5;-100000;-100000;-100000
27/04/2015;15:00:00;5;-100000;-100000;42.25;-100000;-100000;-100000
27/04/2015;16:00:00;4.5;-100000;-100000;43.5;-100000;-100000;-100000
27/04/2015;17:00:00;5;-100000;-100000;43.25;-100000;-100000;-100000
27/04/2015;18:00:00;5.5;-100000;-100000;46.25;-100000;-100000;-100000
27/04/2015;19:00:00;5;-100000;-100000;45.25;-100000;-100000;-100000
27/04/2015;20:00:00;5.25;-100000;-100000;46;-100000;-100000;-100000
27/04/2015;21:00:00;5;-100000;-100000;42.5;-100000;-100000;-100000
27/04/2015;22:00:00;5.5;-100000;-100000;38.5;-100000;-100000;-100000
27/04/2015;23:00:00;5.25;-100000;-100000;34.5;-100000;-100000;-100000
27/04/2015;0:00:00;5.25;-100000;-100000;42.25;-100000;-100000;-100000
28/04/2015;1:00:00;4.5;-100000;-100000;39.25;-100000;-100000;-100000
28/04/2015;2:00:00;5;-100000;-100000;33;-100000;-100000;-100000
28/04/2015;3:00:00;4.5;-100000;-100000;32;-100000;-100000;-100000
28/04/2015;4:00:00;5.25;-100000;-100000;30.75;-100000;-100000;-100000
28/04/2015;5:00:00;4.75;-100000;-100000;32.75;-100000;-100000;-100000
28/04/2015;6:00:00;4.25;-100000;-100000;26;-100000;-100000;-100000
28/04/2015;7:00:00;5;-100000;-100000;17.25;-100000;-100000;-100000
28/04/2015;8:00:00;5.25;-100000;-100000;8.75;-100000;-100000;-100000
28/04/2015;9:00:00;6.25;-100000;-100000;3.25;-100000;-100000;-100000
28/04/2015;10:00:00;6.75;-100000;-100000;8.25;-100000;-100000;-100000
28/04/2015;11:00:00;5.5;-100000;-100000;23.5;-100000;-100000;-100000
28/04/2015;12:00:00;37.5;-100000;-100000;25.75;-100000;-100000;-100000
28/04/2015;13:00:00;44.25;-100000;-100000;36.5;-100000;-100000;-100000
28/04/2015;14:00:00;13.5;-100000;-100000;36.25;-100000;-100000;-100000
28/04/2015;15:00:00;10;-100000;-100000;45;-100000;-100000;-100000
28/04/2015;16:00:00;9.75;-100000;-100000;45.75;-100000;-100000;-100000
28/04/2015;17:00:00;7.75;-100000;-100000;43;-100000;-100000;-100000
28/04/2015;18:00:00;7.25;-100000;-100000;40.75;-100000;-100000;-100000
28/04/2015;19:00:00;7.5;-100000;-100000;39.25;-100000;-100000;-100000
28/04/2015;20:00:00;6.75;-100000;-100000;38.75;-100000;-100000;-100000
28/04/2015;21:00:00;7.25;-100000;-100000;40;-100000;-100000;-100000
28/04/2015;22:00:00;7.25;-100000;-100000;39.5;-100000;-100000;-100000
28/04/2015;23:00:00;7.75;-100000;-100000;36.75;-100000;-100000;-100000
28/04/2015;0:00:00;7.5;-100000;-100000;37.5;-100000;-100000;-100000
29/04/2015;1:00:00;7.25;-100000;-100000;40.5;-100000;-100000;-100000
29/04/2015;2:00:00;7.75;-100000;-100000;41.5;-100000;-100000;-100000
29/04/2015;3:00:00;7.25;-100000;-100000;41;-100000;-100000;-100000
29/04/2015;4:00:00;8;-100000;-100000;41.5;-100000;-100000;-100000
29/04/2015;5:00:00;7.75;-100000;-100000;41;-100000;-100000;-100000
29/04/2015;6:00:00;7.25;-100000;-100000;39.75;-100000;-100000;-100000
29/04/2015;7:00:00;8.5;-100000;-100000;29.75;-100000;-100000;-100000
29/04/2015;8:00:00;7.75;-100000;-100000;30.75;-100000;-100000;-100000
29/04/2015;9:00:00;7.25;-100000;-100000;26.25;-100000;-100000;-100000
29/04/2015;10:00:00;7.75;-100000;-100000;29.75;-100000;-100000;-100000
29/04/2015;11:00:00;7.75;-100000;-100000;39;-100000;-100000;-100000
29/04/2015;12:00:00;8.25;-100000;-100000;43.5;-100000;-100000;-100000
29/04/2015;13:00:00;9;-100000;-100000;44;-100000;-100000;-100000
29/04/2015;20:00:00;5.75;-100000;-100000;38;-100000;-100000;-100000
29/04/2015;21:00:00;4.75;-100000;-100000;37;-100000;-100000;-100000
29/04/2015;22:00:00;5.5;-100000;-100000;32;-100000;-100000;-100000
29/04/2015;23:00:00;5.25;-100000;-100000;32.75;-100000;-100000;-100000
29/04/2015;0:00:00;5;-100000;-100000;30.5;-100000;-100000;-100000
30/04/2015;1:00:00;4;-100000;-100000;25.75;-100000;-100000;-100000
30/04/2015;2:00:00;4;-100000;-100000;29;-100000;-100000;-100000
30/04/2015;3:00:00;5.5;-100000;-100000;31.5;-100000;-100000;-100000
30/04/2015;4:00:00;5.25;-100000;-100000;30;-100000;-100000;-100000
30/04/2015;5:00:00;5.5;-100000;-100000;25.5;-100000;-100000;-100000
30/04/2015;6:00:00;5.75;-100000;-100000;25.75;-100000;-100000;-100000
30/04/2015;7:00:00;6;-100000;-100000;21.25;-100000;-100000;-100000
30/04/2015;8:00:00;6.75;-100000;-100000;7.75;-100000;-100000;-100000
30/04/2015;9:00:00;7.5;-100000;-100000;4;-100000;-100000;-100000
30/04/2015;10:00:00;8.25;-100000;-100000;7;-100000;-100000;-100000
30/04/2015;11:00:00;8;-100000;-100000;20.25;-100000;-100000;-100000
30/04/2015;12:00:00;10.75;-100000;-100000;21;-100000;-100000;-100000
30/04/2015;13:00:00;8;-100000;-100000;23.25;-100000;-100000;-100000
30/04/2015;14:00:00;8.25;-100000;-100000;26.25;-100000;-100000;-100000
30/04/2015;15:00:00;6.25;-100000;-100000;29.75;-100000;-100000;-100000
30/04/2015;16:00:00;7;-100000;-100000;31;-100000;-100000;-100000
30/04/2015;17:00:00;10.5;-100000;-100000;25.75;-100000;-100000;-100000
30/04/2015;18:00:00;7.5;-100000;-100000;37.75;-100000;-100000;-100000
30/04/2015;19:00:00;6.25;-100000;-100000;40;-100000;-100000;-100000
30/04/2015;20:00:00;6.75;-100000;-100000;41;-100000;-100000;-100000
30/04/2015;21:00:00;7.5;-100000;-100000;40.25;-100000;-100000;-100000
30/04/2015;22:00:00;6;-100000;-100000;37.75;-100000;-100000;-100000
30/04/2015;23:00:00;7;-100000;-100000;40.75;-100000;-100000;-100000
30/04/2015;0:00:00;7.25;-100000;-100000;38.75;-100000;-100000;-100000
01/01/2015;1:00:00;0;0;0;23;0;0;0
01/01/2015;2:00:00;0;0;0;19;0;0;0
01/01/2015;3:00:00;0;0;0;17;0;0;0
01/01/2015;4:00:00;0;0;0;23;0;0;0
01/01/2015;5:00:00;0;0;0;23;0;0;0
01/01/2015;6:00:00;0;0;0;21;0;0;0
01/01/2015;7:00:00;0;0;0;10;0;0;0
01/01/2015;8:00:00;0;0;0;2;0;0;0
01/01/2015;9:00:00;0;0;0;2;0;0;0
01/01/2015;10:00:00;0;0;0;8;0;0;0
01/01/2015;11:00:00;0;0;0;11;0;0;0
01/01/2015;12:00:00;0;0;0;13;0;0;0
01/01/2015;13:00:00;0;0;0;29;0;0;0
01/01/2015;14:00:00;0;0;0;46;0;0;0
01/01/2015;15:00:00;0;0;0;52;0;0;0
01/01/2015;16:00:00;0;0;0;55;0;0;0
01/01/2015;17:00:00;0;0;0;54;0;0;0
01/01/2015;18:00:00;0;0;0;49;0;0;0
01/01/2015;19:00:00;0;0;0;32;0;0;0
01/01/2015;20:00:00;0;0;0;20;0;0;0
01/01/2015;21:00:00;0;0;0;10;0;0;0
01/01/2015;22:00:00;0;0;0;11;0;0;0
01/01/2015;23:00:00;0;0;0;8;0;0;0
01/01/2015;0:00:00;0;0;0;9;0;0;0
02/01/2015;1:00:00;0;0;0;12;0;0;0
02/01/2015;2:00:00;0;0;0;14;0;0;0
02/01/2015;3:00:00;0;0;0;12;0;0;0
02/01/2015;4:00:00;0;0;0;10;0;0;0
02/01/2015;5:00:00;0;0;0;5;0;0;0
02/01/2015;6:00:00;0;0;0;3;0;0;0
02/01/2015;7:00:00;0;0;0;2;0;0;0
02/01/2015;8:00:00;0;0;0;2;0;0;0
02/01/2015;9:00:00;0;0;0;2;0;0;0
02/01/2015;10:00:00;0;0;0;2;0;0;0
02/01/2015;11:00:00;0;0;0;2;0;0;0
02/01/2015;12:00:00;0;0;0;2;0;0;0
02/01/2015;13:00:00;0;0;0;3;0;0;0
02/01/2015;14:00:00;0;0;0;19;0;0;0
02/01/2015;15:00:00;0;0;0;46;0;0;0
02/01/2015;16:00:00;0;0;0;55;0;0;0
02/01/2015;17:00:00;0;0;0;46;0;0;0
02/01/2015;18:00:00;0;0;0;22;0;0;0
02/01/2015;19:00:00;0;0;0;8;0;0;0
02/01/2015;20:00:00;0;0;0;7;0;0;0
02/01/2015;21:00:00;0;0;0;2;0;0;0
02/01/2015;22:00:00;0;0;0;3;0;0;0
02/01/2015;23:00:00;0;0;0;3;0;0;0
02/01/2015;0:00:00;0;0;0;3;0;0;0
03/01/2015;1:00:00;0;0;0;8;0;0;0
03/01/2015;2:00:00;0;0;0;8;0;0;0
03/01/2015;3:00:00;0;0;0;6;0;0;0
03/01/2015;4:00:00;0;0;0;10;0;0;0
03/01/2015;5:00:00;0;0;0;18;0;0;0
03/01/2015;6:00:00;0;0;0;19;0;0;0
03/01/2015;7:00:00;0;0;0;16;0;0;0
03/01/2015;8:00:00;0;0;0;9;0;0;0
03/01/2015;9:00:00;0;0;0;4;0;0;0
03/01/2015;10:00:00;0;0;0;2;0;0;0
03/01/2015;11:00:00;0;0;0;7;0;0;0
03/01/2015;12:00:00;0;0;0;37;0;0;0
03/01/2015;13:00:00;0;0;0;48;0;0;0
03/01/2015;14:00:00;0;0;0;47;0;0;0
03/01/2015;15:00:00;0;0;0;64;0;0;0
03/01/2015;16:00:00;0;0;0;72;0;0;0
03/01/2015;17:00:00;0;0;0;68;0;0;0
03/01/2015;18:00:00;0;0;0;55;0;0;0
03/01/2015;19:00:00;0;0;0;32;0;0;0
03/01/2015;20:00:00;0;0;0;33;0;0;0
03/01/2015;21:00:00;0;0;0;16;0;0;0
03/01/2015;22:00:00;0;0;0;33;0;0;0
03/01/2015;23:00:00;0;0;0;17;0;0;0
03/01/2015;0:00:00;0;0;0;6;0;0;0
04/01/2015;1:00:00;0;0;0;4;0;0;0
04/01/2015;2:00:00;0;0;0;3;0;0;0
04/01/2015;3:00:00;0;0;0;7;0;0;0
04/01/2015;4:00:00;0;0;0;6;0;0;0
04/01/2015;5:00:00;0;0;0;8;0;0;0
04/01/2015;6:00:00;0;0;0;8;0;0;0
04/01/2015;7:00:00;0;0;0;10;0;0;0
04/01/2015;8:00:00;0;0;0;12;0;0;0
04/01/2015;9:00:00;0;0;0;15;0;0;0
04/01/2015;10:00:00;0;0;0;18;0;0;0
04/01/2015;11:00:00;0;0;0;25;0;0;0
04/01/2015;12:00:00;0;0;0;38;0;0;0
04/01/2015;13:00:00;0;0;0;70;0;0;0
04/01/2015;14:00:00;0;0;0;66;0;0;0
04/01/2015;15:00:00;0;0;0;57;0;0;0
04/01/2015;16:00:00;0;0;0;63;0;0;0
04/01/2015;17:00:00;0;0;0;86;0;0;0
04/01/2015;18:00:00;0;0;0;38;0;0;0
04/01/2015;19:00:00;0;0;0;10;0;0;0
04/01/2015;20:00:00;0;0;0;10;0;0;0
04/01/2015;21:00:00;0;0;0;4;0;0;0
04/01/2015;22:00:00;0;0;0;3;0;0;0
04/01/2015;23:00:00;0;0;0;2;0;0;0
04/01/2015;0:00:00;0;0;0;2;0;0;0
05/01/2015;1:00:00;0;0;0;3;0;0;0
05/01/2015;2:00:00;0;0;0;3;0;0;0
05/01/2015;3:00:00;0;0;0;8;0;0;0
05/01/2015;4:00:00;0;0;0;13;0;0;0
05/01/2015;5:00:00;0;0;0;18;0;0;0
05/01/2015;6:00:00;0;0;0;19;0;0;0
05/01/2015;7:00:00;0;0;0;18;0;0;0
05/01/2015;8:00:00;0;0;0;9;0;0;0
05/01/2015;9:00:00;0;0;0;3;0;0;0
05/01/2015;10:00:00;0;0;0;2;0;0;0
05/01/2015;11:00:00;0;0;0;4;0;0;0
05/01/2015;12:00:00;0;0;0;20;0;0;0
05/01/2015;13:00:00;0;0;0;56;0;0;0
05/01/2015;14:00:00;0;0;0;41;0;0;0
05/01/2015;15:00:00;0;0;0;37;0;0;0
05/01/2015;16:00:00;0;0;0;55;0;0;0
05/01/2015;17:00:00;0;0;0;54;0;0;0
05/01/2015;18:00:00;0;0;0;49;0;0;0
05/01/2015;19:00:00;0;0;0;46;0;0;0
05/01/2015;20:00:00;0;0;0;12;0;0;0
05/01/2015;21:00:00;0;0;0;4;0;0;0
05/01/2015;22:00:00;0;0;0;2;0;0;0
05/01/2015;23:00:00;0;0;0;5;0;0;0
05/01/2015;0:00:00;0;0;0;5;0;0;0
06/01/2015;1:00:00;0;0;0;12;0;0;0
06/01/2015;2:00:00;0;0;0;18;0;0;0
06/01/2015;3:00:00;0;0;0;17;0;0;0
06/01/2015;4:00:00;0;0;0;16;0;0;0
06/01/2015;5:00:00;0;0;0;21;0;0;0
06/01/2015;6:00:00;0;0;0;22;0;0;0
06/01/2015;7:00:00;0;0;0;15;0;0;0
06/01/2015;8:00:00;0;0;0;11;0;0;0
06/01/2015;9:00:00;0;0;0;15;0;0;0
06/01/2015;10:00:00;0;0;0;12;0;0;0
06/01/2015;11:00:00;0;0;0;22;0;0;0
06/01/2015;12:00:00;0;0;0;36;0;0;0
06/01/2015;13:00:00;0;0;0;38;0;0;0
06/01/2015;14:00:00;0;0;0;39;0;0;0
06/01/2015;15:00:00;0;0;0;46;0;0;0
06/01/2015;16:00:00;0;0;0;47;0;0;0
06/01/2015;17:00:00;0;0;0;44;0;0;0
06/01/2015;18:00:00;0;0;0;37;0;0;0
06/01/2015;19:00:00;0;0;0;18;0;0;0
06/01/2015;20:00:00;0;0;0;9;0;0;0
06/01/2015;21:00:00;0;0;0;9;0;0;0
06/01/2015;22:00:00;0;0;0;10;0;0;0
06/01/2015;23:00:00;0;0;0;16;0;0;0
06/01/2015;0:00:00;0;0;0;16;0;0;0
07/01/2015;1:00:00;0;0;0;22;0;0;0
07/01/2015;2:00:00;0;0;0;17;0;0;0
07/01/2015;3:00:00;0;0;0;15;0;0;0
07/01/2015;4:00:00;0;0;0;17;0;0;0
07/01/2015;5:00:00;0;0;0;21;0;0;0
07/01/2015;6:00:00;0;0;0;22;0;0;0
07/01/2015;7:00:00;0;0;0;14;0;0;0
07/01/2015;8:00:00;0;0;0;5;0;0;0
07/01/2015;9:00:00;0;0;0;5;0;0;0
07/01/2015;10:00:00;0;0;0;5;0;0;0
07/01/2015;11:00:00;0;0;0;5;0;0;0
07/01/2015;12:00:00;0;0;0;26;0;0;0
07/01/2015;13:00:00;0;0;0;28;0;0;0
07/01/2015;14:00:00;0;0;0;21;0;0;0
07/01/2015;15:00:00;0;0;0;27;0;0;0
07/01/2015;16:00:00;0;0;0;28;0;0;0
07/01/2015;17:00:00;0;0;0;32;0;0;0
07/01/2015;18:00:00;0;0;0;30;0;0;0
07/01/2015;19:00:00;0;0;0;15;0;0;0
07/01/2015;20:00:00;0;0;0;10;0;0;0
07/01/2015;21:00:00;0;0;0;7;0;0;0
07/01/2015;22:00:00;0;0;0;12;0;0;0
07/01/2015;23:00:00;0;0;0;15;0;0;0
07/01/2015;0:00:00;0;0;0;14;0;0;0
08/01/2015;1:00:00;0;0;0;8;0;0;0
