Fecha;Hora;SO2;NO2;NO;O3;BEN;TOL;XIL
20/09/2015;15:00:00;2;20;2;79;0;0;0
20/09/2015;16:00:00;2;18;2;87;0;0;0
20/09/2015;17:00:00;2;17;3;80;0;0;0
20/09/2015;18:00:00;2;15;2;83;0;0;0
20/09/2015;19:00:00;2;29;4;71;0;0;0
20/09/2015;20:00:00;2;29;4;65;0;0;0
20/09/2015;21:00:00;2;23;2;64;0;0;0
20/09/2015;22:00:00;2;18;3;68;0;0;0
20/09/2015;23:00:00;2;15;2;68;0;0;0
20/09/2015;0:00:00;2;22;3;58;0;0;0
21/09/2015;1:00:00;2;26;3;48;0;0;0
21/09/2015;2:00:00;2;35;6;32;0;0;0
21/09/2015;3:00:00;2;24;2;31;0;0;0
21/09/2015;4:00:00;2;21;2;32;0;0;0
21/09/2015;5:00:00;2;21;2;30;0;0;0
21/09/2015;6:00:00;2;20;2;40;0;0;0
21/09/2015;7:00:00;2;39;10;21;0;0;0
21/09/2015;8:00:00;2;65;22;4;0;0;0
21/09/2015;9:00:00;2;77;49;3;0;0;0
21/09/2015;10:00:00;2;75;31;9;0;0;0
21/09/2015;11:00:00;2;68;22;22;0;0;0
21/09/2015;12:00:00;2;80;27;37;0;0;0
21/09/2015;13:00:00;3;71;17;61;0;0;0
21/09/2015;14:00:00;3;36;4;76;0;0;0
21/09/2015;15:00:00;3;23;2;83;0;0;0
21/09/2015;16:00:00;2;18;4;82;0;0;0
21/09/2015;17:00:00;2;14;2;85;0;0;0
21/09/2015;18:00:00;2;15;3;85;0;0;0
21/09/2015;19:00:00;2;15;2;86;0;0;0
21/09/2015;20:00:00;2;15;2;85;0;0;0
21/09/2015;21:00:00;2;16;2;80;0;0;0
21/09/2015;22:00:00;2;15;2;79;0;0;0
21/09/2015;23:00:00;2;11;2;81;0;0;0
21/09/2015;0:00:00;2;10;2;74;0;0;0
22/09/2015;1:00:00;2;12;3;68;0;0;0
22/09/2015;2:00:00;4;9;2;75;0;0;0
22/09/2015;3:00:00;5;9;2;84;0;0;0
22/09/2015;4:00:00;5;7;2;92;0;0;0
22/09/2015;5:00:00;5;7;2;91;0;0;0
22/09/2015;6:00:00;5;9;2;87;0;0;0
22/09/2015;7:00:00;5;12;2;81;0;0;0
22/09/2015;8:00:00;4;17;2;75;0;0;0
22/09/2015;9:00:00;5;25;3;70;0;0;0
22/09/2015;10:00:00;4;51;9;39;0;0;0
22/09/2015;11:00:00;5;39;9;65;0;0;0
22/09/2015;12:00:00;4;28;8;85;0;0;0
22/09/2015;13:00:00;4;15;4;90;0;0;0
22/09/2015;14:00:00;4;13;3;92;0;0;0
22/09/2015;15:00:00;3;14;3;82;0;0;0
22/09/2015;16:00:00;3;10;3;85;0;0;0
22/09/2015;17:00:00;3;9;2;89;0;0;0
22/09/2015;18:00:00;3;11;3;85;0;0;0
22/09/2015;19:00:00;3;10;2;75;0;0;0
22/09/2015;20:00:00;2;13;3;66;0;0;0
22/09/2015;21:00:00;2;18;3;56;0;0;0
22/09/2015;22:00:00;2;15;3;58;0;0;0
22/09/2015;23:00:00;3;15;2;64;0;0;0
22/09/2015;0:00:00;3;9;2;95;0;0;0
23/09/2015;1:00:00;3;7;2;91;0;0;0
23/09/2015;2:00:00;3;12;2;68;0;0;0
23/09/2015;3:00:00;3;8;2;62;0;0;0
23/09/2015;4:00:00;3;9;2;57;0;0;0
23/09/2015;5:00:00;3;8;2;58;0;0;0
23/09/2015;6:00:00;3;11;2;50;0;0;0
23/09/2015;7:00:00;3;13;2;44;0;0;0
23/09/2015;8:00:00;3;30;4;35;0;0;0
23/09/2015;9:00:00;4;68;25;10;0;0;0
23/09/2015;10:00:00;4;72;29;15;0;0;0
23/09/2015;11:00:00;3;50;10;34;0;0;0
23/09/2015;12:00:00;4;52;35;43;0;0;0
23/09/2015;13:00:00;18;68;20;71;0;0;0
23/09/2015;14:00:00;5;51;13;57;0;0;0
23/09/2015;15:00:00;4;47;9;59;0;0;0
23/09/2015;16:00:00;3;30;4;71;0;0;0
23/09/2015;17:00:00;2;30;5;73;0;0;0
23/09/2015;18:00:00;3;30;5;71;0;0;0
23/09/2015;19:00:00;3;44;8;63;0;0;0
23/09/2015;20:00:00;3;64;13;49;0;0;0
23/09/2015;21:00:00;4;87;27;31;0;0;0
23/09/2015;22:00:00;3;56;16;47;0;0;0
23/09/2015;23:00:00;9;45;5;40;0;0;0
23/09/2015;0:00:00;11;46;4;32;0;0;0
24/09/2015;1:00:00;11;49;7;25;0;0;0
24/09/2015;2:00:00;6;30;4;34;0;0;0
24/09/2015;3:00:00;5;18;3;41;0;0;0
24/09/2015;4:00:00;4;19;4;39;0;0;0
24/09/2015;5:00:00;4;14;2;44;0;0;0
24/09/2015;6:00:00;5;15;2;40;0;0;0
24/09/2015;7:00:00;5;26;7;31;0;0;0
24/09/2015;8:00:00;5;39;8;18;0;0;0
24/09/2015;9:00:00;5;57;18;8;0;0;0
24/09/2015;10:00:00;5;48;18;15;0;0;0
24/09/2015;11:00:00;5;57;24;13;0;0;0
24/09/2015;12:00:00;4;44;13;37;0;0;0
24/09/2015;13:00:00;5;42;12;51;0;0;0
24/09/2015;14:00:00;5;40;9;52;0;0;0
24/09/2015;15:00:00;4;27;5;64;0;0;0
24/09/2015;16:00:00;5;21;3;69;0;0;0
24/09/2015;17:00:00;4;25;5;78;0;0;0
24/09/2015;18:00:00;5;30;6;79;0;0;0
24/09/2015;19:00:00;4;30;6;81;0;0;0
24/09/2015;20:00:00;3;47;8;65;0;0;0
24/09/2015;21:00:00;3;78;17;38;0;0;0
24/09/2015;22:00:00;3;77;11;30;0;0;0
24/09/2015;23:00:00;3;61;6;26;0;0;0
24/09/2015;0:00:00;4;50;4;31;0;0;0
25/09/2015;1:00:00;4;50;11;32;0;0;0
25/09/2015;2:00:00;5;33;3;40;0;0;0
25/09/2015;3:00:00;24;33;2;37;0;0;0
25/09/2015;4:00:00;16;32;2;25;0;0;0
25/09/2015;5:00:00;14;24;2;34;0;0;0
25/09/2015;6:00:00;9;27;3;30;0;0;0
25/09/2015;7:00:00;40;57;8;7;0;0;0
25/09/2015;8:00:00;10;58;19;6;0;0;0
25/09/2015;9:00:00;8;68;25;11;0;0;0
25/09/2015;10:00:00;7;66;23;14;0;0;0
25/09/2015;11:00:00;12;71;10;64;0;0;0
25/09/2015;12:00:00;61;112;10;61;0;0;0
25/09/2015;13:00:00;33;84;10;70;0;0;0
25/09/2015;14:00:00;40;63;11;61;0;0;0
25/09/2015;15:00:00;14;50;10;54;0;0;0
25/09/2015;16:00:00;14;51;12;58;0;0;0
25/09/2015;17:00:00;5;43;9;63;0;0;0
25/09/2015;18:00:00;4;47;17;60;0;0;0
25/09/2015;19:00:00;4;52;10;60;0;0;0
25/09/2015;20:00:00;4;85;25;35;0;0;0
25/09/2015;21:00:00;5;95;22;24;0;0;0
25/09/2015;22:00:00;3;52;7;45;0;0;0
25/09/2015;23:00:00;4;79;13;16;0;0;0
25/09/2015;0:00:00;4;50;6;32;0;0;0
26/09/2015;1:00:00;3;46;9;36;0;0;0
26/09/2015;2:00:00;5;46;4;32;0;0;0
26/09/2015;3:00:00;6;37;4;31;0;0;0
26/09/2015;4:00:00;5;36;5;30;0;0;0
26/09/2015;5:00:00;5;24;2;35;0;0;0
26/09/2015;6:00:00;5;18;2;40;0;0;0
26/09/2015;7:00:00;5;25;2;40;0;0;0
26/09/2015;8:00:00;5;33;8;34;0;0;0
26/09/2015;9:00:00;5;52;14;9;0;0;0
26/09/2015;10:00:00;6;53;8;24;0;0;0
26/09/2015;11:00:00;8;62;4;69;0;0;0
26/09/2015;12:00:00;17;64;6;65;0;0;0
26/09/2015;13:00:00;53;61;8;64;0;0;0
26/09/2015;14:00:00;8;48;8;60;0;0;0
26/09/2015;15:00:00;10;42;7;70;0;0;0
26/09/2015;16:00:00;10;26;4;82;0;0;0
26/09/2015;17:00:00;7;32;6;73;0;0;0
26/09/2015;18:00:00;8;31;5;76;0;0;0
26/09/2015;19:00:00;5;20;3;74;0;0;0
26/09/2015;20:00:00;4;15;3;75;0;0;0
26/09/2015;21:00:00;6;44;11;51;0;0;0
26/09/2015;22:00:00;6;59;8;28;0;0;0
26/09/2015;23:00:00;7;51;6;31;0;0;0
26/09/2015;0:00:00;12;50;7;27;0;0;0
27/09/2015;1:00:00;7;48;7;31;0;0;0
27/09/2015;2:00:00;6;28;3;43;0;0;0
27/09/2015;3:00:00;4;18;2;54;0;0;0
27/09/2015;4:00:00;3;13;3;61;0;0;0
27/09/2015;5:00:00;3;11;2;48;0;0;0
27/09/2015;6:00:00;3;14;2;45;0;0;0
27/09/2015;7:00:00;4;17;3;47;0;0;0
27/09/2015;8:00:00;4;20;3;38;0;0;0
27/09/2015;9:00:00;5;31;5;30;0;0;0
27/09/2015;10:00:00;5;38;5;26;0;0;0
27/09/2015;11:00:00;8;25;4;47;0;0;0
27/09/2015;12:00:00;33;35;3;59;0;0;0
27/09/2015;13:00:00;16;33;5;64;0;0;0
27/09/2015;14:00:00;10;31;6;61;0;0;0
27/09/2015;15:00:00;10;28;4;76;0;0;0
27/09/2015;16:00:00;8;22;4;80;0;0;0
27/09/2015;17:00:00;6;16;4;81;0;0;0
27/09/2015;18:00:00;4;13;3;80;0;0;0
27/09/2015;19:00:00;4;22;4;69;0;0;0
27/09/2015;20:00:00;4;24;3;63;0;0;0
27/09/2015;21:00:00;4;40;4;46;0;0;0
27/09/2015;22:00:00;5;51;8;37;0;0;0
27/09/2015;23:00:00;5;22;3;54;0;0;0
27/09/2015;0:00:00;9;20;3;49;0;0;0
28/09/2015;1:00:00;45;20;3;39;0;0;0
28/09/2015;2:00:00;6;12;2;46;0;0;0
28/09/2015;3:00:00;23;16;2;47;0;0;0
28/09/2015;4:00:00;8;8;2;57;0;0;0
28/09/2015;5:00:00;4;7;2;61;0;0;0
28/09/2015;6:00:00;4;7;2;60;0;0;0
28/09/2015;7:00:00;4;12;2;65;0;0;0
28/09/2015;8:00:00;3;17;3;48;0;0;0
28/09/2015;9:00:00;4;40;8;28;0;0;0
28/09/2015;10:00:00;8;51;19;21;0;0;0
28/09/2015;11:00:00;8;67;36;11;0;0;0
28/09/2015;12:00:00;8;42;20;12;0;0;0
28/09/2015;13:00:00;37;59;19;26;0;0;0
28/09/2015;14:00:00;29;50;10;34;0;0;0
28/09/2015;15:00:00;15;31;6;54;0;0;0
28/09/2015;16:00:00;7;24;4;61;0;0;0
28/09/2015;17:00:00;5;21;4;62;0;0;0
28/09/2015;18:00:00;5;16;3;67;0;0;0
28/09/2015;19:00:00;5;17;4;68;0;0;0
28/09/2015;20:00:00;57;65;23;39;0;0;0
28/09/2015;21:00:00;35;63;21;35;0;0;0
28/09/2015;22:00:00;11;33;8;45;0;0;0
28/09/2015;23:00:00;8;26;4;51;0;0;0
28/09/2015;0:00:00;13;21;2;51;0;0;0
29/09/2015;1:00:00;22;24;4;36;0;0;0
29/09/2015;2:00:00;8;25;3;35;0;0;0
29/09/2015;3:00:00;3;13;2;43;0;0;0
29/09/2015;4:00:00;7;16;2;39;0;0;0
29/09/2015;5:00:00;5;12;2;36;0;0;0
29/09/2015;6:00:00;2;13;2;34;0;0;0
29/09/2015;7:00:00;2;13;2;26;0;0;0
29/09/2015;8:00:00;2;16;4;22;0;0;0
29/09/2015;9:00:00;2;34;15;8;0;0;0
29/09/2015;10:00:00;2;29;13;13;0;0;0
29/09/2015;11:00:00;2;29;13;16;0;0;0
29/09/2015;12:00:00;2;35;11;28;0;0;0
29/09/2015;13:00:00;2;31;8;37;0;0;0
29/09/2015;14:00:00;2;42;12;37;0;0;0
29/09/2015;15:00:00;2;28;6;49;0;0;0
29/09/2015;16:00:00;2;28;6;49;0;0;0
29/09/2015;17:00:00;2;30;7;52;0;0;0
29/09/2015;18:00:00;2;41;9;47;0;0;0
29/09/2015;19:00:00;2;47;12;49;0;0;0
29/09/2015;20:00:00;2;59;17;42;0;0;0
29/09/2015;21:00:00;2;69;20;31;0;0;0
29/09/2015;22:00:00;2;37;4;41;0;0;0
29/09/2015;23:00:00;2;13;2;62;0;0;0
29/09/2015;0:00:00;2;8;2;64;0;0;0
30/09/2015;1:00:00;2;11;2;54;0;0;0
30/09/2015;2:00:00;3;14;2;46;0;0;0
30/09/2015;3:00:00;3;10;2;46;0;0;0
30/09/2015;4:00:00;2;8;2;51;0;0;0
30/09/2015;5:00:00;2;9;2;49;0;0;0
30/09/2015;6:00:00;2;9;2;49;0;0;0
30/09/2015;7:00:00;2;15;2;42;0;0;0
30/09/2015;8:00:00;2;28;5;36;0;0;0
30/09/2015;9:00:00;3;61;25;10;0;0;0
30/09/2015;10:00:00;3;66;36;4;0;0;0
30/09/2015;11:00:00;3;51;17;21;0;0;0
30/09/2015;12:00:00;3;38;8;42;0;0;0
30/09/2015;13:00:00;3;49;12;42;0;0;0
30/09/2015;14:00:00;3;28;6;53;0;0;0
30/09/2015;15:00:00;3;28;6;57;0;0;0
30/09/2015;16:00:00;3;24;5;61;0;0;0
30/09/2015;17:00:00;3;22;4;60;0;0;0
30/09/2015;18:00:00;3;15;3;69;0;0;0
30/09/2015;19:00:00;2;14;3;70;0;0;0
30/09/2015;20:00:00;3;26;4;59;0;0;0
30/09/2015;21:00:00;3;30;5;51;0;0;0
30/09/2015;22:00:00;3;28;4;54;0;0;0
30/09/2015;23:00:00;3;25;3;47;0;0;0
30/09/2015;0:00:00;3;26;4;42;0;0;0
01/03/2015;1:00:00;-100000;-100000;-100000;47.5;1.375;2.925;6.525
01/03/2015;2:00:00;-100000;-100000;-100000;41.75;0.55;0.2;5.4
01/03/2015;3:00:00;-100000;-100000;-100000;26.5;0.725;2.975;3.75
01/03/2015;4:00:00;-100000;-100000;-100000;48.75;0.95;5.025;2.825
01/03/2015;5:00:00;-100000;-100000;-100000;45;4.85;2.675;1.25
01/03/2015;6:00:00;-100000;-100000;-100000;42.5;0.4;1.65;3.2
01/03/2015;7:00:00;-100000;-100000;-100000;34;1.225;0.475;1.9
01/03/2015;8:00:00;-100000;-100000;-100000;41;2.05;2.375;2.2
01/03/2015;9:00:00;-100000;-100000;-100000;40.75;1.575;2.1;4.35
01/03/2015;10:00:00;-100000;-100000;-100000;40.25;1.2;2.375;2.55
01/03/2015;11:00:00;-100000;-100000;-100000;42.25;1.275;2.6;1.475
01/03/2015;12:00:00;-100000;-100000;-100000;35.75;1.6;1.775;3.3
01/03/2015;13:00:00;-100000;-100000;-100000;47.25;2.375;1.2;1.75
01/03/2015;14:00:00;-100000;-100000;-100000;46.25;1.55;0.85;5.475
01/03/2015;15:00:00;-100000;-100000;-100000;51.25;0.9;0.725;2.875
01/03/2015;16:00:00;-100000;-100000;-100000;56.75;0.75;3.35;4
01/03/2015;17:00:00;-100000;-100000;-100000;69;1.9;1.8;1.825
01/03/2015;18:00:00;-100000;-100000;-100000;73.75;1.3;1.525;2.925
01/03/2015;19:00:00;-100000;-100000;-100000;69.75;1.075;3.35;6.2
01/03/2015;20:00:00;-100000;-100000;-100000;54;1.05;2.875;2.325
01/03/2015;21:00:00;-100000;-100000;-100000;51.75;1.175;3.425;2.1
01/03/2015;22:00:00;-100000;-100000;-100000;21.25;1.8;1.1;1.225
01/03/2015;23:00:00;-100000;-100000;-100000;26.5;0.95;0.675;2.25
01/03/2015;0:00:00;-100000;-100000;-100000;9;1;1.4;8.3
02/03/2015;1:00:00;-100000;-100000;-100000;44.5;2.325;1.325;4.625
02/03/2015;2:00:00;-100000;-100000;-100000;37.75;1.1;0.75;1.85
02/03/2015;3:00:00;-100000;-100000;-100000;38.75;0.35;9.025;2.975
02/03/2015;4:00:00;-100000;-100000;-100000;52;0.775;2.325;3.925
02/03/2015;5:00:00;-100000;-100000;-100000;25.75;0.8;2.275;3.375
02/03/2015;6:00:00;-100000;-100000;-100000;23;1.475;2.7;4.375
02/03/2015;7:00:00;-100000;-100000;-100000;11.75;1.6;0.725;3.45
02/03/2015;8:00:00;-100000;-100000;-100000;3;2.1;3.375;1.25
02/03/2015;9:00:00;-100000;-100000;-100000;2;3.05;1.15;5.25
02/03/2015;10:00:00;-100000;-100000;-100000;9.5;0.925;3.8;7.125
02/03/2015;11:00:00;-100000;-100000;-100000;20.5;1.025;1.1;2.725
02/03/2015;12:00:00;-100000;-100000;-100000;23;0.95;0.925;2.15
02/03/2015;13:00:00;-100000;-100000;-100000;24.75;1.05;1.5;2.65
02/03/2015;14:00:00;-100000;-100000;-100000;33.5;2.05;1.025;4.55
02/03/2015;15:00:00;-100000;-100000;-100000;44;0.275;2.8;7.325
02/03/2015;16:00:00;-100000;-100000;-100000;57.75;0.85;3.05;14.5
02/03/2015;17:00:00;-100000;-100000;-100000;58.25;0.425;0.675;2.7
02/03/2015;18:00:00;-100000;-100000;-100000;54.75;1;2.7;3.625
02/03/2015;19:00:00;-100000;-100000;-100000;48.75;0.9;0.625;2.625
02/03/2015;20:00:00;-100000;-100000;-100000;23.5;0.775;2.3;6.575
02/03/2015;21:00:00;-100000;-100000;-100000;12;1.45;2;4.525
02/03/2015;22:00:00;-100000;-100000;-100000;2.5;0.975;2.5;4.35
02/03/2015;23:00:00;-100000;-100000;-100000;2;1.075;0.35;3.05
02/03/2015;0:00:00;-100000;-100000;-100000;2;0.8;0.6;5.7
03/03/2015;1:00:00;-100000;-100000;-100000;11.75;1.775;1.725;2.875
03/03/2015;2:00:00;-100000;-100000;-100000;17;1.15;3.375;3.15
03/03/2015;3:00:00;-100000;-100000;-100000;9.25;0.65;0.95;5.75
03/03/2015;4:00:00;-100000;-100000;-100000;3.5;1.15;0.45;5.825
03/03/2015;5:00:00;-100000;-100000;-100000;4.25;2.25;2.35;5.25
03/03/2015;6:00:00;-100000;-100000;-100000;3.5;0.675;2.5;2.5
03/03/2015;7:00:00;-100000;-100000;-100000;2.5;4.125;2.4;3.675
03/03/2015;8:00:00;-100000;-100000;-100000;2;1.475;1.975;3.225
03/03/2015;9:00:00;-100000;-100000;-100000;2;0.6;0.575;7.225
03/03/2015;10:00:00;-100000;-100000;-100000;2;1.2;0.35;6.4
03/03/2015;11:00:00;-100000;-100000;-100000;7;2.4;1.8;41.325
03/03/2015;12:00:00;-100000;-100000;-100000;21.5;1.275;2.25;47.175
03/03/2015;13:00:00;-100000;-100000;-100000;33;2.35;0.4;57.275
03/03/2015;14:00:00;-100000;-100000;-100000;50.25;1.975;0.575;36.65
03/03/2015;15:00:00;-100000;-100000;-100000;64.5;1.525;1.4;28.6
03/03/2015;16:00:00;-100000;-100000;-100000;66.5;1.35;1.225;8.775
03/03/2015;17:00:00;-100000;-100000;-100000;75;0.725;0.2;6.475
03/03/2015;18:00:00;-100000;-100000;-100000;83.25;0.65;6.25;9.75
03/03/2015;19:00:00;-100000;-100000;-100000;84;0.6;3.75;2.075
03/03/2015;20:00:00;-100000;-100000;-100000;81.5;0.425;3.675;2.625
03/03/2015;21:00:00;-100000;-100000;-100000;92.75;0.575;4.45;5.8
03/03/2015;22:00:00;-100000;-100000;-100000;71.25;0.2;7.575;4.15
03/03/2015;23:00:00;-100000;-100000;-100000;30.25;0.575;1.825;0.8
03/03/2015;0:00:00;-100000;-100000;-100000;58.5;0.5;0.2;2.125
04/03/2015;1:00:00;-100000;-100000;-100000;48.25;1.05;2.75;1.55
04/03/2015;2:00:00;-100000;-100000;-100000;61.5;0.55;0.225;1.55
04/03/2015;3:00:00;-100000;-100000;-100000;62.75;2.825;0.775;1.025
04/03/2015;4:00:00;-100000;-100000;-100000;49;0.5;1.85;7.15
04/03/2015;5:00:00;-100000;-100000;-100000;38.75;0.625;2.975;2.15
04/03/2015;6:00:00;-100000;-100000;-100000;42;4.15;5.35;3.525
04/03/2015;7:00:00;-100000;-100000;-100000;18.75;2.825;1.05;1.95
04/03/2015;8:00:00;-100000;-100000;-100000;2.25;1;2.1;1.725
04/03/2015;9:00:00;-100000;-100000;-100000;2.25;0.925;1.3;3.575
04/03/2015;10:00:00;-100000;-100000;-100000;8;1.125;2.05;7.05
04/03/2015;11:00:00;-100000;-100000;-100000;6.75;0.675;1.875;3.675
04/03/2015;12:00:00;-100000;-100000;-100000;15.75;1.825;0.85;2.775
04/03/2015;13:00:00;-100000;-100000;-100000;41;1.35;2.575;3.775
04/03/2015;14:00:00;-100000;-100000;-100000;61.25;4.2;2.25;6.05
04/03/2015;15:00:00;-100000;-100000;-100000;65.75;1.6;1.175;3.5
04/03/2015;16:00:00;-100000;-100000;-100000;88;2.65;2.35;2.875
04/03/2015;17:00:00;-100000;-100000;-100000;90;2.775;1.35;4.2
04/03/2015;18:00:00;-100000;-100000;-100000;102;2.55;4.15;4
04/03/2015;19:00:00;-100000;-100000;-100000;100;0.75;0.925;5.275
04/03/2015;20:00:00;-100000;-100000;-100000;41;3.05;0.65;2.625
04/03/2015;21:00:00;-100000;-100000;-100000;62.75;0.55;1.025;3.475
04/03/2015;22:00:00;-100000;-100000;-100000;107.5;1.95;2.525;2.35
04/03/2015;23:00:00;-100000;-100000;-100000;100.75;1.5;1.425;2.2
04/03/2015;0:00:00;-100000;-100000;-100000;104.25;0.6;2.675;2.525
05/03/2015;1:00:00;-100000;-100000;-100000;118.25;1.025;2.5;2.025
05/03/2015;2:00:00;-100000;-100000;-100000;123.75;1.775;4.95;4.1
05/03/2015;3:00:00;-100000;-100000;-100000;123.75;1.525;0.275;1.15
05/03/2015;4:00:00;-100000;-100000;-100000;125.25;0.75;1.1;5.9
05/03/2015;5:00:00;-100000;-100000;-100000;128.25;1.5;0.7;2.8
05/03/2015;6:00:00;-100000;-100000;-100000;118.75;1.225;1.025;3.225
05/03/2015;7:00:00;-100000;-100000;-100000;102.75;1.375;1.275;2.15
05/03/2015;8:00:00;-100000;-100000;-100000;71.25;1.425;1.2;5.7
05/03/2015;9:00:00;-100000;-100000;-100000;54.75;1.55;0.55;4.625
05/03/2015;10:00:00;-100000;-100000;-100000;67.5;0.55;1.2;8.75
05/03/2015;11:00:00;-100000;-100000;-100000;85.5;1.575;1.75;2.175
05/03/2015;12:00:00;-100000;-100000;-100000;95.5;1.225;0.2;3.875
05/03/2015;13:00:00;-100000;-100000;-100000;94.25;0.8;1.925;3
05/03/2015;14:00:00;-100000;-100000;-100000;95.25;1.925;2.575;2.825
05/03/2015;15:00:00;-100000;-100000;-100000;99;0.85;0.925;3.025
05/03/2015;16:00:00;-100000;-100000;-100000;112.25;1.325;2.325;5.025
05/03/2015;17:00:00;-100000;-100000;-100000;113.25;2.075;1.925;4.575
05/03/2015;18:00:00;-100000;-100000;-100000;107.75;0.875;1.775;1.25
05/03/2015;19:00:00;-100000;-100000;-100000;97.75;0.475;10.575;4.525
05/03/2015;20:00:00;-100000;-100000;-100000;65.5;1.075;2.675;1.975
05/03/2015;21:00:00;-100000;-100000;-100000;67;0.875;0.5;4.125
05/03/2015;22:00:00;-100000;-100000;-100000;38.5;0.775;1.65;3.925
05/03/2015;23:00:00;-100000;-100000;-100000;29.5;0.475;1.225;3.425
05/03/2015;0:00:00;-100000;-100000;-100000;9.25;0.3;1.775;1.725
06/03/2015;1:00:00;-100000;-100000;-100000;35.75;1.175;2.3;3.9
06/03/2015;2:00:00;-100000;-100000;-100000;55.5;1.5;0.45;1.35
06/03/2015;3:00:00;-100000;-100000;-100000;38;0.975;1.3;3.5
06/03/2015;4:00:00;-100000;-100000;-100000;49.25;2.45;0.55;4.275
06/03/2015;5:00:00;-100000;-100000;-100000;49.75;1.3;0.4;1.9
06/03/2015;6:00:00;-100000;-100000;-100000;45.75;1.525;3.4;5.525
06/03/2015;7:00:00;-100000;-100000;-100000;45.5;1.075;1.325;5.825
06/03/2015;8:00:00;-100000;-100000;-100000;33;1.375;0.25;2.525
06/03/2015;9:00:00;-100000;-100000;-100000;10.5;0.8;5.125;26.475
06/03/2015;10:00:00;-100000;-100000;-100000;2.75;0.975;3.325;38.7
06/03/2015;11:00:00;-100000;-100000;-100000;14.25;3.3;1.65;21.975
06/03/2015;12:00:00;-100000;-100000;-100000;37;2.175;1.4;25.85
06/03/2015;13:00:00;-100000;-100000;-100000;70.75;0.925;1.15;6.15
06/03/2015;14:00:00;-100000;-100000;-100000;81.75;2.4;1.175;3.65
06/03/2015;15:00:00;-100000;-100000;-100000;80.75;0.825;0.8;10.525
06/03/2015;16:00:00;-100000;-100000;-100000;98.75;0.9;0.875;3.825
06/03/2015;17:00:00;-100000;-100000;-100000;116.5;0.4;1.9;5.45
06/03/2015;18:00:00;-100000;-100000;-100000;105;1.1;1.125;3.825
06/03/2015;19:00:00;-100000;-100000;-100000;95.25;1.175;0.475;5.275
06/03/2015;20:00:00;-100000;-100000;-100000;58;1.5;1.6;1.95
06/03/2015;21:00:00;-100000;-100000;-100000;80.75;1.025;1.25;3.3
06/03/2015;22:00:00;-100000;-100000;-100000;32.5;1.25;1.5;3.95
06/03/2015;23:00:00;-100000;-100000;-100000;33.25;1.05;1.4;3.475
06/03/2015;0:00:00;-100000;-100000;-100000;24;1.35;2.5;2.15
07/03/2015;1:00:00;-100000;-100000;-100000;41.25;1;2.65;2.1
07/03/2015;2:00:00;-100000;-100000;-100000;55;1.225;3.95;2.3
07/03/2015;3:00:00;-100000;-100000;-100000;28;1.25;1.3;2.775
09/03/2015;1:00:00;-100000;-100000;-100000;78.25;0.2;0.2;0.2
09/03/2015;2:00:00;-100000;-100000;-100000;73.5;0.2;0.2;0.2
09/03/2015;3:00:00;-100000;-100000;-100000;70.5;0.2;0.2;0.2
09/03/2015;4:00:00;-100000;-100000;-100000;58.5;0.2;0.2;0.2
09/03/2015;5:00:00;-100000;-100000;-100000;55.5;0.2;0.2;0.2
09/03/2015;6:00:00;-100000;-100000;-100000;59.75;0.2;0.2;0.2
09/03/2015;7:00:00;-100000;-100000;-100000;37.25;0.2;0.2;0.2
09/03/2015;8:00:00;-100000;-100000;-100000;37;0.2;0.2;0.2
09/03/2015;9:00:00;-100000;-100000;-100000;17;0.2;0.2;0.2
09/03/2015;10:00:00;-100000;-100000;-100000;26.5;0.2;0.2;0.2
09/03/2015;15:00:00;-100000;-100000;-100000;110.25;1.525;0.925;7.4
09/03/2015;16:00:00;-100000;-100000;-100000;148.5;2.1;0.9;11.85
09/03/2015;17:00:00;-100000;-100000;-100000;151.5;1.175;1.9;2.525
09/03/2015;18:00:00;-100000;-100000;-100000;124.25;1.025;0.25;3.275
09/03/2015;19:00:00;-100000;-100000;-100000;92.25;1.45;1.025;7.2
09/03/2015;20:00:00;-100000;-100000;-100000;57;1.95;0.65;6.025
09/03/2015;21:00:00;-100000;-100000;-100000;39.25;2.575;2.475;4.85
09/03/2015;22:00:00;-100000;-100000;-100000;40.5;1.175;2.9;2.25
09/03/2015;23:00:00;-100000;-100000;-100000;41.25;0.825;1.15;2.2
09/03/2015;0:00:00;-100000;-100000;-100000;35.5;2.25;3.175;2.875
10/03/2015;1:00:00;-100000;-100000;-100000;27.5;1.725;1.575;5.85
10/03/2015;2:00:00;-100000;-100000;-100000;21.5;1.125;2.075;7.25
10/03/2015;3:00:00;-100000;-100000;-100000;42.25;2.225;3.55;3.475
10/03/2015;4:00:00;-100000;-100000;-100000;38.5;1.05;3.275;3.225
10/03/2015;5:00:00;-100000;-100000;-100000;44.5;0.6;1.075;4.55
10/03/2015;6:00:00;-100000;-100000;-100000;40;0.7;1.075;2.4
10/03/2015;7:00:00;-100000;-100000;-100000;19;0.3;0.6;1.75
10/03/2015;8:00:00;-100000;-100000;-100000;4.75;1.45;2.4;2.45
10/03/2015;9:00:00;-100000;-100000;-100000;2;2.075;0.975;4.625
10/03/2015;10:00:00;-100000;-100000;-100000;8;0.525;2.325;1.5
10/03/2015;11:00:00;-100000;-100000;-100000;87.25;0.675;1;3
