Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;PRB;LL
14/08/2015;23:00:00;1;0.8;4;15;66;31;0.0;23.8;1006;0.0
14/08/2015;0:00:00;1;2.2;7;15;62;31;0.0;23.8;1006;0.0
15/08/2015;1:00:00;1;2.0;5;18;67;146;0.1;23.6;1006;0.0
15/08/2015;2:00:00;1;1.1;3;18;50;202;0.1;22.4;1005;0.0
15/08/2015;3:00:00;1;1.2;2;21;74;136;0.9;21.2;1006;0.2
15/08/2015;4:00:00;1;2.2;2;19;51;288;0.7;19.7;1006;1.4
15/08/2015;5:00:00;1;79.9;12;23;42;76;0.0;18.7;1005;7.3
15/08/2015;6:00:00;;4.6;2;17;46;178;0.1;18.7;1005;7.4
15/08/2015;7:00:00;0;2.8;8;12;31;299;0.0;18.8;1005;7.6
15/08/2015;8:00:00;1;4.8;16;12;18;298;0.0;19.2;1005;7.6
15/08/2015;9:00:00;2;4.6;11;12;24;313;0.1;19.9;1005;7.6
15/08/2015;10:00:00;2;5.4;12;14;34;174;0.3;20.8;1005;7.6
15/08/2015;11:00:00;2;2.5;5;15;58;77;0.5;21.3;1006;7.6
15/08/2015;12:00:00;1;2.8;5;12;53;164;0.1;21.0;1006;7.9
15/08/2015;13:00:00;1;2.2;4;12;48;234;0.2;20.3;1006;8.6
15/08/2015;14:00:00;1;2.3;5;14;54;206;0.3;20.8;1005;8.6
15/08/2015;15:00:00;1;1.4;4;15;64;215;0.3;21.6;1005;8.6
15/08/2015;16:00:00;1;1.3;3;12;68;212;0.6;22.3;1005;8.6
15/08/2015;17:00:00;1;1.8;3;11;73;228;1.1;22.5;1005;8.6
15/08/2015;18:00:00;1;1.5;3;11;74;247;0.6;22.8;1004;8.6
15/08/2015;19:00:00;1;1.7;5;12;68;208;0.1;22.7;1004;8.6
15/08/2015;20:00:00;1;2.5;8;12;51;215;0.0;22.2;1004;8.6
15/08/2015;21:00:00;1;3.3;9;13;26;215;0.0;21.3;1005;8.6
15/08/2015;22:00:00;1;4.1;12;14;18;233;0.0;20.6;1006;8.6
15/08/2015;23:00:00;1;2.6;9;16;32;110;0.1;20.4;1006;9.5
15/08/2015;0:00:00;1;2.2;7;14;30;287;0.0;19.8;1006;10.2
16/08/2015;1:00:00;1;3.2;8;14;23;342;0.0;19.3;1006;10.5
16/08/2015;2:00:00;1;2.7;7;14;21;308;0.0;19.2;1005;0.5
16/08/2015;3:00:00;1;3.1;6;12;13;294;0.0;18.5;1005;0.2
16/08/2015;4:00:00;1;4.2;7;10;12;294;0.0;17.8;1005;0.2
16/08/2015;5:00:00;1;3.9;7;10;12;294;0.0;17.4;1005;0.2
16/08/2015;6:00:00;1;4.6;7;10;12;294;0.0;17.3;1005;0.2
16/08/2015;7:00:00;1;5.6;7;10;9;294;0.0;17.4;1005;0.2
16/08/2015;8:00:00;1;3.8;6;19;23;294;0.0;20.2;1005;0.2
16/08/2015;9:00:00;1;2.3;4;11;70;289;0.1;22.6;1006;0.2
16/08/2015;10:00:00;12;6.0;14;2;64;223;0.5;24.5;1006;0.2
16/08/2015;11:00:00;3;1.9;4;2;80;208;0.4;25.6;1006;0.2
16/08/2015;12:00:00;2;2.2;5;2;82;198;0.3;26.1;1006;0.2
16/08/2015;13:00:00;6;3.2;10;3;78;103;0.4;26.1;1006;0.2
16/08/2015;14:00:00;4;2.4;6;3;88;118;0.5;26.3;1005;0.2
16/08/2015;15:00:00;3;1.7;4;4;86;104;0.7;26.6;1005;0.2
16/08/2015;16:00:00;2;1.5;4;4;85;111;0.7;27.4;1005;0.2
16/08/2015;17:00:00;2;1.4;4;4;85;117;0.4;27.1;1004;0.2
16/08/2015;18:00:00;2;1.7;5;5;87;104;0.3;26.2;1004;0.2
16/08/2015;19:00:00;2;1.9;7;7;84;162;0.2;25.6;1004;0.2
16/08/2015;20:00:00;2;2.4;9;8;76;259;0.3;24.9;1004;0.2
16/08/2015;21:00:00;1;2.1;11;10;59;267;0.1;23.5;1005;0.2
16/08/2015;22:00:00;1;2.5;11;11;50;223;0.1;22.2;1005;0.2
16/08/2015;23:00:00;1;4.2;13;11;45;256;0.0;21.2;1005;0.2
16/08/2015;0:00:00;1;4.0;12;12;44;325;0.1;20.6;1005;0.2
17/08/2015;1:00:00;1;3.0;8;13;45;325;0.1;20.3;1005;0.2
17/08/2015;2:00:00;1;3.3;9;12;42;321;0.1;20.0;1005;0.0
17/08/2015;3:00:00;1;4.1;9;11;34;321;0.1;19.6;1004;0.0
17/08/2015;4:00:00;1;4.4;10;11;38;321;0.0;19.8;1004;0.0
17/08/2015;5:00:00;1;2.4;8;11;42;321;0.1;20.3;1004;0.0
17/08/2015;6:00:00;1;1.9;7;10;42;296;0.3;20.6;1003;0.0
17/08/2015;7:00:00;1;1.9;8;12;32;260;0.2;20.9;1003;0.0
17/08/2015;8:00:00;1;2.1;9;13;34;281;0.2;21.5;1004;0.0
17/08/2015;9:00:00;1;2.7;10;15;31;284;0.0;22.0;1004;0.1
17/08/2015;10:00:00;1;3.2;8;18;56;267;1.2;21.5;1005;0.7
17/08/2015;11:00:00;1;2.7;5;11;72;248;1.1;20.0;1006;1.4
17/08/2015;12:00:00;1;3.8;9;11;50;304;0.4;19.2;1006;4.0
17/08/2015;13:00:00;1;3.2;7;11;58;221;1.0;19.0;1006;7.0
17/08/2015;14:00:00;1;1.8;6;13;56;230;1.4;19.7;1005;8.0
17/08/2015;15:00:00;1;1.4;4;14;60;253;1.0;21.0;1004;8.2
17/08/2015;16:00:00;1;1.1;4;10;64;133;0.5;23.0;1004;8.2
17/08/2015;17:00:00;1;1.1;4;5;77;81;0.5;25.0;1003;8.2
17/08/2015;18:00:00;1;1.1;4;4;83;46;0.4;25.3;1003;8.2
17/08/2015;19:00:00;1;2.2;9;6;70;65;0.0;24.5;1003;8.2
17/08/2015;20:00:00;1;1.3;5;9;39;65;0.0;23.6;1004;8.2
17/08/2015;21:00:00;1;2.3;6;12;27;65;0.0;21.6;1004;8.2
17/08/2015;22:00:00;1;3.3;7;15;18;65;0.0;20.6;1005;8.2
17/08/2015;23:00:00;1;3.4;6;16;14;65;0.0;20.0;1005;8.2
17/08/2015;0:00:00;1;3.9;8;16;11;65;0.0;19.9;1005;8.2
18/08/2015;1:00:00;1;4.4;9;20;13;65;0.0;20.2;1005;8.2
18/08/2015;2:00:00;1;5.7;9;21;10;65;0.0;20.1;1005;0.3
18/08/2015;3:00:00;1;5.2;8;20;13;65;0.0;20.1;1004;0.0
18/08/2015;4:00:00;1;2.6;7;19;25;292;0.0;20.4;1004;0.0
18/08/2015;5:00:00;1;5.5;8;21;10;307;0.0;20.4;1003;0.0
18/08/2015;6:00:00;1;6.7;11;19;7;307;0.0;20.2;1003;0.0
18/08/2015;7:00:00;1;7.6;10;19;5;307;0.0;20.3;1003;0.0
18/08/2015;8:00:00;1;7.6;11;24;10;307;0.0;21.0;1004;0.0
18/08/2015;9:00:00;1;6.0;11;27;14;307;0.0;22.1;1005;0.1
18/08/2015;10:00:00;1;2.0;6;32;58;169;0.4;21.5;1005;0.2
18/08/2015;11:00:00;1;1.9;7;23;69;84;0.3;21.1;1006;0.2
18/08/2015;12:00:00;1;2.5;9;18;54;48;0.1;21.3;1006;0.8
18/08/2015;13:00:00;1;2.4;8;19;51;19;0.0;21.1;1006;2.3
18/08/2015;14:00:00;1;2.5;8;21;55;90;0.1;21.5;1005;2.8
18/08/2015;15:00:00;1;3.1;9;20;53;100;0.1;21.9;1005;2.8
18/08/2015;16:00:00;1;3.2;9;17;55;85;0.2;22.4;1005;2.8
18/08/2015;17:00:00;1;3.4;9;15;59;79;0.2;21.7;1006;2.8
18/08/2015;18:00:00;1;1.9;5;16;54;258;0.1;21.7;1005;3.0
18/08/2015;19:00:00;1;2.1;7;14;62;282;0.3;22.8;1005;3.0
18/08/2015;20:00:00;1;3.2;7;14;29;303;0.0;22.3;1006;3.0
18/08/2015;21:00:00;1;3.1;7;16;13;303;0.0;21.3;1006;3.0
18/08/2015;22:00:00;1;2.5;6;19;10;303;0.0;20.9;1007;3.0
18/08/2015;23:00:00;1;3.1;7;23;13;303;0.0;21.1;1008;3.1
18/08/2015;0:00:00;1;1.8;5;21;34;181;0.1;21.1;1008;3.4
19/08/2015;1:00:00;1;1.2;3;20;39;106;0.1;21.1;1008;
19/08/2015;2:00:00;1;1.5;3;20;45;53;0.0;20.9;1008;
19/08/2015;3:00:00;1;2.9;6;16;31;53;0.0;20.8;1008;
19/08/2015;4:00:00;1;2.4;5;16;22;53;0.0;20.8;1008;
19/08/2015;5:00:00;1;2.0;4;16;21;53;0.0;20.8;1008;
19/08/2015;6:00:00;1;3.2;6;14;19;53;0.0;20.3;1008;
19/08/2015;7:00:00;1;6.0;10;11;22;53;0.0;19.6;1008;
19/08/2015;8:00:00;1;8.5;17;13;28;52;0.0;20.6;1009;
19/08/2015;9:00:00;1;3.0;8;4;64;79;0.3;23.5;1009;
19/08/2015;10:00:00;1;2.8;7;2;76;129;0.5;25.8;1010;
19/08/2015;11:00:00;1;1.8;5;2;82;128;0.5;26.8;1010;
19/08/2015;12:00:00;1;1.4;4;2;85;122;0.8;27.1;1010;
19/08/2015;13:00:00;1;1.1;4;2;88;128;0.8;27.4;1010;
19/08/2015;14:00:00;1;1.6;4;2;90;116;0.8;27.6;1010;
19/08/2015;15:00:00;1;1.8;5;3;92;117;0.9;27.6;1010;
19/08/2015;16:00:00;1;1.2;4;4;93;113;0.9;27.3;1010;
19/08/2015;17:00:00;1;0.9;3;5;91;109;0.7;27.2;1010;
19/08/2015;18:00:00;1;0.7;3;6;91;98;0.4;26.6;1010;
19/08/2015;19:00:00;1;1.1;6;8;89;80;0.3;25.4;1010;
19/08/2015;20:00:00;1;1.2;6;10;71;37;0.0;24.2;1010;
19/08/2015;21:00:00;1;0.6;4;12;49;36;0.0;22.4;1010;
19/08/2015;22:00:00;1;0.7;4;14;39;36;0.0;21.0;1011;
19/08/2015;23:00:00;1;1.4;6;15;31;36;0.0;20.3;1012;
19/08/2015;0:00:00;1;1.5;5;16;34;34;0.0;19.8;1012;
20/08/2015;1:00:00;1;2.3;6;15;30;34;0.0;19.4;1012;1.2
20/08/2015;2:00:00;1;2.3;6;16;30;34;0.0;19.0;1012;0.0
20/08/2015;3:00:00;1;1.9;5;15;29;34;0.0;18.9;1012;0.0
20/08/2015;4:00:00;1;1.6;5;16;29;34;0.0;18.7;1012;0.0
20/08/2015;5:00:00;1;1.7;4;15;22;34;0.0;18.3;1012;0.0
20/08/2015;6:00:00;1;1.3;4;15;27;190;0.1;18.4;1012;0.0
20/08/2015;7:00:00;1;1.6;4;16;25;331;0.1;18.7;1013;0.0
20/08/2015;8:00:00;1;1.3;6;16;51;239;0.1;21.9;1013;0.0
20/08/2015;9:00:00;1;1.4;6;10;80;111;0.4;26.2;1013;0.0
20/08/2015;10:00:00;1;0.7;3;8;87;103;0.6;27.6;1013;0.0
20/08/2015;11:00:00;1;0.5;2;7;91;109;1.0;28.4;1013;0.0
20/08/2015;12:00:00;2;0.5;3;7;93;107;0.9;28.8;1013;0.0
20/08/2015;13:00:00;2;0.2;2;8;96;120;0.8;29.2;1013;0.0
20/08/2015;14:00:00;2;0.2;2;8;94;119;0.9;28.9;1013;0.0
20/08/2015;15:00:00;1;0.4;2;8;92;118;0.9;29.2;1013;0.0
20/08/2015;16:00:00;1;0.4;3;8;87;102;0.6;29.1;1013;0.0
20/08/2015;17:00:00;1;0.8;4;9;85;109;0.5;28.1;1012;0.0
20/08/2015;18:00:00;3;2.0;6;10;83;107;0.4;28.0;1012;0.0
20/08/2015;19:00:00;2;0.4;4;10;81;79;0.3;26.9;1012;0.0
20/08/2015;20:00:00;1;0.0;1;12;81;40;0.2;25.4;1012;0.0
20/08/2015;21:00:00;1;0.0;1;14;69;111;0.0;24.4;1013;0.0
20/08/2015;22:00:00;1;0.1;3;15;58;314;0.0;23.4;1013;0.0
20/08/2015;23:00:00;1;0.3;4;15;35;232;0.0;22.3;1013;0.0
20/08/2015;0:00:00;1;0.5;4;16;28;251;0.1;21.3;1013;0.0
21/08/2015;1:00:00;1;0.4;4;17;31;315;0.1;20.8;1013;0.0
21/08/2015;2:00:00;1;0.5;4;17;27;315;0.0;20.4;1013;0.0
21/08/2015;3:00:00;1;0.6;3;16;23;315;0.0;20.0;1013;0.0
21/08/2015;4:00:00;1;0.7;3;16;19;315;0.0;19.5;1013;0.0
21/08/2015;5:00:00;1;0.7;3;16;19;314;0.0;19.3;1012;0.0
21/08/2015;6:00:00;1;1.7;3;15;14;314;0.0;19.0;1012;0.0
21/08/2015;7:00:00;1;1.0;3;16;14;314;0.0;19.0;1012;0.0
21/08/2015;8:00:00;1;1.5;5;22;35;300;0.1;21.6;1013;0.0
21/08/2015;9:00:00;1;0.4;2;14;67;193;0.1;25.7;1013;0.0
21/08/2015;10:00:00;1;0.3;2;7;78;182;0.3;28.0;1013;0.0
21/08/2015;11:00:00;1;0.5;3;5;90;221;0.5;29.0;1013;0.0
21/08/2015;12:00:00;3;0.6;3;4;95;196;0.5;30.5;1013;0.0
21/08/2015;13:00:00;6;1.1;5;5;91;143;0.8;31.0;1012;0.0
21/08/2015;14:00:00;3;0.7;2;7;90;92;1.5;30.1;1012;0.0
21/08/2015;15:00:00;2;0.1;2;8;84;102;0.9;30.2;1011;0.0
21/08/2015;16:00:00;2;0.1;1;8;86;87;1.0;29.8;1011;0.0
21/08/2015;17:00:00;1;0.2;2;8;84;112;0.7;29.8;1011;0.0
21/08/2015;18:00:00;2;0.2;2;9;87;82;0.7;28.9;1010;0.0
21/08/2015;19:00:00;1;0.1;2;11;89;47;0.3;28.3;1010;0.0
21/08/2015;20:00:00;1;0.1;3;12;71;201;0.0;27.3;1011;0.0
21/08/2015;21:00:00;1;0.1;4;13;49;265;0.0;25.8;1011;0.0
21/08/2015;22:00:00;1;0.3;4;14;54;232;0.1;24.5;1011;0.0
21/08/2015;23:00:00;1;0.1;4;16;46;257;0.0;23.6;1011;0.0
21/08/2015;0:00:00;1;0.1;4;16;44;310;0.1;22.9;1011;0.0
22/08/2015;1:00:00;1;0.0;3;15;43;314;0.1;22.3;1010;0.0
22/08/2015;2:00:00;1;0.0;3;15;42;315;0.0;21.9;1010;0.0
22/08/2015;3:00:00;1;0.0;2;13;48;314;0.1;21.3;1009;0.0
22/08/2015;4:00:00;1;0.0;2;10;60;337;0.1;20.9;1009;0.0
22/08/2015;5:00:00;1;0.0;1;9;61;307;0.1;20.8;1009;0.0
22/08/2015;6:00:00;1;0.0;2;8;57;284;0.1;20.5;1008;0.0
22/08/2015;7:00:00;1;0.3;4;9;49;284;0.0;19.8;1009;0.0
22/08/2015;8:00:00;1;0.0;2;8;78;281;0.2;22.8;1009;0.0
22/08/2015;9:00:00;1;0.2;2;7;95;198;0.3;27.0;1009;0.0
22/08/2015;10:00:00;1;0.1;2;6;100;176;0.6;28.4;1008;0.0
22/08/2015;11:00:00;1;0.2;1;7;99;199;0.6;29.1;1008;0.0
22/08/2015;12:00:00;8;1.8;7;7;90;155;0.7;30.7;1007;0.0
22/08/2015;13:00:00;22;3.0;12;6;87;138;0.9;31.1;1007;0.0
22/08/2015;14:00:00;9;1.1;6;7;96;128;1.2;31.0;1006;0.0
22/08/2015;15:00:00;3;0.2;1;6;95;190;1.0;32.2;1006;0.0
22/08/2015;16:00:00;2;0.1;0;7;97;204;1.2;32.0;1005;0.0
22/08/2015;17:00:00;2;0.3;1;7;99;198;1.0;31.8;1005;0.0
22/08/2015;18:00:00;2;0.5;1;8;98;192;0.7;30.6;1005;0.0
22/08/2015;19:00:00;2;0.4;2;10;95;195;0.4;29.0;1005;0.0
22/08/2015;20:00:00;2;0.1;2;12;96;170;0.4;27.3;1004;0.0
22/08/2015;21:00:00;2;0.3;3;15;98;168;0.2;25.8;1004;0.0
22/08/2015;22:00:00;1;0.1;2;18;104;218;0.6;25.0;1004;0.0
22/08/2015;23:00:00;2;0.3;2;20;94;212;0.3;24.5;1004;0.0
22/08/2015;0:00:00;1;0.5;1;20;90;253;0.5;24.6;1003;0.0
23/08/2015;1:00:00;1;0.7;3;22;81;241;0.1;24.7;1003;0.0
23/08/2015;2:00:00;1;0.5;3;25;74;227;0.0;24.3;1002;0.0
23/08/2015;3:00:00;1;0.6;2;27;74;238;0.1;24.2;1001;0.0
23/08/2015;4:00:00;1;0.6;2;28;69;263;0.1;23.6;1001;0.0
23/08/2015;5:00:00;1;0.3;2;35;70;265;0.1;23.5;1000;0.0
23/08/2015;6:00:00;1;0.4;2;38;58;248;0.1;23.1;1000;0.0
23/08/2015;7:00:00;1;0.6;3;36;39;227;0.0;22.4;1000;0.0
23/08/2015;8:00:00;1;0.5;3;36;52;227;0.0;24.0;1000;0.0
23/08/2015;9:00:00;1;0.5;3;26;84;204;0.4;26.9;1001;0.0
23/08/2015;10:00:00;1;0.8;3;16;94;179;0.3;28.8;1001;0.0
23/08/2015;11:00:00;1;0.9;3;10;93;241;0.5;29.6;1001;0.0
23/08/2015;12:00:00;4;1.7;10;11;89;107;0.3;29.0;1001;0.0
23/08/2015;13:00:00;3;1.0;4;11;87;174;1.0;30.2;1000;0.0
23/08/2015;14:00:00;2;0.5;2;8;87;199;1.3;32.2;1000;0.0
23/08/2015;15:00:00;2;0.3;2;8;90;221;1.9;31.9;999;0.0
23/08/2015;16:00:00;2;0.2;2;9;90;235;1.5;32.9;999;0.0
23/08/2015;17:00:00;2;0.4;3;8;89;220;1.9;32.2;999;0.0
23/08/2015;18:00:00;1;1.0;4;10;84;245;1.2;31.8;999;0.0
23/08/2015;19:00:00;2;0.7;3;10;76;253;0.7;30.9;999;0.0
23/08/2015;20:00:00;1;0.5;4;13;70;243;0.6;28.3;999;0.0
23/08/2015;21:00:00;2;0.6;4;16;70;261;1.0;26.6;1000;0.0
23/08/2015;22:00:00;1;0.5;3;23;77;259;1.0;26.0;1000;0.0
23/08/2015;23:00:00;1;0.6;3;38;76;267;1.2;25.7;1000;0.0
23/08/2015;0:00:00;1;0.5;3;43;73;283;1.5;25.1;1000;0.0
24/08/2015;1:00:00;1;0.2;2;42;73;281;1.6;24.8;1000;0.0
24/08/2015;2:00:00;1;0.2;1;44;71;286;1.6;24.4;1000;0.0
24/08/2015;3:00:00;1;0.5;2;49;65;245;0.6;23.9;1000;0.0
24/08/2015;4:00:00;1;0.4;3;60;57;250;0.5;23.8;1000;0.0
24/08/2015;5:00:00;1;0.5;3;63;53;245;0.7;23.8;1000;0.0
24/08/2015;6:00:00;1;0.6;3;67;41;228;0.7;23.4;999;0.0
24/08/2015;7:00:00;1;0.5;3;65;31;249;0.5;23.1;1000;0.0
24/08/2015;8:00:00;1;0.5;3;50;39;222;0.7;24.5;1000;0.0
24/08/2015;9:00:00;1;1.7;6;16;48;230;0.8;26.6;1001;0.0
24/08/2015;10:00:00;2;1.1;5;4;62;220;0.4;29.4;1001;0.0
24/08/2015;11:00:00;1;0.7;2;3;75;273;1.0;30.4;1002;0.0
24/08/2015;12:00:00;2;0.6;1;3;76;252;1.4;31.4;1002;0.0
24/08/2015;13:00:00;1;0.4;1;4;77;231;1.8;31.4;1002;0.0
24/08/2015;14:00:00;2;0.6;1;5;77;248;1.6;31.7;1002;0.0
24/08/2015;15:00:00;2;0.6;1;6;80;272;1.9;31.6;1002;0.0
24/08/2015;16:00:00;2;0.5;1;6;80;265;1.8;31.7;1002;0.0
24/08/2015;17:00:00;1;0.5;1;6;80;266;2.0;30.5;1003;0.0
24/08/2015;18:00:00;2;0.4;1;7;85;290;1.4;29.0;1004;0.0
24/08/2015;19:00:00;2;0.4;1;8;86;256;1.4;27.9;1004;0.0
24/08/2015;20:00:00;1;0.4;1;9;90;287;0.9;26.1;1005;0.0
24/08/2015;21:00:00;1;0.6;2;9;78;350;0.0;24.8;1006;0.0
24/08/2015;22:00:00;1;0.5;2;10;67;350;0.0;23.6;1007;0.0
24/08/2015;23:00:00;1;0.6;2;10;56;350;0.0;22.4;1007;0.0
24/08/2015;0:00:00;1;0.5;4;11;53;350;0.0;21.7;1008;0.0
25/08/2015;1:00:00;1;0.6;3;15;70;169;0.1;22.3;1009;0.0
25/08/2015;2:00:00;1;1.1;3;19;76;112;0.1;23.3;1009;0.0
25/08/2015;3:00:00;1;1.2;3;18;79;73;0.2;23.6;1009;0.0
25/08/2015;4:00:00;1;0.8;2;17;68;63;0.0;23.4;1009;0.0
25/08/2015;5:00:00;1;0.6;1;17;59;63;0.0;23.1;1009;0.0
25/08/2015;6:00:00;1;0.8;3;16;54;63;0.0;22.6;1010;0.0
25/08/2015;7:00:00;1;1.0;6;17;58;63;0.1;22.9;1010;0.0
25/08/2015;8:00:00;1;1.3;7;16;63;92;0.3;24.9;1010;0.0
25/08/2015;9:00:00;1;1.5;4;13;69;130;0.5;26.3;1011;0.0
25/08/2015;10:00:00;2;1.3;3;11;73;136;0.4;27.6;1011;0.0
25/08/2015;11:00:00;3;1.8;4;11;76;127;0.6;28.1;1011;0.0
25/08/2015;12:00:00;2;0.6;3;12;70;114;0.9;28.4;1011;0.0
25/08/2015;13:00:00;62;6.2;33;9;64;116;1.3;28.8;1011;0.0
25/08/2015;14:00:00;2;1.1;3;2;78;97;1.5;29.1;1011;0.0
25/08/2015;15:00:00;2;1.7;4;2;80;92;1.1;29.3;1011;0.0
25/08/2015;16:00:00;2;1.2;4;3;82;114;0.6;28.0;1011;0.0
25/08/2015;17:00:00;2;2.3;6;6;84;126;0.5;27.3;1011;0.0
25/08/2015;18:00:00;2;1.7;5;7;82;127;0.3;27.3;1010;0.0
25/08/2015;19:00:00;2;0.6;5;9;80;118;0.3;26.5;1010;0.0
25/08/2015;20:00:00;2;1.1;7;11;72;128;0.1;25.8;1011;0.0
25/08/2015;21:00:00;2;1.2;5;12;66;208;0.1;25.0;1011;0.0
25/08/2015;22:00:00;1;0.6;3;12;52;249;0.0;24.0;1011;0.0
25/08/2015;23:00:00;1;1.0;3;14;58;283;0.0;23.1;1011;0.0
25/08/2015;0:00:00;1;0.9;3;16;55;301;0.1;22.7;1011;0.0
26/08/2015;1:00:00;1;0.5;1;17;53;299;0.1;22.1;1011;0.0
26/08/2015;2:00:00;1;0.6;1;16;53;298;0.1;21.6;1011;0.0
26/08/2015;3:00:00;1;0.6;2;11;48;298;0.0;20.3;1010;0.0
26/08/2015;4:00:00;1;0.5;2;10;46;298;0.0;19.4;1010;0.0
26/08/2015;5:00:00;1;0.9;2;11;44;298;0.0;18.9;1009;0.0
26/08/2015;6:00:00;1;0.5;2;12;46;298;0.0;18.9;1009;0.0
26/08/2015;7:00:00;1;0.7;5;14;36;298;0.0;19.2;1009;0.0
26/08/2015;8:00:00;1;0.6;4;15;54;284;0.1;22.2;1009;0.0
26/08/2015;9:00:00;2;0.9;4;12;71;205;0.5;26.0;1010;0.0
26/08/2015;10:00:00;10;2.7;9;10;71;222;0.6;27.4;1010;0.0
26/08/2015;11:00:00;3;1.0;3;9;85;189;0.6;28.9;1010;0.0
26/08/2015;12:00:00;3;0.3;2;8;88;188;0.7;30.3;1010;0.0
26/08/2015;13:00:00;8;1.6;8;9;83;109;0.8;29.2;1009;0.0
26/08/2015;14:00:00;4;1.2;5;10;91;121;0.8;29.6;1009;0.0
26/08/2015;15:00:00;2;0.6;3;9;89;108;1.1;30.7;1008;0.0
26/08/2015;16:00:00;2;0.5;2;9;91;109;1.3;30.5;1008;0.0
26/08/2015;17:00:00;2;1.4;4;9;88;114;0.7;30.4;1008;0.0
26/08/2015;18:00:00;2;1.2;4;9;84;128;0.5;29.5;1007;0.0
26/08/2015;19:00:00;2;0.8;6;9;75;109;0.1;28.6;1007;0.0
26/08/2015;20:00:00;2;0.1;3;10;67;68;0.1;26.8;1007;0.0
26/08/2015;21:00:00;1;0.3;5;12;49;65;0.0;24.6;1008;0.0
26/08/2015;22:00:00;2;0.1;3;11;49;92;0.1;22.9;1008;0.0
26/08/2015;23:00:00;2;0.1;2;11;54;317;0.1;22.8;1009;0.0
26/08/2015;0:00:00;2;0.1;2;11;54;283;0.2;22.5;1009;0.0
27/08/2015;1:00:00;1;0.2;2;11;53;310;0.1;22.0;1009;0.0
27/08/2015;2:00:00;1;0.2;1;10;56;326;0.2;21.5;1008;0.0
27/08/2015;3:00:00;1;0.2;1;10;58;323;0.1;21.3;1008;0.0
27/08/2015;4:00:00;1;0.2;1;9;54;329;0.1;20.8;1008;0.0
27/08/2015;5:00:00;1;0.2;1;9;47;329;0.0;20.0;1008;0.0
27/08/2015;6:00:00;1;0.5;1;9;45;329;0.0;19.2;1008;0.0
27/08/2015;7:00:00;1;0.6;5;10;37;329;0.0;19.3;1008;0.0
27/08/2015;8:00:00;1;1.4;6;11;50;329;0.0;22.6;1008;0.0
27/08/2015;9:00:00;1;1.7;5;9;76;154;0.2;27.3;1008;0.0
27/08/2015;10:00:00;12;5.7;13;9;69;180;0.5;28.2;1009;0.0
27/08/2015;11:00:00;6;1.3;4;7;86;190;0.5;29.6;1009;0.0
27/08/2015;12:00:00;2;1.2;3;6;89;205;0.9;30.8;1008;0.0
27/08/2015;13:00:00;4;2.1;4;7;85;177;0.6;32.0;1008;0.0
27/08/2015;14:00:00;13;2.8;8;6;78;172;0.8;32.8;1008;0.0
27/08/2015;15:00:00;19;4.1;12;7;73;127;1.2;32.0;1007;0.0
27/08/2015;16:00:00;19;3.6;12;8;72;129;1.2;32.0;1007;0.0
27/08/2015;17:00:00;13;2.7;9;9;75;146;0.8;32.4;1006;0.0
27/08/2015;18:00:00;3;1.5;4;9;77;208;1.1;32.4;1006;0.0
27/08/2015;19:00:00;2;1.3;4;10;75;237;0.9;30.4;1007;0.0
27/08/2015;20:00:00;2;1.1;3;11;71;234;0.4;28.3;1007;0.0
27/08/2015;21:00:00;2;1.6;4;12;58;225;0.0;26.7;1007;0.0
27/08/2015;22:00:00;2;2.1;5;12;50;228;0.0;25.0;1008;0.0
27/08/2015;23:00:00;2;2.4;8;13;41;235;0.0;23.8;1008;0.0
27/08/2015;0:00:00;2;2.6;9;14;30;235;0.0;22.5;1008;0.0
28/08/2015;1:00:00;2;2.6;7;15;36;247;0.0;21.8;1008;0.0
28/08/2015;2:00:00;2;2.6;6;14;39;282;0.0;21.4;1008;0.0
28/08/2015;3:00:00;1;2.7;6;14;29;283;0.0;20.7;1008;0.0
28/08/2015;4:00:00;1;2.7;5;13;40;268;0.0;20.6;1008;0.0
28/08/2015;5:00:00;1;0.9;2;13;39;225;0.0;20.5;1008;0.0
28/08/2015;6:00:00;1;1.2;3;13;36;243;0.0;20.3;1008;0.0
28/08/2015;7:00:00;1;2.3;6;13;35;275;0.1;20.2;1009;0.0
28/08/2015;8:00:00;1;2.6;5;14;56;242;0.1;23.2;1009;0.0
28/08/2015;9:00:00;1;2.8;6;15;69;181;0.3;27.4;1010;0.0
28/08/2015;10:00:00;2;2.9;7;7;72;186;0.3;29.1;1010;0.0
28/08/2015;11:00:00;7;3.2;8;5;78;236;0.5;30.2;1010;0.0
28/08/2015;12:00:00;4;3.3;8;5;81;151;0.8;31.6;1010;0.0
28/08/2015;13:00:00;16;3.5;10;6;69;99;1.1;32.2;1010;0.0
28/08/2015;14:00:00;3;0.9;3;7;74;95;1.3;32.3;1010;0.0
28/08/2015;15:00:00;2;1.4;4;7;77;95;1.1;32.7;1010;0.0
28/08/2015;16:00:00;2;2.4;5;7;74;86;1.3;32.4;1010;0.0
28/08/2015;17:00:00;2;2.7;5;7;75;92;1.2;31.8;1009;0.0
28/08/2015;18:00:00;2;2.2;4;8;74;131;1.0;31.5;1009;0.0
28/08/2015;19:00:00;1;2.1;4;11;70;171;0.6;29.3;1009;0.0
28/08/2015;20:00:00;1;2.2;4;15;65;134;0.3;27.0;1009;0.0
