Fecha;CH4;NO;NO2;NOX;O3;PM10;SO2;dd;HR;PRB;TMP;vv
26/01/2015;1.44;10;44;42;39;16;5;182;85;1025;7.1;0.97
25/01/2015;1.63;5;43;26;58;15;6;98;84;1026;6.6;0.18
24/01/2015;1.51;5;39;23;50;13;5;176;89;1023;4.9;2.1
23/01/2015;1.41;8;53;39;50;20;5;177;86;1018.8;6;0.44
22/01/2015;1.33;4;40;22;76;9;5;244;86;1007.8;6.5;0.43
21/01/2015;1.3;4;50;18;77;7;5;212;86;1000.6;5.7;1.66
20/01/2015;1.42;4;36;22;58;7;5;193;83;1002.8;5.5;1.94
19/01/2015;1.35;3;23;16;68;12;6;338;73;1006.3;7;0.5
18/01/2015;1.31;3;24;13;72;7;5;189;67;1002.1;8.6;2.18
17/01/2015;1.32;3;30;16;74;10;5;197;72;1012.6;7.3;1.53
16/01/2015;1.32;4;30;18;73;6;4;205;83;1004.8;7.2;1.53
15/01/2015;1.29;3;46;17;75;8;4;185;62;1001.5;13.1;3.21
14/01/2015;1.39;7;34;25;70;10;5;190;67;1014.4;10.6;2.29
13/01/2015;1.36;3;27;16;66;12;5;200;61;1013.3;12.5;2.5
12/01/2015;1.65;4;40;22;55;8;6;188;62;1020;10.4;2.48
11/01/2015;1.94;4;35;21;61;17;7;193;89;1026.6;9.6;1.05
10/01/2015;1.64;12;45;45;22;24;9;184;89;1027;8.4;0.7
09/01/2015;2.18;21;70;65;23;20;7;180;81;1033.4;9.3;2.4
08/01/2015;1.92;16;49;54;23;18;6;181;82;1029.6;7.7;2.48
07/01/2015;1.99;12;53;45;27;15;6;175;86;1023.3;6.9;2.95
06/01/2015;1.74;10;37;37;20;17;5;178;85;1020.1;7.3;2.63
05/01/2015;2.04;20;79;62;19;16;6;175;83;1019.9;7.2;1.87
04/01/2015;1.78;8;39;34;26;18;5;181;87;1028;8.8;2.03
03/01/2015;1.96;10;52;46;25;18;7;175;80;1029.3;6.6;1.41
02/01/2015;2.32;14;53;50;22;13;7;173;78;1030.4;4.9;2.01
01/01/2015;2.34;5;37;28;35;13;6;174;78;1028.1;3.8;2.75
