Fecha;Hora;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
06/05/2015;8:00:00;6;27;8;16;48;0.2;83.3;0;940;5.6
06/05/2015;9:00:00;6;30;12;28;50;0.3;72.8;0;941;8.7
06/05/2015;10:00:00;6;18;7;51;28;0.4;61.8;0;941;11.4
06/05/2015;11:00:00;6;10;4;74;41;0.5;48.2;0;942;14.3
06/05/2015;12:00:00;6;5;3;90;340;0.8;40.8;0;941;16.1
06/05/2015;13:00:00;9;14;5;87;334;0.8;34.7;0;942;17.9
06/05/2015;14:00:00;7;10;4;100;344;1.3;28.6;0;941;19.2
06/05/2015;15:00:00;6;10;4;105;296;1.5;24.6;0;941;20.2
06/05/2015;16:00:00;6;11;5;112;252;1.6;20.5;0;941;21.3
06/05/2015;17:00:00;6;18;5;109;248;1.5;18.2;0;941;21.9
06/05/2015;18:00:00;6;30;7;103;224;1.9;16.2;0;940;21.9
06/05/2015;19:00:00;6;19;5;116;229;1.6;13.4;0;940;21.3
06/05/2015;20:00:00;6;20;3;110;271;0.9;14.5;0;940;21.1
06/05/2015;21:00:00;6;27;4;98;248;0.8;13.9;0;940;20.2
06/05/2015;22:00:00;6;49;3;68;293;0.3;17.4;0;941;18
06/05/2015;23:00:00;8;66;6;32;239;0.1;25.7;0;941;15.9
06/05/2015;0:00:00;6;50;4;25;122;0;33;0;942;13.5
07/05/2015;1:00:00;6;42;3;31;45;0.2;36.3;0;941;11.9
07/05/2015;2:00:00;6;21;3;42;46;0.2;42.6;0;941;10.2
07/05/2015;3:00:00;6;18;3;40;38;0.5;49.6;0;941;9
07/05/2015;4:00:00;6;11;2;47;42;0.6;51.5;0;941;8.6
07/05/2015;5:00:00;6;12;2;42;43;0.5;57.8;0;941;7.6
07/05/2015;6:00:00;6;14;2;36;40;0.6;62;0;941;7
07/05/2015;7:00:00;6;20;4;29;42;0.7;65.2;0;941;6.5
07/05/2015;8:00:00;6;30;6;23;29;0.6;64.2;0;941;6.8
07/05/2015;9:00:00;6;28;10;27;52;0.6;60.5;0;941;8.1
07/05/2015;10:00:00;6;22;10;45;46;0.7;47.4;0;941;11.9
07/05/2015;11:00:00;6;13;5;77;25;0.5;32.4;0;941;16.7
07/05/2015;12:00:00;9;16;5;86;15;0.5;28.9;0;941;20
07/05/2015;13:00:00;16;30;10;80;229;1.2;29;0;940;21.6
07/05/2015;14:00:00;9;12;5;105;217;1.4;25.7;0;940;23.9
07/05/2015;15:00:00;7;10;4;122;272;1.5;20.1;0;939;25.5
07/05/2015;16:00:00;7;9;3;131;254;1.9;18.4;0;938;26.3
07/05/2015;17:00:00;7;8;3;137;248;1.6;16.2;0;938;27.4
07/05/2015;18:00:00;7;7;2;139;299;1.4;14;0;937;28
07/05/2015;19:00:00;6;10;3;131;276;1.3;13.7;0;936;28.2
07/05/2015;20:00:00;7;14;3;127;296;1.3;14.6;0;936;28
07/05/2015;21:00:00;7;33;3;108;290;0.3;16.7;0;936;26.8
07/05/2015;22:00:00;7;69;5;51;293;0.5;24.5;0;936;23.1
07/05/2015;23:00:00;7;64;4;40;194;0.4;28.6;0;936;20.6
07/05/2015;0:00:00;7;53;4;37;355;0.1;33.8;0;937;18.7
08/05/2015;1:00:00;7;50;4;25;350;0;39.9;0;937;16.8
08/05/2015;2:00:00;7;32;3;55;269;0.8;36.8;0;937;16.8
08/05/2015;3:00:00;7;24;2;64;223;1.4;36.1;0;938;16.5
08/05/2015;4:00:00;7;13;2;79;235;1.3;39.1;0;938;16.3
08/05/2015;5:00:00;6;10;2;87;220;2.1;42.3;0;939;16.2
08/05/2015;6:00:00;7;21;2;75;221;1.5;41.3;0;939;15.2
08/05/2015;7:00:00;6;19;2;70;225;1.6;40.8;0;940;14.1
08/05/2015;8:00:00;6;12;3;66;233;2.2;59.4;0;941;12.8
08/05/2015;9:00:00;6;20;6;57;230;2.3;67.1;0;942;13.4
08/05/2015;10:00:00;6;24;10;57;230;2.3;65.9;0;942;14.3
08/05/2015;11:00:00;6;20;9;62;242;2.3;61.2;0;942;15.8
08/05/2015;12:00:00;6;19;8;69;231;2.2;52.6;0;942;17.8
08/05/2015;13:00:00;6;16;6;84;229;2.3;42.8;0;943;19.8
08/05/2015;14:00:00;6;16;5;89;207;2.1;42;0;943;19.9
08/05/2015;15:00:00;6;14;5;96;275;1.8;37.7;0;943;21
08/05/2015;16:00:00;6;6;3;103;317;2.3;32.8;0;943;22.4
08/05/2015;17:00:00;6;5;3;105;246;1.9;28.8;0;943;23.6
08/05/2015;18:00:00;6;7;3;107;270;1.9;28.7;0;943;23.6
08/05/2015;19:00:00;6;6;3;108;269;1.4;26.2;0;943;24.5
08/05/2015;20:00:00;5;12;4;100;265;1.7;28.9;0;943;24
08/05/2015;21:00:00;6;20;4;78;244;1.8;39.6;0;944;21.8
08/05/2015;22:00:00;5;24;3;65;243;1.2;46;0;944;20
08/05/2015;23:00:00;6;30;3;53;252;0.7;52.4;0;945;18.6
08/05/2015;0:00:00;6;36;3;38;315;0.2;57.4;0;946;17.4
09/05/2015;1:00:00;6;36;4;25;266;0.1;63.7;0;946;15.5
09/05/2015;2:00:00;5;34;4;15;341;0;68;0;946;14.2
09/05/2015;3:00:00;5;31;3;18;41;0.3;72.4;0;946;13.3
09/05/2015;4:00:00;6;10;2;35;67;0.6;76;0;946;11.8
09/05/2015;5:00:00;6;8;2;40;64;0.6;74;0;946;11
09/05/2015;6:00:00;6;12;2;32;55;0.2;77.2;0;946;10.1
09/05/2015;7:00:00;5;13;2;29;69;0.5;79.2;0;947;9.4
09/05/2015;8:00:00;6;14;3;33;41;0.5;78.5;0;947;9.6
09/05/2015;9:00:00;5;7;3;45;46;0.8;71.2;0;948;11.8
09/05/2015;10:00:00;5;8;4;52;43;0.8;62.3;0;948;14.6
09/05/2015;11:00:00;5;7;3;66;50;0.6;50.1;0;947;18.8
09/05/2015;12:00:00;5;11;4;73;336;0.6;41.9;0;947;21.7
09/05/2015;13:00:00;7;12;5;90;28;0.6;33.7;0;947;23.7
09/05/2015;14:00:00;6;4;3;108;273;1.4;28.2;0;947;24.5
09/05/2015;15:00:00;6;4;2;120;182;0.8;23.8;0;947;26
09/05/2015;16:00:00;7;5;3;127;296;1.5;18.3;0;946;27.1
09/05/2015;17:00:00;6;3;2;134;288;1;17.6;0;946;28
09/05/2015;18:00:00;8;9;3;135;241;1.5;17.3;0;945;28.2
09/05/2015;19:00:00;8;11;3;137;225;0.9;17.6;0;945;28
09/05/2015;20:00:00;7;9;2;142;353;0.4;17.3;0;945;27.9
09/05/2015;21:00:00;6;8;2;137;178;0.3;18.4;0;945;26.8
09/05/2015;22:00:00;6;51;3;80;294;0.1;26.1;0;945;23.4
09/05/2015;23:00:00;6;65;4;36;47;0.1;35.6;0;946;20.4
09/05/2015;0:00:00;6;43;3;45;47;0.2;39.2;0;946;18.3
10/05/2015;1:00:00;6;22;3;51;45;0.5;47.2;0;946;16.1
10/05/2015;2:00:00;6;7;2;56;50;0.7;53.1;0;946;14.7
10/05/2015;3:00:00;6;9;3;50;50;0.5;57.5;0;946;14.1
10/05/2015;4:00:00;6;10;3;51;43;0.6;56.4;0;946;14.5
10/05/2015;5:00:00;6;5;2;58;6;0.4;55;0;946;14.9
10/05/2015;6:00:00;6;7;2;57;24;0.4;56.1;0;946;14.5
10/05/2015;7:00:00;6;11;3;68;49;0.3;55.9;0;945;15.2
10/05/2015;8:00:00;6;6;2;67;49;0.5;57.9;0;946;14.6
10/05/2015;9:00:00;6;8;3;59;47;0.4;56.7;0;946;15.8
10/05/2015;10:00:00;6;7;4;71;42;0.5;48.3;0;946;19.4
10/05/2015;11:00:00;6;4;3;94;49;0.6;37.1;0;946;22.5
10/05/2015;12:00:00;8;20;7;96;183;2.3;28.2;0;946;25
10/05/2015;13:00:00;10;13;5;104;204;2.6;24.1;0;946;26.5
10/05/2015;14:00:00;10;10;5;106;183;2.3;20.1;0;945;27.9
10/05/2015;15:00:00;8;6;3;116;201;2;16;0;945;29
10/05/2015;16:00:00;8;6;3;118;177;2.3;13.7;0;944;29.7
10/05/2015;17:00:00;7;3;2;122;178;2;11.9;0;943;30.3
10/05/2015;18:00:00;11;13;5;114;161;2.3;11.1;0;943;30.3
10/05/2015;19:00:00;15;22;6;112;177;2;9.2;0;942;30.3
10/05/2015;20:00:00;9;14;4;117;186;1.7;9.6;0;942;29.9
10/05/2015;21:00:00;6;17;2;107;188;1;12.2;0;942;28.3
10/05/2015;22:00:00;7;28;2;86;131;0.8;18.1;0;943;24.8
10/05/2015;23:00:00;7;64;5;30;121;0.1;25.9;0;943;21.8
10/05/2015;0:00:00;9;30;3;76;327;0.8;22.5;0;944;22.3
11/05/2015;1:00:00;16;42;3;68;140;1.5;24.9;0;944;22.4
11/05/2015;2:00:00;11;15;2;84;47;0.1;31.7;0;944;20.5
11/05/2015;3:00:00;8;8;2;59;30;0.2;42;0;944;16.9
11/05/2015;4:00:00;7;7;2;54;44;0.4;47.3;0;944;14.6
11/05/2015;5:00:00;6;5;2;56;53;0.4;50.6;0;944;13.6
11/05/2015;6:00:00;6;9;3;51;52;0.4;54.2;0;944;12.9
11/05/2015;7:00:00;6;16;3;43;43;0.5;58.9;0;944;12.1
11/05/2015;8:00:00;7;26;5;34;37;0.5;61;0;944;11.9
11/05/2015;9:00:00;8;29;33;35;47;0.6;57.1;0;945;13.7
11/05/2015;10:00:00;7;23;10;54;47;0.5;47.9;0;945;17.8
11/05/2015;11:00:00;7;12;4;83;50;0.6;35.6;0;945;21.5
11/05/2015;12:00:00;12;30;7;84;42;0.5;22.6;0;945;24.6
11/05/2015;13:00:00;9;14;4;110;158;0.9;17.1;0;945;26.5
11/05/2015;14:00:00;8;6;3;113;107;1.1;15.7;0;944;28.6
11/05/2015;15:00:00;10;11;4;109;199;1.3;14.9;0;944;30.1
11/05/2015;16:00:00;10;12;5;112;163;1.5;13.8;0;943;31.1
11/05/2015;17:00:00;9;9;4;122;204;1.8;12.7;0;943;32.4
11/05/2015;18:00:00;11;14;5;125;186;2.2;11.9;0;942;32.5
11/05/2015;19:00:00;12;23;6;114;180;1.6;11.4;0;942;32.2
11/05/2015;20:00:00;7;15;4;123;205;1.3;11.1;0;942;32.2
11/05/2015;21:00:00;7;35;4;94;252;0.4;14.1;0;941;30.8
11/05/2015;22:00:00;8;74;7;37;68;0.4;22.9;0;942;26.7
11/05/2015;23:00:00;8;62;6;23;180;0.1;29.9;0;942;23.1
11/05/2015;0:00:00;7;40;3;44;333;0.8;29.9;0;943;21.6
12/05/2015;1:00:00;7;14;2;102;312;0.8;21.6;0;943;23.6
12/05/2015;2:00:00;7;15;2;93;237;0.6;24.3;0;943;21.9
12/05/2015;3:00:00;7;19;2;57;50;0.3;41;0;943;17.6
12/05/2015;4:00:00;7;10;2;57;63;0.3;50.3;0;943;15.2
12/05/2015;5:00:00;7;16;2;45;48;0.2;55.6;0;944;13.9
12/05/2015;6:00:00;7;12;2;52;40;0.4;57;0;944;13
12/05/2015;7:00:00;7;19;3;45;47;0.4;59.7;0;944;12.2
12/05/2015;8:00:00;7;32;5;28;40;0.4;61.4;0;944;12
12/05/2015;9:00:00;7;25;7;39;51;0.4;54.6;0;945;14.4
12/05/2015;10:00:00;7;24;8;53;46;0.4;45.2;0;945;18.2
12/05/2015;11:00:00;7;21;5;83;6;0.5;32.4;0;945;22.6
12/05/2015;12:00:00;21;53;17;67;134;0.6;25.3;0;946;25.8
12/05/2015;13:00:00;12;14;4;115;332;1;22;0;946;28.2
12/05/2015;14:00:00;9;10;3;134;250;1.4;19.6;0;946;29.9
12/05/2015;15:00:00;7;10;3;151;273;1.8;15.3;0;945;31.1
12/05/2015;16:00:00;7;10;3;163;296;1.4;12.5;0;945;32.3
12/05/2015;17:00:00;7;15;3;169;291;1.6;11;0;945;32.7
12/05/2015;18:00:00;7;17;3;172;265;1.4;11.4;0;944;33.2
12/05/2015;19:00:00;0;0;0;0;268;1.5;12.4;0;945;33.1
12/05/2015;20:00:00;0;0;0;0;267;1.2;14.8;0;946;32.5
12/05/2015;21:00:00;1;41;3;111;252;1;17.5;0;945;30.2
12/05/2015;22:00:00;1;50;3;77;202;0.3;19.3;0;945;27.5
12/05/2015;23:00:00;2;95;9;14;88;0.1;26.4;0;946;24.7
12/05/2015;0:00:00;1;60;6;17;12;0;29.3;0;946;22.3
13/05/2015;1:00:00;2;48;3;28;23;0;30.1;0;946;21
13/05/2015;2:00:00;1;29;2;40;47;0.3;36.5;0;946;19
13/05/2015;3:00:00;1;12;2;55;30;0.6;43.6;0;946;17.3
13/05/2015;4:00:00;1;10;2;58;33;0.5;48.5;0;946;16.1
13/05/2015;5:00:00;1;8;2;63;48;0.6;50.7;0;946;15.7
13/05/2015;6:00:00;1;13;2;54;44;0.5;56.1;0;946;14.7
13/05/2015;7:00:00;1;29;3;36;8;0.7;55.9;0;946;14.4
13/05/2015;8:00:00;1;35;4;31;15;0.6;58.5;0;947;14.2
13/05/2015;9:00:00;1;40;9;29;41;0.9;53.7;0;947;16.1
13/05/2015;10:00:00;1;34;9;45;26;1;44.2;0;947;19.7
13/05/2015;11:00:00;2;31;8;61;24;0.7;34.9;0;947;23.2
13/05/2015;12:00:00;7;32;8;81;307;0.8;25.4;0;947;27.8
13/05/2015;13:00:00;2;18;4;110;265;1;23.2;0;946;29.9
13/05/2015;14:00:00;2;26;5;122;234;1.7;18.5;0;946;32.6
13/05/2015;15:00:00;2;18;5;130;250;2.2;13.3;0;945;34
13/05/2015;16:00:00;2;14;4;137;227;2;11.5;0;945;34.6
13/05/2015;17:00:00;1;13;4;116;266;2.8;8.1;0;944;35.6
13/05/2015;18:00:00;1;18;4;98;268;2.4;7.7;0;944;35.2
13/05/2015;19:00:00;1;17;5;76;270;1.8;7.6;0;943;34
13/05/2015;20:00:00;1;24;4;65;276;1;10.6;0;943;32.9
13/05/2015;21:00:00;1;34;5;50;314;0.4;14.3;0;943;30.8
13/05/2015;22:00:00;2;59;13;16;33;0.3;19.1;0;943;28.4
13/05/2015;23:00:00;2;54;15;8;0;0.2;21.7;0;943;26.5
13/05/2015;0:00:00;2;50;9;12;328;0.1;22.4;0;944;25.3
14/05/2015;1:00:00;4;65;21;2;163;0.3;26.5;0;943;24.2
14/05/2015;2:00:00;2;54;6;8;252;0.1;27.6;0;943;23.2
14/05/2015;3:00:00;1;43;3;20;342;0;28.9;0;942;22.9
14/05/2015;4:00:00;2;49;7;11;140;0.1;33.6;0;942;21.6
14/05/2015;5:00:00;3;50;20;3;131;0.2;40.3;0;942;20.3
14/05/2015;6:00:00;3;38;12;6;180;0.1;44.4;0;941;18.9
14/05/2015;7:00:00;3;44;21;6;90;0.1;45.5;0;941;18.8
14/05/2015;8:00:00;2;45;21;6;207;0.2;47.9;0;941;18.3
14/05/2015;9:00:00;4;70;72;7;175;0.7;44.2;0;941;20.3
14/05/2015;10:00:00;2;38;8;61;262;0.9;31.6;0;941;23
14/05/2015;11:00:00;2;40;10;65;266;1;27.9;0;941;24.6
14/05/2015;12:00:00;2;52;13;66;223;1.7;24.1;0;941;26
14/05/2015;13:00:00;2;32;7;89;244;1.6;17.1;0;940;28.4
14/05/2015;14:00:00;1;21;5;110;252;2.2;12.8;0;939;30.2
14/05/2015;15:00:00;1;19;5;120;228;2.5;9.8;0;939;31.1
14/05/2015;16:00:00;1;13;4;133;244;2.7;8.3;0;938;31.9
14/05/2015;17:00:00;1;12;3;133;270;2.5;7.9;0;937;31.2
14/05/2015;18:00:00;1;6;2;115;342;2.6;13;0;937;29.7
14/05/2015;19:00:00;1;5;2;103;353;3;20.5;0;937;26.7
14/05/2015;20:00:00;1;4;2;111;352;3.8;18.6;0;937;25
14/05/2015;21:00:00;1;4;2;104;350;3.3;22.7;0;938;22.9
14/05/2015;22:00:00;1;5;2;92;181;2.4;26.8;0;939;20.8
14/05/2015;23:00:00;1;7;2;91;26;0.8;29.6;0;939;18.7
14/05/2015;0:00:00;1;3;2;100;5;1.5;31.1;0;940;17.5
15/05/2015;1:00:00;1;3;2;103;30;0.9;32.9;0;940;17
15/05/2015;2:00:00;1;1;2;107;26;1.2;33.5;0;941;15.8
15/05/2015;3:00:00;1;1;2;111;50;1;32.7;0;941;14.8
15/05/2015;4:00:00;1;2;2;107;24;1.6;35.4;0;941;13.7
15/05/2015;5:00:00;1;1;2;97;38;0.9;42.7;0;941;12.6
15/05/2015;6:00:00;1;4;2;84;61;1;50.1;0;942;10.8
15/05/2015;7:00:00;1;4;2;84;41;1.2;49.9;0;942;9.9
15/05/2015;8:00:00;1;5;2;79;43;1.3;49;0;943;9.6
15/05/2015;9:00:00;1;5;3;79;38;1.6;44.6;0;944;10.8
15/05/2015;10:00:00;1;4;3;82;42;1.6;40.3;0;944;12.4
15/05/2015;11:00:00;1;3;2;84;44;1.5;35.2;0;945;14.5
15/05/2015;12:00:00;1;2;2;87;29;1.8;30.3;0;945;16.5
15/05/2015;13:00:00;1;2;2;90;38;2.3;27.3;0;945;17.9
15/05/2015;14:00:00;1;2;3;88;30;2.1;25.7;0;945;19.3
15/05/2015;15:00:00;1;2;2;92;19;2.5;24.9;0;944;20.2
15/05/2015;16:00:00;1;1;2;92;23;1.9;23.5;0;944;21.5
15/05/2015;17:00:00;1;2;2;93;25;2.2;22.5;0;944;22.3
15/05/2015;18:00:00;1;1;2;93;26;2.2;23.1;0;944;22.1
15/05/2015;19:00:00;1;2;2;92;31;2.1;24.3;0;945;21.6
15/05/2015;20:00:00;1;3;2;87;38;1.9;25.9;0;945;20.5
15/05/2015;21:00:00;1;3;2;84;38;2.1;28.6;0;946;18.7
15/05/2015;22:00:00;1;5;2;79;35;1.4;35.3;0;946;16.1
15/05/2015;23:00:00;1;4;2;79;37;1.7;38.6;0;947;14.8
15/05/2015;0:00:00;1;5;2;75;32;1.1;43.3;0;948;13.5
16/05/2015;1:00:00;1;4;2;71;57;0.9;48.8;0;948;12.3
16/05/2015;2:00:00;1;6;2;68;68;1.4;53.1;0;948;11.2
16/05/2015;3:00:00;1;2;2;74;44;1;53.5;0;948;10.9
16/05/2015;4:00:00;1;9;5;64;23;0.3;59.3;0;948;9.6
16/05/2015;5:00:00;1;3;2;64;61;0.4;62.2;0;948;8.8
16/05/2015;6:00:00;1;4;2;63;41;0.4;63.6;0;948;8.4
16/05/2015;7:00:00;1;5;2;60;2;0.5;66;0;948;7.7
16/05/2015;8:00:00;1;7;2;57;237;0.3;66.6;0;948;7.7
16/05/2015;9:00:00;1;5;2;74;61;1.2;52.7;0;949;11.3
16/05/2015;10:00:00;1;3;2;84;47;1.9;44;0;949;13.5
16/05/2015;11:00:00;1;3;3;87;39;1.8;38.5;0;949;15.5
16/05/2015;12:00:00;1;3;2;92;37;1.9;30.6;0;948;18.3
16/05/2015;13:00:00;1;3;2;103;36;2.2;24.1;0;948;20.6
16/05/2015;14:00:00;1;3;2;102;29;2;21.8;0;948;22.7
16/05/2015;15:00:00;1;2;2;100;31;2.3;20.5;0;947;24
16/05/2015;16:00:00;1;1;2;99;39;2.2;19.6;0;947;25.4
16/05/2015;17:00:00;1;2;2;101;25;1.9;17;0;946;26.8
16/05/2015;18:00:00;1;2;2;106;39;2;13.6;0;946;27.2
16/05/2015;19:00:00;1;2;2;111;69;2.4;13;0;946;26.6
16/05/2015;20:00:00;1;4;2;110;67;2.1;14.1;0;946;25.9
16/05/2015;21:00:00;1;6;3;111;67;1.8;14.5;0;946;24.2
16/05/2015;22:00:00;1;9;2;101;69;1.6;18.2;0;947;21.3
16/05/2015;23:00:00;1;12;2;91;44;0.8;22.8;0;947;19
16/05/2015;0:00:00;1;8;2;87;42;0.8;26.8;0;948;17.5
17/05/2015;1:00:00;1;8;2;76;25;0.4;32.9;0;948;15.6
17/05/2015;2:00:00;1;9;2;68;20;0.4;38.6;0;948;14.5
17/05/2015;3:00:00;1;5;2;74;40;0.6;43.6;0;948;14
17/05/2015;4:00:00;1;3;2;72;45;0.9;49;0;947;13
17/05/2015;5:00:00;1;2;2;70;40;0.6;51.5;0;947;12.4
17/05/2015;6:00:00;1;3;2;67;42;0.6;53.6;0;947;11.8
17/05/2015;7:00:00;1;4;2;63;42;0.5;56.9;0;947;11.1
17/05/2015;8:00:00;1;3;2;59;49;0.8;60.7;0;947;10.6
17/05/2015;9:00:00;1;3;2;59;27;0.4;54.7;0;946;13.3
17/05/2015;10:00:00;1;2;3;67;73;1.5;46.1;0;946;16.5
17/05/2015;11:00:00;1;2;3;72;73;1.6;39.9;0;946;18.7
17/05/2015;12:00:00;1;2;2;77;52;1.4;32.6;0;945;21.4
17/05/2015;13:00:00;1;3;3;81;45;1.2;27.4;0;945;23.8
17/05/2015;14:00:00;1;3;2;85;45;1.2;23.3;0;944;25.9
17/05/2015;15:00:00;1;2;2;90;24;1.2;19.6;0;943;27.5
17/05/2015;16:00:00;1;1;2;94;18;1.2;17.4;0;943;28.6
17/05/2015;17:00:00;1;1;2;98;68;1.3;15.4;0;942;29.6
17/05/2015;18:00:00;1;1;2;105;180;1.2;14.5;0;941;30.1
17/05/2015;19:00:00;1;2;2;109;22;0.8;13.2;0;940;30.4
17/05/2015;20:00:00;1;3;2;105;9;1;13.8;0;940;29.9
17/05/2015;21:00:00;1;9;2;90;14;0.9;16.7;0;940;28.4
17/05/2015;22:00:00;1;25;2;61;51;0.4;22.5;0;940;24.7
17/05/2015;23:00:00;1;30;3;47;16;0.5;27.9;0;940;22
17/05/2015;0:00:00;1;15;2;60;29;0.6;29.8;0;940;19.9
18/05/2015;1:00:00;1;6;2;67;46;0.6;32.1;0;940;19
18/05/2015;2:00:00;1;3;2;61;67;0.9;41.3;0;941;17.3
18/05/2015;3:00:00;1;3;2;60;47;0.8;45.3;0;940;16.4
18/05/2015;4:00:00;1;2;2;56;44;0.4;50.1;0;940;15.1
18/05/2015;5:00:00;1;3;2;51;47;0.3;55.1;0;940;13.8
18/05/2015;6:00:00;1;11;3;39;63;0.6;59.7;0;940;12.7
18/05/2015;7:00:00;1;18;3;31;47;0.5;62.9;0;940;11.9
18/05/2015;8:00:00;1;22;5;28;53;0.4;64.4;0;940;11.7
18/05/2015;9:00:00;1;19;7;36;50;0.7;56.1;0;940;14.5
18/05/2015;10:00:00;1;20;7;54;44;0.5;45.8;0;940;18
18/05/2015;11:00:00;2;19;5;85;280;0.7;31.9;0;939;22
18/05/2015;12:00:00;4;13;5;101;252;0.9;25.5;0;938;24.1
18/05/2015;13:00:00;2;5;3;112;250;1.3;21.8;0;938;26.2
18/05/2015;14:00:00;1;7;3;116;212;1.3;19;0;937;28.1
18/05/2015;15:00:00;1;6;3;124;288;1.7;14.2;0;936;29.3
18/05/2015;16:00:00;1;5;3;129;198;1.5;11.9;0;935;30.2
18/05/2015;17:00:00;1;7;3;138;248;1.8;10.7;0;935;30.6
18/05/2015;18:00:00;2;12;3;140;258;2.1;9.9;0;934;30.6
18/05/2015;19:00:00;1;14;4;142;243;1.8;9.2;0;933;30.4
18/05/2015;20:00:00;1;14;2;134;234;2;10.3;0;933;29.8
18/05/2015;21:00:00;1;18;3;120;234;1.6;12.5;0;933;28.5
18/05/2015;22:00:00;1;26;2;99;243;1.2;17.3;0;932;26.1
18/05/2015;23:00:00;1;25;2;82;244;0.6;22.1;0;933;24
18/05/2015;0:00:00;2;16;2;85;248;1;22.3;0;933;23.4
19/05/2015;1:00:00;1;12;2;75;2;0.3;26.5;0;933;21.4
19/05/2015;2:00:00;1;17;2;67;71;0.4;34;0;933;19.9
19/05/2015;3:00:00;1;7;2;82;43;0.5;45.9;0;932;17.9
19/05/2015;4:00:00;1;6;2;78;50;0.4;48.8;0;932;17.3
19/05/2015;5:00:00;1;8;2;65;43;0.3;53.2;0;932;16
19/05/2015;6:00:00;1;9;2;58;36;0.5;56.9;0;932;15.1
19/05/2015;7:00:00;1;14;2;54;44;0.6;60;0;932;14.2
19/05/2015;8:00:00;1;9;2;61;31;1.5;60.2;0;933;14.3
19/05/2015;9:00:00;1;8;4;65;30;2;55;0;933;14.7
19/05/2015;10:00:00;1;6;4;75;35;2.2;46.7;0;934;14.8
19/05/2015;11:00:00;1;2;3;71;41;2.4;45.1;0;934;16.6
19/05/2015;12:00:00;1;2;3;72;39;2.5;42.3;0;934;18.2
19/05/2015;13:00:00;1;3;3;76;29;2.5;39.3;0;934;19.5
19/05/2015;14:00:00;1;3;3;76;37;2.5;36.7;0;934;20.6
19/05/2015;15:00:00;1;3;3;73;30;2.5;37;0;935;20.7
19/05/2015;16:00:00;1;3;3;77;35;2.7;38.4;0;935;19.8
19/05/2015;17:00:00;1;3;2;79;40;2.6;41.8;0;935;18.2
19/05/2015;18:00:00;1;3;3;79;38;2.3;44.7;0;936;17
19/05/2015;19:00:00;1;4;3;78;32;2.3;49.2;0;936;15.9
19/05/2015;20:00:00;1;4;3;80;41;2;45.6;0;937;16.6
19/05/2015;21:00:00;1;8;3;77;38;1.5;46.9;0;937;15.3
19/05/2015;22:00:00;1;10;3;71;62;1.7;51.8;0;938;13.1
19/05/2015;23:00:00;1;8;2;74;37;1.1;52.4;0;940;11.8
19/05/2015;0:00:00;1;4;2;80;36;1.1;53.1;0;941;10.6
20/05/2015;1:00:00;1;2;2;80;39;1.2;54.1;0;941;9.1
20/05/2015;2:00:00;1;5;2;81;44;1;53.4;0;942;8.2
20/05/2015;3:00:00;1;3;2;81;44;0.8;54.9;0;942;7.3
20/05/2015;4:00:00;1;3;2;78;49;0.6;57.7;0;942;6.8
20/05/2015;5:00:00;1;2;2;71;31;0.4;63.3;0;942;5.7
20/05/2015;6:00:00;1;6;2;60;4;0.4;67.2;0;942;4.9
20/05/2015;7:00:00;1;11;2;54;18;0.4;69.4;0;942;4.3
20/05/2015;8:00:00;1;27;5;36;40;0.3;69.2;0;942;4.6
20/05/2015;9:00:00;1;21;7;48;80;0.6;60.2;0;943;7.1
20/05/2015;10:00:00;1;11;5;66;62;1;50.5;0;943;9.7
20/05/2015;11:00:00;1;5;4;81;32;1;39.4;0;943;12.7
20/05/2015;12:00:00;1;3;3;87;41;1.4;32.5;0;943;14.7
20/05/2015;13:00:00;1;3;3;88;45;1.4;28.9;0;943;16.7
20/05/2015;14:00:00;1;3;3;90;23;1.5;25.4;0;942;18.4
20/05/2015;15:00:00;1;5;3;91;47;1.5;23.6;0;942;19.5
20/05/2015;16:00:00;1;3;3;96;1;2.2;23.8;0;942;19.7
20/05/2015;17:00:00;1;3;2;97;22;1.5;21;0;941;21.1
20/05/2015;18:00:00;1;3;3;101;23;1.7;19.4;0;941;20.5
20/05/2015;19:00:00;1;4;3;101;19;1.7;17.9;0;941;20.3
20/05/2015;20:00:00;1;3;2;94;26;1.8;21.2;0;942;19.5
20/05/2015;21:00:00;1;4;2;94;23;1.8;22.1;0;942;17.6
20/05/2015;22:00:00;1;6;2;88;40;1.3;28.3;0;943;15.5
20/05/2015;23:00:00;1;7;2;82;40;1;35.8;0;944;13.8
20/05/2015;0:00:00;1;5;2;84;40;1.2;41.9;0;945;12.2
21/05/2015;1:00:00;1;5;2;84;41;1.3;46.1;0;946;11
21/05/2015;2:00:00;1;1;2;88;47;1.4;48.2;0;946;10
21/05/2015;3:00:00;1;1;2;84;36;1;53.6;0;947;8.8
21/05/2015;4:00:00;1;2;2;82;36;0.9;56.7;0;947;8
21/05/2015;5:00:00;1;1;2;78;30;0.8;59.5;0;947;7.2
21/05/2015;6:00:00;1;4;2;71;26;0.7;63.6;0;947;6.1
21/05/2015;7:00:00;1;10;2;64;36;0.7;65.2;0;947;5.8
21/05/2015;8:00:00;1;17;3;52;42;0.4;66;0;948;5.8
21/05/2015;9:00:00;1;13;5;64;42;0.9;57.8;0;948;8.1
21/05/2015;10:00:00;1;7;4;81;42;1.6;48.2;0;948;10.4
