Fecha;Hora;PM10;SO2;NO2;NO;O3;dd;vv;HR;LL;PRB;TMP
25/05/2015;5:00:00;23;2;2;2;48;173;0;82.1;0;937;11.3
25/05/2015;6:00:00;22;2;2;2;43;163;1.3;83.5;0;937;11.2
25/05/2015;7:00:00;16;2;7;2;32;1;0.7;82.6;0;937;11.1
25/05/2015;8:00:00;29;2;11;6;26;178;0.3;81.4;0;937;11.1
25/05/2015;9:00:00;41;3;20;19;7;67;0.3;78;0;937;12.2
25/05/2015;10:00:00;51;3;14;12;31;116;0.7;69.4;0;937;14.9
25/05/2015;11:00:00;38;2;13;8;43;74;0.4;58.3;0;938;17.7
25/05/2015;12:00:00;27;2;3;2;90;243;1;43.6;0;937;19.7
25/05/2015;13:00:00;23;2;9;4;66;115;1.3;53.4;0;938;18.1
25/05/2015;14:00:00;33;2;7;3;72;166;0.9;52.2;0;937;18.2
25/05/2015;15:00:00;25;2;9;5;73;89;0.4;47.9;0;937;18.8
25/05/2015;16:00:00;26;2;3;2;88;91;0.4;39.9;0;937;20.8
25/05/2015;17:00:00;18;2;4;3;89;229;1;37.1;0;936;21.6
25/05/2015;18:00:00;12;2;6;3;86;189;0.4;36.2;0;936;21.8
25/05/2015;19:00:00;24;2;4;3;90;318;0.3;32.9;0;936;23.3
25/05/2015;20:00:00;18;2;10;6;80;101;0.6;32.8;0;935;22.6
25/05/2015;21:00:00;20;3;20;8;58;65;0.6;36.4;0;936;21.3
25/05/2015;22:00:00;34;2;21;4;48;30;0.2;42.2;0;936;19.4
25/05/2015;23:00:00;29;2;22;3;42;299;0.3;47.6;0;936;17.7
25/05/2015;0:00:00;31;2;15;4;47;191;0.8;52.5;0;937;16.2
26/05/2015;1:00:00;28;2;9;2;38;82;0.5;59;0;937;14.5
26/05/2015;2:00:00;26;2;3;2;49;178;0.2;63.7;0;937;13.9
26/05/2015;3:00:00;24;2;3;2;47;333;0.3;66.8;0;937;13.4
26/05/2015;4:00:00;22;2;4;2;42;111;0.2;70.3;0;937;12.6
26/05/2015;5:00:00;25;2;2;2;45;154;0.3;73.8;0;936;11.6
26/05/2015;6:00:00;13;2;2;2;47;154;0.8;76.5;0;936;10.5
26/05/2015;7:00:00;18;2;3;2;42;135;0.6;76.7;0;936;10
26/05/2015;8:00:00;16;2;9;6;32;94;0.9;73.6;0;937;10.4
26/05/2015;9:00:00;25;2;13;10;33;136;1.3;65.7;0;937;12.5
26/05/2015;10:00:00;27;2;5;6;57;160;1.7;54.4;0;937;14.7
26/05/2015;11:00:00;28;2;2;3;80;160;1.7;38.6;0;937;17.4
26/05/2015;12:00:00;18;2;2;2;102;171;2.4;24.2;0;937;20.1
26/05/2015;13:00:00;21;2;3;3;108;153;2.7;18.8;0;937;22.3
26/05/2015;14:00:00;27;2;3;2;105;157;2.7;20.3;0;937;23.3
26/05/2015;15:00:00;23;2;4;3;100;155;2.8;22.5;0;936;24.1
26/05/2015;16:00:00;17;2;2;2;103;175;3.7;21.7;0;936;24.6
26/05/2015;17:00:00;14;2;3;3;106;137;3.3;19.3;0;935;25.5
26/05/2015;18:00:00;16;2;3;3;109;172;3;19.1;0;935;25.8
26/05/2015;19:00:00;15;2;4;3;111;170;3.5;18.2;0;935;25.6
26/05/2015;20:00:00;20;2;6;3;107;160;3.5;18.6;0;935;25.3
26/05/2015;21:00:00;18;2;6;2;104;164;3.5;20.8;0;935;24.4
26/05/2015;22:00:00;19;2;3;2;105;179;3.9;26;0;936;21.3
26/05/2015;23:00:00;30;2;3;2;109;202;4.1;28.8;0;936;19.4
26/05/2015;0:00:00;20;2;2;2;99;210;0.6;32.5;0;937;17.8
27/05/2015;1:00:00;13;2;3;2;94;224;0.3;39.3;0;937;16.2
27/05/2015;2:00:00;19;2;2;2;81;334;0.3;45.2;0;937;14.7
27/05/2015;3:00:00;22;2;3;2;65;89;0.1;51.4;0;938;13
27/05/2015;4:00:00;20;2;2;2;68;75;0.1;58.2;0;938;12.7
27/05/2015;5:00:00;18;2;3;2;57;40;0.2;63.5;0;938;11.5
27/05/2015;6:00:00;25;2;3;2;53;113;0.1;68.3;0;937;10.9
27/05/2015;7:00:00;15;2;14;3;31;22;0.2;70.4;0;938;10.3
27/05/2015;8:00:00;29;2;15;7;31;133;0.2;69.2;0;938;10.5
27/05/2015;9:00:00;31;3;24;19;22;315;0.1;58.1;0;938;13.5
27/05/2015;10:00:00;49;3;13;10;52;23;0.1;46.4;0;938;16.9
27/05/2015;11:00:00;25;2;6;4;77;266;0.2;37.9;0;938;19.4
27/05/2015;12:00:00;19;2;6;3;98;135;1.2;35.3;0;938;21
27/05/2015;13:00:00;22;2;3;3;112;182;0.9;32.3;0;938;22.5
27/05/2015;14:00:00;16;2;3;3;114;115;1;28.2;0;937;24
27/05/2015;15:00:00;20;2;3;3;112;55;1.9;24.6;0;937;25.5
27/05/2015;16:00:00;20;2;3;2;110;117;1.5;21.3;0;936;26.3
27/05/2015;17:00:00;14;2;3;2;108;48;1.6;19.7;0;936;27.6
27/05/2015;18:00:00;16;2;3;2;109;260;1.2;19.5;0;936;28.6
27/05/2015;19:00:00;16;2;7;3;104;42;1.1;19.9;0;935;28.6
27/05/2015;20:00:00;22;2;7;4;96;69;2;22;0;935;27.9
27/05/2015;21:00:00;27;3;13;6;88;61;1.9;22.9;0;936;27.6
27/05/2015;22:00:00;28;2;11;3;89;343;0.9;34.5;0;936;24.2
27/05/2015;23:00:00;47;2;7;2;102;333;1.8;56.1;0;937;20.6
27/05/2015;0:00:00;44;2;3;2;110;329;2;60.2;0;938;19
28/05/2015;1:00:00;29;2;3;3;110;335;1.7;63.2;0;938;17.7
28/05/2015;2:00:00;37;2;2;2;108;351;1.7;63.7;0;938;16.7
28/05/2015;3:00:00;26;2;2;2;121;344;2.3;61;0;938;16.7
28/05/2015;4:00:00;26;2;2;2;109;339;0.8;61.7;0;938;15.7
28/05/2015;5:00:00;20;2;2;2;103;27;0.2;63.2;0;938;14.8
28/05/2015;6:00:00;25;2;2;2;100;16;0.4;60.5;0;938;14.5
28/05/2015;7:00:00;24;2;7;2;81;6;0.3;63.7;0;938;13.9
28/05/2015;8:00:00;30;2;19;4;51;118;0.1;66;0;938;14
28/05/2015;9:00:00;36;2;17;5;79;335;2;59;0;938;17.1
28/05/2015;10:00:00;5;2;12;5;105;344;2.2;51.5;0;939;19.4
28/05/2015;11:00:00;75;2;7;3;107;350;2.2;44;0;938;21
28/05/2015;12:00:00;65;2;5;3;110;350;2;41.1;0;938;22.6
28/05/2015;13:00:00;32;2;6;3;111;338;1.6;36.2;0;938;24.9
28/05/2015;14:00:00;3;2;7;4;115;354;2.2;31.2;0;938;26.4
28/05/2015;15:00:00;35;2;6;3;120;96;1.8;26.6;0;937;27.5
28/05/2015;16:00:00;52;2;5;3;123;65;1.8;24.9;0;936;27.9
28/05/2015;17:00:00;39;2;6;3;122;274;1.6;26.3;0;936;27.2
28/05/2015;18:00:00;18;2;5;2;126;184;1.5;23.6;0;936;28.5
28/05/2015;19:00:00;38;2;9;4;116;121;1.8;23.8;0;935;28.5
28/05/2015;20:00:00;16;3;10;4;115;341;1.7;23.4;0;935;28.8
28/05/2015;21:00:00;27;3;14;4;104;21;1.9;26.1;0;935;27.5
28/05/2015;22:00:00;31;2;12;3;94;315;0.4;31.6;0;935;24.6
28/05/2015;23:00:00;47;3;8;3;103;320;1.2;38.4;0;935;22.6
28/05/2015;0:00:00;37;2;4;2;106;335;1.7;55.7;0;936;20.5
29/05/2015;1:00:00;47;2;3;2;108;337;1.8;62.7;0;936;18.7
29/05/2015;2:00:00;52;2;2;2;113;333;2.1;64.3;0;936;17.5
29/05/2015;3:00:00;22;2;2;2;109;343;1.2;64.5;0;936;16.7
29/05/2015;4:00:00;32;2;2;2;111;338;1.3;59.5;0;935;16.3
29/05/2015;5:00:00;13;2;2;2;106;313;0.1;61.1;0;935;15.4
29/05/2015;6:00:00;2;2;2;2;110;338;1.1;54.1;0;935;15.6
29/05/2015;7:00:00;4;2;5;2;103;334;1.1;48.5;0;935;15.9
29/05/2015;8:00:00;40;2;17;4;67;79;0.3;54.6;0;935;15.4
29/05/2015;9:00:00;20;3;21;5;63;173;0.3;47.5;0;935;17.7
29/05/2015;10:00:00;86;3;14;6;89;344;1.1;35.9;0;935;21
29/05/2015;11:00:00;28;3;10;4;100;236;1.2;34.6;0;935;21.7
29/05/2015;12:00:00;42;3;6;3;104;3;0.8;33.2;0;935;23.5
29/05/2015;13:00:00;6;2;4;3;108;99;2.2;32.2;0;935;24.3
29/05/2015;14:00:00;40;3;5;3;110;93;1.3;29.6;0;934;26
29/05/2015;15:00:00;21;2;5;3;114;73;2.5;25.1;0;934;27.4
29/05/2015;16:00:00;3;2;4;3;117;115;2.3;23.7;0;933;28.1
29/05/2015;17:00:00;27;2;4;3;118;91;2.8;24.5;0;932;27.5
29/05/2015;18:00:00;27;2;4;4;120;71;3.1;22.2;0;932;28.1
29/05/2015;19:00:00;18;2;5;3;115;71;2.9;23.3;0;932;27.6
29/05/2015;20:00:00;12;2;8;3;106;118;3.1;37.9;0.29;933;23.8
29/05/2015;21:00:00;72;2;5;3;93;255;2;74.3;7.59;935;17.5
29/05/2015;22:00:00;13;2;5;2;85;287;1.7;75.1;0;935;17.1
29/05/2015;23:00:00;3;2;8;3;73;28;0.3;78.6;0;936;16.8
29/05/2015;0:00:00;35;2;6;2;66;19;0.3;79.9;0;936;16.5
30/05/2015;1:00:00;24;2;4;2;69;319;0.2;81;0;937;16
30/05/2015;2:00:00;20;2;4;2;66;314;0;79;0;936;15.6
30/05/2015;3:00:00;21;2;3;2;39;83;0.4;86.1;0;936;14.3
30/05/2015;4:00:00;27;2;4;2;28;120;0.4;87.1;0;936;13.8
30/05/2015;5:00:00;25;2;3;2;34;40;0.1;87.8;0;936;13.1
30/05/2015;6:00:00;22;2;5;2;22;350;0.1;89.2;0;936;12.8
30/05/2015;7:00:00;20;2;8;3;9;25;0.1;90.7;0;936;12
30/05/2015;8:00:00;29;2;7;3;18;66;0.2;89.5;0;936;12
30/05/2015;9:00:00;30;2;7;4;38;87;0.1;78.5;0;937;14.6
30/05/2015;10:00:00;49;2;7;4;60;338;0.4;69.3;0;937;17.5
30/05/2015;11:00:00;34;2;4;2;100;339;0.4;54.4;0;937;20.7
30/05/2015;12:00:00;32;2;4;2;102;20;1.1;47.5;0;937;22.5
30/05/2015;13:00:00;21;2;3;2;109;52;2.1;42.2;0;937;24.2
30/05/2015;14:00:00;19;2;4;3;111;48;2;39.5;0;937;24.8
30/05/2015;15:00:00;40;3;3;3;114;66;2.4;33.6;0;936;26.1
