Fecha;Hora;SO2;NO;NO2;PM10;dd;vv;TMP;O3
02/01/2015;19:00:00;0;1.7;16;15;289;0.8;10.9;54
02/01/2015;20:00:00;0;2.7;13;16;285;0.9;10.6;57
02/01/2015;21:00:00;0;2.8;14;16;281;1.2;10.5;58
02/01/2015;22:00:00;0;3.0;11;14;283;1.4;10.7;61
02/01/2015;23:00:00;0;1.5;9;13;267;1.2;10.8;59
02/01/2015;0:00:00;0;1.9;13;12;266;1.1;10.6;55
03/01/2015;1:00:00;0;1.7;15;12;268;0.9;9.8;55
03/01/2015;2:00:00;0;1.8;12;12;281;0.8;9.8;53
03/01/2015;3:00:00;0;2.1;11;12;266;0.8;9.3;47
03/01/2015;4:00:00;0;1.4;15;12;264;1.0;9.2;45
03/01/2015;5:00:00;0;1.6;13;13;263;0.7;9.2;46
03/01/2015;6:00:00;0;2.7;11;13;257;0.4;8.6;46
03/01/2015;7:00:00;0;2.3;12;12;254;0.2;8.7;44
03/01/2015;8:00:00;0;0.9;14;12;253;0.2;10.1;46
03/01/2015;9:00:00;0;0.9;17;11;252;0.0;8.9;41
03/01/2015;10:00:00;0;1.8;8;10;276;0.4;10.5;36
03/01/2015;11:00:00;0;2.6;7;8;285;1.0;13.4;48
03/01/2015;12:00:00;0;0.5;3;7;269;1.3;15.2;56
03/01/2015;13:00:00;0;2.0;3;7;266;1.3;15.9;62
03/01/2015;14:00:00;0;1.6;4;8;265;0.9;16.5;63
03/01/2015;15:00:00;0;1.6;5;10;267;1.1;16.6;67
03/01/2015;16:00:00;0;0.4;4;11;271;1.0;16.4;69
03/01/2015;17:00:00;0;1.6;3;11;276;0.4;15.8;66
03/01/2015;18:00:00;0;1.0;5;12;275;0.0;13.7;56
03/01/2015;19:00:00;0;1.6;19;15;275;0.0;11.3;28
03/01/2015;20:00:00;0;2.0;20;17;275;0.0;9.7;19
03/01/2015;21:00:00;0;1.8;6;19;270;0.0;10.4;39
03/01/2015;22:00:00;0;1.1;5;22;253;0.1;11.7;53
03/01/2015;23:00:00;0;1.5;6;21;244;0.0;11.5;52
03/01/2015;0:00:00;0;0.7;3;20;243;0.0;11.1;47
04/01/2015;1:00:00;0;1.0;3;20;251;0.0;10.1;42
04/01/2015;2:00:00;0;1.8;3;21;258;0.0;9.4;37
04/01/2015;3:00:00;0;2.7;6;22;259;0.0;9.2;40
04/01/2015;4:00:00;0;1.8;10;29;283;0.0;8.9;34
04/01/2015;5:00:00;0;1.5;6;23;309;0.0;7.6;23
04/01/2015;6:00:00;0;1.7;6;21;309;0.0;7.5;28
04/01/2015;7:00:00;0;1.0;5;20;309;0.0;7.4;28
04/01/2015;8:00:00;0;2.0;9;19;309;0.0;8.3;28
04/01/2015;9:00:00;0;0.4;8;19;309;0.0;7.4;23
04/01/2015;10:00:00;0;3.7;13;22;309;0.0;10.6;11
04/01/2015;11:00:00;0;5.6;7;14;190;0.4;13.4;30
04/01/2015;12:00:00;0;3.6;5;9;95;2.1;14.4;41
04/01/2015;13:00:00;0;11.3;20;8;163;2.2;15.3;36
04/01/2015;14:00:00;0;5.5;7;9;237;2.0;15.5;48
04/01/2015;15:00:00;0;2.5;3;9;288;1.8;15.7;56
04/01/2015;16:00:00;0;1.8;4;10;280;1.3;15.9;57
04/01/2015;17:00:00;0;2.2;3;11;268;0.9;14.6;56
04/01/2015;18:00:00;0;2.1;5;11;261;0.3;13.0;49
04/01/2015;19:00:00;0;4.4;6;13;265;0.1;12.1;41
04/01/2015;20:00:00;0;5.3;11;14;286;0.2;11.8;30
04/01/2015;21:00:00;0;1.3;14;15;309;0.2;11.5;25
04/01/2015;22:00:00;0;7.3;13;16;311;0.0;10.9;20
04/01/2015;23:00:00;0;3.8;8;16;309;0.0;10.3;26
04/01/2015;0:00:00;0;2.8;5;15;303;0.3;10.0;35
05/01/2015;1:00:00;0;2.7;7;16;288;1.4;10.7;39
05/01/2015;2:00:00;0;3.3;9;16;297;1.6;11.7;45
05/01/2015;3:00:00;0;2.7;3;16;295;1.6;11.8;50
05/01/2015;4:00:00;0;9.6;20;16;291;1.6;11.8;34
05/01/2015;5:00:00;0;40.3;45;16;263;1.9;11.9;7
05/01/2015;6:00:00;0;12.5;35;16;280;1.8;12.0;17
05/01/2015;7:00:00;0;11.1;33;15;267;1.6;11.8;17
05/01/2015;8:00:00;0;16.1;23;15;277;1.5;11.5;29
05/01/2015;9:00:00;0;2.3;8;15;290;1.4;11.5;43
05/01/2015;10:00:00;0;5.4;11;14;294;1.5;12.2;37
05/01/2015;11:00:00;0;5.1;11;13;271;1.9;13.3;42
05/01/2015;12:00:00;0;13.4;17;11;264;2.1;13.8;36
05/01/2015;13:00:00;0;5.6;13;10;240;2.0;14.4;45
05/01/2015;14:00:00;0;4.1;13;10;241;1.7;14.6;51
05/01/2015;15:00:00;0;15.4;27;11;188;1.5;14.3;39
05/01/2015;16:00:00;0;10.0;14;11;307;1.2;14.1;48
05/01/2015;17:00:00;0;5.4;15;11;307;0.9;13.5;44
05/01/2015;18:00:00;0;6.9;35;12;346;0.1;12.2;25
05/01/2015;19:00:00;0;27.9;37;13;346;0.0;10.0;2
05/01/2015;20:00:00;0;5.4;22;15;346;0.0;8.9;9
05/01/2015;21:00:00;0;3.7;18;17;346;0.0;7.8;22
05/01/2015;22:00:00;0;1.9;17;17;346;0.0;6.6;10
05/01/2015;23:00:00;0;1.7;10;17;346;0.0;6.1;25
05/01/2015;0:00:00;0;2.3;8;17;346;0.0;6.1;25
06/01/2015;1:00:00;0;1.2;6;17;;;6.7;25
06/01/2015;2:00:00;0;1.7;6;17;;;6.4;26
06/01/2015;3:00:00;0;1.5;4;17;;;6.1;26
06/01/2015;4:00:00;0;1.9;4;16;;;6.7;22
06/01/2015;5:00:00;0;1.2;5;15;;;8.3;35
06/01/2015;6:00:00;0;1.9;5;14;;;8.8;37
06/01/2015;7:00:00;0;1.6;5;13;;;9.1;36
06/01/2015;8:00:00;0;2.8;8;12;;;8.7;38
06/01/2015;9:00:00;0;2.0;10;12;;;8.8;35
06/01/2015;10:00:00;0;2.0;7;11;;;9.4;26
06/01/2015;11:00:00;0;0.2;5;11;;;10.3;19
06/01/2015;12:00:00;0;1.1;10;10;;;11.1;10
06/01/2015;13:00:00;0;0.6;8;11;;;12.1;27
06/01/2015;14:00:00;0;0.4;5;10;;;12.9;48
06/01/2015;15:00:00;0;0.4;3;9;;;13.3;55
06/01/2015;16:00:00;0;0.3;1;9;;;13.4;56
06/01/2015;17:00:00;0;0.1;3;9;;;13.0;45
06/01/2015;18:00:00;0;0.4;12;10;;;12.5;24
06/01/2015;19:00:00;0;0.6;26;11;;;11.9;19
06/01/2015;20:00:00;0;0.7;18;14;;;11.6;16
06/01/2015;21:00:00;0;0.3;8;15;;;11.4;24
06/01/2015;22:00:00;0;0.3;8;15;;;11.2;26
06/01/2015;23:00:00;0;0.4;3;16;;;11.1;31
06/01/2015;0:00:00;0;0.1;3;16;;;11.1;33
07/01/2015;1:00:00;0;0.4;3;17;;;11.2;35
07/01/2015;2:00:00;0;0.1;2;18;;;11.2;31
07/01/2015;3:00:00;0;0.1;1;17;;;11.2;34
07/01/2015;4:00:00;0;0.2;4;17;;;11.4;36
07/01/2015;5:00:00;0;0.5;6;17;;;11.5;33
07/01/2015;6:00:00;0;0.2;1;16;346;0.0;11.4;35
07/01/2015;7:00:00;0;0.2;5;16;259;0.3;11.8;45
07/01/2015;8:00:00;0;0.2;3;15;47;0.9;12.3;51
07/01/2015;9:00:00;0;0.2;3;14;68;0.6;12.5;50
07/01/2015;10:00:00;0;1.8;6;13;48;0.7;12.6;46
07/01/2015;11:00:00;0;6.3;5;12;49;1.3;13.3;49
07/01/2015;12:00:00;0;3.2;2;11;125;1.5;13.6;51
07/01/2015;13:00:00;0;2.5;1;10;104;1.8;13.9;52
07/01/2015;14:00:00;0;2.0;3;9;78;1.8;14.1;52
07/01/2015;15:00:00;0;2.5;1;9;104;1.7;13.6;53
07/01/2015;16:00:00;0;2.0;4;9;88;1.6;13.3;55
07/01/2015;17:00:00;0;2.7;5;9;36;1.0;13.1;52
07/01/2015;18:00:00;0;2.3;13;10;18;0.3;12.4;40
07/01/2015;19:00:00;0;5.7;28;13;17;0.0;11.0;21
07/01/2015;20:00:00;0;10.6;44;15;17;0.0;9.1;
07/01/2015;21:00:00;0;31.6;47;16;17;0.0;8.1;
07/01/2015;22:00:00;0;8.8;39;17;17;0.0;8.0;
07/01/2015;23:00:00;0;1.8;14;18;17;0.0;7.7;19
07/01/2015;0:00:00;0;1.3;11;17;12;0.0;8.7;30
08/01/2015;1:00:00;0;2.0;4;16;11;0.0;9.0;34
08/01/2015;2:00:00;0;1.2;4;16;11;0.0;8.0;33
08/01/2015;3:00:00;0;2.7;1;15;11;0.0;7.6;38
08/01/2015;4:00:00;0;3.5;4;14;11;0.0;8.2;29
08/01/2015;5:00:00;0;1.7;4;13;72;0.1;8.7;38
08/01/2015;6:00:00;0;1.4;4;12;333;0.0;8.6;42
08/01/2015;7:00:00;0;3.0;4;12;333;0.0;6.8;22
08/01/2015;8:00:00;0;6.9;18;11;333;0.0;5.8;16
08/01/2015;9:00:00;0;38.1;30;12;333;0.0;6.1;6
08/01/2015;10:00:00;49;169.9;34;11;332;0.1;9.4;50
08/01/2015;11:00:00;0;0.3;13;10;314;0.5;12.3;46
08/01/2015;12:00:00;0;0.5;10;9;307;0.7;13.7;55
08/01/2015;13:00:00;0;0.7;15;8;288;0.1;13.9;46
08/01/2015;14:00:00;0;0.7;13;7;269;0.1;14.2;53
08/01/2015;15:00:00;0;1.4;11;6;256;1.2;14.6;56
08/01/2015;16:00:00;0;1.0;12;6;297;2.0;14.4;59
08/01/2015;17:00:00;0;0.7;18;5;300;1.5;13.0;52
08/01/2015;18:00:00;0;0.9;18;4;276;0.4;11.5;43
08/01/2015;19:00:00;0;0.6;18;4;265;0.0;9.4;39
08/01/2015;20:00:00;0;1.0;30;4;265;0.0;8.0;19
08/01/2015;21:00:00;0;0.7;23;3;265;0.0;7.7;31
08/01/2015;22:00:00;0;1.9;12;3;285;0.2;8.6;41
08/01/2015;23:00:00;0;1.6;15;3;298;0.5;8.2;31
08/01/2015;0:00:00;0;0.6;12;3;305;0.6;8.6;39
09/01/2015;1:00:00;0;0.9;10;3;285;0.3;8.7;42
09/01/2015;2:00:00;0;1.5;10;5;294;0.4;8.3;41
09/01/2015;3:00:00;0;1.0;12;6;264;0.9;8.5;43
09/01/2015;4:00:00;0;1.3;8;7;266;1.2;9.0;44
09/01/2015;5:00:00;0;1.4;10;7;268;1.1;9.3;44
09/01/2015;6:00:00;0;2.8;8;7;269;1.3;9.4;43
09/01/2015;7:00:00;0;1.0;9;8;269;1.4;9.4;43
09/01/2015;8:00:00;0;0.9;11;8;270;1.7;9.9;44
09/01/2015;9:00:00;0;1.3;13;9;266;1.5;9.9;41
09/01/2015;10:00:00;0;1.8;8;8;272;1.5;11.0;41
09/01/2015;11:00:00;0;1.7;7;6;271;1.5;12.9;47
09/01/2015;12:00:00;0;2.2;9;5;272;1.8;14.0;46
09/01/2015;13:00:00;0;1.0;5;5;269;1.5;15.1;52
09/01/2015;14:00:00;0;2.0;4;5;269;1.6;16.0;59
09/01/2015;15:00:00;0;2.1;8;7;289;2.5;15.7;61
09/01/2015;16:00:00;0;1.3;7;8;296;2.3;15.1;60
09/01/2015;17:00:00;0;1.1;9;8;296;2.0;14.4;60
09/01/2015;18:00:00;0;0.8;10;9;290;0.6;13.0;53
09/01/2015;19:00:00;0;1.6;11;11;270;0.4;10.9;43
09/01/2015;20:00:00;0;5.8;10;13;276;1.3;11.0;54
09/01/2015;21:00:00;0;3.4;6;13;286;1.1;11.0;57
09/01/2015;22:00:00;0;0.8;6;12;278;1.1;11.2;60
09/01/2015;23:00:00;0;2.7;7;11;271;0.8;11.1;58
09/01/2015;0:00:00;0;1.9;10;11;258;0.6;10.0;49
10/01/2015;1:00:00;0;1.5;8;12;261;0.8;9.5;51
10/01/2015;2:00:00;0;2.5;10;12;255;0.3;9.3;48
10/01/2015;3:00:00;0;1.7;7;13;250;0.2;8.8;39
10/01/2015;4:00:00;0;2.2;7;13;250;0.3;10.1;53
10/01/2015;5:00:00;0;2.6;9;13;265;0.1;9.7;44
10/01/2015;6:00:00;0;1.4;5;13;277;0.1;8.6;40
10/01/2015;7:00:00;0;2.2;7;13;275;0.0;8.0;40
10/01/2015;8:00:00;0;2.3;10;12;275;0.1;8.4;38
10/01/2015;9:00:00;0;2.0;6;12;268;0.1;9.0;38
10/01/2015;10:00:00;0;3.4;6;12;265;1.0;11.5;46
10/01/2015;11:00:00;0;2.9;4;9;257;1.2;13.8;46
10/01/2015;12:00:00;0;4.1;7;8;259;1.2;15.7;49
10/01/2015;13:00:00;0;3.1;5;8;265;1.1;16.8;55
10/01/2015;14:00:00;0;3.9;6;8;256;1.2;17.4;62
10/01/2015;15:00:00;0;3.8;5;10;235;0.8;16.8;64
10/01/2015;16:00:00;0;4.9;3;12;231;1.1;16.1;69
10/01/2015;17:00:00;0;4.7;5;14;238;1.0;15.2;66
10/01/2015;18:00:00;0;2.0;3;16;228;0.9;14.0;63
10/01/2015;19:00:00;0;3.5;6;18;233;1.1;13.3;64
10/01/2015;20:00:00;0;2.3;3;19;237;1.0;13.2;63
10/01/2015;21:00:00;0;2.4;3;19;238;0.9;12.8;60
10/01/2015;22:00:00;0;4.8;5;19;235;0.7;12.7;58
10/01/2015;23:00:00;0;3.2;6;18;233;0.9;12.4;57
10/01/2015;0:00:00;0;2.8;4;17;238;0.7;12.3;61
11/01/2015;1:00:00;0;2.9;3;18;258;0.2;12.1;58
11/01/2015;2:00:00;0;2.7;5;19;287;0.0;11.3;47
11/01/2015;3:00:00;0;5.4;6;19;288;0.0;10.0;33
11/01/2015;4:00:00;0;4.0;8;17;288;0.0;8.4;29
11/01/2015;5:00:00;0;2.6;6;17;285;0.1;9.7;43
11/01/2015;6:00:00;0;3.1;6;16;278;0.2;10.3;40
11/01/2015;7:00:00;0;2.3;6;15;308;0.4;9.4;31
11/01/2015;8:00:00;0;5.0;12;14;311;0.0;8.9;25
11/01/2015;9:00:00;0;3.0;14;16;311;0.0;9.2;25
11/01/2015;10:00:00;0;4.1;10;17;334;0.1;11.5;29
11/01/2015;11:00:00;0;5.2;3;14;166;0.6;13.1;35
11/01/2015;12:00:00;0;5.0;4;11;57;1.5;13.9;41
11/01/2015;13:00:00;0;3.4;3;10;71;0.9;15.0;44
11/01/2015;14:00:00;0;5.5;5;9;92;0.3;15.5;50
11/01/2015;15:00:00;0;1.9;4;10;82;0.7;15.6;52
11/01/2015;16:00:00;0;3.3;6;11;154;0.6;15.3;49
11/01/2015;17:00:00;0;4.0;3;11;309;0.3;14.8;49
11/01/2015;18:00:00;0;2.8;6;12;317;0.1;13.6;41
11/01/2015;19:00:00;0;6.0;8;14;294;0.9;12.7;38
11/01/2015;20:00:00;0;2.6;4;12;279;2.0;12.7;60
11/01/2015;21:00:00;0;3.2;2;11;293;2.3;12.1;64
11/01/2015;22:00:00;2;90.4;61;13;217;2.2;11.7;12
11/01/2015;23:00:00;2;46.7;44;15;206;2.6;11.6;15
11/01/2015;0:00:00;5;71.1;59;15;200;2.7;11.6;5
12/01/2015;1:00:00;6;56.7;60;15;221;2.1;11.4;2
12/01/2015;2:00:00;9;91.3;58;16;236;2.0;11.3;3
12/01/2015;3:00:00;4;11.0;26;17;278;1.1;11.6;39
12/01/2015;4:00:00;1;1.9;4;18;296;0.4;11.1;57
12/01/2015;5:00:00;0;3.2;3;19;282;0.0;9.4;50
12/01/2015;6:00:00;0;4.4;5;19;286;0.0;9.0;45
12/01/2015;7:00:00;0;4.4;4;20;294;0.0;8.6;37
12/01/2015;8:00:00;40;97.8;10;20;298;0.0;8.9;43
12/01/2015;9:00:00;0;20.6;14;20;301;0.1;9.9;25
12/01/2015;10:00:00;0;8.1;6;17;301;0.0;10.9;31
12/01/2015;11:00:00;0;3.9;3;15;307;1.0;13.3;44
12/01/2015;12:00:00;0;2.8;5;13;298;1.1;14.7;50
12/01/2015;13:00:00;0;2.9;4;12;294;1.2;15.6;53
12/01/2015;14:00:00;0;2.7;5;10;291;1.6;15.9;56
12/01/2015;15:00:00;0;1.8;3;9;295;1.6;16.0;58
12/01/2015;16:00:00;0;2.3;2;8;289;1.5;15.6;58
12/01/2015;17:00:00;0;4.6;2;7;268;0.4;14.8;57
12/01/2015;18:00:00;0;1.8;7;6;263;0.0;12.9;44
12/01/2015;19:00:00;0;8.4;22;6;261;0.0;11.0;14
12/01/2015;20:00:00;0;2.8;14;5;261;0.0;9.4;19
12/01/2015;21:00:00;0;8.1;11;4;261;0.0;8.4;11
12/01/2015;22:00:00;0;3.1;18;4;261;0.0;7.4;8
12/01/2015;23:00:00;0;5.1;7;4;261;0.0;6.8;13
12/01/2015;0:00:00;0;3.8;2;3;259;0.0;7.2;25
13/01/2015;1:00:00;0;2.3;3;4;248;0.0;7.3;28
13/01/2015;2:00:00;0;1.9;2;6;248;0.0;8.0;34
13/01/2015;3:00:00;0;3.2;4;6;242;0.0;8.3;36
13/01/2015;4:00:00;0;4.0;4;6;235;0.0;8.0;37
13/01/2015;5:00:00;0;2.4;3;6;234;0.0;7.8;33
13/01/2015;6:00:00;0;3.5;4;6;183;0.0;8.8;44
13/01/2015;7:00:00;0;1.6;5;5;175;0.0;9.6;40
13/01/2015;8:00:00;0;7.7;22;5;172;0.0;9.0;14
13/01/2015;9:00:00;0;11.1;31;6;171;0.0;8.2;6
13/01/2015;10:00:00;0;5.3;9;6;171;0.0;10.0;21
13/01/2015;11:00:00;0;6.0;17;6;174;0.0;11.3;31
13/01/2015;12:00:00;0;7.5;15;6;162;0.0;11.4;36
13/01/2015;13:00:00;0;6.9;8;7;200;0.0;12.2;42
13/01/2015;14:00:00;0;7.0;4;6;171;0.0;13.2;54
13/01/2015;15:00:00;0;5.8;6;6;167;0.1;13.8;56
13/01/2015;16:00:00;0;5.0;6;7;170;0.0;14.2;54
13/01/2015;17:00:00;0;4.2;5;8;184;0.0;13.7;57
13/01/2015;18:00:00;0;5.8;7;10;188;0.0;12.5;37
13/01/2015;19:00:00;0;4.4;18;15;188;0.0;11.0;24
13/01/2015;20:00:00;0;9.7;12;17;188;0.0;10.3;19
13/01/2015;21:00:00;0;7.0;11;17;188;0.0;9.6;24
13/01/2015;22:00:00;0;7.6;9;17;188;0.0;8.2;22
13/01/2015;23:00:00;0;3.8;8;17;188;0.0;8.1;34
13/01/2015;0:00:00;0;2.9;4;17;190;0.0;8.4;38
14/01/2015;1:00:00;0;4.8;2;16;195;0.0;8.6;40
14/01/2015;2:00:00;0;2.9;3;16;206;0.0;9.8;43
14/01/2015;3:00:00;0;7.1;8;15;222;0.0;10.0;42
14/01/2015;4:00:00;0;4.4;4;15;271;0.0;10.5;45
14/01/2015;5:00:00;0;4.7;5;14;269;0.0;9.3;42
14/01/2015;6:00:00;0;3.2;4;13;269;0.0;7.5;26
14/01/2015;7:00:00;0;6.8;7;12;269;0.0;6.6;10
14/01/2015;8:00:00;0;5.8;18;12;269;0.0;6.6;16
14/01/2015;9:00:00;0;27.1;36;11;269;0.0;6.7;3
14/01/2015;10:00:00;0;12.6;27;13;269;0.0;9.3;8
14/01/2015;11:00:00;0;7.0;6;10;274;0.1;13.0;34
14/01/2015;12:00:00;0;4.8;6;7;268;0.8;13.9;44
14/01/2015;13:00:00;0;4.5;4;7;260;0.9;15.0;50
14/01/2015;14:00:00;0;5.2;7;9;272;0.5;15.9;53
14/01/2015;15:00:00;0;4.3;6;10;294;0.9;16.0;51
14/01/2015;16:00:00;0;5.4;8;10;293;0.7;16.2;49
14/01/2015;17:00:00;0;5.6;7;11;297;0.2;15.8;51
14/01/2015;18:00:00;0;4.1;9;12;308;0.2;14.3;39
14/01/2015;19:00:00;0;4.8;18;15;320;0.0;12.3;22
14/01/2015;20:00:00;0;22.7;33;18;320;0.0;10.5;4
14/01/2015;21:00:00;0;8.7;27;21;320;0.0;9.1;3
14/01/2015;22:00:00;0;6.3;8;23;320;0.0;7.9;8
14/01/2015;23:00:00;0;4.3;12;24;320;0.0;7.7;23
14/01/2015;0:00:00;0;5.7;7;24;320;0.0;7.0;21
15/01/2015;1:00:00;0;7.9;6;25;320;0.0;6.4;24
15/01/2015;2:00:00;0;4.6;4;23;320;0.0;5.8;43
15/01/2015;3:00:00;0;4.5;5;23;320;0.0;6.0;20
15/01/2015;4:00:00;0;3.4;6;21;320;0.0;8.3;30
15/01/2015;5:00:00;0;5.8;5;20;320;0.0;8.6;32
15/01/2015;6:00:00;0;6.2;4;18;320;0.0;9.1;34
15/01/2015;7:00:00;0;9.3;16;17;320;0.0;7.9;17
15/01/2015;8:00:00;0;28.2;32;17;320;0.0;7.1;5
15/01/2015;9:00:00;0;70.3;42;17;320;0.0;7.4;
15/01/2015;10:00:00;0;13.5;22;18;302;0.0;10.9;26
15/01/2015;11:00:00;0;4.6;4;18;221;0.1;13.4;43
15/01/2015;12:00:00;0;4.1;4;11;216;0.8;14.1;51
15/01/2015;13:00:00;1;6.7;3;11;216;1.1;15.1;55
15/01/2015;14:00:00;1;6.2;2;12;204;1.2;15.5;58
15/01/2015;15:00:00;1;2.7;2;14;197;1.0;15.4;59
15/01/2015;16:00:00;1;5.1;5;15;182;1.0;15.4;57
15/01/2015;17:00:00;0;4.9;4;16;186;0.6;14.9;48
15/01/2015;18:00:00;1;3.2;2;18;199;0.2;14.3;38
15/01/2015;19:00:00;0;4.5;5;20;209;0.1;14.0;32
15/01/2015;20:00:00;0;5.5;4;21;208;0.0;13.8;25
15/01/2015;21:00:00;1;9.3;7;23;209;0.0;13.7;18
15/01/2015;22:00:00;1;4.4;3;24;222;0.1;13.6;19
15/01/2015;23:00:00;1;4.2;3;24;222;0.1;13.1;31
15/01/2015;0:00:00;0;4.0;6;25;223;0.3;13.3;32
16/01/2015;1:00:00;1;5.0;6;28;218;0.6;13.4;21
16/01/2015;2:00:00;0;3.1;5;29;222;0.6;13.1;40
16/01/2015;3:00:00;0;3.3;2;29;217;1.1;13.4;45
16/01/2015;4:00:00;0;3.5;2;30;216;1.3;13.4;47
16/01/2015;5:00:00;0;5.0;6;31;219;0.9;13.4;44
16/01/2015;6:00:00;1;4.4;0;31;211;0.2;13.4;44
16/01/2015;7:00:00;0;2.2;0;31;210;0.3;13.8;53
16/01/2015;8:00:00;1;8.7;6;30;212;0.3;14.0;52
16/01/2015;9:00:00;0;2.9;2;30;208;0.2;14.2;49
16/01/2015;10:00:00;0;2.2;3;30;210;0.4;14.4;48
16/01/2015;11:00:00;1;7.9;0;29;207;0.9;14.5;45
16/01/2015;12:00:00;1;15.4;0;28;208;1.5;15.0;47
16/01/2015;13:00:00;0;12.2;0;27;212;1.6;15.1;52
16/01/2015;14:00:00;0;14.6;1;25;214;2.0;15.6;56
16/01/2015;15:00:00;1;11.2;0;23;215;1.9;15.2;56
16/01/2015;16:00:00;0;11.0;0;24;220;1.6;14.9;53
16/01/2015;17:00:00;0;12.7;1;25;221;1.3;14.8;52
16/01/2015;18:00:00;1;14.4;1;25;230;1.1;14.1;48
16/01/2015;19:00:00;0;10.1;1;22;235;0.3;11.8;49
16/01/2015;20:00:00;1;10.2;4;21;238;0.4;11.3;52
16/01/2015;21:00:00;1;9.9;0;18;270;1.5;11.9;49
16/01/2015;22:00:00;1;13.1;1;14;269;1.2;11.0;49
16/01/2015;23:00:00;1;9.4;0;13;280;1.3;10.7;51
16/01/2015;0:00:00;1;11.8;1;12;272;1.3;10.4;52
17/01/2015;1:00:00;1;14.7;0;11;271;1.1;9.8;52
17/01/2015;2:00:00;1;11.7;0;11;271;1.1;9.3;52
17/01/2015;3:00:00;1;12.1;0;11;272;1.5;9.1;52
17/01/2015;4:00:00;1;12.6;0;11;272;1.6;9.2;54
17/01/2015;5:00:00;1;11.5;4;11;285;1.7;9.0;55
17/01/2015;6:00:00;1;10.2;0;10;283;0.9;8.4;52
17/01/2015;7:00:00;1;9.7;0;10;303;0.5;7.8;50
17/01/2015;8:00:00;1;10.7;1;10;304;0.4;7.2;46
17/01/2015;9:00:00;1;11.2;3;10;309;0.4;7.3;41
17/01/2015;10:00:00;1;12.9;4;9;309;0.2;8.3;35
17/01/2015;11:00:00;1;8.6;4;8;316;0.8;10.5;48
17/01/2015;12:00:00;1;12.4;26;7;233;0.9;11.6;40
17/01/2015;13:00:00;1;6.2;21;7;166;0.7;12.0;43
17/01/2015;14:00:00;1;3.9;19;8;178;0.7;12.2;55
17/01/2015;15:00:00;1;4.8;20;9;131;0.7;12.0;52
17/01/2015;16:00:00;1;4.1;20;10;41;0.5;11.6;61
17/01/2015;17:00:00;1;2.3;13;10;29;0.3;11.5;61
