Fecha;Hora;S02;NO;NO2;PM10;O3;dd;vv;TMP;LL
01/06/2015;12:00:00;4;16.3;15;30;106;210;4.9;23.1;0.0
01/06/2015;13:00:00;4;1.3;3;11;105;216;5.0;23.6;0.0
01/06/2015;14:00:00;3;0.7;2;21;107;217;4.5;24.2;0.0
01/06/2015;15:00:00;4;0.8;2;16;108;221;4.3;24.6;0.0
01/06/2015;16:00:00;4;1.4;3;29;103;212;5.3;23.7;0.0
01/06/2015;17:00:00;4;0.7;1;9;104;216;3.6;23.5;0.0
01/06/2015;18:00:00;4;0.4;1;15;102;226;2.9;23.7;0.0
01/06/2015;19:00:00;4;0.5;1;15;101;229;2.6;23.1;0.0
01/06/2015;20:00:00;4;0.7;2;10;101;238;2.4;22.1;0.0
01/06/2015;21:00:00;3;0.5;2;7;104;255;1.5;21.5;0.0
01/06/2015;22:00:00;4;0.3;2;13;106;203;1.1;20.9;0.0
01/06/2015;23:00:00;4;0.7;8;20;91;176;1.0;20.4;0.0
01/06/2015;0:00:00;4;6.1;69;20;11;227;1.0;18.6;0.0
02/06/2015;1:00:00;4;2.0;39;13;36;287;1.1;18.3;0.0
02/06/2015;2:00:00;4;1.3;30;10;43;288;0.5;18.3;0.0
02/06/2015;3:00:00;4;3.5;43;24;24;203;1.0;17.1;0.0
02/06/2015;4:00:00;5;3.8;41;18;25;294;1.2;16.6;0.0
02/06/2015;5:00:00;5;16.3;71;19;15;307;1.2;16.5;0.0
02/06/2015;6:00:00;5;37.0;85;35;5;314;1.6;16.5;0.0
02/06/2015;7:00:00;5;17.9;75;31;19;314;1.3;18.1;0.0
02/06/2015;8:00:00;5;26.2;82;56;30;259;1.1;20.8;0.0
02/06/2015;9:00:00;5;26.7;74;42;39;214;1.0;23.0;0.0
02/06/2015;10:00:00;4;4.5;21;15;96;218;1.8;23.7;0.0
02/06/2015;11:00:00;4;1.1;3;35;113;222;3.3;23.6;0.0
02/06/2015;12:00:00;4;1.1;3;12;106;212;3.7;23.9;0.0
02/06/2015;13:00:00;4;2.2;3;34;102;211;4.6;23.7;0.0
02/06/2015;14:00:00;4;2.7;4;8;108;215;4.5;24.3;0.0
02/06/2015;15:00:00;3;2.5;5;19;104;220;3.8;24.9;0.0
02/06/2015;16:00:00;4;2.5;3;22;110;230;3.7;24.5;0.0
02/06/2015;17:00:00;4;1.9;2;25;103;226;3.5;24.7;0.0
02/06/2015;18:00:00;4;2.9;7;16;99;228;3.3;24.2;0.0
02/06/2015;19:00:00;4;2.2;4;17;101;227;2.9;23.7;0.0
02/06/2015;20:00:00;4;2.6;15;22;87;224;2.2;23.0;0.0
02/06/2015;21:00:00;4;1.6;7;18;92;234;1.7;22.0;0.0
02/06/2015;22:00:00;4;1.5;5;15;95;273;0.7;21.8;0.0
02/06/2015;23:00:00;4;10.1;75;26;19;111;0.4;20.8;0.0
02/06/2015;0:00:00;4;7.6;57;23;17;284;1.1;19.4;0.0
03/06/2015;1:00:00;5;3.2;52;14;21;320;1.0;19.0;0.0
03/06/2015;2:00:00;4;1.2;25;16;39;323;1.2;18.6;0.0
03/06/2015;3:00:00;4;1.3;29;19;40;312;0.8;18.4;0.0
03/06/2015;4:00:00;4;1.1;22;12;50;314;1.2;17.8;0.0
03/06/2015;5:00:00;4;5.3;44;17;31;321;1.6;17.1;0.0
03/06/2015;6:00:00;5;27.4;80;29;6;323;1.5;16.9;0.0
03/06/2015;7:00:00;6;72.6;91;45;11;275;1.2;18.9;0.0
03/06/2015;8:00:00;5;45.5;91;62;21;311;1.2;22.2;0.0
03/06/2015;9:00:00;4;6.9;43;22;71;242;0.9;25.6;0.0
03/06/2015;10:00:00;4;4.3;28;31;89;241;1.3;27.1;0.0
03/06/2015;11:00:00;4;4.4;27;40;97;222;2.6;26.0;0.0
03/06/2015;12:00:00;3;2.0;8;35;111;211;3.2;25.3;0.0
03/06/2015;13:00:00;4;1.1;3;26;112;225;3.9;25.9;0.0
03/06/2015;14:00:00;4;2.1;8;16;106;237;4.6;25.6;0.0
03/06/2015;15:00:00;4;1.1;3;19;105;233;4.9;26.4;0.0
03/06/2015;16:00:00;4;1.3;3;22;98;236;5.0;25.9;0.0
03/06/2015;17:00:00;4;1.0;5;14;94;239;3.7;25.0;0.0
03/06/2015;18:00:00;3;1.1;8;10;91;240;2.6;24.5;0.0
03/06/2015;19:00:00;3;0.9;3;13;92;225;1.5;24.3;0.0
03/06/2015;20:00:00;4;0.7;2;16;90;196;0.5;23.5;0.0
03/06/2015;21:00:00;4;2.6;35;11;57;132;1.1;22.9;0.0
03/06/2015;22:00:00;5;2.0;44;18;57;221;2.0;22.4;0.0
03/06/2015;23:00:00;5;1.3;40;23;58;187;1.4;21.2;0.0
03/06/2015;0:00:00;5;4.8;69;31;22;314;1.2;20.6;0.0
04/06/2015;1:00:00;6;2.7;39;25;29;293;1.2;19.6;0.0
04/06/2015;2:00:00;5;1.4;22;17;38;288;1.4;18.7;0.0
04/06/2015;3:00:00;5;1.4;22;24;41;164;1.9;17.3;0.0
04/06/2015;4:00:00;5;13.0;54;19;22;313;1.5;17.9;0.0
04/06/2015;5:00:00;5;3.1;32;15;33;312;1.6;17.5;0.0
04/06/2015;6:00:00;5;36.0;67;30;14;310;1.9;17.4;0.0
04/06/2015;7:00:00;6;59.3;87;45;10;313;2.0;19.5;0.0
04/06/2015;8:00:00;5;37.0;78;54;33;261;2.0;22.9;0.0
04/06/2015;9:00:00;5;6.4;30;14;78;159;3.4;25.8;0.0
04/06/2015;10:00:00;4;4.1;23;14;88;159;2.8;27.8;0.0
04/06/2015;11:00:00;4;3.3;18;14;96;234;3.0;29.5;0.0
04/06/2015;12:00:00;4;2.9;15;16;102;143;3.6;30.6;0.0
04/06/2015;13:00:00;3;1.4;8;77;109;209;3.9;27.8;0.0
04/06/2015;14:00:00;4;2.1;13;22;107;237;4.0;26.3;0.0
04/06/2015;15:00:00;4;1.1;3;15;111;240;4.7;26.0;0.0
04/06/2015;16:00:00;4;1.4;3;16;105;248;4.1;26.0;0.0
04/06/2015;17:00:00;3;1.1;3;15;105;245;4.2;25.9;0.0
04/06/2015;18:00:00;4;1.1;3;14;107;242;3.4;26.0;0.0
04/06/2015;19:00:00;4;1.4;8;20;101;242;2.7;25.5;0.0
04/06/2015;20:00:00;4;1.1;7;25;101;245;1.7;24.7;0.0
04/06/2015;21:00:00;4;1.1;15;16;92;265;1.2;23.8;0.0
04/06/2015;22:00:00;4;1.8;32;13;71;269;1.9;23.9;0.0
04/06/2015;23:00:00;4;1.5;34;25;66;130;2.3;22.3;0.0
04/06/2015;0:00:00;4;1.3;41;28;51;203;1.3;21.1;0.0
05/06/2015;1:00:00;4;1.7;35;17;51;238;1.4;20.2;0.0
05/06/2015;2:00:00;4;1.1;19;14;56;319;1.4;20.1;0.0
05/06/2015;3:00:00;4;1.1;25;14;44;315;1.5;19.0;0.0
05/06/2015;4:00:00;4;2.3;35;16;36;321;1.7;18.4;0.0
05/06/2015;5:00:00;5;15.9;55;19;23;261;1.8;17.9;0.0
05/06/2015;6:00:00;6;56.2;94;38;3;233;1.7;18.2;0.0
05/06/2015;7:00:00;6;82.5;109;51;7;322;1.8;20.1;0.0
05/06/2015;8:00:00;6;29.7;71;51;30;314;1.5;23.7;0.0
05/06/2015;9:00:00;5;11.3;49;32;59;267;0.9;26.8;0.0
05/06/2015;10:00:00;4;5.4;21;16;90;203;1.5;28.2;0.0
05/06/2015;11:00:00;4;5.4;25;51;93;236;2.7;27.7;0.0
05/06/2015;12:00:00;4;5.8;26;52;93;213;2.7;27.9;0.0
05/06/2015;13:00:00;4;2.6;5;45;112;209;4.1;26.6;0.0
05/06/2015;14:00:00;4;1.6;4;30;104;225;4.3;26.5;0.0
05/06/2015;15:00:00;4;1.1;2;23;103;222;4.2;26.7;0.0
05/06/2015;16:00:00;3;1.6;4;27;99;226;3.7;26.0;0.0
05/06/2015;17:00:00;4;1.2;2;11;100;219;4.0;25.8;0.0
05/06/2015;18:00:00;4;0.9;2;13;97;224;2.9;25.5;0.0
05/06/2015;19:00:00;4;0.8;2;13;98;215;2.8;24.7;0.0
05/06/2015;20:00:00;4;0.8;2;7;103;208;2.1;23.8;0.0
05/06/2015;21:00:00;4;0.9;9;16;94;219;0.9;22.7;0.0
05/06/2015;22:00:00;4;1.1;9;8;84;180;0.0;22.3;0.0
05/06/2015;23:00:00;4;4.3;34;15;55;124;0.3;21.6;0.0
05/06/2015;0:00:00;5;30.8;84;35;3;243;1.0;20.4;0.0
06/06/2015;1:00:00;4;11.8;63;16;9;280;1.0;19.9;0.0
06/06/2015;2:00:00;4;7.3;52;28;11;295;1.3;19.2;0.0
06/06/2015;3:00:00;5;7.2;44;25;16;205;1.4;17.9;0.0
06/06/2015;4:00:00;5;6.4;45;19;19;262;1.4;18.1;0.0
06/06/2015;5:00:00;5;37.6;62;30;3;212;1.5;17.0;0.0
06/06/2015;6:00:00;6;63.7;67;34;2;192;1.2;16.8;0.0
06/06/2015;7:00:00;5;51.8;74;45;9;272;1.6;19.1;0.0
06/06/2015;8:00:00;5;18.7;62;32;32;242;1.1;22.5;0.0
06/06/2015;9:00:00;6;11.4;54;50;52;236;1.2;24.8;0.0
06/06/2015;10:00:00;5;6.9;37;35;73;229;1.9;26.0;0.0
06/06/2015;11:00:00;4;4.0;23;32;87;209;2.9;25.3;0.0
06/06/2015;12:00:00;4;2.7;15;13;97;207;4.2;25.3;0.0
06/06/2015;13:00:00;4;5.9;29;40;81;213;4.6;25.7;0.0
06/06/2015;14:00:00;4;1.7;6;23;94;216;3.5;26.6;0.0
06/06/2015;15:00:00;4;1.1;2;16;110;213;3.8;27.2;0.0
06/06/2015;16:00:00;4;1.2;3;13;110;216;3.3;27.7;0.0
06/06/2015;17:00:00;4;1.0;2;21;110;215;2.9;27.2;0.0
06/06/2015;18:00:00;4;1.1;3;18;109;215;2.7;26.7;0.0
06/06/2015;19:00:00;4;1.1;3;20;104;220;2.1;26.4;0.0
06/06/2015;20:00:00;4;0.7;3;19;101;210;1.7;25.2;0.0
06/06/2015;21:00:00;4;1.0;3;13;98;203;1.1;23.7;0.0
06/06/2015;22:00:00;4;0.8;2;7;86;148;0.2;23.1;0.0
06/06/2015;23:00:00;5;10.1;68;32;22;157;0.9;21.8;0.0
06/06/2015;0:00:00;5;5.7;68;27;15;316;1.0;21.7;0.0
07/06/2015;1:00:00;5;8.4;59;31;12;260;1.1;20.1;0.0
07/06/2015;2:00:00;5;4.0;42;22;29;321;1.2;20.0;0.0
07/06/2015;3:00:00;5;2.2;38;21;29;278;1.5;18.8;0.0
07/06/2015;4:00:00;5;2.2;31;26;34;171;1.9;17.5;0.0
07/06/2015;5:00:00;4;7.3;44;19;21;141;1.5;17.4;0.0
07/06/2015;6:00:00;5;31.3;69;27;6;217;0.9;17.7;0.0
07/06/2015;7:00:00;5;4.1;37;19;43;300;0.6;21.6;0.0
07/06/2015;8:00:00;4;2.9;23;19;61;280;0.5;24.2;0.0
07/06/2015;9:00:00;4;1.5;13;19;89;300;1.5;26.4;0.0
07/06/2015;10:00:00;4;1.5;8;9;97;256;1.8;28.7;0.0
07/06/2015;11:00:00;4;1.6;11;9;106;180;3.4;30.3;0.0
07/06/2015;12:00:00;5;1.7;12;16;110;106;3.5;31.2;0.0
07/06/2015;13:00:00;5;1.4;8;68;119;150;3.7;29.3;0.0
07/06/2015;14:00:00;4;1.3;7;30;114;189;3.7;26.7;0.0
07/06/2015;15:00:00;4;1.1;3;9;132;207;3.8;27.1;0.0
07/06/2015;16:00:00;4;1.1;3;26;121;226;2.9;27.4;0.0
07/06/2015;17:00:00;4;1.1;5;12;117;235;3.3;27.1;0.0
07/06/2015;18:00:00;4;1.1;7;46;126;234;2.9;26.7;0.0
07/06/2015;19:00:00;4;1.0;4;17;124;233;1.8;26.1;0.0
07/06/2015;20:00:00;4;0.9;3;32;116;204;1.0;25.4;0.0
07/06/2015;21:00:00;4;0.9;3;22;98;178;0.6;23.8;0.0
07/06/2015;22:00:00;4;0.9;2;12;101;186;0.4;23.2;0.0
07/06/2015;23:00:00;4;3.1;26;14;68;140;0.1;23.0;0.0
07/06/2015;0:00:00;4;17.8;92;16;5;202;0.7;22.3;0.0
08/06/2015;1:00:00;5;13.2;66;35;18;152;1.0;21.0;0.0
08/06/2015;2:00:00;5;1.4;35;20;34;317;1.3;21.0;0.0
08/06/2015;3:00:00;4;1.8;32;23;32;282;1.1;20.5;0.0
08/06/2015;4:00:00;5;1.6;33;33;36;168;1.6;19.2;0.0
08/06/2015;5:00:00;4;4.9;52;28;34;236;1.7;19.7;0.0
08/06/2015;6:00:00;4;8.7;49;23;25;311;1.0;19.8;0.0
08/06/2015;7:00:00;5;26.9;64;59;30;146;1.7;20.5;0.0
08/06/2015;8:00:00;4;16.1;63;22;43;186;1.1;23.0;0.0
08/06/2015;9:00:00;5;9.8;49;42;60;224;0.9;25.4;0.0
08/06/2015;10:00:00;4;6.9;35;26;75;230;2.0;24.7;0.0
08/06/2015;11:00:00;4;2.9;11;29;103;214;2.7;25.1;0.0
08/06/2015;12:00:00;4;1.5;6;21;116;216;3.0;25.7;0.0
08/06/2015;13:00:00;4;1.2;5;18;129;206;4.1;26.2;0.0
08/06/2015;14:00:00;4;1.1;3;19;129;199;4.0;26.8;0.0
08/06/2015;15:00:00;4;1.0;2;19;116;190;4.5;26.2;0.0
08/06/2015;16:00:00;4;1.1;2;19;109;202;3.5;26.2;0.0
08/06/2015;17:00:00;4;1.0;2;17;109;209;3.2;25.9;0.0
08/06/2015;18:00:00;4;0.9;2;16;111;200;2.8;25.6;0.0
08/06/2015;19:00:00;4;0.7;2;14;114;201;2.3;25.1;0.0
08/06/2015;20:00:00;4;1.0;3;16;113;197;1.6;24.3;0.0
08/06/2015;21:00:00;4;0.9;2;12;106;189;0.9;23.4;0.0
08/06/2015;22:00:00;4;0.8;9;11;95;118;0.6;23.1;0.0
08/06/2015;23:00:00;4;3.0;72;9;31;277;1.0;23.0;0.0
08/06/2015;0:00:00;4;4.5;68;23;28;261;0.6;23.0;0.0
09/06/2015;1:00:00;5;3.0;59;29;25;279;1.0;22.4;0.0
09/06/2015;2:00:00;4;1.1;19;21;60;283;1.4;22.0;0.0
09/06/2015;3:00:00;5;1.2;26;25;41;134;0.5;20.4;0.0
09/06/2015;4:00:00;5;2.4;41;20;34;241;0.7;20.3;0.0
09/06/2015;5:00:00;5;7.0;51;30;21;118;1.6;19.3;0.0
09/06/2015;6:00:00;5;33.0;86;41;6;241;0.9;19.6;0.0
09/06/2015;7:00:00;5;33.1;72;31;17;69;1.8;20.3;0.0
09/06/2015;8:00:00;5;10.8;51;31;53;194;2.2;23.2;0.0
09/06/2015;9:00:00;4;6.4;37;24;80;157;2.4;26.6;0.0
09/06/2015;10:00:00;4;3.3;23;34;99;161;2.5;28.0;0.0
09/06/2015;11:00:00;4;2.3;6;49;106;208;3.9;25.4;0.0
09/06/2015;12:00:00;4;1.2;3;11;113;207;3.9;26.0;0.0
09/06/2015;13:00:00;4;1.1;2;28;108;210;3.9;26.3;0.0
09/06/2015;14:00:00;4;1.1;2;14;114;213;3.6;26.5;0.0
09/06/2015;15:00:00;4;1.1;4;18;132;226;3.7;27.0;0.0
09/06/2015;16:00:00;4;1.6;4;18;125;225;3.3;27.2;0.0
09/06/2015;17:00:00;4;1.1;2;17;117;238;3.3;26.2;0.0
09/06/2015;18:00:00;5;1.7;8;10;109;232;2.5;26.6;0.0
09/06/2015;19:00:00;4;1.0;2;7;114;235;2.2;26.1;0.0
09/06/2015;20:00:00;4;0.9;4;10;114;226;1.6;25.7;0.0
09/06/2015;21:00:00;4;1.0;3;32;110;207;1.5;24.3;0.0
09/06/2015;22:00:00;4;1.1;3;25;108;194;1.0;23.9;0.0
09/06/2015;23:00:00;4;1.1;16;17;91;272;1.0;23.9;0.0
09/06/2015;0:00:00;4;1.1;23;21;74;165;1.4;23.3;0.0
10/06/2015;1:00:00;4;1.1;16;19;69;220;1.4;22.4;0.0
10/06/2015;2:00:00;4;1.1;14;19;68;177;1.7;21.8;0.0
10/06/2015;3:00:00;4;1.1;12;14;66;320;1.4;21.4;0.0
10/06/2015;4:00:00;4;1.4;17;7;54;316;1.0;21.0;0.0
10/06/2015;5:00:00;5;4.9;42;13;30;326;1.6;20.5;0.0
10/06/2015;6:00:00;5;26.3;72;41;13;264;1.6;20.4;0.0
10/06/2015;7:00:00;5;29.8;78;33;19;308;2.0;21.3;0.0
10/06/2015;8:00:00;4;6.2;34;33;72;219;3.2;23.2;0.0
10/06/2015;9:00:00;4;4.5;22;7;93;156;4.2;25.0;0.0
10/06/2015;10:00:00;4;2.9;16;14;99;149;3.7;26.9;0.0
10/06/2015;11:00:00;4;2.4;14;10;102;166;2.7;29.0;0.0
10/06/2015;12:00:00;4;1.3;5;54;109;191;3.7;28.7;0.0
10/06/2015;13:00:00;4;1.9;6;26;102;234;3.3;27.4;0.0
10/06/2015;14:00:00;4;2.6;13;28;98;235;3.3;27.6;0.0
10/06/2015;15:00:00;4;1.3;4;17;104;237;3.4;27.7;0.0
10/06/2015;16:00:00;4;1.2;3;5;105;251;3.2;27.6;0.0
10/06/2015;17:00:00;4;1.1;3;10;99;239;3.2;27.6;0.0
10/06/2015;18:00:00;4;2.1;13;4;96;139;3.7;29.3;0.0
10/06/2015;19:00:00;4;2.3;24;23;91;71;5.3;28.9;0.0
10/06/2015;20:00:00;4;1.7;19;47;88;112;4.7;27.5;0.0
10/06/2015;21:00:00;4;1.2;15;54;84;199;4.5;25.6;0.0
10/06/2015;22:00:00;4;1.2;13;38;80;75;3.7;24.5;0.0
10/06/2015;23:00:00;4;1.1;7;28;87;145;4.1;23.9;0.0
10/06/2015;0:00:00;4;1.1;5;29;90;183;4.7;23.6;0.0
11/06/2015;1:00:00;4;0.9;4;27;91;161;4.3;23.3;0.0
11/06/2015;2:00:00;4;1.0;3;25;87;172;4.0;23.0;0.0
11/06/2015;3:00:00;4;0.9;3;19;85;208;3.8;22.9;0.0
11/06/2015;4:00:00;4;1.1;10;16;79;295;2.8;22.8;0.0
11/06/2015;5:00:00;4;1.2;18;19;79;240;2.9;23.0;0.0
11/06/2015;6:00:00;4;2.3;29;24;73;235;4.2;23.3;0.0
11/06/2015;7:00:00;4;3.9;30;31;76;159;4.0;23.7;0.0
11/06/2015;8:00:00;4;5.1;29;34;78;189;5.1;24.4;0.0
11/06/2015;9:00:00;4;4.3;20;38;80;182;5.0;25.5;0.0
11/06/2015;10:00:00;4;4.3;18;42;81;138;4.8;27.2;0.0
11/06/2015;11:00:00;4;4.2;20;52;81;102;4.4;28.8;0.0
11/06/2015;12:00:00;4;3.3;15;70;85;115;3.3;29.4;0.0
11/06/2015;13:00:00;4;2.7;8;56;91;225;4.4;27.1;0.0
11/06/2015;14:00:00;4;1.3;4;44;91;212;3.6;27.0;0.0
11/06/2015;15:00:00;4;1.6;4;45;90;208;3.7;26.7;0.0
11/06/2015;16:00:00;4;1.1;2;45;91;204;3.5;26.1;0.0
11/06/2015;17:00:00;4;1.0;3;31;87;190;3.1;25.8;0.0
11/06/2015;18:00:00;4;0.9;2;38;86;172;3.2;25.2;0.0
11/06/2015;19:00:00;4;0.7;2;43;75;165;2.3;24.8;0.0
11/06/2015;20:00:00;4;0.7;3;50;73;213;2.7;24.4;0.0
11/06/2015;21:00:00;4;1.3;18;32;60;197;1.5;24.4;0.0
11/06/2015;22:00:00;4;1.1;5;26;69;229;2.2;24.5;0.0
11/06/2015;23:00:00;4;1.4;13;30;68;296;1.9;25.0;0.0
11/06/2015;0:00:00;4;1.1;5;31;79;267;2.5;24.5;0.0
12/06/2015;1:00:00;4;1.0;4;46;81;296;2.2;24.7;0.0
12/06/2015;2:00:00;4;0.9;3;38;80;297;2.8;24.0;0.0
12/06/2015;3:00:00;4;0.9;2;47;84;253;2.9;23.9;0.0
12/06/2015;4:00:00;4;1.0;5;24;77;282;2.0;23.5;0.0
12/06/2015;5:00:00;4;1.1;7;25;78;317;1.9;23.4;0.0
12/06/2015;6:00:00;4;1.0;5;32;85;308;3.1;23.8;0.0
12/06/2015;7:00:00;4;1.4;11;47;78;258;3.1;23.9;0.0
12/06/2015;8:00:00;4;3.6;16;49;65;202;1.5;23.2;
12/06/2015;9:00:00;4;4.5;26;53;48;170;1.1;23.1;
12/06/2015;10:00:00;4;1.2;6;43;67;225;3.3;23.1;
12/06/2015;11:00:00;2;2.0;4;31;72;234;3.6;23.5;
12/06/2015;12:00:00;;1.8;7;42;68;212;2.7;24.1;
12/06/2015;13:00:00;;1.5;6;27;73;213;3.0;25.4;
12/06/2015;14:00:00;;1.5;6;20;80;205;4.6;25.9;
12/06/2015;15:00:00;;1.5;3;36;82;202;4.2;25.8;
12/06/2015;16:00:00;;0.9;2;31;75;209;4.8;25.4;
12/06/2015;17:00:00;;1.4;2;30;70;207;4.3;25.3;
12/06/2015;18:00:00;;0.2;1;37;65;208;4.0;25.0;
12/06/2015;19:00:00;;0.1;1;38;63;204;3.4;24.4;
12/06/2015;20:00:00;;0.1;1;38;63;204;3.0;23.6;
12/06/2015;21:00:00;;0.2;3;38;62;192;2.4;22.7;
12/06/2015;22:00:00;;0.1;1;36;63;169;1.1;22.2;
12/06/2015;23:00:00;;0.1;2;39;63;197;0.7;22.2;
12/06/2015;0:00:00;;1.5;29;35;32;134;0.4;22.3;
13/06/2015;1:00:00;;9.2;37;36;17;153;0.8;21.5;2.0
13/06/2015;2:00:00;;3.2;27;37;16;195;1.2;20.5;0.0
13/06/2015;3:00:00;;1.9;19;35;23;84;1.0;20.3;0.0
13/06/2015;4:00:00;;1.7;25;35;25;163;0.9;20.6;0.0
13/06/2015;5:00:00;;1.2;16;33;23;325;1.3;20.4;0.0
13/06/2015;6:00:00;;9.6;29;37;6;297;1.0;20.4;0.0
13/06/2015;7:00:00;;23.9;33;45;7;116;1.1;20.7;0.0
13/06/2015;8:00:00;;10.9;28;54;28;200;0.9;22.7;0.0
13/06/2015;9:00:00;;1.4;3;36;62;206;0.9;23.5;0.0
13/06/2015;10:00:00;;1.3;2;39;68;211;1.5;24.0;0.0
13/06/2015;11:00:00;;0.6;2;48;67;200;2.6;24.5;0.0
13/06/2015;12:00:00;;1.3;2;36;70;207;4.3;24.7;0.0
13/06/2015;13:00:00;;1.4;3;27;72;215;4.9;25.3;0.0
13/06/2015;14:00:00;;1.1;3;29;69;215;5.0;25.2;0.0
13/06/2015;15:00:00;;1.0;1;27;67;208;4.6;25.4;0.0
13/06/2015;16:00:00;;1.0;2;26;64;202;4.3;25.3;0.0
13/06/2015;17:00:00;;0.4;2;22;82;196;3.5;24.9;0.0
13/06/2015;18:00:00;;0.4;2;32;82;191;3.9;24.1;0.0
13/06/2015;19:00:00;;0.2;1;32;81;196;3.2;24.0;0.0
13/06/2015;20:00:00;;0.2;1;37;77;203;3.1;23.6;0.0
13/06/2015;21:00:00;;0.2;1;29;82;209;3.2;23.0;0.0
13/06/2015;22:00:00;;0.2;2;31;90;211;3.9;23.1;0.0
13/06/2015;23:00:00;;0.2;3;34;87;204;3.9;23.0;0.0
13/06/2015;0:00:00;;0.2;2;41;88;208;3.9;22.8;0.0
14/06/2015;1:00:00;;0.2;2;47;86;222;3.9;22.8;0.0
14/06/2015;2:00:00;;0.1;2;42;82;227;2.7;22.6;0.0
14/06/2015;3:00:00;;0.1;4;49;82;230;3.4;22.7;0.0
14/06/2015;4:00:00;;0.2;4;49;81;228;3.8;22.5;0.0
14/06/2015;5:00:00;;0.2;4;40;74;240;2.5;22.4;0.0
14/06/2015;6:00:00;;1.1;15;9;29;325;2.0;20.5;0.0
14/06/2015;7:00:00;;3.2;19;25;29;310;1.3;21.2;0.0
14/06/2015;8:00:00;;2.9;16;59;45;233;1.0;23.5;0.0
14/06/2015;9:00:00;;1.4;6;28;69;223;1.9;24.4;0.0
14/06/2015;10:00:00;;0.7;2;45;76;217;3.3;25.5;0.0
14/06/2015;11:00:00;;0.6;3;42;73;225;4.6;25.9;0.0
14/06/2015;12:00:00;;0.8;3;43;78;218;5.0;26.5;0.0
14/06/2015;13:00:00;;0.4;2;38;82;209;5.9;26.2;0.0
14/06/2015;14:00:00;;0.3;1;20;86;210;6.0;26.1;0.0
14/06/2015;15:00:00;;0.3;1;25;87;212;5.7;25.9;0.0
14/06/2015;16:00:00;;0.3;2;17;95;214;5.0;25.3;0.0
14/06/2015;17:00:00;;0.2;2;21;100;212;5.3;25.4;0.0
14/06/2015;18:00:00;;0.1;2;23;107;209;5.0;24.7;0.0
14/06/2015;19:00:00;;0.6;3;26;108;215;4.4;24.1;0.0
14/06/2015;20:00:00;;0.8;2;10;113;212;3.6;23.8;0.0
14/06/2015;21:00:00;;1.6;3;36;107;226;4.5;23.5;0.0
14/06/2015;22:00:00;;0.0;4;19;92;236;3.5;23.0;0.0
14/06/2015;23:00:00;;0.3;8;30;85;229;2.7;22.6;0.0
14/06/2015;0:00:00;;0.3;2;28;96;206;3.7;22.2;0.0
15/06/2015;1:00:00;0;0.1;2;27;100;213;3.4;21.6;0.0
15/06/2015;2:00:00;0;0.1;1;27;104;206;2.3;21.2;0.0
15/06/2015;3:00:00;0;0.0;1;27;104;210;2.0;21.1;0.0
15/06/2015;4:00:00;0;0.5;16;13;49;317;1.5;19.4;0.0
15/06/2015;5:00:00;0;13.2;38;20;23;259;1.2;18.6;0.0
15/06/2015;6:00:00;0;24.2;60;32;8;127;1.7;18.1;0.0
15/06/2015;7:00:00;0;38.7;85;56;11;311;1.4;18.9;0.0
15/06/2015;8:00:00;0;16.5;54;50;39;195;1.2;21.6;0.0
15/06/2015;9:00:00;0;2.0;11;43;81;226;2.3;23.0;0.0
15/06/2015;10:00:00;0;2.0;4;39;87;211;2.7;23.8;0.0
15/06/2015;11:00:00;0;0.6;2;34;89;199;2.7;24.3;0.0
15/06/2015;12:00:00;1;8.4;2;42;91;194;4.0;24.8;0.0
15/06/2015;13:00:00;1;1.5;2;30;85;197;4.6;25.3;0.0
15/06/2015;14:00:00;1;1.0;3;33;85;199;4.7;25.4;0.0
15/06/2015;15:00:00;1;3.2;2;33;83;202;4.4;25.4;0.0
15/06/2015;16:00:00;1;0.9;1;27;82;200;3.8;25.1;0.0
15/06/2015;17:00:00;1;0.9;1;26;81;196;4.1;24.6;0.0
15/06/2015;18:00:00;1;0.9;1;22;82;203;3.5;24.4;0.0
15/06/2015;19:00:00;1;0.5;1;28;87;198;2.9;23.7;0.0
15/06/2015;20:00:00;1;0.7;1;27;87;199;2.5;23.1;0.0
15/06/2015;21:00:00;1;0.5;1;29;85;188;1.6;22.2;0.0
15/06/2015;22:00:00;0;0.7;1;32;84;184;1.1;22.0;0.0
15/06/2015;23:00:00;0;0.6;2;26;82;137;1.2;21.7;0.0
15/06/2015;0:00:00;1;0.5;4;23;85;120;1.0;21.4;0.0
16/06/2015;1:00:00;0;1.9;41;29;30;110;0.9;20.8;0.0
16/06/2015;2:00:00;0;1.1;15;24;45;80;1.1;20.0;0.0
16/06/2015;3:00:00;1;1.5;32;31;30;213;1.0;20.0;0.0
16/06/2015;4:00:00;1;1.2;20;30;52;236;0.9;20.5;0.0
16/06/2015;5:00:00;0;1.1;16;15;71;283;1.2;20.5;0.0
16/06/2015;6:00:00;1;1.6;16;15;70;319;1.5;20.1;0.0
16/06/2015;7:00:00;1;24.2;52;42;15;197;1.3;20.2;0.0
16/06/2015;8:00:00;0;7.6;28;39;55;169;1.6;21.4;0.0
16/06/2015;9:00:00;1;9.3;34;27;57;227;1.1;23.2;0.0
16/06/2015;10:00:00;0;2.7;12;33;83;215;2.4;23.6;0.0
16/06/2015;11:00:00;0;1.2;3;20;99;213;4.0;24.5;0.0
