Fecha;Hora;PM10;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
20/03/2015;11:00:00;n;7.25;14.75;2;0.5575;91.25;23;4.2;62.375;0;935;9.825
20/03/2015;12:00:00;n;7.75;14.5;2.75;0.605;92;22;4.2;61.3;0;934.75;10.475
20/03/2015;13:00:00;n;8;13.5;2;0.6075;93.5;20;4.2;62.15;0;934;10.725
20/03/2015;14:00:00;n;7.75;15;2.5;0.625;93.25;23;3.8;64.2;0;933.25;11.225
20/03/2015;15:00:00;n;8;15;3.5;0.6525;92.25;17;4.1;64.55;0;933;11.225
20/03/2015;16:00:00;n;7.75;14.75;3.25;0.6825;85.5;5;3.3;67.975;0;932;10.95
20/03/2015;17:00:00;n;7.75;13;2;0.645;91;21;4.1;63.1;0;932;11.65
20/03/2015;18:00:00;n;8;15.25;2.25;0.64;92.5;22;3.9;64.05;0;931.75;11.2
20/03/2015;19:00:00;n;8;18.5;2;0.61;87.25;19;3.5;78.7;1.23;932;9.375
20/03/2015;20:00:00;n;8;20;3;0.6175;76.5;15;2.8;90.95;1.23;932;8.375
20/03/2015;21:00:00;n;7.25;17.25;2.75;0.675;80.75;13;2.8;95.075;0;932.25;7.825
20/03/2015;22:00:00;n;7.25;14.75;2;0.6375;84.25;93;2.4;93.575;0;933;7.85
20/03/2015;23:00:00;n;7.75;12.25;2;0.655;94.25;122;2.8;85.375;0;933;8.375
20/03/2015;0:00:00;n;7.75;10.5;2.75;0.6675;91.75;9;2.8;84.375;0;932.5;8.45
21/03/2015;1:00:00;n;7.25;10;2.25;0.63;92.5;15;2.8;80.925;0;932;8.65
21/03/2015;2:00:00;n;7.5;9.75;2;0.6525;86;20;3.4;82.325;0.41;932;8.175
21/03/2015;3:00:00;n;7.5;8.75;2.25;0.645;85;16;3.5;85.375;0;931.75;7.6
21/03/2015;4:00:00;n;8;7.75;2;0.6425;83.25;17;3.1;88.125;0;931;7.15
21/03/2015;5:00:00;n;7.25;7.75;2;0.645;90.75;18;3.6;83.65;0;931;7.3
21/03/2015;6:00:00;n;7.25;6.5;2;0.6125;87.25;18;3.3;91.2;0;931;6.275
21/03/2015;7:00:00;n;8;7.5;2;0.595;88.75;17;2.7;98.4;1.23;931;5.95
21/03/2015;8:00:00;n;8;7.25;2;0.585;85.75;13;2;100;0.41;931;5.65
21/03/2015;9:00:00;n;7.75;9;2;0.575;82.75;9;1.5;100;0.41;931;5.575
21/03/2015;10:00:00;n;8;11.75;3.25;0.5925;74.75;6;1.6;99.65;0;931;6.725
21/03/2015;11:00:00;n;8;10.75;2;0.5975;83.75;25;2.3;83.55;0;931;8.875
21/03/2015;12:00:00;n;8;10.5;2;0.615;86.75;29;2;76.5;0;931;10.75
21/03/2015;13:00:00;n;8.25;11.25;2.25;0.645;88.5;30;2.2;74.1;0;931;11.575
21/03/2015;14:00:00;n;8.25;11.75;2.5;0.6225;93;25;2.3;73.375;0.41;930;11.7
21/03/2015;15:00:00;n;7.75;10.75;2;0.6325;92;6;3;84.35;0;930;10.35
21/03/2015;16:00:00;n;8.25;8.25;2;0.595;92.75;14;3.2;85.1;0;930;9.975
21/03/2015;17:00:00;n;8.25;10;2;0.565;94.5;19;3.6;81.925;0;930;10.05
21/03/2015;18:00:00;n;8;12.5;2;0.615;84.75;19;2.3;87.6;0;930;9.65
21/03/2015;19:00:00;n;8;12.5;2;0.6275;85.75;21;2.9;76.95;0;929.75;10.4
21/03/2015;20:00:00;n;8;14.25;2;0.61;86.25;24;3.6;74.9;0;930;9.9
21/03/2015;21:00:00;n;8;14.5;2;0.6225;78;21;2.9;83.05;0.41;930.75;8.8
21/03/2015;22:00:00;n;8;16.5;2.25;0.655;74.75;20;2.5;83.55;0;931;8.45
21/03/2015;23:00:00;n;8;12.25;2.75;0.6525;72.25;19;2.8;83.625;0;931;8
21/03/2015;0:00:00;n;8;8.25;2;0.6175;77.5;16;2.9;84.875;0;931;7.325
22/03/2015;1:00:00;n;8;8.5;2;0.605;75.25;18;2.3;87.35;0.41;931;7.45
22/03/2015;2:00:00;n;7.75;11.75;3.75;0.615;69.25;18;1.6;95.2;0.41;931.5;7.3
22/03/2015;3:00:00;n;7;6.75;2;0.605;79.5;9;1.6;91.025;0;931.75;7.275
22/03/2015;4:00:00;n;7.5;6.25;2;0.6425;76.75;16;2;91.325;0;931;6.95
22/03/2015;5:00:00;n;7.25;6;2;0.6375;78.5;21;2.5;87.65;0;931;7.125
22/03/2015;6:00:00;n;7.75;6;2;0.6275;78.75;18;2.3;87.05;0;931;7.025
22/03/2015;7:00:00;n;8;6.25;2;0.59;79;16;2.2;90.2;0;931;6.5
22/03/2015;8:00:00;n;7.75;8.75;2.75;0.5775;80;6;1.5;91.5;0;931;6.65
22/03/2015;9:00:00;n;8;7.75;2;0.59;77;14;1.9;90.175;0;931.25;7.175
22/03/2015;10:00:00;n;7.75;7;2;0.585;72.75;20;2.8;84.325;0;931.5;8.1
22/03/2015;11:00:00;n;8;7.75;2;0.5975;77;24;2.7;76.175;0;932;9.475
22/03/2015;12:00:00;n;8.25;7.5;2;0.615;88.5;25;3;66.75;0;932;11.15
22/03/2015;13:00:00;n;8.5;8;2;0.6275;98;31;2.3;58.525;0;931;12.825
22/03/2015;14:00:00;n;8;10;2.25;0.6325;98.25;26;2.5;56.675;0;931;12.625
22/03/2015;15:00:00;n;8;9;2;0.65;96.5;25;3.1;56.675;0;931;12.625
22/03/2015;16:00:00;n;8;7.75;2;0.6675;99.5;29;2.6;52.125;0;930;13.825
22/03/2015;17:00:00;n;8.25;9.25;2;0.655;96.25;30;2;52.175;0;930;13.325
22/03/2015;18:00:00;n;8;11;2.75;0.6525;97.5;30;1.8;53.175;0;930;12.65
22/03/2015;19:00:00;n;8.25;11.75;2;0.65;88.25;25;1.8;58.2;0;930.5;11.775
22/03/2015;20:00:00;n;8;17.75;2;0.64;76.25;23;3;70.675;0;931;9.75
22/03/2015;21:00:00;n;8;18.5;2;0.61;69.5;22;2.8;74.55;0;931.5;8.625
22/03/2015;22:00:00;n;8;13.5;2;0.625;74;18;2.5;74.65;0;932;8.25
22/03/2015;23:00:00;n;8;11;2;0.62;75.25;17;2.2;75.55;0;932.25;8.05
22/03/2015;0:00:00;n;8;12.25;2.75;0.6375;64;180;1.4;86.7;1.23;933;7.225
23/03/2015;1:00:00;n;7.25;10;2;0.6175;57.5;121;0.8;99.425;1.64;932;6.675
23/03/2015;2:00:00;n;8;6.5;2;0.605;57;13;1.4;100;4.51;932;5.975
23/03/2015;3:00:00;n;7.75;7.5;2;0.59;63.25;23;1.2;100;1.23;931.5;6.1
23/03/2015;4:00:00;n;7.5;6.25;2;0.5975;57.75;355;1.3;100;0;931;5.4
23/03/2015;5:00:00;n;7.75;5;2;0.5875;64.75;92;1.3;100;1.23;931;5.05
23/03/2015;6:00:00;n;7.75;4.5;2;0.5875;66.25;357;1.5;100;0.41;931;3.95
23/03/2015;7:00:00;n;7.75;7.75;2;0.55;63.25;4;1.3;100;0.41;930.75;3.45
23/03/2015;8:00:00;n;8;9.5;2;0.56;53;15;1.6;100;1.23;930.75;3.425
23/03/2015;9:00:00;n;8.25;20;7;0.6875;47.5;8;1.4;100;0;931;3.8
23/03/2015;10:00:00;n;8.25;19;5;0.6025;54.75;6;1.5;100;2.46;931;4.175
23/03/2015;11:00:00;n;8.5;22.25;7;0.6;44.3333;123;1.3;100;2.87;930.75;4.75
30/03/2015;17:00:00;n;2.5;10;2.25;0.315;90.75;178;1.2;16.725;0;948.75;28
30/03/2015;18:00:00;n;2;14.5;2.5;0.235;86.5;184;1.5;17.6;0;948;28.225
30/03/2015;19:00:00;n;2;5.5;2;0.1425;83;336;2.4;21.05;0;948;27.2
30/03/2015;20:00:00;n;2;9.25;2;0.1175;76.75;335;2;22.55;0;948;26.475
30/03/2015;21:00:00;n;2;12.5;2;0.1075;68;342;1.9;27.85;0;948.75;23.7
30/03/2015;22:00:00;n;2;15.25;2.25;0.15;65.5;19;0.9;28.775;0;949;22.45
30/03/2015;23:00:00;n;2.75;55.5;4;0.23;24.25;118;0.4;33.225;0;949;20.8
30/03/2015;0:00:00;n;2.75;74;11.5;0.315;8;21;1.3;39;0;949.5;19.125
31/03/2015;1:00:00;n;2.75;68;12.75;0.32;5;17;0.6;46.275;0;950;17.05
31/03/2015;2:00:00;n;2.25;53.25;2.25;0.1675;8;16;1.2;49.825;0;950;15.8
31/03/2015;3:00:00;n;2;15;2;0.085;30.25;179;1;60.425;0;950;13.15
31/03/2015;4:00:00;n;2;13.25;2;0.1025;26.25;315;0.6;64.375;0;950;12.1
31/03/2015;5:00:00;n;2;18.75;2;0.1775;15.75;1;0.5;67.95;0;950;11.3
31/03/2015;6:00:00;n;2;14.5;2;0.14;19.75;121;0.8;69.95;0;949;10.7
31/03/2015;7:00:00;n;2;16.75;2;0.105;14.25;15;1.4;74.05;0;949;9.575
31/03/2015;8:00:00;n;2;24;2.25;0.1225;13.75;20;1.4;71.1;0;949;10
31/03/2015;9:00:00;n;2.5;42.5;14.75;0.205;6.25;5;1;68.825;0;949.75;10.35
31/03/2015;10:00:00;n;3;27;14.75;0.17;10;15;1.3;67.625;0;950;11.1
31/03/2015;11:00:00;n;3.25;31;24;0.2225;10.75;20;0.9;56.775;0;950;15.4
31/03/2015;12:00:00;n;3;34.5;21.5;0.225;21.5;355;0.9;42.675;0;950;20.3
31/03/2015;13:00:00;n;2.5;25;9.25;0.165;48.75;239;1.2;31.9;0;950.25;24.425
31/03/2015;14:00:00;n;2;8.25;2.25;0.145;71.75;336;1.2;26;0;950;27.075
31/03/2015;15:00:00;n;2.25;7.5;2.75;0.215;86;316;2.2;15.15;0;949.5;28.75
31/03/2015;16:00:00;n;2;3.5;2;0.185;92.75;330;1.7;9.475;0;948.75;29.375
31/03/2015;17:00:00;n;2;3.5;2;0.1725;94;317;1.9;10.975;0;948;29.975
31/03/2015;18:00:00;n;2;5.5;2.25;0.15;90;334;2.2;10.525;0;947.75;29.35
31/03/2015;19:00:00;n;2;7;2;0.125;84.5;339;2.2;15.925;0;947;28.525
31/03/2015;20:00:00;n;2;12;2;0.0925;74.5;336;1.9;15.725;0;947.5;27.6
31/03/2015;21:00:00;n;2;9.75;2;0.095;72.5;344;2.5;17.3;0;948;23.975
31/03/2015;22:00:00;n;2;14.25;2;0.085;63.75;18;1.8;21.725;0;948.5;21.225
31/03/2015;23:00:00;n;2;20;2;0.1175;58.75;25;1.8;22.625;0;949;20.525
31/03/2015;0:00:00;n;2;27.75;2;0.135;54;25;1.6;25.675;0;949;19.175
01/09/2015;1:00:00;36;3;20;2;0;24;62;0.9;84.2;0;940;16.8
01/09/2015;2:00:00;30;3;45;3;0;8;50;0.8;82.3;0;940;16.7
01/09/2015;3:00:00;38;3;11;2;0;25;51;0.8;86.8;0;940;15.9
01/09/2015;4:00:00;43;3;9;2;0;27;50;1;86.5;0;940;15.7
01/09/2015;5:00:00;31;3;8;3;0;25;68;1.3;89.9;0;940;15.3
01/09/2015;6:00:00;37;3;7;2;0;25;61;1.5;90;0;940;14.7
01/09/2015;7:00:00;36;3;6;2;0;30;65;1.8;88;0;940;14.2
01/09/2015;8:00:00;19;3;7;2;0;30;67;1.9;86.8;0;940;13.8
01/09/2015;9:00:00;31;3;12;3;0;25;68;1.7;84.7;0;940;14.3
01/09/2015;10:00:00;32;3;11;4;0;29;67;1.6;80.2;0;941;15.3
01/09/2015;11:00:00;33;3;9;5;0;37;42;1.8;71.6;0;941;18
01/09/2015;12:00:00;50;3;11;6;0;58;42;1.6;58.1;0;941;21.5
01/09/2015;13:00:00;49;3;11;3;0;77;43;1.5;48.6;0;941;23.3
01/09/2015;14:00:00;45;3;8;3;0;88;143;1;35.5;0;941;25.7
01/09/2015;15:00:00;19;3;6;2;0;97;51;1;28.9;0;940;27.7
01/09/2015;16:00:00;19;3;7;3;0;105;30;1.2;26;0;940;28
01/09/2015;17:00:00;0;3;5;2;0;109;49;1.4;25.1;0;939;27.8
01/09/2015;18:00:00;18;3;5;2;0;113;43;1.2;23.4;0;938;28.4
01/09/2015;19:00:00;0;3;12;2;0;109;266;1.2;23.8;0;938;29.2
01/09/2015;20:00:00;0;3;27;2;0;103;249;1;26.2;0;938;28
01/09/2015;21:00:00;32;3;55;2;0;80;207;0.4;28.4;0;938;26.6
01/09/2015;22:00:00;0;3;101;4;0;41;202;0.5;32;0;938;25
01/09/2015;23:00:00;0;3;70;2;0;52;227;0.1;36.1;0;938;23.5
01/09/2015;0:00:00;36;3;31;3;0;51;51;1.5;53.4;0;938;21
02/09/2015;1:00:00;45;3;7;2;0;57;61;1.9;59.9;0;939;20.1
02/09/2015;2:00:00;15;3;3;2;0;55;49;1.4;61.8;0;939;19.5
02/09/2015;3:00:00;21;3;4;2;0;52;22;0.7;64.8;0;939;18.6
02/09/2015;4:00:00;19;3;5;2;0;49;24;0.9;68.2;0;939;17.8
02/09/2015;5:00:00;30;3;4;2;0;47;44;1.2;72.4;0;939;16.8
02/09/2015;6:00:00;25;3;5;2;0;42;61;1.5;75.4;0;938;16.2
02/09/2015;7:00:00;23;3;8;2;0;34;59;1;79;0;938;15.8
02/09/2015;8:00:00;30;3;24;5;0;17;52;0.5;81.2;0;938;16
02/09/2015;9:00:00;30;3;35;9;0;24;72;0.5;78.5;0;939;17.3
02/09/2015;10:00:00;53;3;25;6;0;45;83;0.9;70.5;0;939;19
02/09/2015;11:00:00;58;3;14;4;0;64;87;0.8;63.8;0;938;21.2
02/09/2015;12:00:00;53;3;8;3;0;78;148;1.1;54.6;0;939;23.3
02/09/2015;13:00:00;53;3;13;6;0;83;26;0.8;49;0;938;25
02/09/2015;14:00:00;53;3;9;3;0;90;245;1;41;0;938;26.8
02/09/2015;15:00:00;48;3;12;2;0;99;294;1.5;32.2;0;937;27.4
02/09/2015;16:00:00;0;3;14;3;0;108;314;1.4;27.2;0;936;28.7
02/09/2015;17:00:00;0;3;12;2;0;119;275;1.3;25.1;0;936;29.1
02/09/2015;18:00:00;0;3;16;2;0;116;239;1.7;24.8;0;935;28.9
02/09/2015;19:00:00;37;3;18;2;0;113;247;1.6;21.4;0;935;28.5
02/09/2015;20:00:00;0;3;27;2;0;111;239;1.1;21.8;0;934;28.4
02/09/2015;21:00:00;0;4;44;2;0;90;257;0.9;26;0;934;26.4
02/09/2015;22:00:00;46;3;95;3;0;41;204;0.3;28.6;0;935;24.8
02/09/2015;23:00:00;45;3;67;2;0;57;206;0.4;31.1;0;935;23.9
02/09/2015;0:00:00;41;3;55;2;0;62;207;0.6;36;0;935;23.2
03/09/2015;1:00:00;41;3;27;2;0;63;40;1.8;49.1;0;936;21.3
03/09/2015;2:00:00;0;3;3;2;0;61;61;2.4;65.7;0;936;18.6
03/09/2015;3:00:00;31;3;2;2;0;58;65;2;69.7;0;936;17.8
03/09/2015;4:00:00;24;3;3;2;0;58;67;1.9;72.5;0;936;17.2
03/09/2015;5:00:00;34;3;3;2;0;58;27;0.9;74.9;0;936;16.5
03/09/2015;6:00:00;29;3;3;2;0;57;22;0.6;76.7;0;936;15.9
03/09/2015;7:00:00;32;3;15;3;0;35;92;0.6;78.3;0;936;15.8
03/09/2015;8:00:00;35;3;25;2;0;35;29;0.9;79.3;0;936;15
03/09/2015;9:00:00;26;3;37;8;0;22;229;0.4;80.4;0;937;14.9
03/09/2015;10:00:00;39;3;35;11;0;32;228;1.2;68.9;0;937;16.5
03/09/2015;11:00:00;31;3;30;11;0;44;250;1.2;55.9;0;937;19.2
03/09/2015;12:00:00;53;4;38;14;0;60;292;1.2;37.6;0;937;21.3
03/09/2015;13:00:00;61;5;36;11;0;80;250;1.7;26;0;937;23
03/09/2015;14:00:00;0;5;31;7;0;93;247;1.7;26;0;937;23.9
03/09/2015;15:00:00;0;4;15;3;0;115;273;1.5;20.9;0;937;24.7
03/09/2015;16:00:00;46;4;12;3;0;123;253;1.7;20.8;0;937;25
03/09/2015;17:00:00;0;4;11;2;0;128;255;1.4;18.7;0;936;25.8
03/09/2015;18:00:00;34;4;14;3;0;132;260;1.4;14.6;0;936;25.9
03/09/2015;19:00:00;33;4;18;2;0;133;272;0.9;15.3;0;935;25.8
03/09/2015;20:00:00;0;4;30;3;0;126;272;0.6;15.5;0;936;25.5
03/09/2015;21:00:00;0;4;24;2;0;99;35;2.3;30;0;936;22.8
03/09/2015;22:00:00;0;3;9;2;0;82;67;2.9;46.2;0;937;20.4
03/09/2015;23:00:00;25;3;4;2;0;85;69;3.8;48.9;0;937;18.9
03/09/2015;0:00:00;0;3;3;2;0;80;67;3.2;52.5;0;937;17.9
04/09/2015;1:00:00;0;3;2;2;0;74;60;2.8;57.3;0;938;16.9
04/09/2015;2:00:00;27;3;2;2;0;72;62;2.4;61.2;0;938;15.5
04/09/2015;3:00:00;20;3;2;2;0;70;52;2.4;63;0;938;15
04/09/2015;4:00:00;26;3;2;2;0;67;63;2.5;65.8;0;937;14.5
04/09/2015;5:00:00;24;3;2;2;0;68;59;2.5;66.7;0;937;14
04/09/2015;6:00:00;12;3;2;2;0;67;60;2.6;67.7;0;937;13.4
04/09/2015;7:00:00;42;3;2;2;0;65;64;2.4;67.2;0;937;13.3
04/09/2015;8:00:00;14;3;5;2;0;60;61;2;67.7;0;937;13.2
04/09/2015;9:00:00;28;3;9;3;0;56;61;2;66.7;0;937;13.5
04/09/2015;10:00:00;22;3;10;4;0;56;50;1.8;61.8;0;937;15.2
04/09/2015;11:00:00;0;3;10;6;0;60;37;1.5;54.9;0;937;17.7
04/09/2015;12:00:00;0;3;12;6;0;71;26;1.2;48.1;0;938;20.7
04/09/2015;13:00:00;0;3;9;3;0;90;339;1.5;38.8;0;938;22.5
04/09/2015;14:00:00;0;4;12;4;0;105;19;1.4;28.4;0;937;24.1
04/09/2015;15:00:00;0;4;11;3;0;108;215;1.1;27.8;0;936;24.3
04/09/2015;16:00:00;0;3;10;2;0;109;251;1.5;28.1;0;936;24.8
04/09/2015;17:00:00;0;3;5;2;0;120;343;1.9;22;0;936;25.7
04/09/2015;18:00:00;0;3;7;2;0;119;41;3.3;22.1;0;936;24.5
04/09/2015;19:00:00;0;3;7;2;0;103;73;2.8;28.8;0;936;22.9
04/09/2015;20:00:00;0;3;9;3;0;95;94;1.5;36.6;0;937;21.4
04/09/2015;21:00:00;0;3;10;2;0;93;73;2.3;40.9;0;938;19.3
04/09/2015;22:00:00;0;3;9;2;0;84;70;2.8;50.2;0;938;17.8
04/09/2015;23:00:00;0;3;3;2;0;74;61;2.7;59.6;0;940;15.5
04/09/2015;0:00:00;0;3;5;2;0;69;70;3.1;61.1;0;940;15
05/09/2015;1:00:00;0;3;3;2;0;72;67;2.9;58.5;0;941;14.3
05/09/2015;2:00:00;0;3;2;2;0;62;59;2.2;66.2;0;941;12.8
05/09/2015;3:00:00;0;3;2;2;0;62;56;2.1;66.8;0;941;12.2
05/09/2015;4:00:00;0;3;2;2;0;60;49;1.9;68.8;0;941;11.5
05/09/2015;5:00:00;0;3;2;2;0;58;64;2.4;70.5;0;941;10.9
05/09/2015;6:00:00;0;3;2;2;0;56;44;1.3;72.9;0;941;10.2
05/09/2015;7:00:00;0;3;2;2;0;56;63;2.1;72.8;0;941;9.8
05/09/2015;8:00:00;0;3;2;2;0;58;62;1.8;72.4;0;942;9.5
05/09/2015;9:00:00;0;3;2;2;0;57;62;2.1;70.6;0;942;9.6
05/09/2015;10:00:00;0;3;3;2;0;59;47;1.8;63.3;0;943;11.6
05/09/2015;11:00:00;0;2;3;2;0;64;44;1.8;55.4;0;943;14.2
05/09/2015;12:00:00;0;3;4;2;0;68;37;1.8;47.5;0;943;17.3
05/09/2015;13:00:00;0;3;3;2;0;80;27;2;42.3;0;943;19.7
05/09/2015;14:00:00;0;3;3;2;0;92;180;1.3;35.7;0;942;21.9
05/09/2015;15:00:00;0;3;2;2;0;101;22;1.7;28.6;0;942;23.6
05/09/2015;16:00:00;0;3;2;2;0;108;10;1.3;22;0;942;24.2
05/09/2015;17:00:00;0;3;2;2;0;112;51;1.3;18.8;0;941;25.9
05/09/2015;18:00:00;0;3;4;3;0;114;185;1;18.7;0;940;25.5
05/09/2015;19:00:00;0;3;5;2;0;114;29;0.9;18;0;940;25.1
05/09/2015;20:00:00;0;3;20;2;0;102;4;0.4;18.8;0;940;23.9
05/09/2015;21:00:00;0;3;26;3;0;89;52;0.6;21.1;0;940;23
05/09/2015;22:00:00;0;3;19;3;0;79;77;1.2;25;0;941;21.9
05/09/2015;23:00:00;0;3;17;5;0;73;61;1.6;29.7;0;941;20.6
05/09/2015;0:00:00;0;3;8;3;0;77;53;1.1;31.6;0;942;19.7
06/09/2015;1:00:00;0;3;5;2;0;69;62;1.3;40.1;0;942;17.5
06/09/2015;2:00:00;0;3;3;2;0;58;60;1.5;47;0;943;15.6
06/09/2015;3:00:00;0;3;2;2;0;60;64;1.5;51.5;0;943;14.2
06/09/2015;4:00:00;0;2;2;2;0;60;46;1;54.3;0;943;13.6
06/09/2015;5:00:00;0;3;2;2;0;59;64;1.3;56.4;0;943;13.3
06/09/2015;6:00:00;0;3;2;2;0;54;43;0.7;59.5;0;943;12.6
06/09/2015;7:00:00;0;3;3;2;0;48;40;0.9;62.9;0;943;12.1
06/09/2015;8:00:00;0;3;6;2;0;42;52;0.7;64.8;0;944;12
06/09/2015;9:00:00;0;3;9;2;0;39;70;0.8;64.8;0;944;12.6
06/09/2015;10:00:00;0;2;6;3;0;39;68;1;62.7;0;944;13.6
06/09/2015;11:00:00;0;2;4;2;0;59;47;0.5;57.6;0;944;16.8
06/09/2015;12:00:00;0;3;4;3;0;88;181;1;51.2;0;945;19.7
06/09/2015;13:00:00;0;3;4;2;0;99;319;1.1;42.9;0;944;21.5
06/09/2015;14:00:00;0;3;3;2;0;107;177;1.1;36.8;0;944;22.6
06/09/2015;15:00:00;0;3;3;2;0;113;340;1.4;33.3;0;943;23.8
06/09/2015;16:00:00;0;3;2;2;0;120;25;1.3;28.2;0;943;25
06/09/2015;17:00:00;0;3;3;2;0;121;272;1.2;21.8;0;942;26.4
06/09/2015;18:00:00;0;3;4;2;0;121;34;1.9;21.8;0;942;25.9
06/09/2015;19:00:00;0;3;2;2;0;117;45;2.2;24.2;0;942;24.9
06/09/2015;20:00:00;0;3;5;2;0;113;64;1.6;24.5;0;942;24
06/09/2015;21:00:00;0;3;9;2;0;97;65;1.7;25.3;0;942;22.6
06/09/2015;22:00:00;0;3;26;3;0;77;77;1.4;26;0;942;21.7
06/09/2015;23:00:00;0;2;38;4;0;60;60;0.7;29.7;0;943;20.2
06/09/2015;0:00:00;0;3;21;3;0;72;89;1;31.4;0;944;19.8
07/09/2015;1:00:00;0;3;10;2;0;75;19;1.3;42;0;944;18.5
07/09/2015;2:00:00;0;3;5;2;0;78;200;0.9;54.1;0;944;17.2
07/09/2015;3:00:00;0;3;10;2;0;59;54;1.3;56.8;0;944;16
07/09/2015;4:00:00;0;3;2;2;0;62;48;1;57.4;0;944;14.1
07/09/2015;5:00:00;0;3;2;2;0;58;51;0.9;59.5;0;944;13.5
07/09/2015;6:00:00;0;3;3;2;0;51;50;0.9;63;0;943;13.1
07/09/2015;7:00:00;0;3;5;2;0;52;26;0.5;65;0;944;12.7
07/09/2015;8:00:00;0;3;17;3;0;37;61;0.9;66.3;0;944;13.2
07/09/2015;9:00:00;0;3;37;7;0;19;29;0.7;66.9;0;944;13.5
07/09/2015;10:00:00;0;3;28;6;0;27;60;1.3;65.3;0;944;13.4
07/09/2015;11:00:00;0;2;13;5;0;42;47;1.5;62.6;0;944;14.6
07/09/2015;12:00:00;0;4;8;5;0;58;40;1.3;60.2;0;944;17.5
07/09/2015;13:00:00;0;3;4;3;0;81;25;1.1;49.4;0;944;21.4
07/09/2015;14:00:00;0;0;0;0;0;0;42;1.4;34.7;0;943;23.8
07/09/2015;15:00:00;0;3;6;3;0;100;4;1.2;26.5;0;942;24.6
07/09/2015;16:00:00;0;3;4;2;0;102;26;1;23.1;0;942;24.3
07/09/2015;17:00:00;0;0;0;0;0;0;51;0.6;17.7;0;941;25.5
07/09/2015;18:00:00;14;3;7;2;0;106;60;1.1;15.5;0;941;25.7
07/09/2015;19:00:00;12;3;6;2;0;102;355;0.6;18.6;0;941;24.6
07/09/2015;20:00:00;16;3;25;2;0;81;225;1.5;24.5;0;941;23.6
07/09/2015;21:00:00;18;3;30;2;0;66;227;1.4;40.1;0;941;21.6
07/09/2015;22:00:00;48;2;39;2;0;48;227;1.1;48;0;941;20.4
07/09/2015;23:00:00;29;3;26;2;0;53;209;1.2;54;0;942;19.5
07/09/2015;0:00:00;32;3;18;2;0;55;200;1.6;60;0;942;18.6
08/09/2015;1:00:00;15;3;10;2;0;67;190;2;59.8;0;942;18
08/09/2015;2:00:00;8;3;8;3;0;67;168;2;60.8;0;942;17.2
08/09/2015;3:00:00;18;3;11;2;0;60;284;0.3;62.4;0;942;16.7
08/09/2015;4:00:00;16;3;15;2;0;51;48;0.4;65.9;0;941;16.1
08/09/2015;5:00:00;36;3;14;2;0;48;267;0.3;68.8;0;941;15.2
08/09/2015;6:00:00;24;3;15;2;0;48;54;0.4;68.9;0;941;14.9
08/09/2015;7:00:00;21;3;24;2;0;28;8;0.1;71.5;0;941;14.4
08/09/2015;8:00:00;9;3;41;4;0;7;9;0.3;75.1;0;941;13.5
08/09/2015;9:00:00;17;4;52;28;0;3;310;0.3;74.9;0;941;13.1
08/09/2015;10:00:00;34;4;40;29;0;9;25;0.5;70.6;0;941;13.7
08/09/2015;11:00:00;43;3;35;19;0;34;350;0.7;60.8;0;941;17.2
08/09/2015;12:00:00;41;3;18;5;0;70;220;0.8;49.4;0;941;19.7
08/09/2015;13:00:00;39;4;19;5;0;82;293;1.1;39.5;0;941;21.3
08/09/2015;14:00:00;39;5;13;3;0;93;245;1.2;27.2;0;940;23.3
08/09/2015;15:00:00;31;4;8;2;0;106;94;1.7;22;0;940;24.3
08/09/2015;16:00:00;32;3;6;2;0;117;144;1.2;18.3;0;939;25.9
08/09/2015;17:00:00;30;3;5;2;0;128;27;1.7;16.6;0;938;26.5
08/09/2015;18:00:00;14;3;8;3;0;130;274;1.7;16.8;0;938;26.7
08/09/2015;19:00:00;22;4;14;2;0;127;282;1.5;17.8;0;938;26.6
08/09/2015;20:00:00;20;4;11;3;0;121;23;1.6;14.6;0;938;26.3
08/09/2015;21:00:00;30;3;22;4;0;101;26;1.7;14.5;0;938;24.3
08/09/2015;22:00:00;32;3;34;6;0;77;73;1.1;18.4;0;939;22.4
08/09/2015;23:00:00;36;3;73;5;0;41;121;0.2;19.7;0;939;20.8
08/09/2015;0:00:00;36;3;52;2;0;60;175;0.3;19.3;0;939;20.3
09/09/2015;1:00:00;19;3;39;3;0;55;36;0.7;23.6;0;939;18.2
09/09/2015;2:00:00;27;3;6;2;0;77;46;1.1;26.5;0;939;16.7
09/09/2015;3:00:00;27;3;10;2;0;60;26;0.5;32.6;0;939;14.7
09/09/2015;4:00:00;30;3;12;7;0;55;48;0.6;34.4;0;939;14.1
09/09/2015;5:00:00;64;3;5;3;0;59;60;1.1;39.9;0;939;12.6
09/09/2015;6:00:00;27;3;3;2;0;59;76;1.6;43.3;0;939;11.9
09/09/2015;7:00:00;28;3;9;2;0;51;47;0.6;43.9;0;939;12.3
09/09/2015;8:00:00;27;3;28;3;0;33;64;1.1;51.8;0;939;11.4
09/09/2015;9:00:00;25;3;33;10;0;27;44;0.8;53;0;940;10.8
09/09/2015;10:00:00;28;3;18;7;0;42;68;1.4;54.6;0;940;12.3
09/09/2015;11:00:00;24;4;27;12;0;41;26;0.8;48.7;0;940;16.6
09/09/2015;12:00:00;32;3;32;10;0;56;45;0.5;43.7;0;940;19.9
