Fecha;Hora;PM10;SO2;NO2;NO;CO;O3;dd;vv;HR;LL;PRB;TMP
28/09/2015;21:00:00;25;2;29;3;0;70;201;2;34.8;0;942;19.2
28/09/2015;22:00:00;11;2;25;3;0;66;223;1;34.8;0;942;18.9
28/09/2015;23:00:00;32;2;14;2;0;72;171;2.3;40.1;0;943;17.9
28/09/2015;0:00:00;32;2;10;2;0;75;81;0.9;44.5;0;943;17.1
29/09/2015;1:00:00;24;3;10;4;0;81;137;1.1;48.4;0;943;16.3
29/09/2015;2:00:00;31;2;2;2;0;87;95;1.1;51.6;0;943;15.7
29/09/2015;3:00:00;28;3;2;2;0;87;167;1;53;0;943;15
29/09/2015;4:00:00;25;3;6;2;0;55;24;0.9;60.9;0;943;12.9
29/09/2015;5:00:00;16;3;13;2;0;57;175;0.7;62.2;0;943;12.8
29/09/2015;6:00:00;21;2;13;2;0;40;48;0.7;67.3;0;942;11.1
29/09/2015;7:00:00;25;3;19;2;0;32;44;0.6;71.3;0;942;10
29/09/2015;8:00:00;18;3;32;6;0;13;41;0.6;72.5;0;942;9.4
29/09/2015;9:00:00;28;3;39;21;0;13;45;0.8;75;0;941;8.8
29/09/2015;10:00:00;30;3;26;17;0;23;38;1;71;0;941;9.9
29/09/2015;11:00:00;35;3;21;13;0;36;59;0.9;63.3;0;941;12.8
29/09/2015;12:00:00;42;3;24;9;0;61;315;0.8;50.7;0;941;16.7
29/09/2015;13:00:00;40;3;14;4;0;85;221;1.1;43.8;0;940;18.8
29/09/2015;14:00:00;25;4;16;5;0;88;58;0.9;38.4;0;940;20.5
29/09/2015;15:00:00;37;4;14;4;0;92;348;1.2;33.5;0;939;22
29/09/2015;16:00:00;34;3;11;4;0;95;198;1.1;29.7;0;938;22.3
29/09/2015;17:00:00;26;3;7;2;0;94;247;1.3;26;0;937;23.4
29/09/2015;18:00:00;30;3;8;2;0;92;204;1.6;26;0;937;22.6
29/09/2015;19:00:00;2;4;25;5;0;75;242;0.8;26.1;0;937;21.9
29/09/2015;20:00:00;33;4;37;7;0;66;232;1.4;28.4;0;937;20.5
29/09/2015;21:00:00;19;3;38;3;0;64;225;1.3;35.2;0;937;18.9
29/09/2015;22:00:00;23;3;61;5;0;44;232;0.4;39.2;0;938;18
29/09/2015;23:00:00;32;3;50;2;0;51;216;0.8;42.7;0;938;16.9
29/09/2015;0:00:00;41;3;32;2;0;59;231;0.7;45.6;0;938;16.3
30/09/2015;1:00:00;24;3;22;2;0;68;221;1.3;48.8;0;939;16.3
30/09/2015;2:00:00;25;3;4;2;0;78;201;1.3;55.4;0;939;15.4
30/09/2015;3:00:00;37;3;5;2;0;76;342;0.8;59.8;0;939;14.8
30/09/2015;4:00:00;25;3;2;2;0;82;228;1.1;62.3;0;939;14.6
30/09/2015;5:00:00;32;3;11;6;0;74;225;0.5;64.9;0;939;14.4
30/09/2015;6:00:00;26;3;7;2;0;73;218;0.5;67.1;0;939;14
30/09/2015;7:00:00;23;3;9;2;0;70;162;0.4;68.6;0;939;13.5
30/09/2015;8:00:00;17;3;33;2;0;47;355;0.5;70;0;939;13.3
30/09/2015;9:00:00;16;3;49;7;0;31;42;0.6;71.4;0;940;13.1
30/09/2015;10:00:00;30;3;36;7;0;44;21;0.8;65.3;0;940;14.8
30/09/2015;11:00:00;33;3;25;5;0;59;21;1;65.4;0;941;14.8
30/09/2015;12:00:00;0;3;40;8;0;48;350;0.9;63.2;0;941;15.5
30/09/2015;13:00:00;34;3;24;6;0;69;359;1.4;57.5;0;941;17.2
30/09/2015;14:00:00;42;4;21;7;0;73;250;0.9;50.2;0;941;18.9
30/09/2015;15:00:00;40;4;22;6;0;85;309;1.3;41.5;0;941;20.3
30/09/2015;16:00:00;41;5;17;4;0;99;251;1.3;35.1;0;940;21.6
30/09/2015;17:00:00;36;4;16;3;0;108;294;0.9;32.5;0;940;22
30/09/2015;18:00:00;36;4;13;2;0;116;249;1.5;31.5;0;940;21.8
30/09/2015;19:00:00;21;4;29;3;0;100;270;0.9;33.1;0;941;21.3
30/09/2015;20:00:00;27;3;41;2;0;83;264;0.8;34.2;0;941;20.7
30/09/2015;21:00:00;28;3;65;5;0;60;260;0.6;37;0;942;19.3
30/09/2015;22:00:00;30;3;51;3;0;55;63;0.3;40.4;0;942;18.2
30/09/2015;23:00:00;35;4;90;6;0;21;173;0.4;44;0;943;17.4
30/09/2015;0:00:00;39;3;77;7;0;22;25;0.6;48.3;0;943;15.7
04/08/2015;15:00:00;0;0;0;0;0;0;231;0.3;19.4;0.41;940;33.6
04/08/2015;16:00:00;108;17;28;7;0;133;341;0.6;18.5;0;939;33.4
04/08/2015;17:00:00;78;7;11;2;0;145;299;0.5;15.7;0;938;33.7
04/08/2015;18:00:00;2;5;10;2;0;153;251;0.4;15.6;0;938;33.9
04/08/2015;19:00:00;19;6;14;2;0;153;256;0.3;14.9;0;938;34
04/08/2015;20:00:00;41;6;19;2;0;137;269;0.2;12.5;0;937;34.1
04/08/2015;21:00:00;40;6;29;2;0;121;250;0.1;14;0;937;33.4
04/08/2015;22:00:00;36;7;54;2;0;86;226;0.1;16.9;0;937;30.9
04/08/2015;23:00:00;36;6;86;3;0;49;211;0.1;17.1;0;938;29.4
04/08/2015;0:00:00;32;7;115;4;0;23;204;0.1;15.8;0;938;28.3
05/08/2015;1:00:00;28;8;78;4;0;45;208;0.1;16.5;0;938;27.3
05/08/2015;2:00:00;32;7;102;13;0;3;45;0.1;25.5;0;938;24.9
05/08/2015;3:00:00;52;7;73;4;0;16;48;0.1;27.9;0;938;23.1
05/08/2015;4:00:00;40;6;32;2;0;42;26;0.1;30.9;0;938;20.6
05/08/2015;5:00:00;21;6;16;2;0;51;21;0.1;32.2;0;938;20
05/08/2015;6:00:00;46;6;8;2;0;60;64;0.1;36.9;0;938;19.3
05/08/2015;7:00:00;33;6;13;2;0;57;48;0.1;37;0;938;18.9
05/08/2015;8:00:00;33;6;33;4;0;37;58;0.1;38.8;0;938;19.9
05/08/2015;9:00:00;43;6;33;6;0;38;49;0.1;43.2;0;939;18.2
05/08/2015;10:00:00;44;6;22;4;0;54;48;0.1;42.4;0;939;20.1
05/08/2015;11:00:00;51;7;16;2;0;79;66;0.1;38.2;0;939;25.1
05/08/2015;12:00:00;70;7;32;5;0;77;312;0.1;31.7;0;939;28
05/08/2015;13:00:00;64;7;24;3;0;104;251;0.2;23;0;939;30.5
05/08/2015;14:00:00;52;8;18;3;0;120;253;0.3;18.7;0;939;31.8
05/08/2015;15:00:00;46;8;16;2;0;133;273;0.5;14.4;0;938;33
05/08/2015;16:00:00;51;8;16;2;0;143;250;0.5;12;0;938;33.7
05/08/2015;17:00:00;42;7;12;2;0;142;252;0.7;9;0;937;34.6
05/08/2015;18:00:00;34;7;17;2;0;131;253;0.8;7.5;0;937;35.2
05/08/2015;19:00:00;26;7;18;2;0;125;243;1.4;6.9;0;937;35.5
05/08/2015;20:00:00;31;7;23;2;0;117;261;1;6.9;0;936;35.5
05/08/2015;21:00:00;28;6;32;2;0;103;248;0.3;6.5;0;936;34.5
05/08/2015;22:00:00;37;6;55;2;0;73;200;0.1;8.7;0;937;31.4
05/08/2015;23:00:00;40;7;75;2;0;48;208;0.1;9.9;0;938;29.7
05/08/2015;0:00:00;34;8;103;10;0;25;200;0.1;11.5;0;938;28.5
06/08/2015;1:00:00;44;9;66;2;0;49;207;0.1;12.5;0;938;27.4
06/08/2015;2:00:00;29;8;72;2;0;24;54;0.1;17.2;0;938;24.8
06/08/2015;3:00:00;36;7;66;2;0;24;51;0.1;20.8;0;938;22.3
06/08/2015;4:00:00;36;6;17;2;0;58;62;0.6;23.4;0;938;20
06/08/2015;5:00:00;31;6;14;3;0;57;52;0.1;23.9;0;938;19.4
06/08/2015;6:00:00;32;6;14;2;0;56;51;0.1;25.2;0;938;18.6
06/08/2015;7:00:00;23;6;16;2;0;51;53;0.1;26.4;0;938;17.9
06/08/2015;8:00:00;23;6;29;3;0;41;54;0.1;26.6;0;939;17.8
06/08/2015;9:00:00;34;7;49;12;0;28;47;0.1;29.9;0;939;17.2
06/08/2015;10:00:00;48;6;26;5;0;50;52;0.1;25.8;0;939;20.5
06/08/2015;11:00:00;44;7;35;8;0;59;27;0.1;20.9;0;940;25.4
06/08/2015;12:00:00;49;7;27;4;0;98;354;0.1;14.3;0;939;29.8
06/08/2015;13:00:00;51;9;26;3;0;110;24;0.2;9.1;0;939;32.4
06/08/2015;14:00:00;44;9;21;2;0;123;288;1;8.2;0;938;34.4
06/08/2015;15:00:00;43;8;20;3;0;137;254;0.9;6.8;0;938;35.9
06/08/2015;16:00:00;41;8;17;2;0;132;256;1.5;6.6;0;937;36.7
06/08/2015;17:00:00;61;7;13;2;0;129;254;2;6.1;0;937;36.3
06/08/2015;18:00:00;50;7;20;2;0;114;253;1.7;5.3;0;937;35.6
06/08/2015;19:00:00;41;7;16;2;0;118;266;1.3;3.9;0;937;36.4
06/08/2015;20:00:00;47;7;23;2;0;116;234;1.2;4;0;936;35.8
06/08/2015;21:00:00;41;7;31;2;0;101;250;0.9;4.5;0;937;34.8
06/08/2015;22:00:00;33;7;44;2;0;84;256;0.4;5.9;0;937;31.7
06/08/2015;23:00:00;45;7;70;2;0;51;191;0.1;7.1;0;938;29.5
06/08/2015;0:00:00;38;7;72;2;0;47;203;0.1;8;0;938;28.5
07/08/2015;1:00:00;38;8;52;2;0;61;201;0.2;7.5;0;938;28.3
07/08/2015;2:00:00;38;6;50;4;0;58;209;0.2;7.9;0;938;27.1
07/08/2015;3:00:00;27;7;38;2;0;67;179;0.1;9.3;0;938;26
07/08/2015;4:00:00;36;7;17;2;0;69;183;0.3;16.6;0;938;24.9
07/08/2015;5:00:00;54;7;10;2;0;65;191;0.1;23.6;0;938;23.7
07/08/2015;6:00:00;54;6;8;2;0;47;27;0.1;24.2;0;938;18.8
07/08/2015;7:00:00;24;6;14;3;0;38;44;0.1;25.3;0;938;18.3
07/08/2015;8:00:00;28;6;25;4;0;32;46;0.1;27;0;938;17.3
07/08/2015;9:00:00;34;7;35;9;0;31;41;0.1;27.7;0;939;17.1
07/08/2015;10:00:00;36;7;49;19;0;23;28;0.1;25.3;0;940;21.6
07/08/2015;11:00:00;61;8;32;7;0;62;42;0.1;18.9;0;940;25.6
07/08/2015;12:00:00;72;8;37;6;0;76;350;0.1;15.2;0;940;30
07/08/2015;13:00:00;70;8;22;4;0;97;246;0.8;11.8;0;940;32.4
07/08/2015;14:00:00;40;8;15;2;0;106;249;1.1;11.1;0;939;33.4
07/08/2015;15:00:00;77;8;18;3;0;115;239;1.3;10.9;0;939;34.3
07/08/2015;16:00:00;95;7;17;2;0;125;247;1.5;10.9;0;939;34.9
07/08/2015;17:00:00;126;8;17;2;0;118;254;1.6;11.2;0;938;35.1
07/08/2015;18:00:00;154;7;16;2;0;104;232;1.5;10.9;0;938;34.7
07/08/2015;19:00:00;177;7;20;2;0;93;234;1.9;10.3;0;937;35
07/08/2015;20:00:00;215;7;26;2;0;85;223;0.9;10.9;0;937;34.1
07/08/2015;21:00:00;189;9;40;2;0;72;245;0.6;11.9;0;937;32.8
07/08/2015;22:00:00;145;8;35;2;0;79;228;1.4;14.2;0;939;31.7
07/08/2015;23:00:00;135;7;10;2;0;91;230;2;17;0;939;30.8
07/08/2015;0:00:00;175;7;6;2;0;79;205;2.6;20.7;0;940;29.7
08/08/2015;1:00:00;185;7;4;2;0;77;200;3.2;24.1;0;940;28.3
08/08/2015;2:00:00;103;7;6;3;0;75;210;2.3;25;0;940;27.4
08/08/2015;3:00:00;75;6;7;2;0;74;273;0.7;25.8;0;940;26.8
08/08/2015;4:00:00;63;7;7;2;0;72;181;1;26.7;0;940;26.3
08/08/2015;5:00:00;60;7;5;2;0;73;244;0.2;27.6;0;939;25.9
08/08/2015;6:00:00;62;6;8;2;0;70;175;1.5;27.4;0;939;25.8
08/08/2015;7:00:00;56;6;8;2;0;61;201;1.1;41.2;2.46;939;23.7
08/08/2015;8:00:00;69;6;5;2;0;63;178;4.7;44.9;0.41;940;22.7
08/08/2015;9:00:00;72;6;12;2;0;58;213;1;45.4;0;941;22.7
08/08/2015;10:00:00;80;7;14;2;0;56;172;0.5;44.5;0;942;23.3
08/08/2015;11:00:00;84;7;8;2;0;64;176;1.1;48.5;0;942;23
08/08/2015;12:00:00;87;7;8;2;0;58;85;0.6;51.9;0;942;23.1
08/08/2015;13:00:00;79;6;11;2;0;63;198;1.4;47.3;0;942;24.3
08/08/2015;14:00:00;67;7;13;3;0;71;204;1.4;42.1;0;942;25.3
08/08/2015;15:00:00;78;7;8;2;0;87;225;2.1;33.7;0;941;27.7
08/08/2015;16:00:00;76;6;6;2;0;102;227;2.6;25.5;0;941;30
08/08/2015;17:00:00;87;7;6;2;0;107;224;2.6;27.9;0;940;30
08/08/2015;18:00:00;101;7;6;2;0;107;229;2.5;28.7;0;940;30.2
08/08/2015;19:00:00;84;7;6;2;0;103;227;2.4;27.9;0;939;30
08/08/2015;20:00:00;68;7;7;2;0;92;222;1.7;29.3;0;940;29.4
08/08/2015;21:00:00;69;7;10;2;0;87;199;1.2;31.8;0;940;28.8
08/08/2015;22:00:00;67;7;6;2;0;81;74;2.8;39.2;0;941;25.7
08/08/2015;23:00:00;65;6;4;2;0;55;74;2.8;57.6;0;943;22.9
08/08/2015;0:00:00;43;6;3;2;0;56;75;3.2;59;0;943;20.5
09/08/2015;1:00:00;30;6;2;2;0;51;70;3.3;66.2;0;944;18.6
09/08/2015;2:00:00;28;6;2;2;0;46;67;3.1;70.8;0;944;17.4
09/08/2015;3:00:00;29;6;2;2;0;41;65;2.6;75;0;944;15.9
09/08/2015;4:00:00;30;6;2;2;0;41;64;2.4;75.8;0;944;14.8
09/08/2015;5:00:00;24;6;2;2;0;43;63;2.5;75.5;0;944;14.1
09/08/2015;6:00:00;27;6;2;2;0;46;61;2.5;75;0;943;13.5
09/08/2015;7:00:00;19;6;2;2;0;46;69;2.6;76.4;0;944;12.7
09/08/2015;8:00:00;26;6;2;2;0;47;65;2.5;76.1;0;944;12.2
09/08/2015;9:00:00;25;6;2;2;0;54;63;2.5;70.4;0;945;12.9
09/08/2015;10:00:00;29;6;2;2;0;64;63;2.5;58.4;0;945;15.3
09/08/2015;11:00:00;28;6;2;2;0;71;63;2.2;47.2;0;944;18.5
09/08/2015;12:00:00;29;7;2;2;0;80;70;1.2;34.6;0;944;22
09/08/2015;13:00:00;31;6;2;2;0;86;39;1.1;26.5;0;944;24.6
09/08/2015;14:00:00;41;7;2;2;0;92;53;1.1;20.5;0;943;27
09/08/2015;15:00:00;27;6;2;2;0;109;24;1;14.6;0;943;28.4
09/08/2015;16:00:00;31;7;2;2;0;114;22;1;10.2;0;942;29.9
09/08/2015;17:00:00;16;7;2;2;0;113;34;1.1;9.1;0;942;31.4
09/08/2015;18:00:00;21;7;2;2;0;117;315;0.6;8.4;0;941;32
09/08/2015;19:00:00;12;7;2;2;0;123;152;1.1;8.6;0;941;32.1
09/08/2015;20:00:00;26;7;2;2;0;127;315;0.3;8.4;0;940;32.7
09/08/2015;21:00:00;23;7;7;2;0;116;69;0.6;9;0;940;31.9
09/08/2015;22:00:00;31;7;16;2;0;87;75;1;13.5;0;941;28.8
09/08/2015;23:00:00;40;7;15;2;0;79;66;1.1;17.2;0;941;26.4
09/08/2015;0:00:00;28;6;12;2;0;76;63;1.9;20.7;0;941;23.8
10/08/2015;1:00:00;16;6;5;2;0;74;60;1.8;28.8;0;942;21.9
10/08/2015;2:00:00;32;6;2;2;0;64;53;1.6;42.5;0;942;19.9
10/08/2015;3:00:00;28;6;2;2;0;61;65;1.8;50.7;0;942;18.4
10/08/2015;4:00:00;25;6;2;2;0;59;61;1.6;56.1;0;942;17.3
10/08/2015;5:00:00;22;6;2;2;0;57;67;1.9;59.7;0;942;16.4
10/08/2015;6:00:00;26;6;2;2;0;54;65;1.7;62.1;0;941;15.8
10/08/2015;7:00:00;15;6;3;2;0;52;63;1.5;64.8;0;941;15
10/08/2015;8:00:00;24;6;5;3;0;47;62;1.5;66.8;0;941;14.4
10/08/2015;9:00:00;37;6;6;2;0;49;61;1.8;66.7;0;942;14.5
10/08/2015;10:00:00;30;6;4;2;0;59;62;1.7;59;0;942;16.7
10/08/2015;11:00:00;37;7;5;2;0;66;59;1.1;46.7;0;941;20.5
10/08/2015;12:00:00;53;7;6;2;0;78;40;0.8;33.1;0;941;24.9
10/08/2015;13:00:00;74;7;14;3;0;94;320;1;15.6;0;940;29.8
10/08/2015;14:00:00;41;8;26;4;0;98;290;1;11.5;0;940;31.5
10/08/2015;15:00:00;49;8;20;2;0;109;235;1.5;11.8;0;939;32.8
10/08/2015;16:00:00;53;8;16;2;0;126;266;1.3;10.4;0;939;34.2
10/08/2015;17:00:00;57;7;10;2;0;146;243;1.3;9.9;0;938;34.9
10/08/2015;18:00:00;42;7;8;2;0;163;338;0.8;9.7;0;937;35.3
10/08/2015;19:00:00;41;8;14;2;0;167;267;1.2;9.9;0;937;35.4
10/08/2015;20:00:00;54;7;24;2;0;160;243;1;10.7;0;937;34.6
10/08/2015;21:00:00;55;7;39;2;0;129;225;0.4;12.5;0;937;32.9
10/08/2015;22:00:00;64;7;50;2;0;83;37;0.2;15.2;0;937;30.9
10/08/2015;23:00:00;61;7;55;2;0;67;186;0.3;16.8;0;937;29.6
10/08/2015;0:00:00;60;7;27;2;0;73;51;0.6;17.9;0;937;28.5
11/08/2015;1:00:00;63;7;14;2;0;78;24;0.7;19.8;0;938;27.2
11/08/2015;2:00:00;66;7;9;2;0;71;62;1.5;24.4;0;938;24.4
11/08/2015;3:00:00;0;7;6;2;0;65;48;0.3;27.2;0;937;23.2
11/08/2015;4:00:00;62;7;6;2;0;59;28;1;32.1;0;937;21.2
11/08/2015;5:00:00;54;7;4;2;0;62;51;0.4;32.3;0;937;21.1
11/08/2015;6:00:00;45;7;6;2;0;62;153;0.7;31.2;0;936;22.5
11/08/2015;7:00:00;63;7;15;2;0;48;21;0.5;39.9;0;936;20.8
11/08/2015;8:00:00;53;7;24;2;0;44;110;0.8;46;0;936;21.2
11/08/2015;9:00:00;77;7;30;7;0;40;38;0.3;47.5;0;937;21.8
11/08/2015;10:00:00;56;7;21;5;0;49;42;0.3;41.4;0;937;22.4
11/08/2015;11:00:00;71;8;19;4;0;65;40;0.6;40;0;937;26.4
11/08/2015;12:00:00;86;7;23;7;0;77;329;1;36;0;937;29.2
11/08/2015;13:00:00;104;7;19;3;0;109;268;1.6;30.4;0;937;30.4
11/08/2015;14:00:00;109;7;15;2;0;135;288;1.8;24.1;0;937;32
11/08/2015;15:00:00;93;8;14;2;0;134;222;1.6;21.3;0;937;32.9
11/08/2015;16:00:00;85;8;12;2;0;123;263;2;20.1;0;936;33.2
11/08/2015;17:00:00;78;7;14;3;0;120;250;2;20.3;0;936;33.5
11/08/2015;18:00:00;84;7;13;2;0;109;267;2;19.9;0;936;33.3
11/08/2015;19:00:00;75;7;13;2;0;107;280;1.7;19.3;0;936;33
11/08/2015;20:00:00;61;7;16;2;0;108;252;1.6;19.5;0;936;32.5
11/08/2015;21:00:00;64;7;20;2;0;96;226;1;20.1;0;936;31.2
11/08/2015;22:00:00;62;7;29;2;0;71;217;0.6;21.3;0;937;29.3
11/08/2015;23:00:00;68;7;28;2;0;62;223;0.9;21.4;0;938;28
11/08/2015;0:00:00;71;8;21;2;0;63;203;0.5;20.5;0;938;26.9
12/08/2015;1:00:00;54;6;28;2;0;61;215;0.6;20.1;0;938;25.9
12/08/2015;2:00:00;61;7;16;2;0;80;216;0.9;17.2;0;939;25.9
12/08/2015;3:00:00;51;7;19;2;0;71;221;0.9;18.7;0;938;25.1
12/08/2015;4:00:00;63;7;29;2;0;39;59;0.1;25.6;0;938;22.6
12/08/2015;5:00:00;48;6;34;2;0;32;62;0.1;27.6;0;939;21.5
12/08/2015;6:00:00;61;7;39;2;0;20;40;0.2;29.5;0;939;21
12/08/2015;7:00:00;50;7;44;4;0;13;26;0.3;33.9;0;939;19.2
12/08/2015;8:00:00;57;7;33;2;0;18;45;0.3;41.1;0;940;17.5
12/08/2015;9:00:00;60;7;32;12;0;27;27;0.3;42.9;0;941;17.6
12/08/2015;10:00:00;67;7;41;11;0;29;22;0.3;32.3;0;941;21.2
12/08/2015;11:00:00;69;8;29;11;0;57;23;0.6;27.8;0;941;24.1
12/08/2015;12:00:00;80;8;29;5;0;81;255;1.1;21.5;0;942;28
12/08/2015;13:00:00;86;8;20;3;0;103;248;1.5;18.1;0;942;29.8
12/08/2015;14:00:00;42;8;14;2;0;118;253;1.9;15.2;0;941;30.6
12/08/2015;15:00:00;52;8;14;2;0;126;249;1.7;12.8;0;941;31.5
12/08/2015;16:00:00;49;7;13;2;0;135;245;1.6;10.4;0;940;32
12/08/2015;17:00:00;38;8;13;2;0;136;229;1.5;8.8;0;940;32.6
12/08/2015;18:00:00;39;8;22;2;0;126;248;1.5;8.6;0;940;31.5
12/08/2015;19:00:00;41;7;28;2;0;106;233;1.2;8.9;0;940;30.8
12/08/2015;20:00:00;33;7;26;2;0;97;232;1.6;9.7;0;940;29.9
12/08/2015;21:00:00;34;7;20;2;0;86;275;1.2;11.3;0;940;28.8
12/08/2015;22:00:00;31;7;42;3;0;58;246;0.4;13.1;0;940;27.5
12/08/2015;23:00:00;38;7;63;2;0;36;210;0.4;14.7;0;940;26.3
12/08/2015;0:00:00;30;7;40;2;0;48;204;0.4;18.9;0;941;25.1
13/08/2015;1:00:00;35;7;28;2;0;51;219;0.5;20.5;0;940;24.5
13/08/2015;2:00:00;43;8;28;2;0;48;225;1.2;21.2;0;940;24.2
13/08/2015;3:00:00;24;7;14;2;0;49;230;0.9;23.1;0;940;23.4
13/08/2015;4:00:00;23;7;8;2;0;51;204;0.6;27.4;0;940;22.1
13/08/2015;5:00:00;26;7;6;2;0;47;219;0.6;33.2;0;940;20.6
13/08/2015;6:00:00;37;7;15;2;0;36;246;0.6;40.5;0;940;19.2
13/08/2015;7:00:00;30;7;15;2;0;39;211;0.3;49.5;0;940;18
13/08/2015;8:00:00;29;7;17;2;0;41;206;0.8;59.9;0;941;17.1
13/08/2015;9:00:00;27;7;35;6;0;29;121;0.8;60.8;0;941;17
13/08/2015;10:00:00;46;7;23;5;0;51;273;1.4;52.2;0;942;18.5
13/08/2015;11:00:00;29;7;7;3;0;75;317;0.9;39;0;942;20.7
13/08/2015;12:00:00;20;7;11;3;0;81;339;1.3;32.8;0;941;22
13/08/2015;13:00:00;37;7;12;3;0;91;256;1.5;23.9;0;941;23.6
13/08/2015;14:00:00;42;7;11;2;0;97;249;1.8;19.9;0;941;24.4
13/08/2015;15:00:00;40;7;10;2;0;98;262;1.9;19.6;0;941;25.1
13/08/2015;16:00:00;23;7;5;2;0;103;94;1.8;18.4;0;940;26.4
13/08/2015;17:00:00;29;6;2;2;0;94;19;2;20.4;0;940;26.6
13/08/2015;18:00:00;31;7;2;2;0;91;4;2.5;22;0;940;25.8
13/08/2015;19:00:00;27;7;4;2;0;89;121;2.1;22.8;0;940;25.1
13/08/2015;20:00:00;0;7;4;2;0;84;21;2;25.1;0;940;23.8
13/08/2015;21:00:00;18;7;4;2;0;81;20;1.6;27.7;0;940;22.9
13/08/2015;22:00:00;30;7;4;2;0;78;26;1.3;30;0;940;22.2
13/08/2015;23:00:00;27;6;3;2;0;75;89;0.6;33.1;0;941;21
13/08/2015;0:00:00;19;6;3;2;0;75;42;1;35.8;0;941;20.5
14/08/2015;1:00:00;13;6;2;2;0;73;27;1.5;39.6;0;940;19.7
14/08/2015;2:00:00;14;7;2;2;0;73;43;0.6;42.5;0;940;19
14/08/2015;3:00:00;18;7;2;2;0;71;64;0.8;45.7;0;940;18.3
14/08/2015;4:00:00;26;6;2;2;0;69;24;1.2;50.1;0;940;17.5
14/08/2015;5:00:00;21;7;2;2;0;64;27;1.1;53.6;0;940;16.8
14/08/2015;6:00:00;26;6;3;2;0;61;61;0.8;55.4;0;940;16.2
14/08/2015;7:00:00;17;7;3;2;0;60;48;0.7;56.6;0;940;15.9
14/08/2015;8:00:00;20;7;7;2;0;54;49;0.7;57.5;0;940;15.6
14/08/2015;9:00:00;25;7;12;2;0;49;70;1.8;57.1;0;940;15.4
14/08/2015;10:00:00;30;7;3;2;0;63;44;2;50.9;0;941;16.9
14/08/2015;11:00:00;23;6;2;2;0;70;27;1.1;43.1;0;941;19
14/08/2015;12:00:00;27;7;3;2;0;75;137;0.9;36.9;0;941;21.2
14/08/2015;13:00:00;34;7;3;2;0;82;13;1.6;34.1;0;940;21.9
14/08/2015;14:00:00;33;7;4;2;0;83;181;1;29.1;0;940;23.9
14/08/2015;15:00:00;19;7;4;2;0;90;300;1.3;26.7;0;940;24.9
14/08/2015;16:00:00;14;7;4;2;0;94;250;1.3;24.8;0;939;26.2
14/08/2015;17:00:00;29;7;6;2;0;100;0;1.2;25;0;939;25.5
14/08/2015;18:00:00;0;7;6;2;0;110;269;0.9;24.1;0;938;25.2
14/08/2015;19:00:00;24;7;7;2;0;115;208;1.1;22.9;0;938;25.5
14/08/2015;20:00:00;24;7;11;2;0;113;286;0.3;21.4;0;938;25.1
14/08/2015;21:00:00;21;7;22;2;0;103;49;1.8;23.4;0;938;24.2
14/08/2015;22:00:00;22;7;7;2;0;83;66;2.3;27.5;0;938;22.1
14/08/2015;23:00:00;19;7;2;2;0;86;72;2.3;27;0;939;21.2
14/08/2015;0:00:00;20;7;7;2;0;83;73;1.8;26.7;0;939;20.6
15/08/2015;1:00:00;30;7;5;2;0;83;73;1;27.8;0;939;20
15/08/2015;2:00:00;15;7;3;2;0;81;81;1.4;29.3;0;938;19.6
15/08/2015;3:00:00;22;7;4;2;0;81;71;2.2;30.3;0;938;19.1
15/08/2015;4:00:00;25;7;2;2;0;74;60;1;33;0;938;18.4
15/08/2015;5:00:00;19;7;5;2;0;62;65;1;42.3;0;938;17.9
15/08/2015;6:00:00;21;7;2;2;0;55;40;0.9;49;0;938;16.8
15/08/2015;7:00:00;32;7;2;2;0;53;41;1.1;53.2;0;938;16.3
15/08/2015;8:00:00;27;7;4;3;0;55;61;1.6;54.2;0;938;15.5
15/08/2015;9:00:00;20;7;2;2;0;55;54;1.5;53.1;0;938;15.8
15/08/2015;10:00:00;24;7;2;2;0;62;47;1.4;48;0;938;17.3
15/08/2015;11:00:00;19;7;2;2;0;76;63;1.9;39.8;0;938;19.4
15/08/2015;12:00:00;25;7;2;2;0;81;45;2.1;35;0;938;20.6
15/08/2015;13:00:00;27;7;2;2;0;87;44;1.4;27.9;0;938;22.5
15/08/2015;14:00:00;31;7;2;2;0;87;37;1.5;24.9;0;937;24
15/08/2015;15:00:00;25;7;2;2;0;87;51;2;23.1;0;937;24.3
15/08/2015;16:00:00;26;7;2;2;0;86;40;1.5;24.1;0;937;24
15/08/2015;17:00:00;20;7;2;2;0;87;23;1.1;24;0;937;24
15/08/2015;18:00:00;14;7;2;2;0;86;47;0.9;23.9;0;937;24.2
15/08/2015;19:00:00;15;7;2;2;0;85;79;1.1;23.3;0;937;24.4
15/08/2015;20:00:00;28;7;2;2;0;85;181;0.3;24;0;937;23.5
15/08/2015;21:00:00;26;7;4;2;0;79;38;0.9;24.9;0;937;23
15/08/2015;22:00:00;26;7;6;2;0;72;45;0.8;25.8;0;937;22.6
15/08/2015;23:00:00;35;7;8;2;0;68;67;1.2;26.7;0;938;22.1
15/08/2015;0:00:00;31;7;7;2;0;63;45;0.5;29.5;0;938;20.9
16/08/2015;1:00:00;27;7;10;2;0;53;64;0.6;32.7;0;938;19.6
16/08/2015;2:00:00;24;7;5;2;0;59;63;1.6;38.2;0;938;18.2
16/08/2015;3:00:00;26;7;3;2;0;59;44;1;44.8;0;938;16.5
