COD_LOCAL;PROVINCIA;MUNICIPIO;ESTACION;COD_ESTACION_DEM;N_RED;NOMBRE;FECHA_INI;FECHA_FIN;LONGITUD_G;LATITUD_G;ALTITUD;N_CCAA;N_PROVINCIA;N_MUNICIPIO;TIPO_ESTACION;TIPO_AREA;TIPO_SUBAREA_RURAL;EST;ZONA;DIRECCION
46131002;46;131;2;ES1182A;CCAA Com. Valenciana;GANDÍA;01/01/1992;;-0.19;38.96667;22;COMUNIDAD VALENCIANA;VALENCIA;GANDIA;TRAFICO;URBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;ESTACIÓ DE RENFE
46184002;46;184;2;ES1711A;CCAA Com. Valenciana;ONTINYENT;01/01/2004;;-0.69722;38.78806;510;COMUNIDAD VALENCIANA;VALENCIA;ONTINYENT;FONDO;SUBURBANA;;UT;RESIDENCIAL;AV. DE LA GENERALITAT, 70
46190005;46;190;5;ES1826A;CCAA Com. Valenciana;PATERNA-CEAM;03/12/2005;;-0.46083;39.55139;122;COMUNIDAD VALENCIANA;VALENCIA;PATERNA;FONDO;SUBURBANA;CERCA DE UNA CIUDAD;RI;RESIDENCIAL/INDUSTRIAL/AGRICOLA;AV. DEL PRIORAT, S/N
46102002;46;102;2;ES1181A;CCAA Com. Valenciana;QUART DE POBLET;01/01/1992;;-0.44722;39.48111;41;COMUNIDAD VALENCIANA;VALENCIA;QUART DE POBLET;TRAFICO;URBANA;;UF;RESIDENCIAL;CAMPUS UNIVERSITARIO AVDA. DE ELVAS S/N
46220010;46;220;10;ES1884A;CCAA Com. Valenciana;SAGUNT CEA;01/01/2008;;-0.26583;39.63417;3;COMUNIDAD VALENCIANA;VALENCIA;SAGUNTO/SAGUNT;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL;PASEO DEL CAUCE S/N
46220003;46;220;3;ES1185A;CCAA Com. Valenciana;SAGUNT PORT;01/01/1992;;-0.23472;39.66722;10;COMUNIDAD VALENCIANA;VALENCIA;SAGUNTO/SAGUNT;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RI;RESIDENCIAL;PALACIOS DEL SIL
46220009;46;220;9;ES1765A;CCAA Com. Valenciana;SAGUNT-NORD;19/10/2005;;-0.27889;39.68472;54;COMUNIDAD VALENCIANA;VALENCIA;SAGUNTO/SAGUNT;FONDO;SUBURBANA;REMOTA;RFREM;NATURALEZA;ALTIPLANICIE DEL VIVERO
46242001;46;242;1;ES1917A;CCAA Com. Valenciana;TORREBAJA;17/08/2006;;-1.25389;40.09944;728;COMUNIDAD VALENCIANA;VALENCIA;TORREBAJA;FONDO;RURAL;;UF;RESIDENCIAL;C/ VIZCONDE DE LOS ASILOS - C/ ARTURO SORIA
46250047;46;250;47;ES1912A;CCAA Com. Valenciana;VALÈNCIA - AVD. FRANCIA;01/01/2009;;-0.34278;39.4575;7;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RF;AGRICOLA;FINCA LOS REVENTONES.CARRETERA CARTAYA-TARIQUEJO, KM 3
46250050;46;250;50;ES1970A;CCAA Com. Valenciana;VALÈNCIA - BULEVARD SUD;24/05/2010;;-0.39639;39.45028;15;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;AV. HERMANOS FELGUEROSO, S/N
46250048;46;250;48;ES1926A;CCAA Com. Valenciana;VALÈNCIA - MOLÍ DEL SOL;06/08/2009;;-0.40833;39.48111;11;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL;AV. DEL MARQUÈS DE MONT-ROIG - C. D'AUSIÀS MARCH
46250051;46;250;51;ES2052A;CCAA Com. Valenciana;VALENCIA-ALBUFERA;01/01/2014;;-0.31861;39.31556;1;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;FONDO;RURAL;;SI;INDUSTRIAL;POLIESPORTIU
46250030;46;250;30;ES1239A;CCAA Com. Valenciana;VALÈNCIA-PISTA DE SILLA;01/07/1992;;-0.37583;39.45611;11;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;TRAFICO;URBANA;;SF;RESIDENCIAL;CAMINO DE LOS CALEROS 13
46250046;46;250;46;ES1885A;CCAA Com. Valenciana;VALÈNCIA-POLITÈCNIC;04/04/2008;;-0.33639;39.48028;7;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;FONDO;URBANA;;UF;RESIDENCIAL;PASEO RENOVALES
46250043;46;250;43;ES1619A;CCAA Com. Valenciana;VALÈNCIA-VIVERS;01/01/2002;;-0.36833;39.47806;11;COMUNIDAD VALENCIANA;VALENCIA;VALENCIA;FONDO;URBANA;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;UNKNOWN
46256001;46;256;1;ES2019A;CCAA Com. Valenciana;VILAMARXANT;01/01/2012;;-0.62556;39.56472;510;COMUNIDAD VALENCIANA;VALENCIA;VILAMARXANT;FONDO;SUBURBANA;;SF;RESIDENCIAL;PLAÇA DELS HORTS, Nº 1
46258001;46;258;1;ES1671A;CCAA Com. Valenciana;VILLAR DEL ARZOBISPO;01/03/2004;;-0.83194;39.70806;430;COMUNIDAD VALENCIANA;VALENCIA;VILLAR DEL ARZOBISPO;FONDO;RURAL;;SI;COMERCIAL/INDUSTRIAL;EL CROS - MERCAT (C. DE CARRASCO I FORMIGUERA - VIA SÈRGIA)
46263999;46;263;999;ES0012R;EMEP/VAG/CAMP;ZARRA;11/06/1997;;-1.10111;39.08278;885;COMUNIDAD VALENCIANA;VALENCIA;ZARRA;FONDO;RURAL;REGIONAL;RF;RESIDENCIAL/NATURALEZA;DIPÒSIT D'AIGUA
6015001;6;15;1;ES1601A;CCAA Extremadura;BADAJOZ;31/05/2001;;-7.01145;38.88763;390;EXTREMADURA;BADAJOZ;BADAJOZ;FONDO;URBANA;REGIONAL;RF;NATURALEZA;CAN JORDÀ
6016999;6;16;999;ES0011R;EMEP/VAG/CAMP;BARCARROTA;03/03/1999;;-6.92361;38.47278;393;EXTREMADURA;BADAJOZ;BARCARROTA;FONDO;RURAL;REGIONAL;RF;RESIDENCIAL/NATURALEZA;AJUNTAMENT
6083001;6;83;1;ES1819A;CCAA Extremadura;MERIDA;27/07/2006;;-6.33806;38.9075;214;EXTREMADURA;BADAJOZ;MÉRIDA;FONDO;URBANA;REGIONAL;RI;AGRICOLA;PUIGMORENO
6158001;6;158;1;ES1820A;CCAA Extremadura;ZAFRA;14/06/2006;;-6.395;38.42917;551;EXTREMADURA;BADAJOZ;ZAFRA;FONDO;SUBURBANA;;UF;RESIDENCIAL/COMERCIAL;C/MARQUÉS DE MENDIGORRÍA, S/N (PARQUE DE LA CRUZ)
10037001;10;37;1;ES1615A;CCAA Extremadura;CÁCERES;01/11/2001;;-6.36028;39.47278;389;EXTREMADURA;CÁCERES;CÁCERES;FONDO;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/ DAIMIEL
10182001;10;182;1;ES1616A;CCAA Extremadura;MONFRAGÜE;01/11/2001;;-5.93972;39.84917;376;EXTREMADURA;CÁCERES;TORIL;FONDO;RURAL;REMOTA;RFREM;NATURALEZA;INSTALACIONES DEL INSTITUTO GEOFÍSICO
10148001;10;148;1;ES1997A;CCAA Extremadura;PLASENCIA;01/01/2011;;-6.14722;40.07778;181;EXTREMADURA;CÁCERES;PLASENCIA;FONDO;SUBURBANA;;UF;RESIDENCIAL/COMERCIAL;C/ LA FLOR, S/N (COLEGIO PUBLICO LA PAZ)
15036004;15;36;4;ES1960A;CCAA Galicia;A CABANA;31/12/2008;;-8.25028;43.49278;13;GALICIA;CORUÑA (A);FERROL;FONDO;SUBURBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ ANCHA (FRENTE SEGURIDAD SOCIAL)
36038008;36;38;8;ES1366A;CCAA Galicia;AREEIRO;01/01/1994;;-8.67028;42.40472;40;GALICIA;PONTEVEDRA;PONTEVEDRA;INDUSTRIAL;RURAL;REGIONAL;RF;RESIDENCIAL/INDUSTRIAL;ELS DEDALTS
36057019;36;57;19;ES1137A;CCAA Galicia;ARENAL;01/06/1991;;-8.74194;42.21917;53;GALICIA;PONTEVEDRA;VIGO;TRAFICO;URBANA;CERCA DE UNA CIUDAD;SF;RESIDENCIAL/COMERCIAL/INDUSTRIAL;HOSPITAL COMARCAL
15059004;15;59;4;ES2049A;CCAA Galicia;BUSCÁS;01/01/2013;;-8.35222;43.11639;408;GALICIA;CORUÑA (A);ORDES;INDUSTRIAL;RURAL;;SF;AGRICOLA;POLIDEPORTIVO LAS FUENTEZUELAS
36041001;36;41;1;ES0961A;CCAA Galicia;CAMPELO;01/01/1990;;-8.67361;42.43417;20;GALICIA;PONTEVEDRA;POIO;INDUSTRIAL;RURAL;;UT;RESIDENCIAL/COMERCIAL;C.P. TIERNO GALVÁN
15023004;15;23;4;ES2005A;CCAA Galicia;CEE;30/06/2011;;-9.18611;42.95361;38;GALICIA;CORUÑA (A);CEE;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;LABORATORIO DE MEDIO AMBIENTE AMBIENTE DE GALICIA
15005012;15;5;12;ES1907A;CCAA Galicia;CENTRO CIVICO;01/04/2008;;-8.50556;43.30222;100;GALICIA;CORUÑA (A);ARTEIXO;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/INDUSTRIAL;C/PERDILLEGI S/Nº AZPEITIA 
15024001;15;24;1;ES1035A;CCAA Galicia;CERCEDA;01/11/1990;;-8.46861;43.18583;340;GALICIA;CORUÑA (A);CERCEDA;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;TF-5 ESQ TF -194
15078007;15;78;7;ES1868A;CCAA Galicia;COMPOSTELA;01/12/2007;;-8.55917;42.87583;220;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;FONDO;URBANA;;UT;RESIDENCIAL;C/JOSE GUTIERREZ ABASCAL
15030001;15;30;1;ES1138A;CCAA Galicia;CORLAB 1;01/01/1980;;-8.41889;43.36778;35;GALICIA;CORUÑA (A);CORUÑA (A);TRAFICO;URBANA;;ST;RESIDENCIAL/INDUSTRIAL;C/ FREDERICA MONTSENY, S/N
15034008;15;34;8;ES2006A;CCAA Galicia;DUMBRIA;30/06/2011;;-9.11889;43.00889;220;GALICIA;CORUÑA (A);DUMBRÍA;INDUSTRIAL;SUBURBANA;;SF;RESIDENCIAL/INDUSTRIAL;CEAM. C/ CHARLES DARWIN, 14. PARQUE TECNOLSGICO
36057021;36;57;21;ES1440A;CCAA Galicia;ESTACION 1 (ESTE);01/10/1995;;-8.73694;42.21028;12;GALICIA;PONTEVEDRA;VIGO;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;C/ TOSSAL, S/N
36057022;36;57;22;ES1439A;CCAA Galicia;ESTACION 2 (OESTE);01/10/1995;;-8.74694;42.20278;26;GALICIA;PONTEVEDRA;VIGO;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL;CNO. DEL HONDO BUENO (RABASA)
15070006;15;70;6;ES0094A;CCAA Galicia;FRAGA REDONDA (F-2);01/01/1976;;-7.98889;43.40556;480;GALICIA;CORUÑA (A);PONTES DE GARCÍA RODRÍGUEZ (AS);INDUSTRIAL;RURAL;REGIONAL;RF;AGRICOLA;CTRA.PINÓS-YECLA CV-836 KM.0
32054004;32;54;4;ES1096A;CCAA Galicia;GOMEZ FRANQUEIRA;01/01/1989;;-7.87694;42.35194;132;GALICIA;OURENSE;OURENSE;TRAFICO;URBANA;REMOTA;RFREM;NATURALEZA;PARQUE SIERRA NORTE
15030021;15;30;21;ES1798A;CCAA Galicia;LA GRELA;01/01/1980;;-8.42472;43.35417;65;GALICIA;CORUÑA (A);CORUÑA (A);INDUSTRIAL;URBANA;;UT;RESIDENCIAL/COMERCIAL;AVENIDA DE FRANCIA,60 
15005009;15;5;9;ES1659A;CCAA Galicia;LAÑAS;31/12/1992;;-8.51889;43.29528;100;GALICIA;CORUÑA (A);ARTEIXO;INDUSTRIAL;RURAL;;UF;RESIDENCIAL/COMERCIAL;PL. DE LA FONT DEL LLEÓ, 11
27033001;27;33;1;ES1285A;CCAA Galicia;LOUSEIRAS (B-2);01/01/1980;;-7.74028;43.53611;540;GALICIA;LUGO;MURAS;INDUSTRIAL;RURAL;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;PLAZA DE LA GUITARRA
27028005;27;28;5;ES1905A;CCAA Galicia;LUGO-FINGOY;01/07/2008;;-7.55;42.99806;450;GALICIA;LUGO;LUGO;TRAFICO;URBANA;;UF;RESIDENCIAL/COMERCIAL;CALLE DE LA HISTORIA, S/N
15070010;15;70;10;ES1958A;CCAA Galicia;MACIÑEIRA;31/12/2008;;-7.91806;43.44528;407;GALICIA;CORUÑA (A);PONTES DE GARCÍA RODRÍGUEZ (AS);INDUSTRIAL;RURAL;;SF;RESIDENCIAL;PL. DE LA VILA, 1
15070002;15;70;2;ES0201A;CCAA Galicia;MAGDALENA (B-1);01/01/1976;;-7.84722;43.45;363;GALICIA;CORUÑA (A);PONTES DE GARCÍA RODRÍGUEZ (AS);INDUSTRIAL;SUBURBANA;CERCA DE UNA CIUDAD;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;AV. DE VILAFRANCA DEL PENEDÈS, 26 
15070011;15;70;11;ES1959A;CCAA Galicia;MARRAXÓN;31/12/2008;;-7.84;43.47083;547;GALICIA;CORUÑA (A);PONTES DE GARCÍA RODRÍGUEZ (AS);INDUSTRIAL;RURAL;CERCA DE UNA CIUDAD;RI;RESIDENCIAL/INDUSTRIAL;C. DE JESÚS, 95
36038005;36;38;5;ES1464A;CCAA Galicia;MOLLABAO;01/01/1980;;-8.65694;42.42194;15;GALICIA;PONTEVEDRA;PONTEVEDRA;TRAFICO;URBANA;;SF;DESCONOCIDO;POLIDEPORTIVO NORTE DEL PALANCIA
27065004;27;65;4;ES1359A;CCAA Galicia;MOURENCE (C-9);01/01/1994;;-7.69306;43.31278;465;GALICIA;LUGO;VILALBA;INDUSTRIAL;RURAL;;UI;RESIDENCIAL/INDUSTRIAL;C/ ASDRUBAL (ANEXO AL INSTITUTO NRO. 3)
27038003;27;38;3;ES1174A;CCAA Galicia;NNW;01/12/1991;;-7.45194;42.72611;620;GALICIA;LUGO;OUROL;INDUSTRIAL;RURAL;;UF;RESIDENCIAL;COLEGIO PÚBLICO FEDERICO GARCÍA LORCA
15057999;15;57;999;ES0005R;EMEP/VAG/CAMP;NOIA;01/01/1992;;-8.92361;42.72056;685;GALICIA;CORUÑA (A);NOIA;FONDO;RURAL;;UT;RESIDENCIAL/COMERCIAL;EMBARCADERO DE ERANDIO - CARRETERA LAS ARENAS
27058999;27;58;999;ES0016R;EMEP/VAG/CAMP;O SAVIÑAO;31/01/2001;;-7.70472;42.63472;506;GALICIA;LUGO;SAVIÑAO (O);FONDO;RURAL;;SI;RESIDENCIAL;UNKNOWN
15026001;15;26;1;ES1307A;CCAA Galicia;PARAXÓN;01/01/1993;;-8.18833;43.17389;380;GALICIA;CORUÑA (A);CESURAS;INDUSTRIAL;RURAL;;UI;INDUSTRIAL;ESCUELA POLITÉCNICA SUPERIOR
15005011;15;5;11;ES1234A;CCAA Galicia;PASTORIZA-REPSOL;01/01/1990;;-8.47194;43.33528;240;GALICIA;CORUÑA (A);ARTEIXO;INDUSTRIAL;RURAL;;UT;RESIDENCIAL/COMERCIAL;C/HOGAR PROPIO  Nº7 -INST FP SUPERIOR (BARAKALDO)
15005013;15;5;13;ES1981A;CCAA Galicia;PLAZA PASTORIZA;10/09/2010;;-8.46722;43.34722;20;GALICIA;CORUÑA (A);ARTEIXO;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL/INDUSTRIAL;C/ BALLESTAS 8-10 GUARNIZO
15059002;15;59;2;ES0777A;CCAA Galicia;PRESA DE VILLAGUDÍN;01/01/1980;;-8.49472;43.095;270;GALICIA;CORUÑA (A);ORDES;INDUSTRIAL;RURAL;REGIONAL;RF;NATURALEZA;CASA DEL PARQUE FUENTONA
15024005;15;24;5;ES2050A;CCAA Galicia;RODÍS;01/01/2013;;-8.26111;43.2238;398;GALICIA;CORUÑA (A);CERCEDA;INDUSTRIAL;RURAL;;SI;RESIDENCIAL/INDUSTRIAL;C. DE GAUDÍ, S/N
15017002;15;17;2;ES0901A;CCAA Galicia;S. VICENTE DE VIGO;01/01/1980;;-8.31722;43.235;160;GALICIA;CORUÑA (A);CAMBRE;INDUSTRIAL;RURAL;;SI;RESIDENCIAL;POLIDEPORTIVO SAN RAFAEL
15005010;15;5;10;ES1467A;CCAA Galicia;SORRIZO;01/02/1997;;-8.57167;43.30472;77;GALICIA;CORUÑA (A);ARTEIXO;INDUSTRIAL;RURAL;CERCA DE UNA CIUDAD;RF;INDUSTRIAL;PL. DEL POBLE
27038004;27;38;4;ES1175A;CCAA Galicia;SUR;01/12/1991;;-7.44944;42.71528;100;GALICIA;LUGO;OUROL;INDUSTRIAL;RURAL;;SI;RESIDENCIAL/AGRICOLA;C/ SAN BARTOLOMÉ SN (PRRÓXIMO A TF 28)
15055003;15;55;3;ES2039A;CCAA Galicia;XUBIA (MEGASA);24/07/2013;;-8.15019;43.51981;20;GALICIA;CORUÑA (A);NEDA;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL;AVD. DEL TITAN S/Nº (FRENTE A LA MERCEDES BENZ)
28005002;28;5;2;ES1563A;CCAA Madrid;ALCALÁ DE HENARES;16/03/2000;;-3.37778;40.47917;589;MADRID;MADRID;ALCALÁ DE HENARES;TRAFICO;URBANA;;ST;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C. OLÍMPIC, S/N
28006004;28;6;4;ES1564A;CCAA Madrid;ALCOBENDAS;19/01/2000;;-3.64472;40.54056;671;MADRID;MADRID;ALCOBENDAS;INDUSTRIAL;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;C/ ÀLABA (BARRI ST. JOSEP)
28007004;28;7;4;ES1890A;CCAA Madrid;ALCORCÓN;11/09/2008;;-3.83389;40.34194;693;MADRID;MADRID;ALCORCÓN;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;ASSEMBLEA DE CATALUNYA, 9-12
28009001;28;9;1;ES1838A;CCAA Madrid;ALGETE;01/01/2007;;-3.50306;40.59333;721;MADRID;MADRID;ALGETE;FONDO;SUBURBANA;;ST;RESIDENCIAL/COMERCIAL;C. DEL MAS DEL TALLAPEDRA - C. DEL MAS DELS OSSOS
28013002;28;13;2;ES1611A;CCAA Madrid;ARANJUEZ;06/10/2001;;-3.59028;40.04361;512;MADRID;MADRID;ARANJUEZ;FONDO;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;PARQUE JUDIZMENDI S/Nº (VITORIA-GASTEIZ)
28014002;28;14;2;ES1801A;CCAA Madrid;ARGANDA DEL REY;01/06/2006;;-3.45889;40.30083;584;MADRID;MADRID;ARGANDA DEL REY;INDUSTRIAL;URBANA;;ST;RESIDENCIAL/INDUSTRIAL;C/IBARRE, PABELLÓN 1, BARRIO SANGRONIZ
28079016;28;79;16;ES0124A;Ayto Madrid;ARTURO SORIA;01/01/1978;;-3.63917;40.44;698;MADRID;MADRID;MADRID;FONDO;URBANA;REGIONAL;RI;AGRICOLA;DEPSSITO MUNICIPAL
28079027;28;79;27;ES1645A;Ayto Madrid;BARAJAS - PUEBLO;31/12/2002;;-3.575;40.47472;631;MADRID;MADRID;MADRID;FONDO;URBANA;DESCONOCIDO;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;PARQUE DE LA CARCAVILLA
28079039;28;79;39;ES1521A;Ayto Madrid;BARRIO DEL PILAR;01/05/1998;;-3.71139;40.47833;673;MADRID;MADRID;MADRID;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RF;RESIDENCIAL/INDUSTRIAL;REPETIDOR
28079024;28;79;24;ES1193A;Ayto Madrid;CASA DE CAMPO;01/01/1992;;-3.74917;40.42;645;MADRID;MADRID;MADRID;FONDO;SUBURBANA;;ST;INDUSTRIAL;CRA. DE LA MINA, S/N
28079048;28;79;48;ES1938A;Ayto Madrid;CASTELLANA;01/02/2010;;-3.69028;40.43972;676;MADRID;MADRID;MADRID;TRAFICO;URBANA;CERCA DE UNA CIUDAD;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;MERIÑÁN
28079044;28;79;44;ES1893A;Ayto Madrid;CENTRO CULTURAL ALFREDO KRAUSS;30/01/2009;;-3.72111;40.49083;669;MADRID;MADRID;MADRID;FONDO;URBANA;;SF;RESIDENCIAL;CAMP DE FUTBOL DE LA ZONA ESPORTIVA
28079061;28;79;61;ES1998A;Ayto Madrid;CENTRO INTEGRADO ARGANZUELA;01/01/2010;;-3.695;40.4025;600;MADRID;MADRID;MADRID;FONDO;URBANA;;SI;AGRICOLA;ENTRE INVERNADEROS
28047002;28;47;2;ES1803A;CCAA Madrid;COLLADO VILLALBA;31/05/2006;;-4.01333;40.63389;873;MADRID;MADRID;COLLADO VILLALBA;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;POLÍGONO INDUSTRIAL EL CERRO S/N
28045002;28;45;2;ES1613A;CCAA Madrid;COLMENAR VIEJO;06/10/2001;;-3.77222;40.66639;905;MADRID;MADRID;COLMENAR VIEJO;TRAFICO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;C. DE RIBOT (POLIESPORTIU)
28049003;28;49;3;ES1869A;CCAA Madrid;COSLADA;05/06/2007;;-3.54583;40.43;594;MADRID;MADRID;COSLADA;TRAFICO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;C. DEL MONTSANT, S/N
28079038;28;79;38;ES1525A;Ayto Madrid;CUATRO CAMINOS-PABLO IGLESIAS;01/11/1998;;-3.70639;40.44528;699;MADRID;MADRID;MADRID;TRAFICO;URBANA;REGIONAL;RF;INDUSTRIAL/NATURALEZA;CTRA SOLLER-BUNYOLA(ALTURA KM 13)
28016001;28;16;1;ES1802A;CCAA Madrid;EL ATAZAR;01/09/2006;;-3.46667;40.91028;995;MADRID;MADRID;ATAZAR (EL);FONDO;RURAL;DESCONOCIDO;UF;RESIDENCIAL;C/ CANARIAS,  17
28079058;28;79;58;ES1945A;Ayto Madrid;EL PARDO;01/12/2009;;-3.77444;40.51806;700;MADRID;MADRID;MADRID;FONDO;SUBURBANA;;UF;RESIDENCIAL;URBANIZACIÓN NUEVA
28079054;28;79;54;ES1941A;Ayto Madrid;ENSANCHE DE VALLECAS;11/12/2009;;-3.61194;40.37278;630;MADRID;MADRID;MADRID;FONDO;URBANA;;ST;RESIDENCIAL/COMERCIAL/INDUSTRIAL;UNKNOWN
28079008;28;79;8;ES0118A;Ayto Madrid;ESCUELAS AGUIRRE;01/01/1972;;-3.68222;40.42167;672;MADRID;MADRID;MADRID;TRAFICO;URBANA;;SI;RESIDENCIAL/AGRICOLA;LUGAR DE TROITÍN S/N
28079018;28;79;18;ES0126A;Ayto Madrid;FAROLILLO;31/03/2001;;-3.73194;40.39472;625;MADRID;MADRID;MADRID;FONDO;URBANA;REGIONAL;RI;INDUSTRIAL/NATURALEZA;UZÁS - BUSCÁS, ORDES
28079056;28;79;56;ES1943A;Ayto Madrid;FERNANDEZ LADREDA-OPORTO;18/01/2010;;-3.71861;40.38472;605;MADRID;MADRID;MADRID;TRAFICO;URBANA;REGIONAL;RI;RESIDENCIAL/COMERCIAL/AGRICOLA;LUGAR DE VIGO S/N, PAIOSACO
28058004;28;58;4;ES1565A;CCAA Madrid;FUENLABRADA;01/05/2000;;-3.80167;40.28111;674;MADRID;MADRID;FUENLABRADA;INDUSTRIAL;URBANA;REGIONAL;RF;;CREU ROJA - POLIESPORTIU MUNICIPAL
28065014;28;65;14;ES2028A;CCAA Madrid;GETAFE ;15/02/2013;;-3.71724;40.31285;622;MADRID;MADRID;GETAFE;TRAFICO;URBANA;;UT;RESIDENCIAL;PZA.FDEZ.LADREDA - AVDA.OPORTO
28067001;28;67;1;ES1805A;CCAA Madrid;GUADALIX DE LA SIERRA;31/10/2006;;-3.7025;40.78083;852;MADRID;MADRID;GUADALIX DE LA SIERRA;FONDO;RURAL;REGIONAL;RF;RESIDENCIAL;CAMP DE FUTBOL
28079059;28;79;59;ES1946A;Ayto Madrid;JUAN CARLOS I;14/12/2009;;-3.60889;40.465;669;MADRID;MADRID;MADRID;FONDO;SUBURBANA;;SF;RESIDENCIAL;CAMPO DE GOLF - C/ ISAAC ALBÉNIZ
28079045;28;79;45;ES1894A;Ayto Madrid;JUNTA MUNICIPAL DE MORATALAZ;30/12/2008;;-3.63694;40.39861;687;MADRID;MADRID;MADRID;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;AVENIDA DO CAMIÑO FRANCÉS S/N.
28074007;28;74;7;ES1567A;CCAA Madrid;LEGANÉS;01/05/2000;;-3.73583;40.33972;640;MADRID;MADRID;LEGANÉS;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ ARENAL, S/N
28080003;28;80;3;ES1612A;CCAA Madrid;MAJADAHONDA;06/10/2001;;-3.86722;40.44778;722;MADRID;MADRID;MAJADAHONDA;FONDO;SUBURBANA;;UI;RESIDENCIAL/INDUSTRIAL;AVDA STA CRUZ (INMEDIACIONES C/ SAN JOSÉ)
28079047;28;79;47;ES1937A;Ayto Madrid;MENDEZ ALVARO;21/12/2009;;-3.68667;40.39806;609;MADRID;MADRID;MADRID;FONDO;URBANA;;UI;RESIDENCIAL;C/ FASNIA (PRÓXIMA A CALLE SAN JUAN DE LA CRUZ)
28079036;28;79;36;ES1426A;Ayto Madrid;MORATALAZ;31/08/1995;;-3.64528;40.40806;685;MADRID;MADRID;MADRID;TRAFICO;URBANA;;UF;RESIDENCIAL/INDUSTRIAL;C/ FRANCISCO GARCÍA TALAVERA, S/N
28092005;28;92;5;ES1568A;CCAA Madrid;MÓSTOLES;01/05/2000;;-3.87639;40.32417;650;MADRID;MADRID;MÓSTOLES;FONDO;SUBURBANA;;UF;COMERCIAL;AVDA. JOSÉ AGUIAR S/N (RESIDENCIA ESCOLAR LA GOMERA)
28102001;28;102;1;ES1806A;CCAA Madrid;ORUSCO DE TAJUÑA;29/09/2006;;-3.22222;40.28694;795;MADRID;MADRID;ORUSCO DE TAJUÑA;FONDO;RURAL;;UT;RESIDENCIAL/COMERCIAL;AVENIDA JUAN XXIII
28079050;28;79;50;ES1940A;Ayto Madrid;PLAZA CASTILLA-CANAL;01/02/2010;;-3.68833;40.46583;729;MADRID;MADRID;MADRID;TRAFICO;URBANA;;UF;COMERCIAL;C/ ARROYO DEL OLIVAR - C/ RÍO SAN LORENZO
28079004;28;79;4;ES0115A;Ayto Madrid;PLAZA DE ESPAÑA;01/01/1978;;-3.71222;40.42417;637;MADRID;MADRID;MADRID;TRAFICO;URBANA;;UF;RESIDENCIAL;CA N'ORIOL
28079035;28;79;35;ES1422A;Ayto Madrid;PLAZA DEL CARMEN;30/06/1995;;-3.70333;40.41917;657;MADRID;MADRID;MADRID;FONDO;URBANA;;SI;INDUSTRIAL;SAGUNTO
28079040;28;79;40;ES1532A;Ayto Madrid;PUENTE DE VALLECAS;30/09/1999;;-3.65139;40.38806;677;MADRID;MADRID;MADRID;FONDO;URBANA;CERCA DE UNA CIUDAD;RF;AGRICOLA;SIN DIRECCION REGISTRADA
