COD_LOCAL;PROVINCIA;MUNICIPIO;ESTACION;COD_ESTACION_DEM;N_RED;NOMBRE;FECHA_INI;FECHA_FIN;LONGITUD_G;LATITUD_G;ALTITUD;N_CCAA;N_PROVINCIA;N_MUNICIPIO;TIPO_ESTACION;TIPO_AREA;TIPO_SUBAREA_RURAL;EST;ZONA;DIRECCION
28079011;28;79;11;ES0120A;Ayto Madrid;RAMÓN Y CAJAL;01/01/1978;;-3.67722;40.45167;708;MADRID;MADRID;MADRID;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ ADOLFO JIMÉNEZ, S/N
28079049;28;79;49;ES1939A;Ayto Madrid;RETIRO;01/01/2010;;-3.68556;40.40972;672;MADRID;MADRID;MADRID;FONDO;URBANA;CERCA DE UNA CIUDAD;RI;AGRICOLA;POZO FACSA Nº 5 CAMÍ CARNISSERS S/N
28123002;28;123;2;ES1807A;CCAA Madrid;RIVAS-VACIAMADRID ;02/08/2006;;-3.54414;40.35853;610;MADRID;MADRID;RIVAS-VACIAMADRID;FONDO;SUBURBANA;REGIONAL;RF;RESIDENCIAL;C. DE LES ESCOLES, 2-8
28133002;28;133;2;ES1808A;CCAA Madrid;SAN MARTIN DE VALDEIGLESIAS ;24/08/2006;;-4.39694;40.36889;707;MADRID;MADRID;SAN MARTÍN DE VALDEIGLESIAS;FONDO;RURAL;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;BARRIO ARRIAGAS
28079057;28;79;57;ES1944A;Ayto Madrid;SANCHINARRO;23/11/2009;;-3.66028;40.49417;615;MADRID;MADRID;MADRID;FONDO;URBANA;;UI;RESIDENCIAL/INDUSTRIAL;C/ RÍO EBRO
28148004;28;148;4;ES1752A;CCAA Madrid;TORREJON DE ARDOZ;01/01/2005;;-3.48417;40.455;581;MADRID;MADRID;TORREJÓN DE ARDOZ;FONDO;URBANA;;UT;RESIDENCIAL/COMERCIAL;PLAZA DE ESPAÑA. ESQUINA PRÓXIMA A TORRE DE MADRID
28079060;28;79;60;ES1947A;Ayto Madrid;TRES OLIVOS;14/01/2010;;-3.68972;40.50056;715;MADRID;MADRID;MADRID;FONDO;URBANA;;UT;RESIDENCIAL;C/OLIMPIADAS Nº 40
28079055;28;79;55;ES1942A;Ayto Madrid;URBANIZACION EMBAJADA;20/01/2010;;-3.58056;40.4625;619;MADRID;MADRID;MADRID;FONDO;URBANA;;SI;INDUSTRIAL;FASA
28161001;28;161;1;ES1809A;CCAA Madrid;VALDEMORO;27/07/2006;;-3.67972;40.18528;610;MADRID;MADRID;VALDEMORO;FONDO;SUBURBANA;;SI;RESIDENCIAL;TF-632
28171001;28;171;1;ES1810A;CCAA Madrid;VILLA DEL PRADO;14/06/2006;;-4.27472;40.25194;469;MADRID;MADRID;VILLA DEL PRADO;FONDO;RURAL;;SF;RESIDENCIAL;PARQUE SACRAMENTO
28180001;28;180;1;ES1811A;CCAA Madrid;VILLAREJO DE SALVANES;12/04/2006;;-3.27667;40.16722;761;MADRID;MADRID;VILLAREJO DE SALVANÉS;FONDO;RURAL;REGIONAL;RF;NATURALEZA;PARQUE DUNAR
28079017;28;79;17;ES0125A;Ayto Madrid;VILLAVERDE;01/01/1978;;-3.705;40.34694;593;MADRID;MADRID;MADRID;FONDO;URBANA;CERCA DE UNA CIUDAD;RI;AGRICOLA;CAMINO RURAL PARALELO A CARRETERA AL3106
30005002;30;5;2;ES1627A;CCAA Murcia;ALCANTARILLA;01/12/2001;;-1.23083;37.97556;80;MURCIA (REGIÓN DE);MURCIA;ALCANTARILLA;INDUSTRIAL;SUBURBANA;;SI;RESIDENCIAL;CARRETERA MAZAGON MATALASCAQAS(DEPURADORA DE AGUAS DE CONSUMO)
30016001;30;16;1;ES0651A;CCAA Murcia;ALUMBRES;01/03/1985;;-0.91333;37.60333;60;MURCIA (REGIÓN DE);MURCIA;CARTAGENA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL;PL. D'ESPANYA, S/N
30015001;30;15;1;ES1882A;CCAA Murcia;CARAVACA;01/11/2007;;-1.86861;38.11472;1;MURCIA (REGIÓN DE);MURCIA;CARAVACA DE LA CRUZ;FONDO;RURAL;;UT;RESIDENCIAL/COMERCIAL;BARRIO PINILLA
30016018;30;16;18;ES1423A;CCAA Murcia;LA ALJORRA;10/07/1995;;-1.06472;37.69361;80;MURCIA (REGIÓN DE);MURCIA;CARTAGENA;INDUSTRIAL;SUBURBANA;REGIONAL;RI;NATURALEZA;PARAXÓN
30024002;30;24;2;ES1569A;CCAA Murcia;LORCA;01/07/1998;;-1.70111;37.68889;340;MURCIA (REGIÓN DE);MURCIA;LORCA;INDUSTRIAL;SUBURBANA;;SI;INDUSTRIAL;TARAGUILLA
30016020;30;16;20;ES1921A;CCAA Murcia;MOMPEAN;03/08/2005;;-0.97528;37.60306;10;MURCIA (REGIÓN DE);MURCIA;CARTAGENA;FONDO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;"POLITÉCNICO ""LA RÁBIDA"""
30030007;30;30;7;ES1633A;CCAA Murcia;SAN BASILIO;21/05/2002;;-1.14472;37.99361;40;MURCIA (REGIÓN DE);MURCIA;MURCIA;TRAFICO;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL;AV. RAMÓN Y CAJAL - C/ PRINCIPE DE VERGARA
30016021;30;16;21;ES2007A;CCAA Murcia;VALLE;31/12/2010;;-0.92667;37.57444;10;MURCIA (REGIÓN DE);MURCIA;CARTAGENA;INDUSTRIAL;SUBURBANA;;UI;RESIDENCIAL;C. N. LOS BARRIOS
31010001;31;10;1;ES1749A;CCAA Navarra;ALSASUA;01/07/2001;;-2.16583;42.89444;530;NAVARRA (COMUNIDAD FORAL);NAVARRA;ALTSASU/ALSASUA;FONDO;SUBURBANA;REGIONAL;RF;NATURALEZA;UNKNOWN
31107001;31;107;1;ES1662A;CCAA Navarra;CTCC-FUNES;01/01/2003;;-1.80833;42.30833;460;NAVARRA (COMUNIDAD FORAL);NAVARRA;FUNES;FONDO;RURAL;;SI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;MEDINA Y GALNARES, 62
31232002;31;232;2;ES1661A;CCAA Navarra;CTCC-TUDELA;01/01/2003;;-1.62694;42.07472;383;NAVARRA (COMUNIDAD FORAL);NAVARRA;TUDELA;FONDO;RURAL;;UF;RESIDENCIAL/INDUSTRIAL;C/KOSME BIBANKO, 2
31201012;31;201;12;ES1472A;CCAA Navarra;ITURRAMA;13/06/1997;;-1.65139;42.80722;449;NAVARRA (COMUNIDAD FORAL);NAVARRA;PAMPLONA/IRUÑA;FONDO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;AYUNTAMIENTO. Bº TRIANO, S/N
31201013;31;201;13;ES1740A;CCAA Navarra;PLAZA DE LA CRUZ;01/04/2000;;-1.64;42.81222;455;NAVARRA (COMUNIDAD FORAL);NAVARRA;PAMPLONA/IRUÑA;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RF;NATURALEZA;CASERIO ITURRARAN S/N (C.DE INF. DEL PARQUE NATURAL DE PAGOETA)
31201014;31;201;14;ES1747A;CCAA Navarra;ROTXAPEA;01/08/2002;;-1.64944;42.82694;418;NAVARRA (COMUNIDAD FORAL);NAVARRA;PAMPLONA/IRUÑA;FONDO;URBANA;;SF;RESIDENCIAL/INDUSTRIAL;CUARTEL DE LA ERTZANTZA
31216001;31;216;1;ES1755A;CCAA Navarra;SANGUESA;01/07/2001;;-1.2825;42.58056;397;NAVARRA (COMUNIDAD FORAL);NAVARRA;SANGÜESA/ZANGOZA;INDUSTRIAL;SUBURBANA;DESCONOCIDO;SI;RESIDENCIAL/INDUSTRIAL;PRAZA DO SANTUARIO. PASTORIZA (SANTA MARÍA)
1051001;1;51;1;ES1544A;CCAA País Vasco;AGURAIN;01/01/1998;;-2.47722;42.84917;594;PAÍS VASCO;ÁLAVA;SALVATIERRA O AGURAIN;FONDO;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;ESQ. AVDA DE TENERIFE, C/ DE LA ESTRELLA
1059008;1;59;8;ES1502A;CCAA País Vasco;AVENIDA GASTEIZ;01/01/1998;;-2.68056;42.85472;517;PAÍS VASCO;ÁLAVA;VITORIA-GASTEIZ;TRAFICO;URBANA;;UI;RESIDENCIAL/COMERCIAL/INDUSTRIAL;AVDA HERMANOS LA SALLE. (IES JOAQUÍN ARTILES)
1022001;1;22;1;ES1672A;CCAA País Vasco;EL CIEGO;10/05/2004;;-2.61944;42.51833;480;PAÍS VASCO;ÁLAVA;ELCIEGO;TRAFICO;SUBURBANA;;UF;PARQUE;PARQUE DE SAN JUAN S/N-TELDE
1036004;1;36;4;ES1349A;CCAA País Vasco;LLODIO;01/01/1994;;-2.96333;43.14444;122;PAÍS VASCO;ÁLAVA;LLODIO;TRAFICO;SUBURBANA;;UF;RESIDENCIAL;AVDA. PIERRE DE COUBERTAIN S/N
1059012;1;59;12;ES1673A;CCAA País Vasco;LOS HERRAN;23/05/2004;;-2.66139;42.84361;50;PAÍS VASCO;ÁLAVA;VITORIA-GASTEIZ;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RI;INDUSTRIAL;BARRANC DEL TERME
1059009;1;59;9;ES1492A;CCAA País Vasco;TRES MARZO;01/01/1998;;-2.66806;42.85556;518;PAÍS VASCO;ÁLAVA;VITORIA-GASTEIZ;TRAFICO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;C. DE JOSEP PLA, 2
1055001;1;55;1;ES1489A;CCAA País Vasco;VALDEREJO;01/01/1998;;-3.23139;42.87528;911;PAÍS VASCO;ÁLAVA;VALDEGOVÍA;FONDO;RURAL;;SF;RESIDENCIAL;PL. DEL CASTELL, S/N
20055001;20;55;1;ES1442A;CCAA País Vasco;ARRASATE;01/01/1996;;-2.49;43.06417;218;PAÍS VASCO;GUIPÚZCOA;ARRASATE O MONDRAGÓN;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL;AVENIDA PIO BAROJA S/N
20069002;20;69;2;ES1494A;CCAA País Vasco;ATEGORRIETA;01/01/1998;;-1.96028;43.32278;23;PAÍS VASCO;GUIPÚZCOA;DONOSTIA-SAN SEBASTIÁN;TRAFICO;URBANA;;UT;RESIDENCIAL/COMERCIAL;BULEVAR SUR S/N (PARKING CEMENTERIO DE VALENCIA) 
20069005;20;69;5;ES1697A;CCAA País Vasco;AVENIDA TOLOSA;24/02/2004;;-2.01111;43.30944;3;PAÍS VASCO;GUIPÚZCOA;DONOSTIA-SAN SEBASTIÁN;TRAFICO;URBANA;REGIONAL;SF;RESIDENCIAL;TRANSFORMADOR ELÉCTRICO
20018001;20;18;1;ES1501A;CCAA País Vasco;AZPEITIA;01/01/1998;;-2.26806;43.18;110;PAÍS VASCO;GUIPÚZCOA;AZPEITIA;TRAFICO;URBANA;;ST;DESCONOCIDO;PL. DE CATALUNYA, 1
20019001;20;19;1;ES1499A;CCAA País Vasco;BEASAIN;01/01/1998;;-2.19111;43.04833;153;PAÍS VASCO;GUIPÚZCOA;BEASAIN;TRAFICO;SUBURBANA;CERCA DE UNA CIUDAD;ST;RESIDENCIAL/INDUSTRIAL;C/ CAMP ROIG, 12
20040001;20;40;1;ES1497A;CCAA País Vasco;HERNANI;01/01/1998;;-1.9775;43.2675;18;PAÍS VASCO;GUIPÚZCOA;HERNANI;TRAFICO;URBANA;;SI;INDUSTRIAL;ESCOLA MARINADA
20016001;20;16;1;ES1599A;CCAA País Vasco;PAGOETA;11/05/2001;;-2.155;43.25056;225;PAÍS VASCO;GUIPÚZCOA;AIA;FONDO;RURAL;;UT;RESIDENCIAL/COMERCIAL;GRAN VIA - CRA. DE PRATS
20069004;20;69;4;ES1696A;CCAA País Vasco;PUYO;01/04/2004;;-1.98444;43.30278;88;PAÍS VASCO;GUIPÚZCOA;DONOSTIA-SAN SEBASTIÁN;FONDO;URBANA;;SI;RESIDENCIAL/INDUSTRIAL;C. 1 - C. 2
20071001;20;71;1;ES1498A;CCAA País Vasco;TOLOSA;01/01/1998;;-2.07778;43.13083;90;PAÍS VASCO;GUIPÚZCOA;TOLOSA;TRAFICO;URBANA;DESCONOCIDO;SF;RESIDENCIAL/AGRICOLA;C/FRANCISCO PANIAGUA LOAISA S/N
48002001;48;2;1;ES0588A;CCAA País Vasco;ABANTO;01/01/1984;;-3.07389;43.32056;136;PAÍS VASCO;VIZCAYA;ABANTO Y CIÉRVANA/ABANTO ZIERBENA;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/INDUSTRIAL;C/LAUBIDE ENPARANTZA S/Nº (ARRASATE-MONDRAGÓN)
48013006;48;13;6;ES1712A;CCAA País Vasco;BARAKALDO;01/04/2004;;-2.98722;43.29917;17;PAÍS VASCO;VIZCAYA;BARAKALDO;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RI;RESIDENCIAL;C/ REAL (FINCA LA PERALINA)
48015002;48;15;2;ES0805A;CCAA País Vasco;BASAURI;01/04/1987;;-2.88417;43.24111;125;PAÍS VASCO;VIZCAYA;BASAURI;INDUSTRIAL;URBANA;;UT;RESIDENCIAL/COMERCIAL;PASEO DE ZORRILLA 191
48020006;48;20;6;ES0041A;CCAA País Vasco;DIRECCIÓN DE SALUD;01/01/1976;;-2.94472;43.26111;32;PAÍS VASCO;VIZCAYA;BILBAO;TRAFICO;URBANA;DESCONOCIDO;UT;RESIDENCIAL/COMERCIAL;C/DANIEL DEL OLMO GONZÁLEZ
48027001;48;27;1;ES1490A;CCAA País Vasco;DURANGO;01/01/1998;;-2.63583;43.17222;113;PAÍS VASCO;VIZCAYA;DURANGO;INDUSTRIAL;URBANA;;UF;RESIDENCIAL;C/ LA CIGÜEÑA (LOGROÑO)
48902006;48;902;6;ES0110A;CCAA País Vasco;ERANDIO;01/02/1977;;-2.97722;43.30278;4;PAÍS VASCO;VIZCAYA;ERANDIO;TRAFICO;URBANA;CERCA DE UNA CIUDAD;RF;RESIDENCIAL;C. DE JAUME BALMES, 53
48902009;48;902;9;ES0333A;CCAA País Vasco;ESCUELAS PÚBLICAS;01/01/1989;;-2.97361;43.30833;2;PAÍS VASCO;VIZCAYA;ERANDIO;INDUSTRIAL;URBANA;;UF;RESIDENCIAL/COMERCIAL;AVDA. DE VICENT SOS BAYNAT, S/N
48020062;48;20;62;ES1244A;CCAA País Vasco;MAZARREDO;01/07/1992;;-2.91833;43.2675;33;PAÍS VASCO;VIZCAYA;BILBAO;TRAFICO;URBANA;;UT;;AVDA. AL-NASIR
48068001;48;68;1;ES1491A;CCAA País Vasco;MUNDAKA;01/01/1998;;-2.70389;43.40611;116;PAÍS VASCO;VIZCAYA;MUNDAKA;FONDO;RURAL;;UF;RESIDENCIAL/INDUSTRIAL;RONDA DEL VALLE
48071002;48;71;2;ES0587A;CCAA País Vasco;MUSKIZ;01/03/1984;;-3.11306;43.32083;30;PAÍS VASCO;VIZCAYA;MUSKIZ;INDUSTRIAL;SUBURBANA;;UT;RESIDENCIAL/COMERCIAL/INDUSTRIAL;C/ TORCUATO FERNÁNDEZ MIRANDA - AVDA. CASTILLA
48020003;48;20;3;ES1713A;CCAA País Vasco;PARQUE EUROPA;01/04/2004;;-2.90222;43.255;76;PAÍS VASCO;VIZCAYA;BILBAO;FONDO;URBANA;;UT;DESCONOCIDO;PLAZA LAVADEROS
48904002;48;904;2;ES1595A;CCAA País Vasco;SANGRONIZ;31/03/2001;;-2.93028;43.29833;21;PAÍS VASCO;VIZCAYA;SONDIKA;TRAFICO;SUBURBANA;;UI;RESIDENCIAL/INDUSTRIAL;EIVISSA-DALT VILA
48096001;48;96;1;ES1598A;CCAA País Vasco;ZALLA;02/04/2001;;-3.13444;43.21306;62;PAÍS VASCO;VIZCAYA;ZALLA;FONDO;URBANA;;SI;INDUSTRIAL;C/ DE LA IGLESIA
26011001;26;11;1;ES1649A;CCAA La Rioja;ALFARO;01/02/2003;;-1.74333;42.17583;365;RIOJA (LA);RIOJA (LA);ALFARO;INDUSTRIAL;RURAL;;SI;DESCONOCIDO;UNKNOWN
26019001;26;19;1;ES1779A;CCAA La Rioja;ARRÚBAL;01/10/2004;;-2.25028;42.43889;336;RIOJA (LA);RIOJA (LA);ARRÚBAL;INDUSTRIAL;RURAL;;UT;RESIDENCIAL;TRASERA C/ CAÑADA REAL, 3
26066001;26;66;1;ES1746A;CCAA La Rioja;GALILEA;01/09/2004;;-2.23167;42.34167;584;RIOJA (LA);RIOJA (LA);GALILEA;INDUSTRIAL;RURAL;REMOTA;RFREM;NATURALEZA;INSTALACIONES DEL CANAL DE ISABEL II 
26089001;26;89;1;ES1602A;CCAA La Rioja;LA CIGÜEÑA;30/06/2001;;-2.42778;42.46389;386;RIOJA (LA);RIOJA (LA);LOGROÑO;FONDO;URBANA;REGIONAL;RF;RESIDENCIAL;CAMINO DE CHOZAS, S/N
26117001;26;117;1;ES1753A;CCAA La Rioja;PRADEJÓN;01/09/2004;;-2.05972;42.34;402;RIOJA (LA);RIOJA (LA);PRADEJÓN;INDUSTRIAL;RURAL;REGIONAL;RI;RESIDENCIAL/INDUSTRIAL;ECONOMATO
