Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;PM10;O3
GUARDO;-4.82722;42.70361;2015-02-11;;5. MUY BAJO;2. ALTO;3. MEDIO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-12;;5. MUY BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-02-13;3. MEDIO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-14;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-16;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-17;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-18;1. MUY ALTO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-19;4. BAJO;5. MUY BAJO;4. BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-20;4. BAJO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-21;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-22;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-23;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-24;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-25;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-02-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-02-28;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-05;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-06;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-10;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-11;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-17;4. BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-18;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-19;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-03-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-03-25;;;;;
GUARDO;-4.82722;42.70361;2015-03-30;;;;;
GUARDO;-4.82722;42.70361;2015-03-31;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-01;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-02;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-04;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-05;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-06;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-07;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-08;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-09;5. MUY BAJO;;;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-10;;;;;
GUARDO;-4.82722;42.70361;2015-04-13;;;;;
GUARDO;-4.82722;42.70361;2015-04-14;2. ALTO;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-15;3. MEDIO;5. MUY BAJO;5. MUY BAJO;2. ALTO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-16;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-17;2. ALTO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-18;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-19;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-20;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-21;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-22;2. ALTO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-23;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-24;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-25;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-26;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-04-27;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-28;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-29;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-04-30;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-02;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-05-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-04;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-13;;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-17;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-20;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-21;;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-22;;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-23;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-24;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-25;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-26;;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-27;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-05-28;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-05-31;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-17;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-20;;5. MUY BAJO;5. MUY BAJO;;
GUARDO;-4.82722;42.70361;2015-06-21;;5. MUY BAJO;5. MUY BAJO;;
GUARDO;-4.82722;42.70361;2015-06-22;;5. MUY BAJO;5. MUY BAJO;;
GUARDO;-4.82722;42.70361;2015-06-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-06-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
GUARDO;-4.82722;42.70361;2015-06-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-29;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-06-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-04;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-05;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-07;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-13;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-15;4. BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
GUARDO;-4.82722;42.70361;2015-07-17;4. BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-19;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-20;;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-21;;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-23;;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-24;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-07-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-07-31;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-08;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-17;;;;;
GUARDO;-4.82722;42.70361;2015-08-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-08-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-08-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-08-31;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-07;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-09-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-09-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
