Nombre;Longitud;Latitud;Fecha;SO2;NO;NO2;PM10;O3
GUARDO;-4.82722;42.70361;2015-09-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-17;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-09-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-09-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-01;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-10-02;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-10-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-04;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-07;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-09;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-10;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-11;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-13;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-14;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-15;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-16;3. MEDIO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-17;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-18;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-19;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-20;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-21;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-22;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-23;4. BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-24;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-25;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-26;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-10-27;2. ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-10-28;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-29;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-30;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-10-31;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO
GUARDO;-4.82722;42.70361;2015-11-01;2. ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-11-02;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
GUARDO;-4.82722;42.70361;2015-11-03;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-11-04;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
GUARDO;-4.82722;42.70361;2015-11-05;;;;;
PALENCIA 3;-4.53833;42.01944;2014-01-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-08;4. BAJO;5. MUY BAJO;2. ALTO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-09;3. MEDIO;3. MEDIO;2. ALTO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-10;3. MEDIO;2. ALTO;3. MEDIO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-11;4. BAJO;4. BAJO;3. MEDIO;3. MEDIO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-12;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-17;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-23;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-01-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-01-31;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-11;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-17;5. MUY BAJO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-19;5. MUY BAJO;5. MUY BAJO;1. MUY ALTO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-20;5. MUY BAJO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-21;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-22;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-23;5. MUY BAJO;5. MUY BAJO;2. ALTO;;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-02-24;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-25;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-26;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-27;5. MUY BAJO;5. MUY BAJO;4. BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-02-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-03-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-05;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-06;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;5. MUY BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-07;4. BAJO;5. MUY BAJO;3. MEDIO;2. ALTO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-08;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-09;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-03-12;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-03-13;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-14;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-03-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-03-17;5. MUY BAJO;5. MUY BAJO;3. MEDIO;;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-18;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-20;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-26;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-27;1. MUY ALTO;5. MUY BAJO;3. MEDIO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-28;1. MUY ALTO;5. MUY BAJO;3. MEDIO;3. MEDIO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-03-29;3. MEDIO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-03-31;5. MUY BAJO;5. MUY BAJO;4. BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-01;3. MEDIO;5. MUY BAJO;4. BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-02;2. ALTO;5. MUY BAJO;3. MEDIO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-04;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-05;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-06;1. MUY ALTO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-07;1. MUY ALTO;5. MUY BAJO;4. BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-08;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-09;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-10;1. MUY ALTO;5. MUY BAJO;4. BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-11;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-12;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-13;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-14;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-15;4. BAJO;5. MUY BAJO;4. BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-16;2. ALTO;5. MUY BAJO;4. BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-17;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-18;3. MEDIO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-19;1. MUY ALTO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-21;4. BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-04-26;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-27;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-04-28;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-29;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-04-30;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;4. BAJO
PALENCIA 3;-4.53833;42.01944;2014-05-01;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-02;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-03;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-04;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-05;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-06;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-07;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-08;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-09;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-10;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-11;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-12;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-13;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-14;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-15;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-16;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO;1. MUY ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-17;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;1. MUY ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-18;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;4. BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-19;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-20;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-21;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-22;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-23;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;2. ALTO
PALENCIA 3;-4.53833;42.01944;2014-05-24;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
PALENCIA 3;-4.53833;42.01944;2014-05-25;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;5. MUY BAJO;3. MEDIO
